model,policy,checkpoint,repeat,repeat_type,speaker,fold,uar_percent,query_records,minimum_class_support
cnn,C,best,0,panel_draw,1012,3,37.5,72,12
cnn,C,best,0,panel_draw,1013,0,53.15656565656566,70,11
cnn,C,best,0,panel_draw,1014,3,48.611111111111114,72,12
cnn,C,best,0,panel_draw,1015,3,36.11111111111111,72,12
cnn,C,best,0,panel_draw,1016,4,43.05555555555556,72,12
cnn,C,best,0,panel_draw,1017,1,36.23737373737374,70,11
cnn,C,best,0,panel_draw,1018,1,52.77777777777778,72,12
cnn,C,best,0,panel_draw,1019,0,43.93939393939393,66,11
cnn,C,best,0,panel_draw,1020,0,51.38888888888889,72,12
cnn,C,best,0,panel_draw,1021,3,37.5,72,12
cnn,C,best,0,panel_draw,1022,1,37.5,72,12
cnn,C,best,0,panel_draw,1023,3,37.5,72,12
cnn,C,best,0,panel_draw,1024,2,30.555555555555557,72,12
cnn,C,best,0,panel_draw,1025,0,31.944444444444443,72,12
cnn,C,best,0,panel_draw,1026,4,51.388888888888886,72,12
cnn,C,best,0,panel_draw,1027,3,52.77777777777778,72,12
cnn,C,best,0,panel_draw,1028,1,43.05555555555556,72,12
cnn,C,best,0,panel_draw,1029,1,40.27777777777777,72,12
cnn,C,best,0,panel_draw,1030,0,48.611111111111114,72,12
cnn,C,best,0,panel_draw,1031,2,25.0,72,12
cnn,C,best,0,panel_draw,1032,0,40.27777777777777,72,12
cnn,C,best,0,panel_draw,1033,3,44.44444444444444,72,12
cnn,C,best,0,panel_draw,1034,0,50.000000000000014,72,12
cnn,C,best,0,panel_draw,1035,4,41.66666666666667,72,12
cnn,C,best,0,panel_draw,1036,3,36.11111111111111,72,12
cnn,C,best,0,panel_draw,1037,3,47.22222222222223,72,12
cnn,C,best,0,panel_draw,1038,0,56.94444444444444,72,12
cnn,C,best,0,panel_draw,1039,4,41.66666666666667,72,12
cnn,C,best,0,panel_draw,1040,1,43.05555555555556,71,11
cnn,C,best,0,panel_draw,1041,1,48.611111111111114,72,12
cnn,C,best,0,panel_draw,1042,4,34.72222222222223,72,12
cnn,C,best,0,panel_draw,1043,4,52.77777777777778,72,12
cnn,C,best,0,panel_draw,1044,2,47.22222222222223,72,12
cnn,C,best,0,panel_draw,1045,0,43.05555555555555,72,12
cnn,C,best,0,panel_draw,1046,2,41.66666666666667,72,12
cnn,C,best,0,panel_draw,1047,1,50.0,72,12
cnn,C,best,0,panel_draw,1048,2,51.38888888888889,72,12
cnn,C,best,0,panel_draw,1049,3,48.611111111111114,72,12
cnn,C,best,0,panel_draw,1050,2,50.0,72,12
cnn,C,best,0,panel_draw,1051,3,51.38888888888889,72,12
cnn,C,best,0,panel_draw,1052,0,43.05555555555556,72,12
cnn,C,best,0,panel_draw,1053,0,58.33333333333333,72,12
cnn,C,best,0,panel_draw,1054,4,25.0,72,12
cnn,C,best,0,panel_draw,1055,1,47.22222222222223,72,12
cnn,C,best,0,panel_draw,1056,2,45.83333333333333,72,12
cnn,C,best,0,panel_draw,1057,1,37.5,72,12
cnn,C,best,0,panel_draw,1058,4,47.22222222222223,72,12
cnn,C,best,0,panel_draw,1059,2,29.166666666666668,72,12
cnn,C,best,0,panel_draw,1060,2,30.555555555555557,72,12
cnn,C,best,0,panel_draw,1061,0,41.66666666666667,72,12
cnn,C,best,0,panel_draw,1062,4,43.05555555555556,72,12
cnn,C,best,0,panel_draw,1063,2,52.77777777777778,72,12
cnn,C,best,0,panel_draw,1064,1,48.61111111111111,72,12
cnn,C,best,0,panel_draw,1065,1,47.22222222222223,72,12
cnn,C,best,0,panel_draw,1066,4,44.44444444444444,72,12
cnn,C,best,0,panel_draw,1067,4,37.5,72,12
cnn,C,best,0,panel_draw,1068,0,44.44444444444444,72,12
cnn,C,best,0,panel_draw,1069,4,37.50000000000001,72,12
cnn,C,best,0,panel_draw,1070,2,45.83333333333333,72,12
cnn,C,best,0,panel_draw,1071,2,34.72222222222223,72,12
cnn,C,best,0,panel_draw,1072,3,43.05555555555555,72,12
cnn,C,best,0,panel_draw,1073,4,38.88888888888889,72,12
cnn,C,best,0,panel_draw,1074,4,27.77777777777778,72,12
cnn,C,best,0,panel_draw,1075,1,34.72222222222223,72,12
cnn,C,best,0,panel_draw,1076,4,43.43434343434343,70,11
cnn,C,best,0,panel_draw,1077,3,40.27777777777777,72,12
cnn,C,best,0,panel_draw,1078,1,41.66666666666667,72,12
cnn,C,best,0,panel_draw,1079,2,34.72222222222223,72,12
cnn,C,best,0,panel_draw,1080,3,56.94444444444445,72,12
cnn,C,best,0,panel_draw,1081,2,52.77777777777778,72,12
cnn,C,best,0,panel_draw,1082,2,22.22222222222222,72,12
cnn,C,best,0,panel_draw,1083,2,50.0,72,12
cnn,C,best,0,panel_draw,1084,4,34.72222222222223,72,12
cnn,C,best,0,panel_draw,1085,0,56.94444444444445,72,12
cnn,C,best,0,panel_draw,1086,0,43.05555555555556,72,12
cnn,C,best,0,panel_draw,1087,0,29.166666666666668,72,12
cnn,C,best,0,panel_draw,1088,2,41.66666666666667,72,12
cnn,C,best,0,panel_draw,1089,0,51.38888888888889,72,12
cnn,C,best,0,panel_draw,1090,1,47.222222222222214,72,12
cnn,C,best,0,panel_draw,1091,1,33.33333333333333,72,12
cnn,C,best,1,panel_draw,1001,1,23.611111111111107,72,12
cnn,C,best,1,panel_draw,1002,3,42.17171717171717,71,11
cnn,C,best,1,panel_draw,1003,4,40.27777777777777,72,12
cnn,C,best,1,panel_draw,1004,1,37.5,72,12
cnn,C,best,1,panel_draw,1005,1,34.72222222222223,72,12
cnn,C,best,1,panel_draw,1006,3,35.101010101010104,70,11
cnn,C,best,1,panel_draw,1007,2,36.11111111111111,72,12
cnn,C,best,1,panel_draw,1008,2,25.757575757575758,66,11
cnn,C,best,1,panel_draw,1009,3,63.63636363636363,66,11
cnn,C,best,1,panel_draw,1010,0,50.0,72,12
cnn,C,best,1,panel_draw,1011,0,48.61111111111111,72,12
cnn,C,best,1,panel_draw,1012,3,44.44444444444445,72,12
cnn,C,best,1,panel_draw,1013,0,57.44949494949494,70,11
cnn,C,best,1,panel_draw,1014,3,51.38888888888889,72,12
cnn,C,best,1,panel_draw,1015,3,37.50000000000001,72,12
cnn,C,best,1,panel_draw,1016,4,43.05555555555555,72,12
cnn,C,best,1,panel_draw,1017,1,33.58585858585859,70,11
cnn,C,best,1,panel_draw,1018,1,54.166666666666664,72,12
cnn,C,best,1,panel_draw,1019,0,45.45454545454545,66,11
cnn,C,best,1,panel_draw,1020,0,47.22222222222223,72,12
cnn,C,best,1,panel_draw,1021,3,43.05555555555556,72,12
cnn,C,best,1,panel_draw,1022,1,41.66666666666666,72,12
cnn,C,best,1,panel_draw,1023,3,37.5,72,12
cnn,C,best,1,panel_draw,1024,2,30.555555555555557,72,12
cnn,C,best,1,panel_draw,1025,0,31.944444444444443,72,12
cnn,C,best,1,panel_draw,1026,4,45.83333333333334,72,12
cnn,C,best,1,panel_draw,1027,3,56.94444444444444,72,12
cnn,C,best,1,panel_draw,1028,1,45.83333333333333,72,12
cnn,C,best,1,panel_draw,1029,1,37.5,72,12
cnn,C,best,1,panel_draw,1030,0,51.38888888888889,72,12
cnn,C,best,1,panel_draw,1031,2,29.166666666666668,72,12
cnn,C,best,1,panel_draw,1032,0,38.888888888888886,72,12
cnn,C,best,1,panel_draw,1033,3,48.61111111111111,72,12
cnn,C,best,1,panel_draw,1034,0,52.77777777777778,72,12
cnn,C,best,1,panel_draw,1035,4,41.66666666666667,72,12
cnn,C,best,1,panel_draw,1036,3,33.33333333333333,72,12
cnn,C,best,1,panel_draw,1037,3,48.61111111111111,72,12
cnn,C,best,1,panel_draw,1038,0,54.166666666666664,72,12
cnn,C,best,1,panel_draw,1039,4,47.222222222222214,72,12
cnn,C,best,1,panel_draw,1040,1,40.27777777777777,71,11
cnn,C,best,1,panel_draw,1041,1,47.22222222222223,72,12
cnn,C,best,1,panel_draw,1042,4,30.555555555555554,72,12
cnn,C,best,1,panel_draw,1043,4,52.77777777777778,72,12
cnn,C,best,1,panel_draw,1044,2,47.22222222222223,72,12
cnn,C,best,1,panel_draw,1045,0,44.44444444444444,72,12
cnn,C,best,1,panel_draw,1046,2,34.72222222222223,72,12
cnn,C,best,1,panel_draw,1047,1,52.77777777777778,72,12
cnn,C,best,1,panel_draw,1048,2,48.611111111111114,72,12
cnn,C,best,1,panel_draw,1049,3,56.94444444444445,72,12
cnn,C,best,1,panel_draw,1050,2,48.61111111111111,72,12
cnn,C,best,1,panel_draw,1051,3,54.166666666666664,72,12
cnn,C,best,1,panel_draw,1052,0,37.5,72,12
cnn,C,best,1,panel_draw,1053,0,52.77777777777778,72,12
cnn,C,best,1,panel_draw,1054,4,30.555555555555554,72,12
cnn,C,best,1,panel_draw,1055,1,40.277777777777786,72,12
cnn,C,best,1,panel_draw,1056,2,43.05555555555556,72,12
cnn,C,best,1,panel_draw,1057,1,40.27777777777777,72,12
cnn,C,best,1,panel_draw,1058,4,47.222222222222214,72,12
cnn,C,best,1,panel_draw,1059,2,30.555555555555554,72,12
cnn,C,best,1,panel_draw,1060,2,30.555555555555554,72,12
cnn,C,best,1,panel_draw,1061,0,37.5,72,12
cnn,C,best,1,panel_draw,1062,4,41.66666666666667,72,12
cnn,C,best,1,panel_draw,1063,2,50.0,72,12
cnn,C,best,1,panel_draw,1064,1,48.61111111111111,72,12
cnn,C,best,1,panel_draw,1065,1,52.77777777777778,72,12
cnn,C,best,1,panel_draw,1066,4,44.44444444444444,72,12
cnn,C,best,1,panel_draw,1067,4,31.944444444444443,72,12
cnn,C,best,1,panel_draw,1068,0,45.83333333333333,72,12
cnn,C,best,1,panel_draw,1069,4,38.88888888888889,72,12
cnn,C,best,1,panel_draw,1070,2,41.66666666666667,72,12
cnn,C,best,1,panel_draw,1071,2,31.944444444444443,72,12
cnn,C,best,1,panel_draw,1072,3,44.44444444444444,72,12
cnn,C,best,1,panel_draw,1073,4,43.05555555555556,72,12
cnn,C,best,1,panel_draw,1074,4,36.11111111111111,72,12
cnn,C,best,1,panel_draw,1075,1,38.88888888888889,72,12
cnn,C,best,1,panel_draw,1076,4,40.02525252525253,70,11
cnn,C,best,1,panel_draw,1077,3,43.05555555555555,72,12
cnn,C,best,1,panel_draw,1078,1,51.38888888888889,72,12
cnn,C,best,1,panel_draw,1079,2,36.11111111111111,72,12
cnn,C,best,1,panel_draw,1080,3,52.77777777777778,72,12
cnn,C,best,1,panel_draw,1081,2,47.22222222222223,72,12
cnn,C,best,1,panel_draw,1082,2,25.0,72,12
cnn,C,best,1,panel_draw,1083,2,38.888888888888886,72,12
cnn,C,best,1,panel_draw,1084,4,29.166666666666657,72,12
cnn,C,best,1,panel_draw,1085,0,61.111111111111114,72,12
cnn,C,best,1,panel_draw,1086,0,38.88888888888889,72,12
cnn,C,best,1,panel_draw,1087,0,26.38888888888889,72,12
cnn,C,best,1,panel_draw,1088,2,47.22222222222223,72,12
cnn,C,best,1,panel_draw,1089,0,55.55555555555556,72,12
cnn,C,best,1,panel_draw,1090,1,50.0,72,12
cnn,C,best,1,panel_draw,1091,1,36.111111111111114,72,12
cnn,C,best,2,panel_draw,1001,1,23.611111111111114,72,12
cnn,C,best,2,panel_draw,1002,3,41.03535353535353,71,11
cnn,C,best,2,panel_draw,1003,4,40.277777777777786,72,12
cnn,C,best,2,panel_draw,1004,1,48.611111111111114,72,12
cnn,C,best,2,panel_draw,1005,1,37.5,72,12
cnn,C,best,2,panel_draw,1006,3,33.71212121212121,70,11
cnn,C,best,2,panel_draw,1007,2,36.11111111111111,72,12
cnn,C,best,2,panel_draw,1008,2,30.303030303030305,66,11
cnn,C,best,2,panel_draw,1009,3,53.03030303030303,66,11
cnn,C,best,2,panel_draw,1010,0,54.166666666666664,72,12
cnn,C,best,2,panel_draw,1011,0,45.83333333333333,72,12
cnn,C,best,2,panel_draw,1012,3,38.888888888888886,72,12
cnn,C,best,2,panel_draw,1013,0,60.60606060606061,70,11
cnn,C,best,2,panel_draw,1014,3,48.61111111111111,72,12
cnn,C,best,2,panel_draw,1015,3,31.944444444444443,72,12
cnn,C,best,2,panel_draw,1016,4,34.722222222222214,72,12
cnn,C,best,2,panel_draw,1017,1,37.75252525252525,70,11
cnn,C,best,2,panel_draw,1018,1,56.94444444444444,72,12
cnn,C,best,2,panel_draw,1019,0,43.93939393939394,66,11
cnn,C,best,2,panel_draw,1020,0,44.44444444444444,72,12
cnn,C,best,2,panel_draw,1021,3,40.27777777777777,72,12
cnn,C,best,2,panel_draw,1022,1,41.66666666666667,72,12
cnn,C,best,2,panel_draw,1023,3,43.05555555555556,72,12
cnn,C,best,2,panel_draw,1024,2,34.72222222222223,72,12
cnn,C,best,2,panel_draw,1025,0,29.166666666666668,72,12
cnn,C,best,2,panel_draw,1026,4,45.83333333333334,72,12
cnn,C,best,2,panel_draw,1027,3,58.333333333333336,72,12
cnn,C,best,2,panel_draw,1028,1,40.27777777777777,72,12
cnn,C,best,2,panel_draw,1029,1,48.61111111111111,72,12
cnn,C,best,2,panel_draw,1030,0,58.333333333333336,72,12
cnn,C,best,2,panel_draw,1031,2,31.944444444444443,72,12
cnn,C,best,2,panel_draw,1032,0,41.66666666666667,72,12
cnn,C,best,2,panel_draw,1033,3,48.61111111111111,72,12
cnn,C,best,2,panel_draw,1034,0,45.83333333333334,72,12
cnn,C,best,2,panel_draw,1035,4,44.44444444444445,72,12
cnn,C,best,2,panel_draw,1036,3,26.38888888888889,72,12
cnn,C,best,2,panel_draw,1037,3,50.000000000000014,72,12
cnn,C,best,2,panel_draw,1038,0,59.72222222222222,72,12
cnn,C,best,2,panel_draw,1039,4,38.888888888888886,72,12
cnn,C,best,2,panel_draw,1040,1,44.31818181818182,71,11
cnn,C,best,2,panel_draw,1041,1,41.66666666666667,72,12
cnn,C,best,2,panel_draw,1042,4,27.777777777777775,72,12
cnn,C,best,2,panel_draw,1043,4,52.77777777777778,72,12
cnn,C,best,2,panel_draw,1044,2,45.83333333333334,72,12
cnn,C,best,2,panel_draw,1045,0,41.66666666666667,72,12
cnn,C,best,2,panel_draw,1046,2,41.66666666666667,72,12
cnn,C,best,2,panel_draw,1047,1,52.77777777777778,72,12
cnn,C,best,2,panel_draw,1048,2,55.55555555555556,72,12
cnn,C,best,2,panel_draw,1049,3,47.222222222222214,72,12
cnn,C,best,2,panel_draw,1050,2,51.38888888888889,72,12
cnn,C,best,2,panel_draw,1051,3,54.166666666666664,72,12
cnn,C,best,2,panel_draw,1052,0,38.88888888888889,72,12
cnn,C,best,2,panel_draw,1053,0,50.0,72,12
cnn,C,best,2,panel_draw,1054,4,26.38888888888889,72,12
cnn,C,best,2,panel_draw,1055,1,51.38888888888889,72,12
cnn,C,best,2,panel_draw,1056,2,41.66666666666667,72,12
cnn,C,best,2,panel_draw,1057,1,40.277777777777786,72,12
cnn,C,best,2,panel_draw,1058,4,44.44444444444444,72,12
cnn,C,best,2,panel_draw,1059,2,30.555555555555557,72,12
cnn,C,best,2,panel_draw,1060,2,33.33333333333333,72,12
cnn,C,best,2,panel_draw,1061,0,36.11111111111111,72,12
cnn,C,best,2,panel_draw,1062,4,43.05555555555556,72,12
cnn,C,best,2,panel_draw,1063,2,55.55555555555556,72,12
cnn,C,best,2,panel_draw,1064,1,44.44444444444444,72,12
cnn,C,best,2,panel_draw,1065,1,48.61111111111111,72,12
cnn,C,best,2,panel_draw,1066,4,48.611111111111114,72,12
cnn,C,best,2,panel_draw,1067,4,34.72222222222223,72,12
cnn,C,best,2,panel_draw,1068,0,38.88888888888889,72,12
cnn,C,best,2,panel_draw,1069,4,22.22222222222222,72,12
cnn,C,best,2,panel_draw,1070,2,44.44444444444445,72,12
cnn,C,best,2,panel_draw,1071,2,36.11111111111111,72,12
cnn,C,best,2,panel_draw,1072,3,51.38888888888889,72,12
cnn,C,best,2,panel_draw,1073,4,37.5,72,12
cnn,C,best,2,panel_draw,1074,4,25.0,72,12
cnn,C,best,2,panel_draw,1075,1,37.5,72,12
cnn,C,best,2,panel_draw,1076,4,31.565656565656568,70,11
cnn,C,best,2,panel_draw,1077,3,37.5,72,12
cnn,C,best,2,panel_draw,1078,1,47.222222222222214,72,12
cnn,C,best,2,panel_draw,1079,2,40.277777777777786,72,12
cnn,C,best,2,panel_draw,1080,3,55.55555555555555,72,12
cnn,C,best,2,panel_draw,1081,2,50.0,72,12
cnn,C,best,2,panel_draw,1082,2,25.0,72,12
cnn,C,best,2,panel_draw,1083,2,44.44444444444444,72,12
cnn,C,best,2,panel_draw,1084,4,37.5,72,12
cnn,C,best,2,panel_draw,1085,0,56.94444444444444,72,12
cnn,C,best,2,panel_draw,1086,0,44.44444444444445,72,12
cnn,C,best,2,panel_draw,1087,0,30.555555555555557,72,12
cnn,C,best,2,panel_draw,1088,2,47.222222222222214,72,12
cnn,C,best,2,panel_draw,1089,0,50.0,72,12
cnn,C,best,2,panel_draw,1090,1,55.55555555555555,72,12
cnn,C,best,2,panel_draw,1091,1,41.66666666666667,72,12
cnn,C,last,0,panel_draw,1001,1,26.38888888888889,72,12
cnn,C,last,0,panel_draw,1002,3,31.060606060606062,71,11
cnn,C,last,0,panel_draw,1003,4,38.88888888888889,72,12
cnn,C,last,0,panel_draw,1004,1,36.11111111111111,72,12
cnn,C,last,0,panel_draw,1005,1,37.5,72,12
cnn,C,last,0,panel_draw,1006,3,34.217171717171716,70,11
cnn,C,last,0,panel_draw,1007,2,36.11111111111111,72,12
cnn,C,last,0,panel_draw,1008,2,27.27272727272727,66,11
cnn,C,last,0,panel_draw,1009,3,50.000000000000014,66,11
cnn,C,last,0,panel_draw,1010,0,48.61111111111111,72,12
cnn,C,last,0,panel_draw,1011,0,48.61111111111111,72,12
cnn,C,last,0,panel_draw,1012,3,40.27777777777777,72,12
cnn,C,last,0,panel_draw,1013,0,53.40909090909091,70,11
cnn,C,last,0,panel_draw,1014,3,52.77777777777778,72,12
cnn,C,last,0,panel_draw,1015,3,41.66666666666667,72,12
cnn,C,last,0,panel_draw,1016,4,41.66666666666667,72,12
cnn,C,last,0,panel_draw,1017,1,39.015151515151516,70,11
cnn,C,last,0,panel_draw,1018,1,62.5,72,12
cnn,C,last,0,panel_draw,1019,0,43.93939393939393,66,11
cnn,C,last,0,panel_draw,1020,0,55.55555555555556,72,12
cnn,C,last,0,panel_draw,1021,3,41.66666666666667,72,12
cnn,C,last,0,panel_draw,1022,1,40.277777777777786,72,12
cnn,C,last,0,panel_draw,1023,3,41.66666666666667,72,12
cnn,C,last,0,panel_draw,1024,2,34.72222222222223,72,12
cnn,C,last,0,panel_draw,1025,0,33.33333333333333,72,12
cnn,C,last,0,panel_draw,1026,4,56.94444444444444,72,12
cnn,C,last,0,panel_draw,1027,3,56.94444444444444,72,12
cnn,C,last,0,panel_draw,1028,1,44.44444444444445,72,12
cnn,C,last,0,panel_draw,1029,1,31.944444444444443,72,12
cnn,C,last,0,panel_draw,1030,0,50.0,72,12
cnn,C,last,0,panel_draw,1031,2,27.777777777777775,72,12
cnn,C,last,0,panel_draw,1032,0,40.27777777777777,72,12
cnn,C,last,0,panel_draw,1033,3,45.83333333333333,72,12
cnn,C,last,0,panel_draw,1034,0,48.61111111111111,72,12
cnn,C,last,0,panel_draw,1035,4,45.83333333333333,72,12
cnn,C,last,0,panel_draw,1036,3,40.277777777777786,72,12
cnn,C,last,0,panel_draw,1037,3,58.33333333333333,72,12
cnn,C,last,0,panel_draw,1038,0,52.77777777777778,72,12
cnn,C,last,0,panel_draw,1039,4,44.44444444444444,72,12
cnn,C,last,0,panel_draw,1040,1,41.66666666666667,71,11
cnn,C,last,0,panel_draw,1041,1,45.83333333333333,72,12
cnn,C,last,0,panel_draw,1042,4,37.49999999999999,72,12
cnn,C,last,0,panel_draw,1043,4,52.77777777777778,72,12
cnn,C,last,0,panel_draw,1044,2,48.611111111111114,72,12
cnn,C,last,0,panel_draw,1045,0,41.66666666666667,72,12
cnn,C,last,0,panel_draw,1046,2,43.05555555555556,72,12
cnn,C,last,0,panel_draw,1047,1,52.77777777777778,72,12
cnn,C,last,0,panel_draw,1048,2,45.83333333333333,72,12
cnn,C,last,0,panel_draw,1049,3,52.77777777777778,72,12
cnn,C,last,0,panel_draw,1050,2,43.05555555555555,72,12
cnn,C,last,0,panel_draw,1051,3,54.166666666666664,72,12
cnn,C,last,0,panel_draw,1052,0,40.277777777777786,72,12
cnn,C,last,0,panel_draw,1053,0,54.166666666666664,72,12
cnn,C,last,0,panel_draw,1054,4,25.0,72,12
cnn,C,last,0,panel_draw,1055,1,40.277777777777786,72,12
cnn,C,last,0,panel_draw,1056,2,41.66666666666667,72,12
cnn,C,last,0,panel_draw,1057,1,40.27777777777777,72,12
cnn,C,last,0,panel_draw,1058,4,47.22222222222223,72,12
cnn,C,last,0,panel_draw,1059,2,27.777777777777786,72,12
cnn,C,last,0,panel_draw,1060,2,36.11111111111111,72,12
cnn,C,last,0,panel_draw,1061,0,47.222222222222214,72,12
cnn,C,last,0,panel_draw,1062,4,43.05555555555556,72,12
cnn,C,last,0,panel_draw,1063,2,54.166666666666664,72,12
cnn,C,last,0,panel_draw,1064,1,55.55555555555555,72,12
cnn,C,last,0,panel_draw,1065,1,51.38888888888889,72,12
cnn,C,last,0,panel_draw,1066,4,45.83333333333333,72,12
cnn,C,last,0,panel_draw,1067,4,38.88888888888889,72,12
cnn,C,last,0,panel_draw,1068,0,40.27777777777777,72,12
cnn,C,last,0,panel_draw,1069,4,36.111111111111114,72,12
cnn,C,last,0,panel_draw,1070,2,41.66666666666667,72,12
cnn,C,last,0,panel_draw,1071,2,37.5,72,12
cnn,C,last,0,panel_draw,1072,3,34.72222222222223,72,12
cnn,C,last,0,panel_draw,1073,4,38.88888888888889,72,12
cnn,C,last,0,panel_draw,1074,4,31.944444444444446,72,12
cnn,C,last,0,panel_draw,1075,1,31.944444444444443,72,12
cnn,C,last,0,panel_draw,1076,4,43.30808080808081,70,11
cnn,C,last,0,panel_draw,1077,3,33.33333333333333,72,12
cnn,C,last,0,panel_draw,1078,1,48.61111111111111,72,12
cnn,C,last,0,panel_draw,1079,2,36.11111111111111,72,12
cnn,C,last,0,panel_draw,1080,3,54.166666666666664,72,12
cnn,C,last,0,panel_draw,1081,2,51.388888888888886,72,12
cnn,C,last,0,panel_draw,1082,2,25.0,72,12
cnn,C,last,0,panel_draw,1083,2,47.22222222222223,72,12
cnn,C,last,0,panel_draw,1084,4,36.11111111111111,72,12
cnn,C,last,0,panel_draw,1085,0,52.77777777777778,72,12
cnn,C,last,0,panel_draw,1086,0,40.27777777777777,72,12
cnn,C,last,0,panel_draw,1087,0,30.555555555555557,72,12
cnn,C,last,0,panel_draw,1088,2,38.888888888888886,72,12
cnn,C,last,0,panel_draw,1089,0,51.38888888888889,72,12
cnn,C,last,0,panel_draw,1090,1,48.61111111111111,72,12
cnn,C,last,0,panel_draw,1091,1,33.33333333333333,72,12
cnn,C,last,1,panel_draw,1001,1,23.611111111111114,72,12
cnn,C,last,1,panel_draw,1002,3,39.520202020202014,71,11
cnn,C,last,1,panel_draw,1003,4,37.50000000000001,72,12
cnn,C,last,1,panel_draw,1004,1,37.5,72,12
cnn,C,last,1,panel_draw,1005,1,31.944444444444446,72,12
cnn,C,last,1,panel_draw,1006,3,40.909090909090914,70,11
cnn,C,last,1,panel_draw,1007,2,44.44444444444444,72,12
cnn,C,last,1,panel_draw,1008,2,24.242424242424242,66,11
cnn,C,last,1,panel_draw,1009,3,59.09090909090908,66,11
cnn,C,last,1,panel_draw,1010,0,51.38888888888889,72,12
cnn,C,last,1,panel_draw,1011,0,52.77777777777778,72,12
cnn,C,last,1,panel_draw,1012,3,45.83333333333333,72,12
cnn,C,last,1,panel_draw,1013,0,50.126262626262616,70,11
cnn,C,last,1,panel_draw,1014,3,48.61111111111111,72,12
cnn,C,last,1,panel_draw,1015,3,36.11111111111111,72,12
cnn,C,last,1,panel_draw,1016,4,45.83333333333334,72,12
cnn,C,last,1,panel_draw,1017,1,36.36363636363637,70,11
cnn,C,last,1,panel_draw,1018,1,59.72222222222222,72,12
cnn,C,last,1,panel_draw,1019,0,42.42424242424242,66,11
cnn,C,last,1,panel_draw,1020,0,54.16666666666667,72,12
cnn,C,last,1,panel_draw,1021,3,44.44444444444444,72,12
cnn,C,last,1,panel_draw,1022,1,50.000000000000014,72,12
cnn,C,last,1,panel_draw,1023,3,31.944444444444443,72,12
cnn,C,last,1,panel_draw,1024,2,40.277777777777786,72,12
cnn,C,last,1,panel_draw,1025,0,29.166666666666668,72,12
cnn,C,last,1,panel_draw,1026,4,47.22222222222223,72,12
cnn,C,last,1,panel_draw,1027,3,52.77777777777778,72,12
cnn,C,last,1,panel_draw,1028,1,40.27777777777777,72,12
cnn,C,last,1,panel_draw,1029,1,38.888888888888886,72,12
cnn,C,last,1,panel_draw,1030,0,51.388888888888886,72,12
cnn,C,last,1,panel_draw,1031,2,33.33333333333333,72,12
cnn,C,last,1,panel_draw,1032,0,47.22222222222223,72,12
cnn,C,last,1,panel_draw,1033,3,40.27777777777777,72,12
cnn,C,last,1,panel_draw,1034,0,55.55555555555556,72,12
cnn,C,last,1,panel_draw,1035,4,51.38888888888889,72,12
cnn,C,last,1,panel_draw,1036,3,33.33333333333333,72,12
cnn,C,last,1,panel_draw,1037,3,52.77777777777778,72,12
cnn,C,last,1,panel_draw,1038,0,54.166666666666664,72,12
cnn,C,last,1,panel_draw,1039,4,44.44444444444444,72,12
cnn,C,last,1,panel_draw,1040,1,40.151515151515156,71,11
cnn,C,last,1,panel_draw,1041,1,38.88888888888889,72,12
cnn,C,last,1,panel_draw,1042,4,31.944444444444436,72,12
cnn,C,last,1,panel_draw,1043,4,48.61111111111111,72,12
cnn,C,last,1,panel_draw,1044,2,44.44444444444444,72,12
cnn,C,last,1,panel_draw,1045,0,47.22222222222223,72,12
cnn,C,last,1,panel_draw,1046,2,40.277777777777786,72,12
cnn,C,last,1,panel_draw,1047,1,54.166666666666664,72,12
cnn,C,last,1,panel_draw,1048,2,47.222222222222214,72,12
cnn,C,last,1,panel_draw,1049,3,51.388888888888886,72,12
cnn,C,last,1,panel_draw,1050,2,45.83333333333333,72,12
cnn,C,last,1,panel_draw,1051,3,55.55555555555556,72,12
cnn,C,last,1,panel_draw,1052,0,43.05555555555555,72,12
cnn,C,last,1,panel_draw,1053,0,55.55555555555555,72,12
cnn,C,last,1,panel_draw,1054,4,29.166666666666668,72,12
cnn,C,last,1,panel_draw,1055,1,38.888888888888886,72,12
cnn,C,last,1,panel_draw,1056,2,40.277777777777786,72,12
cnn,C,last,1,panel_draw,1057,1,40.277777777777786,72,12
cnn,C,last,1,panel_draw,1058,4,44.44444444444445,72,12
cnn,C,last,1,panel_draw,1059,2,31.944444444444446,72,12
cnn,C,last,1,panel_draw,1060,2,38.88888888888889,72,12
cnn,C,last,1,panel_draw,1061,0,45.83333333333333,72,12
cnn,C,last,1,panel_draw,1062,4,38.88888888888889,72,12
cnn,C,last,1,panel_draw,1063,2,54.166666666666664,72,12
cnn,C,last,1,panel_draw,1064,1,50.0,72,12
cnn,C,last,1,panel_draw,1065,1,54.16666666666667,72,12
cnn,C,last,1,panel_draw,1066,4,48.61111111111111,72,12
cnn,C,last,1,panel_draw,1067,4,37.49999999999999,72,12
cnn,C,last,1,panel_draw,1068,0,48.61111111111111,72,12
cnn,C,last,1,panel_draw,1069,4,34.72222222222223,72,12
cnn,C,last,1,panel_draw,1070,2,37.50000000000001,72,12
cnn,C,last,1,panel_draw,1071,2,38.888888888888886,72,12
cnn,C,last,1,panel_draw,1072,3,44.44444444444444,72,12
cnn,C,last,1,panel_draw,1073,4,43.05555555555556,72,12
cnn,C,last,1,panel_draw,1074,4,36.111111111111114,72,12
