model,policy,checkpoint,speaker,fold,uar_percent
cnn,C,best,1078,1,46.75925925925926
cnn,C,best,1079,2,37.037037037037045
cnn,C,best,1080,3,55.09259259259259
cnn,C,best,1081,2,50.0
cnn,C,best,1082,2,24.074074074074076
cnn,C,best,1083,2,44.444444444444436
cnn,C,best,1084,4,33.7962962962963
cnn,C,best,1085,0,58.333333333333336
cnn,C,best,1086,0,42.12962962962964
cnn,C,best,1087,0,28.703703703703706
cnn,C,best,1088,2,45.370370370370374
cnn,C,best,1089,0,52.31481481481482
cnn,C,best,1090,1,50.925925925925924
cnn,C,best,1091,1,37.03703703703704
cnn,U,last,1001,1,26.388888888888886
cnn,U,last,1002,3,38.468013468013474
cnn,U,last,1003,4,49.53703703703704
cnn,U,last,1004,1,47.22222222222223
cnn,U,last,1005,1,35.18518518518518
cnn,U,last,1006,3,34.090909090909086
cnn,U,last,1007,2,40.27777777777778
cnn,U,last,1008,2,29.797979797979803
cnn,U,last,1009,3,52.02020202020202
cnn,U,last,1010,0,46.75925925925926
cnn,U,last,1011,0,52.31481481481482
cnn,U,last,1012,3,42.12962962962963
cnn,U,last,1013,0,51.97811447811447
cnn,U,last,1014,3,50.0
cnn,U,last,1015,3,43.98148148148149
cnn,U,last,1016,4,41.66666666666667
cnn,U,last,1017,1,38.804713804713806
cnn,U,last,1018,1,56.944444444444436
cnn,U,last,1019,0,42.424242424242415
cnn,U,last,1020,0,51.38888888888889
cnn,U,last,1021,3,43.05555555555555
cnn,U,last,1022,1,41.666666666666664
cnn,U,last,1023,3,37.962962962962955
cnn,U,last,1024,2,35.18518518518518
cnn,U,last,1025,0,40.27777777777778
cnn,U,last,1026,4,55.555555555555564
cnn,U,last,1027,3,55.55555555555555
cnn,U,last,1028,1,44.44444444444445
cnn,U,last,1029,1,39.81481481481482
cnn,U,last,1030,0,52.31481481481482
cnn,U,last,1031,2,36.11111111111111
cnn,U,last,1032,0,48.14814814814815
cnn,U,last,1033,3,46.2962962962963
cnn,U,last,1034,0,47.68518518518518
cnn,U,last,1035,4,47.68518518518518
cnn,U,last,1036,3,31.944444444444443
cnn,U,last,1037,3,56.018518518518526
cnn,U,last,1038,0,51.38888888888889
cnn,U,last,1039,4,44.90740740740741
cnn,U,last,1040,1,44.823232323232325
cnn,U,last,1041,1,50.925925925925924
cnn,U,last,1042,4,35.18518518518518
cnn,U,last,1043,4,57.40740740740741
cnn,U,last,1044,2,49.99999999999999
cnn,U,last,1045,0,52.31481481481482
cnn,U,last,1046,2,40.27777777777778
cnn,U,last,1047,1,54.166666666666664
cnn,U,last,1048,2,50.46296296296296
cnn,U,last,1049,3,42.129629629629626
cnn,U,last,1050,2,52.77777777777777
cnn,U,last,1051,3,56.01851851851851
cnn,U,last,1052,0,39.351851851851855
cnn,U,last,1053,0,47.68518518518518
cnn,U,last,1054,4,30.555555555555557
cnn,U,last,1055,1,47.68518518518518
cnn,U,last,1056,2,48.61111111111111
cnn,U,last,1057,1,43.51851851851851
cnn,U,last,1058,4,47.68518518518518
cnn,U,last,1059,2,35.648148148148145
cnn,U,last,1060,2,36.574074074074076
cnn,U,last,1061,0,42.12962962962963
cnn,U,last,1062,4,45.37037037037036
cnn,U,last,1063,2,50.925925925925924
cnn,U,last,1064,1,50.925925925925924
cnn,U,last,1065,1,50.0
cnn,U,last,1066,4,49.53703703703703
cnn,U,last,1067,4,35.18518518518518
cnn,U,last,1068,0,47.22222222222223
cnn,U,last,1069,4,38.88888888888889
cnn,U,last,1070,2,38.88888888888889
cnn,U,last,1071,2,37.03703703703704
cnn,U,last,1072,3,39.351851851851855
cnn,U,last,1073,4,40.74074074074075
cnn,U,last,1074,4,32.87037037037037
cnn,U,last,1075,1,35.18518518518518
cnn,U,last,1076,4,41.32996632996633
cnn,U,last,1077,3,35.64814814814814
cnn,U,last,1078,1,50.0
cnn,U,last,1079,2,46.2962962962963
cnn,U,last,1080,3,53.7037037037037
cnn,U,last,1081,2,50.0
cnn,U,last,1082,2,25.462962962962965
cnn,U,last,1083,2,44.44444444444445
cnn,U,last,1084,4,35.18518518518519
cnn,U,last,1085,0,54.629629629629626
cnn,U,last,1086,0,42.129629629629626
cnn,U,last,1087,0,31.01851851851852
cnn,U,last,1088,2,39.351851851851855
cnn,U,last,1089,0,48.148148148148145
cnn,U,last,1090,1,50.462962962962955
cnn,U,last,1091,1,40.27777777777778
cnn,R,last,1001,1,22.685185185185187
cnn,R,last,1002,3,37.54208754208754
cnn,R,last,1003,4,45.37037037037036
cnn,R,last,1004,1,46.2962962962963
cnn,R,last,1005,1,36.57407407407408
cnn,R,last,1006,3,36.95286195286195
cnn,R,last,1007,2,46.2962962962963
cnn,R,last,1008,2,24.24242424242424
cnn,R,last,1009,3,46.46464646464646
cnn,R,last,1010,0,50.0
cnn,R,last,1011,0,50.925925925925924
cnn,R,last,1012,3,41.666666666666664
cnn,R,last,1013,0,52.10437710437711
cnn,R,last,1014,3,48.611111111111114
cnn,R,last,1015,3,40.74074074074074
cnn,R,last,1016,4,38.42592592592593
cnn,R,last,1017,1,37.41582491582491
cnn,R,last,1018,1,56.48148148148149
cnn,R,last,1019,0,35.858585858585855
cnn,R,last,1020,0,59.72222222222222
cnn,R,last,1021,3,44.90740740740741
cnn,R,last,1022,1,41.203703703703695
cnn,R,last,1023,3,37.5
cnn,R,last,1024,2,44.444444444444436
cnn,R,last,1025,0,34.25925925925925
cnn,R,last,1026,4,56.48148148148149
cnn,R,last,1027,3,53.703703703703695
