corpus,model,window,criterion,n_draws,folds_per_draw,df,mean_pp,sd_draw_pp,se_pp,pointwise_95_low_pp,pointwise_95_high_pp
subesco,wavlm_base_plus,42,CE,24,5,23,2.619047619047619,2.8291851604288003,0.5775050025753939,1.4243875004149582,3.81370773768028
subesco,wavlm_base_plus,42,UAR,24,5,23,0.5059523809523807,2.3452945837171284,0.4787312522183375,-0.4843786672945243,1.4962834291992857
subesco,wavlm_base_plus,43,CE,24,5,23,2.619047619047619,2.8291851604288003,0.5775050025753939,1.4243875004149582,3.81370773768028
subesco,wavlm_base_plus,43,UAR,24,5,23,0.5059523809523807,2.326300827447115,0.4748541679549774,-0.47635830742688845,1.4882630693316499
subesco,wavlm_base_plus,44,CE,24,5,23,2.619047619047619,2.8291851604288003,0.5775050025753939,1.4243875004149582,3.81370773768028
subesco,wavlm_base_plus,44,UAR,24,5,23,0.44642857142857123,2.3270953291189973,0.4750163449296357,-0.5362176055835595,1.429074748440702
subesco,wavlm_base_plus,45,CE,24,5,23,2.619047619047619,2.8291851604288003,0.5775050025753939,1.4243875004149582,3.81370773768028
subesco,wavlm_base_plus,45,UAR,24,5,23,0.4910714285714284,2.3497732054658194,0.4796454470546062,-0.5011507757809296,1.4832936329237865
ravdess,wavlm_base_plus,1,CE,24,5,23,0.0,0.0,0.0,0.0,0.0
ravdess,wavlm_base_plus,1,UAR,24,5,23,0.0,0.0,0.0,0.0,0.0
ravdess,wavlm_base_plus,2,CE,24,5,23,0.0,0.0,0.0,0.0,0.0
ravdess,wavlm_base_plus,2,UAR,24,5,23,0.15624999999999994,1.0118000950618407,0.20653282955008528,-0.2709957096501642,0.5834957096501641
ravdess,wavlm_base_plus,3,CE,24,5,23,0.0,0.0,0.0,0.0,0.0
ravdess,wavlm_base_plus,3,UAR,24,5,23,0.060763888888888895,1.3605676013584713,0.27772469865755733,-0.5137534225904039,0.6352812003681818
ravdess,wavlm_base_plus,4,CE,24,5,23,-0.0347222222222222,0.1701034543599428,0.0347222222222222,-0.10655061147288358,0.03710616702843917
ravdess,wavlm_base_plus,4,UAR,24,5,23,0.017361111111111042,1.6276185083909198,0.33223623678896785,-0.6699219085793724,0.7046441308015945
ravdess,wavlm_base_plus,5,CE,24,5,23,-0.18229166666666666,0.8930431353897004,0.18229166666666669,-0.5593907102326391,0.1948073768993058
ravdess,wavlm_base_plus,5,UAR,24,5,23,0.32986111111111105,1.7910100189791613,0.3655883892259468,-0.4264160925419851,1.0861383147642072
ravdess,wavlm_base_plus,6,CE,24,5,23,-0.29513888888888884,1.0478379992273608,0.21388903593382233,-0.7376020708585838,0.14732429308080608
ravdess,wavlm_base_plus,6,UAR,24,5,23,0.0954861111111111,1.9093859497526218,0.3897517749111137,-0.7107768642330963,0.9017490864553184
