corpus,model,window,criterion,draw,folds,seen_minus_unseen_outer_uar_pp
subesco,wavlm_base_plus,21,CE,7,5,3.5714285714285716
subesco,wavlm_base_plus,21,CE,8,5,11.42857142857143
subesco,wavlm_base_plus,21,CE,9,5,-0.35714285714285693
subesco,wavlm_base_plus,21,CE,10,5,1.0714285714285723
subesco,wavlm_base_plus,21,CE,11,5,3.928571428571428
subesco,wavlm_base_plus,21,CE,12,5,-0.7142857142857139
subesco,wavlm_base_plus,21,CE,13,5,4.2857142857142865
subesco,wavlm_base_plus,21,CE,14,5,0.35714285714285837
subesco,wavlm_base_plus,21,CE,15,5,1.4285714285714293
subesco,wavlm_base_plus,21,CE,16,5,-0.7142857142857153
subesco,wavlm_base_plus,21,CE,17,5,0.35714285714285554
subesco,wavlm_base_plus,21,CE,18,5,1.7857142857142847
subesco,wavlm_base_plus,21,CE,19,5,5.357142857142857
subesco,wavlm_base_plus,21,CE,20,5,3.9285714285714284
subesco,wavlm_base_plus,21,CE,21,5,2.8571428571428568
subesco,wavlm_base_plus,21,CE,22,5,1.7857142857142847
subesco,wavlm_base_plus,21,CE,23,5,0.7142857142857124
subesco,wavlm_base_plus,21,UAR,0,5,2.5
subesco,wavlm_base_plus,21,UAR,1,5,0.35714285714285837
subesco,wavlm_base_plus,21,UAR,2,5,1.4285714285714277
subesco,wavlm_base_plus,21,UAR,3,5,4.642857142857143
subesco,wavlm_base_plus,21,UAR,4,5,0.7142857142857139
subesco,wavlm_base_plus,21,UAR,5,5,1.0714285714285723
subesco,wavlm_base_plus,21,UAR,6,5,0.35714285714285554
subesco,wavlm_base_plus,21,UAR,7,5,-0.7142857142857139
subesco,wavlm_base_plus,21,UAR,8,5,-0.35714285714285693
subesco,wavlm_base_plus,21,UAR,9,5,2.85714285714286
subesco,wavlm_base_plus,21,UAR,10,5,1.4285714285714306
subesco,wavlm_base_plus,21,UAR,11,5,-1.0714285714285707
subesco,wavlm_base_plus,21,UAR,12,5,-2.8571428571428585
subesco,wavlm_base_plus,21,UAR,13,5,1.4285714285714248
subesco,wavlm_base_plus,21,UAR,14,5,-0.7142857142857153
subesco,wavlm_base_plus,21,UAR,15,5,7.105427357601002e-16
subesco,wavlm_base_plus,21,UAR,16,5,-2.5000000000000013
subesco,wavlm_base_plus,21,UAR,17,5,5.714285714285711
subesco,wavlm_base_plus,21,UAR,18,5,3.5714285714285707
subesco,wavlm_base_plus,21,UAR,19,5,1.785714285714286
subesco,wavlm_base_plus,21,UAR,20,5,1.4285714285714277
subesco,wavlm_base_plus,21,UAR,21,5,-3.2142857142857153
subesco,wavlm_base_plus,21,UAR,22,5,0.35714285714285837
subesco,wavlm_base_plus,21,UAR,23,5,0.7142857142857139
subesco,wavlm_base_plus,22,CE,0,5,1.785714285714286
subesco,wavlm_base_plus,22,CE,1,5,0.7142857142857146
subesco,wavlm_base_plus,22,CE,2,5,2.4999999999999987
subesco,wavlm_base_plus,22,CE,3,5,8.571428571428571
subesco,wavlm_base_plus,22,CE,4,5,2.4999999999999987
subesco,wavlm_base_plus,22,CE,5,5,2.8571428571428568
subesco,wavlm_base_plus,22,CE,6,5,4.285714285714287
subesco,wavlm_base_plus,22,CE,7,5,3.5714285714285716
subesco,wavlm_base_plus,22,CE,8,5,11.42857142857143
subesco,wavlm_base_plus,22,CE,9,5,-0.35714285714285693
subesco,wavlm_base_plus,22,CE,10,5,1.0714285714285723
subesco,wavlm_base_plus,22,CE,11,5,3.928571428571428
subesco,wavlm_base_plus,22,CE,12,5,-0.7142857142857139
subesco,wavlm_base_plus,22,CE,13,5,4.2857142857142865
subesco,wavlm_base_plus,22,CE,14,5,0.35714285714285837
subesco,wavlm_base_plus,22,CE,15,5,1.4285714285714293
subesco,wavlm_base_plus,22,CE,16,5,-0.7142857142857153
subesco,wavlm_base_plus,22,CE,17,5,0.35714285714285554
subesco,wavlm_base_plus,22,CE,18,5,1.7857142857142847
subesco,wavlm_base_plus,22,CE,19,5,5.357142857142857
subesco,wavlm_base_plus,22,CE,20,5,3.9285714285714284
subesco,wavlm_base_plus,22,CE,21,5,2.8571428571428568
subesco,wavlm_base_plus,22,CE,22,5,1.7857142857142847
subesco,wavlm_base_plus,22,CE,23,5,0.7142857142857124
subesco,wavlm_base_plus,22,UAR,0,5,3.214285714285714
subesco,wavlm_base_plus,22,UAR,1,5,0.35714285714285837
subesco,wavlm_base_plus,22,UAR,2,5,2.1428571428571415
subesco,wavlm_base_plus,22,UAR,3,5,3.571428571428572
subesco,wavlm_base_plus,22,UAR,4,5,0.7142857142857139
subesco,wavlm_base_plus,22,UAR,5,5,-0.35714285714285554
subesco,wavlm_base_plus,22,UAR,6,5,-0.35714285714285837
subesco,wavlm_base_plus,22,UAR,7,5,-0.7142857142857139
subesco,wavlm_base_plus,22,UAR,8,5,-0.35714285714285693
subesco,wavlm_base_plus,22,UAR,9,5,2.1428571428571446
subesco,wavlm_base_plus,22,UAR,10,5,1.4285714285714306
subesco,wavlm_base_plus,22,UAR,11,5,-1.0714285714285707
subesco,wavlm_base_plus,22,UAR,12,5,-2.8571428571428585
subesco,wavlm_base_plus,22,UAR,13,5,2.4999999999999973
subesco,wavlm_base_plus,22,UAR,14,5,-1.0714285714285723
subesco,wavlm_base_plus,22,UAR,15,5,7.105427357601002e-16
subesco,wavlm_base_plus,22,UAR,16,5,-2.5000000000000013
subesco,wavlm_base_plus,22,UAR,17,5,4.285714285714283
subesco,wavlm_base_plus,22,UAR,18,5,3.5714285714285707
subesco,wavlm_base_plus,22,UAR,19,5,1.785714285714286
subesco,wavlm_base_plus,22,UAR,20,5,1.4285714285714277
subesco,wavlm_base_plus,22,UAR,21,5,-4.2857142857142865
subesco,wavlm_base_plus,22,UAR,22,5,1.785714285714286
subesco,wavlm_base_plus,22,UAR,23,5,0.7142857142857139
subesco,wavlm_base_plus,23,CE,0,5,1.785714285714286
subesco,wavlm_base_plus,23,CE,1,5,0.7142857142857146
subesco,wavlm_base_plus,23,CE,2,5,2.4999999999999987
subesco,wavlm_base_plus,23,CE,3,5,8.571428571428571
subesco,wavlm_base_plus,23,CE,4,5,2.4999999999999987
subesco,wavlm_base_plus,23,CE,5,5,2.8571428571428568
subesco,wavlm_base_plus,23,CE,6,5,4.285714285714287
subesco,wavlm_base_plus,23,CE,7,5,3.5714285714285716
subesco,wavlm_base_plus,23,CE,8,5,11.42857142857143
subesco,wavlm_base_plus,23,CE,9,5,-0.35714285714285693
subesco,wavlm_base_plus,23,CE,10,5,1.0714285714285723
subesco,wavlm_base_plus,23,CE,11,5,3.928571428571428
subesco,wavlm_base_plus,23,CE,12,5,-0.7142857142857139
subesco,wavlm_base_plus,23,CE,13,5,4.2857142857142865
subesco,wavlm_base_plus,23,CE,14,5,0.35714285714285837
subesco,wavlm_base_plus,23,CE,15,5,1.4285714285714293
subesco,wavlm_base_plus,23,CE,16,5,-0.7142857142857153
subesco,wavlm_base_plus,23,CE,17,5,0.35714285714285554
subesco,wavlm_base_plus,23,CE,18,5,1.7857142857142847
subesco,wavlm_base_plus,23,CE,19,5,5.357142857142857
subesco,wavlm_base_plus,23,CE,20,5,3.9285714285714284
subesco,wavlm_base_plus,23,CE,21,5,2.8571428571428568
subesco,wavlm_base_plus,23,CE,22,5,1.7857142857142847
subesco,wavlm_base_plus,23,CE,23,5,1.4285714285714264
subesco,wavlm_base_plus,23,UAR,0,5,3.214285714285714
subesco,wavlm_base_plus,23,UAR,1,5,-0.7142857142857139
subesco,wavlm_base_plus,23,UAR,2,5,2.1428571428571415
subesco,wavlm_base_plus,23,UAR,3,5,4.642857142857144
subesco,wavlm_base_plus,23,UAR,4,5,1.4285714285714277
subesco,wavlm_base_plus,23,UAR,5,5,-0.7142857142857124
subesco,wavlm_base_plus,23,UAR,6,5,-0.35714285714285976
subesco,wavlm_base_plus,23,UAR,7,5,1.4285714285714277
subesco,wavlm_base_plus,23,UAR,8,5,-0.35714285714285693
subesco,wavlm_base_plus,23,UAR,9,5,1.7857142857142876
subesco,wavlm_base_plus,23,UAR,10,5,1.4285714285714306
subesco,wavlm_base_plus,23,UAR,11,5,-1.0714285714285707
subesco,wavlm_base_plus,23,UAR,12,5,-3.571428571428574
subesco,wavlm_base_plus,23,UAR,13,5,1.7857142857142834
subesco,wavlm_base_plus,23,UAR,14,5,-1.0714285714285723
subesco,wavlm_base_plus,23,UAR,15,5,7.105427357601002e-16
subesco,wavlm_base_plus,23,UAR,16,5,-2.5000000000000013
subesco,wavlm_base_plus,23,UAR,17,5,1.4285714285714277
subesco,wavlm_base_plus,23,UAR,18,5,2.4999999999999987
subesco,wavlm_base_plus,23,UAR,19,5,1.7857142857142847
subesco,wavlm_base_plus,23,UAR,20,5,1.4285714285714277
subesco,wavlm_base_plus,23,UAR,21,5,-4.2857142857142865
subesco,wavlm_base_plus,23,UAR,22,5,2.8571428571428585
subesco,wavlm_base_plus,23,UAR,23,5,-0.35714285714285837
subesco,wavlm_base_plus,24,CE,0,5,1.785714285714286
subesco,wavlm_base_plus,24,CE,1,5,0.7142857142857146
subesco,wavlm_base_plus,24,CE,2,5,2.4999999999999987
subesco,wavlm_base_plus,24,CE,3,5,8.571428571428571
subesco,wavlm_base_plus,24,CE,4,5,2.4999999999999987
subesco,wavlm_base_plus,24,CE,5,5,2.8571428571428568
subesco,wavlm_base_plus,24,CE,6,5,4.285714285714287
subesco,wavlm_base_plus,24,CE,7,5,3.5714285714285716
subesco,wavlm_base_plus,24,CE,8,5,11.42857142857143
subesco,wavlm_base_plus,24,CE,9,5,-0.35714285714285693
subesco,wavlm_base_plus,24,CE,10,5,1.0714285714285723
subesco,wavlm_base_plus,24,CE,11,5,3.928571428571428
subesco,wavlm_base_plus,24,CE,12,5,-0.7142857142857139
subesco,wavlm_base_plus,24,CE,13,5,4.2857142857142865
subesco,wavlm_base_plus,24,CE,14,5,0.35714285714285837
subesco,wavlm_base_plus,24,CE,15,5,1.4285714285714293
subesco,wavlm_base_plus,24,CE,16,5,-0.7142857142857153
subesco,wavlm_base_plus,24,CE,17,5,0.35714285714285554
subesco,wavlm_base_plus,24,CE,18,5,1.7857142857142847
subesco,wavlm_base_plus,24,CE,19,5,5.357142857142857
subesco,wavlm_base_plus,24,CE,20,5,3.9285714285714284
subesco,wavlm_base_plus,24,CE,21,5,2.8571428571428568
subesco,wavlm_base_plus,24,CE,22,5,1.7857142857142847
subesco,wavlm_base_plus,24,CE,23,5,1.4285714285714264
subesco,wavlm_base_plus,24,UAR,0,5,3.5714285714285707
subesco,wavlm_base_plus,24,UAR,1,5,-0.7142857142857139
subesco,wavlm_base_plus,24,UAR,2,5,2.1428571428571415
subesco,wavlm_base_plus,24,UAR,3,5,2.1428571428571437
subesco,wavlm_base_plus,24,UAR,4,5,1.4285714285714277
subesco,wavlm_base_plus,24,UAR,5,5,-0.7142857142857124
subesco,wavlm_base_plus,24,UAR,6,5,-1.4210854715202005e-15
subesco,wavlm_base_plus,24,UAR,7,5,1.4285714285714277
subesco,wavlm_base_plus,24,UAR,8,5,0.7142857142857153
subesco,wavlm_base_plus,24,UAR,9,5,1.0714285714285723
subesco,wavlm_base_plus,24,UAR,10,5,1.4285714285714306
subesco,wavlm_base_plus,24,UAR,11,5,0.35714285714285693
subesco,wavlm_base_plus,24,UAR,12,5,-3.571428571428574
subesco,wavlm_base_plus,24,UAR,13,5,0.7142857142857124
subesco,wavlm_base_plus,24,UAR,14,5,-1.0714285714285723
subesco,wavlm_base_plus,24,UAR,15,5,7.105427357601002e-16
subesco,wavlm_base_plus,24,UAR,16,5,-2.5000000000000013
subesco,wavlm_base_plus,24,UAR,17,5,1.4285714285714277
subesco,wavlm_base_plus,24,UAR,18,5,2.1428571428571415
subesco,wavlm_base_plus,24,UAR,19,5,1.7857142857142847
subesco,wavlm_base_plus,24,UAR,20,5,1.4285714285714277
subesco,wavlm_base_plus,24,UAR,21,5,-4.2857142857142865
subesco,wavlm_base_plus,24,UAR,22,5,2.8571428571428585
subesco,wavlm_base_plus,24,UAR,23,5,-0.35714285714285837
subesco,wavlm_base_plus,25,CE,0,5,1.785714285714286
subesco,wavlm_base_plus,25,CE,1,5,0.7142857142857146
subesco,wavlm_base_plus,25,CE,2,5,2.4999999999999987
subesco,wavlm_base_plus,25,CE,3,5,8.571428571428571
subesco,wavlm_base_plus,25,CE,4,5,2.4999999999999987
subesco,wavlm_base_plus,25,CE,5,5,2.8571428571428568
subesco,wavlm_base_plus,25,CE,6,5,4.285714285714287
subesco,wavlm_base_plus,25,CE,7,5,3.5714285714285716
subesco,wavlm_base_plus,25,CE,8,5,11.42857142857143
subesco,wavlm_base_plus,25,CE,9,5,-0.35714285714285693
subesco,wavlm_base_plus,25,CE,10,5,1.0714285714285723
subesco,wavlm_base_plus,25,CE,11,5,3.928571428571428
subesco,wavlm_base_plus,25,CE,12,5,-0.7142857142857139
subesco,wavlm_base_plus,25,CE,13,5,4.2857142857142865
subesco,wavlm_base_plus,25,CE,14,5,0.35714285714285837
subesco,wavlm_base_plus,25,CE,15,5,1.4285714285714293
subesco,wavlm_base_plus,25,CE,16,5,-0.7142857142857153
subesco,wavlm_base_plus,25,CE,17,5,0.35714285714285554
subesco,wavlm_base_plus,25,CE,18,5,1.7857142857142847
subesco,wavlm_base_plus,25,CE,19,5,5.357142857142857
subesco,wavlm_base_plus,25,CE,20,5,3.9285714285714284
subesco,wavlm_base_plus,25,CE,21,5,2.8571428571428568
subesco,wavlm_base_plus,25,CE,22,5,1.7857142857142847
subesco,wavlm_base_plus,25,CE,23,5,1.4285714285714264
subesco,wavlm_base_plus,25,UAR,0,5,2.8571428571428585
subesco,wavlm_base_plus,25,UAR,1,5,0.35714285714285837
subesco,wavlm_base_plus,25,UAR,2,5,1.4285714285714277
subesco,wavlm_base_plus,25,UAR,3,5,4.285714285714286
subesco,wavlm_base_plus,25,UAR,4,5,1.4285714285714277
subesco,wavlm_base_plus,25,UAR,5,5,-0.7142857142857124
subesco,wavlm_base_plus,25,UAR,6,5,1.4285714285714277
subesco,wavlm_base_plus,25,UAR,7,5,0.7142857142857124
subesco,wavlm_base_plus,25,UAR,8,5,0.7142857142857153
subesco,wavlm_base_plus,25,UAR,9,5,1.0714285714285723
subesco,wavlm_base_plus,25,UAR,10,5,1.4285714285714306
subesco,wavlm_base_plus,25,UAR,11,5,-0.7142857142857139
subesco,wavlm_base_plus,25,UAR,12,5,-3.571428571428574
subesco,wavlm_base_plus,25,UAR,13,5,1.7857142857142847
subesco,wavlm_base_plus,25,UAR,14,5,-0.35714285714285693
subesco,wavlm_base_plus,25,UAR,15,5,0.3571428571428591
subesco,wavlm_base_plus,25,UAR,16,5,-1.4285714285714293
subesco,wavlm_base_plus,25,UAR,17,5,1.785714285714286
subesco,wavlm_base_plus,25,UAR,18,5,2.1428571428571415
subesco,wavlm_base_plus,25,UAR,19,5,1.7857142857142847
subesco,wavlm_base_plus,25,UAR,20,5,1.4285714285714277
subesco,wavlm_base_plus,25,UAR,21,5,-5.000000000000002
subesco,wavlm_base_plus,25,UAR,22,5,2.8571428571428585
subesco,wavlm_base_plus,25,UAR,23,5,-0.35714285714285837
subesco,wavlm_base_plus,26,CE,0,5,1.785714285714286
subesco,wavlm_base_plus,26,CE,1,5,0.7142857142857146
subesco,wavlm_base_plus,26,CE,2,5,2.4999999999999987
subesco,wavlm_base_plus,26,CE,3,5,8.571428571428571
subesco,wavlm_base_plus,26,CE,4,5,2.4999999999999987
subesco,wavlm_base_plus,26,CE,5,5,2.8571428571428568
subesco,wavlm_base_plus,26,CE,6,5,4.285714285714287
subesco,wavlm_base_plus,26,CE,7,5,3.5714285714285716
subesco,wavlm_base_plus,26,CE,8,5,11.42857142857143
subesco,wavlm_base_plus,26,CE,9,5,-0.35714285714285693
subesco,wavlm_base_plus,26,CE,10,5,1.0714285714285723
subesco,wavlm_base_plus,26,CE,11,5,3.928571428571428
subesco,wavlm_base_plus,26,CE,12,5,-0.7142857142857139
subesco,wavlm_base_plus,26,CE,13,5,4.2857142857142865
subesco,wavlm_base_plus,26,CE,14,5,0.35714285714285837
subesco,wavlm_base_plus,26,CE,15,5,1.4285714285714293
subesco,wavlm_base_plus,26,CE,16,5,-0.7142857142857153
subesco,wavlm_base_plus,26,CE,17,5,-0.7142857142857153
subesco,wavlm_base_plus,26,CE,18,5,1.7857142857142847
subesco,wavlm_base_plus,26,CE,19,5,5.357142857142857
subesco,wavlm_base_plus,26,CE,20,5,3.9285714285714284
subesco,wavlm_base_plus,26,CE,21,5,2.8571428571428568
subesco,wavlm_base_plus,26,CE,22,5,1.7857142857142847
subesco,wavlm_base_plus,26,CE,23,5,1.4285714285714264
subesco,wavlm_base_plus,26,UAR,0,5,3.9285714285714293
subesco,wavlm_base_plus,26,UAR,1,5,0.35714285714285837
subesco,wavlm_base_plus,26,UAR,2,5,1.0714285714285707
subesco,wavlm_base_plus,26,UAR,3,5,4.285714285714286
subesco,wavlm_base_plus,26,UAR,4,5,1.4285714285714277
subesco,wavlm_base_plus,26,UAR,5,5,0.7142857142857167
subesco,wavlm_base_plus,26,UAR,6,5,1.4285714285714277
subesco,wavlm_base_plus,26,UAR,7,5,0.7142857142857124
subesco,wavlm_base_plus,26,UAR,8,5,0.7142857142857153
subesco,wavlm_base_plus,26,UAR,9,5,1.0714285714285723
subesco,wavlm_base_plus,26,UAR,10,5,1.4285714285714306
subesco,wavlm_base_plus,26,UAR,11,5,-1.4285714285714277
subesco,wavlm_base_plus,26,UAR,12,5,-2.85714285714286
subesco,wavlm_base_plus,26,UAR,13,5,1.7857142857142847
subesco,wavlm_base_plus,26,UAR,14,5,-0.35714285714285693
subesco,wavlm_base_plus,26,UAR,15,5,0.3571428571428591
subesco,wavlm_base_plus,26,UAR,16,5,-1.0714285714285723
subesco,wavlm_base_plus,26,UAR,17,5,0.35714285714285837
subesco,wavlm_base_plus,26,UAR,18,5,2.8571428571428554
subesco,wavlm_base_plus,26,UAR,19,5,1.7857142857142847
subesco,wavlm_base_plus,26,UAR,20,5,1.4285714285714277
subesco,wavlm_base_plus,26,UAR,21,5,-5.000000000000002
subesco,wavlm_base_plus,26,UAR,22,5,2.8571428571428585
subesco,wavlm_base_plus,26,UAR,23,5,-1.7857142857142876
subesco,wavlm_base_plus,27,CE,0,5,1.785714285714286
subesco,wavlm_base_plus,27,CE,1,5,0.7142857142857146
subesco,wavlm_base_plus,27,CE,2,5,2.4999999999999987
subesco,wavlm_base_plus,27,CE,3,5,8.571428571428571
subesco,wavlm_base_plus,27,CE,4,5,2.4999999999999987
subesco,wavlm_base_plus,27,CE,5,5,2.8571428571428568
subesco,wavlm_base_plus,27,CE,6,5,4.285714285714287
subesco,wavlm_base_plus,27,CE,7,5,3.5714285714285716
subesco,wavlm_base_plus,27,CE,8,5,11.42857142857143
subesco,wavlm_base_plus,27,CE,9,5,-0.35714285714285693
subesco,wavlm_base_plus,27,CE,10,5,1.0714285714285723
subesco,wavlm_base_plus,27,CE,11,5,3.928571428571428
subesco,wavlm_base_plus,27,CE,12,5,-0.7142857142857139
subesco,wavlm_base_plus,27,CE,13,5,4.2857142857142865
subesco,wavlm_base_plus,27,CE,14,5,0.35714285714285837
subesco,wavlm_base_plus,27,CE,15,5,1.4285714285714293
subesco,wavlm_base_plus,27,CE,16,5,-0.7142857142857153
subesco,wavlm_base_plus,27,CE,17,5,-0.7142857142857153
subesco,wavlm_base_plus,27,CE,18,5,1.7857142857142847
subesco,wavlm_base_plus,27,CE,19,5,5.357142857142857
subesco,wavlm_base_plus,27,CE,20,5,3.9285714285714284
subesco,wavlm_base_plus,27,CE,21,5,2.8571428571428568
subesco,wavlm_base_plus,27,CE,22,5,1.7857142857142847
subesco,wavlm_base_plus,27,CE,23,5,1.4285714285714264
subesco,wavlm_base_plus,27,UAR,0,5,0.7142857142857139
subesco,wavlm_base_plus,27,UAR,1,5,0.35714285714285837
subesco,wavlm_base_plus,27,UAR,2,5,0.35714285714285693
subesco,wavlm_base_plus,27,UAR,3,5,4.285714285714286
subesco,wavlm_base_plus,27,UAR,4,5,1.4285714285714277
subesco,wavlm_base_plus,27,UAR,5,5,0.7142857142857167
subesco,wavlm_base_plus,27,UAR,6,5,1.785714285714286
subesco,wavlm_base_plus,27,UAR,7,5,0.7142857142857124
subesco,wavlm_base_plus,27,UAR,8,5,0.7142857142857153
subesco,wavlm_base_plus,27,UAR,9,5,1.0714285714285723
subesco,wavlm_base_plus,27,UAR,10,5,3.571428571428574
subesco,wavlm_base_plus,27,UAR,11,5,-2.4999999999999987
subesco,wavlm_base_plus,27,UAR,12,5,-2.85714285714286
subesco,wavlm_base_plus,27,UAR,13,5,3.928571428571428
subesco,wavlm_base_plus,27,UAR,14,5,-0.35714285714285693
subesco,wavlm_base_plus,27,UAR,15,5,0.3571428571428591
subesco,wavlm_base_plus,27,UAR,16,5,-1.4285714285714306
subesco,wavlm_base_plus,27,UAR,17,5,0.35714285714285837
subesco,wavlm_base_plus,27,UAR,18,5,2.8571428571428554
subesco,wavlm_base_plus,27,UAR,19,5,0.7142857142857124
subesco,wavlm_base_plus,27,UAR,20,5,1.0714285714285707
subesco,wavlm_base_plus,27,UAR,21,5,-5.000000000000002
subesco,wavlm_base_plus,27,UAR,22,5,3.9285714285714293
subesco,wavlm_base_plus,27,UAR,23,5,-2.1428571428571446
subesco,wavlm_base_plus,28,CE,0,5,1.785714285714286
subesco,wavlm_base_plus,28,CE,1,5,0.7142857142857146
subesco,wavlm_base_plus,28,CE,2,5,2.4999999999999987
subesco,wavlm_base_plus,28,CE,3,5,8.571428571428571
subesco,wavlm_base_plus,28,CE,4,5,2.4999999999999987
subesco,wavlm_base_plus,28,CE,5,5,2.8571428571428568
subesco,wavlm_base_plus,28,CE,6,5,4.285714285714287
subesco,wavlm_base_plus,28,CE,7,5,3.5714285714285716
subesco,wavlm_base_plus,28,CE,8,5,11.42857142857143
subesco,wavlm_base_plus,28,CE,9,5,-0.35714285714285693
subesco,wavlm_base_plus,28,CE,10,5,1.0714285714285723
subesco,wavlm_base_plus,28,CE,11,5,3.928571428571428
subesco,wavlm_base_plus,28,CE,12,5,-0.7142857142857139
subesco,wavlm_base_plus,28,CE,13,5,4.2857142857142865
subesco,wavlm_base_plus,28,CE,14,5,0.35714285714285837
subesco,wavlm_base_plus,28,CE,15,5,1.4285714285714293
subesco,wavlm_base_plus,28,CE,16,5,-0.7142857142857153
subesco,wavlm_base_plus,28,CE,17,5,-0.7142857142857153
subesco,wavlm_base_plus,28,CE,18,5,1.7857142857142847
subesco,wavlm_base_plus,28,CE,19,5,5.357142857142857
subesco,wavlm_base_plus,28,CE,20,5,3.9285714285714284
subesco,wavlm_base_plus,28,CE,21,5,2.8571428571428568
subesco,wavlm_base_plus,28,CE,22,5,1.7857142857142847
subesco,wavlm_base_plus,28,CE,23,5,1.4285714285714264
subesco,wavlm_base_plus,28,UAR,0,5,-0.7142857142857153
subesco,wavlm_base_plus,28,UAR,1,5,-0.35714285714285554
subesco,wavlm_base_plus,28,UAR,2,5,0.35714285714285693
subesco,wavlm_base_plus,28,UAR,3,5,4.285714285714286
subesco,wavlm_base_plus,28,UAR,4,5,1.4285714285714277
subesco,wavlm_base_plus,28,UAR,5,5,0.7142857142857167
subesco,wavlm_base_plus,28,UAR,6,5,1.0714285714285723
subesco,wavlm_base_plus,28,UAR,7,5,0.7142857142857124
subesco,wavlm_base_plus,28,UAR,8,5,1.0714285714285723
subesco,wavlm_base_plus,28,UAR,9,5,1.4285714285714293
subesco,wavlm_base_plus,28,UAR,10,5,3.571428571428574
subesco,wavlm_base_plus,28,UAR,11,5,-2.4999999999999987
subesco,wavlm_base_plus,28,UAR,12,5,-3.2142857142857166
subesco,wavlm_base_plus,28,UAR,13,5,3.5714285714285694
subesco,wavlm_base_plus,28,UAR,14,5,-0.35714285714285693
subesco,wavlm_base_plus,28,UAR,15,5,1.7857142857142883
subesco,wavlm_base_plus,28,UAR,16,5,-2.1428571428571446
subesco,wavlm_base_plus,28,UAR,17,5,0.35714285714285837
subesco,wavlm_base_plus,28,UAR,18,5,3.5714285714285707
subesco,wavlm_base_plus,28,UAR,19,5,1.7857142857142847
subesco,wavlm_base_plus,28,UAR,20,5,1.0714285714285707
subesco,wavlm_base_plus,28,UAR,21,5,-5.3571428571428585
subesco,wavlm_base_plus,28,UAR,22,5,3.9285714285714293
subesco,wavlm_base_plus,28,UAR,23,5,-2.1428571428571446
subesco,wavlm_base_plus,29,CE,0,5,1.785714285714286
subesco,wavlm_base_plus,29,CE,1,5,0.7142857142857146
subesco,wavlm_base_plus,29,CE,2,5,2.4999999999999987
subesco,wavlm_base_plus,29,CE,3,5,8.571428571428571
subesco,wavlm_base_plus,29,CE,4,5,2.4999999999999987
subesco,wavlm_base_plus,29,CE,5,5,2.8571428571428568
subesco,wavlm_base_plus,29,CE,6,5,4.285714285714287
subesco,wavlm_base_plus,29,CE,7,5,3.5714285714285716
subesco,wavlm_base_plus,29,CE,8,5,11.42857142857143
subesco,wavlm_base_plus,29,CE,9,5,-0.35714285714285693
subesco,wavlm_base_plus,29,CE,10,5,1.0714285714285723
subesco,wavlm_base_plus,29,CE,11,5,3.928571428571428
subesco,wavlm_base_plus,29,CE,12,5,-0.7142857142857139
subesco,wavlm_base_plus,29,CE,13,5,4.2857142857142865
subesco,wavlm_base_plus,29,CE,14,5,0.35714285714285837
subesco,wavlm_base_plus,29,CE,15,5,1.4285714285714293
subesco,wavlm_base_plus,29,CE,16,5,-0.7142857142857153
subesco,wavlm_base_plus,29,CE,17,5,-0.7142857142857153
subesco,wavlm_base_plus,29,CE,18,5,1.7857142857142847
subesco,wavlm_base_plus,29,CE,19,5,5.357142857142857
subesco,wavlm_base_plus,29,CE,20,5,3.9285714285714284
subesco,wavlm_base_plus,29,CE,21,5,2.8571428571428568
subesco,wavlm_base_plus,29,CE,22,5,1.7857142857142847
subesco,wavlm_base_plus,29,CE,23,5,1.4285714285714264
subesco,wavlm_base_plus,29,UAR,0,5,-0.7142857142857153
subesco,wavlm_base_plus,29,UAR,1,5,-1.0714285714285694
subesco,wavlm_base_plus,29,UAR,2,5,0.35714285714285693
subesco,wavlm_base_plus,29,UAR,3,5,4.285714285714286
subesco,wavlm_base_plus,29,UAR,4,5,1.7857142857142834
subesco,wavlm_base_plus,29,UAR,5,5,0.7142857142857167
subesco,wavlm_base_plus,29,UAR,6,5,1.0714285714285723
subesco,wavlm_base_plus,29,UAR,7,5,0.7142857142857124
subesco,wavlm_base_plus,29,UAR,8,5,1.0714285714285723
subesco,wavlm_base_plus,29,UAR,9,5,1.4285714285714293
subesco,wavlm_base_plus,29,UAR,10,5,3.571428571428574
subesco,wavlm_base_plus,29,UAR,11,5,-2.4999999999999987
subesco,wavlm_base_plus,29,UAR,12,5,-3.2142857142857166
subesco,wavlm_base_plus,29,UAR,13,5,3.5714285714285694
subesco,wavlm_base_plus,29,UAR,14,5,-0.35714285714285693
subesco,wavlm_base_plus,29,UAR,15,5,2.857142857142859
subesco,wavlm_base_plus,29,UAR,16,5,-1.7857142857142876
subesco,wavlm_base_plus,29,UAR,17,5,0.35714285714285837
subesco,wavlm_base_plus,29,UAR,18,5,3.5714285714285707
subesco,wavlm_base_plus,29,UAR,19,5,1.4285714285714277
subesco,wavlm_base_plus,29,UAR,20,5,1.0714285714285707
subesco,wavlm_base_plus,29,UAR,21,5,-4.642857142857143
subesco,wavlm_base_plus,29,UAR,22,5,3.9285714285714293
subesco,wavlm_base_plus,29,UAR,23,5,-2.1428571428571446
subesco,wavlm_base_plus,30,CE,0,5,1.785714285714286
subesco,wavlm_base_plus,30,CE,1,5,0.7142857142857146
subesco,wavlm_base_plus,30,CE,2,5,2.4999999999999987
