corpus,window,draw,D_CE_pp,D_UAR_pp,J_pp,T_seen_ce_uar,T_unseen_ce_uar,T_seen_uar_uar,T_unseen_uar_uar,last_window_outer_uar,ce_disagreement,uar_disagreement
cremad,12,20,0.0,0.9184726522187802,-0.9184726522187802,55.83090971635863,55.83090971635863,57.23957844700878,56.32110579479,54.16940300841229,0.0,0.4
cremad,12,21,2.8550207961972673,0.7540808469601032,2.1009399492371643,58.63907250904155,55.78405171284428,58.501287665374356,57.74720681841425,57.52379455165833,0.4,0.6
cremad,12,22,0.7017543859649109,0.26315789473683965,0.43859649122807126,56.233073771773455,55.531319385808544,57.6211026675423,57.35794477280545,52.984645213747385,0.2,0.2
cremad,12,23,0.2427969765431044,-2.1413828689370433,2.3841798454801477,55.60650433715449,55.363707360611386,55.09845759071766,57.2398404596547,54.90196078431372,0.4,0.8
cremad,15,0,-0.07507507507507398,1.005773575433021,-1.080848650508095,56.34751835990227,56.422593434977344,59.331850848878716,58.3260772734457,52.77058088203599,0.4,0.8
cremad,15,1,4.2240537751373655,-0.9907120743034085,5.214765849440774,58.58003514350264,54.35598136836527,58.27043762028281,59.26114969458623,52.88065154938219,0.8,0.8
cremad,15,2,0.8793820558526448,0.873596647590459,0.0057854082621858535,57.57247396566282,56.69309190981018,57.44722769490571,56.57363104731526,52.97385620915033,0.2,0.6
cremad,15,3,0.8825093035619318,0.696594427244581,0.18591487631735076,58.30299903055321,57.42048972699128,58.91187415955218,58.2152797323076,53.39634737467556,0.6,0.6
cremad,15,4,0.7017543859649124,-0.37605153704224675,1.077805923007159,57.12393085458101,56.4221764686161,57.01557172145408,57.39162325849632,53.950815436883545,0.2,0.6
cremad,15,5,-0.4901960784313701,-1.0709006219842123,0.5807045435528423,53.631495272362145,54.12169135079351,54.279139820935484,55.350040442919706,53.88265974953282,0.2,0.8
cremad,15,6,1.8020807184893868,0.5776068779164746,1.2244738405729123,55.684715111959704,53.88263439347031,55.85217922679224,55.27457234887576,53.27279573409604,0.4,0.8
cremad,15,7,0.43107841869451846,1.277421525099544,-0.8463431064050255,56.28862045270714,55.857542034012624,58.32836777109223,57.05094624599269,53.9696648520178,0.8,0.6
cremad,15,8,-2.443318635269101,-0.9170062266037448,-1.5263124086653561,53.269655808355495,55.7129744436246,55.092820092820105,56.00982631942384,51.93711442937449,0.4,0.8
