unit_id,corpus,draw,fold,window,seen_ce_epoch,T_seen_ce_uar,unseen_ce_epoch,T_unseen_ce_uar,seen_uar_epoch,T_seen_uar_uar,unseen_uar_epoch,T_unseen_uar_uar,D_CE_pp,D_UAR_pp,J_pp,ce_disagreement,uar_disagreement,last_window_outer_uar
fpc_formal_cremad_d23_f4_A,cremad,23,4,8,7,57.35294117647059,8,55.392156862745104,8,55.392156862745104,8,55.392156862745104,1.9607843137254832,0.0,1.9607843137254832,1,0,55.392156862745104
fpc_formal_cremad_d00_f0_A,cremad,0,0,10,6,55.03793266951161,4,49.85775248933144,6,55.03793266951161,8,51.505452821242294,5.180180180180173,3.5324798482693183,1.6477003319108547,1,1,46.14746325272641
fpc_formal_cremad_d00_f1_A,cremad,0,1,10,6,65.35087719298247,6,65.35087719298247,6,65.35087719298247,7,64.03508771929825,0.0,1.3157894736842195,-1.3157894736842195,0,1,60.526315789473685
fpc_formal_cremad_d00_f2_A,cremad,0,2,10,5,58.333333333333336,5,58.333333333333336,5,58.333333333333336,10,56.14035087719298,0.0,2.1929824561403564,-2.1929824561403564,0,1,56.14035087719298
fpc_formal_cremad_d00_f3_A,cremad,0,3,10,7,52.52525252525253,8,58.080808080808076,10,61.61616161616161,10,61.61616161616161,-5.555555555555543,0.0,-5.555555555555543,1,0,61.61616161616161
fpc_formal_cremad_d00_f4_A,cremad,0,4,10,4,50.49019607843137,4,50.49019607843137,8,56.372549019607845,10,55.392156862745104,0.0,0.9803921568627416,-0.9803921568627416,0,1,55.392156862745104
fpc_formal_cremad_d01_f0_A,cremad,1,0,10,4,54.385964912280706,4,54.385964912280706,9,58.77192982456141,9,58.77192982456141,0.0,0.0,0.0,0,0,54.824561403508774
fpc_formal_cremad_d01_f1_A,cremad,1,1,10,6,53.31910858226647,5,48.921289710763396,8,53.28354670459934,8,53.28354670459934,4.397818871503077,0.0,4.397818871503077,1,0,54.16073968705548
fpc_formal_cremad_d01_f2_A,cremad,1,2,10,5,59.64912280701754,5,59.64912280701754,9,63.1578947368421,10,64.03508771929825,0.0,-0.877192982456144,0.877192982456144,0,1,64.03508771929825
fpc_formal_cremad_d01_f3_A,cremad,1,3,10,6,56.372549019607845,5,55.392156862745104,5,55.392156862745104,5,55.392156862745104,0.9803921568627416,0.0,0.9803921568627416,1,0,45.09803921568628
fpc_formal_cremad_d01_f4_A,cremad,1,4,10,7,61.76470588235294,4,53.431372549019606,10,59.80392156862745,7,61.76470588235294,8.333333333333336,-1.9607843137254903,10.294117647058826,1,1,59.80392156862745
fpc_formal_cremad_d02_f0_A,cremad,2,0,10,7,66.22807017543859,7,66.22807017543859,7,66.22807017543859,8,66.22807017543859,0.0,0.0,0.0,0,1,54.824561403508774
