corpus,model,protocol,speaker_id,status,reason,n_required_seeds,n_complete_seeds,n_utterances_per_seed,uar_seed_mean,accuracy_seed_mean,macro_f1_seed_mean
ravdess,cnn,loso,03,complete,,3,3,60,0.53125,0.52777777777777779,0.46596260584005683
ravdess,cnn,loso,04,complete,,3,3,60,0.34895833333333331,0.33333333333333331,0.30792315363253581
ravdess,cnn,loso,05,complete,,3,3,60,0.390625,0.3888888888888889,0.31435282502342332
ravdess,cnn,loso,06,complete,,3,3,60,0.52083333333333337,0.52222222222222225,0.44948843940717009
ravdess,cnn,loso,07,complete,,3,3,60,0.51041666666666663,0.5444444444444444,0.49761329519821018
ravdess,cnn,loso,08,complete,,3,3,60,0.60416666666666663,0.58333333333333337,0.55276160120309725
ravdess,cnn,loso,09,complete,,3,3,60,0.25520833333333331,0.26111111111111107,0.21698322603895362
ravdess,cnn,loso,10,complete,,3,3,60,0.40625,0.40555555555555561,0.40027509685017426
ravdess,cnn,loso,11,complete,,3,3,60,0.55208333333333337,0.53888888888888886,0.47236817149807342
ravdess,cnn,loso,12,complete,,3,3,60,0.52604166666666663,0.51666666666666672,0.47222243127815883
ravdess,cnn,loso,13,complete,,3,3,60,0.3125,0.28333333333333327,0.2270323482521063
ravdess,cnn,loso,14,complete,,3,3,60,0.4375,0.45000000000000001,0.37980834595301549
ravdess,cnn,loso,15,complete,,3,3,60,0.42708333333333331,0.41666666666666669,0.39552716039288932
ravdess,cnn,loso,16,complete,,3,3,60,0.484375,0.50555555555555565,0.42994111895966114
ravdess,cnn,loso,17,complete,,3,3,60,0.453125,0.45555555555555555,0.42193145640236435
ravdess,cnn,loso,18,complete,,3,3,60,0.36458333333333331,0.36111111111111116,0.31677086752593214
ravdess,cnn,loso,19,complete,,3,3,60,0.55208333333333337,0.52222222222222225,0.45658420714468545
ravdess,cnn,loso,20,complete,,3,3,60,0.53125,0.5,0.47617623244183721
ravdess,cnn,loso,21,complete,,3,3,60,0.33333333333333331,0.35555555555555557,0.22755991059027039
ravdess,cnn,loso,22,complete,,3,3,60,0.44270833333333331,0.42777777777777781,0.39278341839083525
ravdess,cnn,loso,23,complete,,3,3,60,0.26041666666666669,0.27777777777777779,0.24639817213346626
ravdess,cnn,loso,24,complete,,3,3,60,0.59375,0.58333333333333326,0.54005528784940549
ravdess,resnet_se,random,01,complete,,3,3,60,0.625,0.59999999999999998,0.58197422095448414
ravdess,resnet_se,random,02,complete,,3,3,60,0.82291666666666663,0.81111111111111123,0.77296422223860295
