corpus,model,protocol,seed,speaker_id,status,reason,n_utterances,uar,accuracy,macro_f1
cremad,resnet_se,loso,0,1010,complete,,82,0.67261904761904756,0.67073170731707321,0.66246455157745476
cremad,resnet_se,loso,0,1011,complete,,82,0.72619047619047616,0.71951219512195119,0.71234983654338491
cremad,resnet_se,loso,0,1012,complete,,82,0.72023809523809523,0.71951219512195119,0.71803047194351544
cremad,resnet_se,loso,0,1013,complete,,82,0.66468253968253954,0.65853658536585369,0.65142857142857147
cremad,resnet_se,loso,0,1014,complete,,82,0.65873015873015861,0.67073170731707321,0.64297084711232899
cremad,resnet_se,loso,0,1015,complete,,82,0.57539682539682535,0.57317073170731703,0.54975721446309678
cremad,resnet_se,loso,0,1016,complete,,82,0.60515873015873012,0.59756097560975607,0.5837973137973137
cremad,resnet_se,loso,0,1017,complete,,82,0.55555555555555558,0.54878048780487809,0.51690965381367859
cremad,resnet_se,loso,0,1018,complete,,82,0.82142857142857129,0.81707317073170727,0.82006156465926594
cremad,resnet_se,loso,0,1019,complete,,76,0.60023310023310017,0.59210526315789469,0.55059570059570062
cremad,resnet_se,loso,0,1020,complete,,82,0.67460317460317454,0.67073170731707321,0.68044340924775704
cremad,resnet_se,loso,0,1021,complete,,82,0.51984126984126977,0.51219512195121952,0.49223376166167926
cremad,resnet_se,loso,0,1022,complete,,82,0.68452380952380942,0.68292682926829273,0.67610539997636765
cremad,resnet_se,loso,0,1023,complete,,82,0.54563492063492058,0.53658536585365857,0.4835090984284533
cremad,resnet_se,loso,0,1024,complete,,82,0.56746031746031755,0.56097560975609762,0.54347181652120002
cremad,resnet_se,loso,0,1025,complete,,82,0.50198412698412698,0.5,0.48546810749818275
cremad,resnet_se,loso,0,1026,complete,,82,0.76190476190476186,0.75609756097560976,0.75421744324970119
cremad,resnet_se,loso,0,1027,complete,,82,0.63492063492063489,0.63414634146341464,0.62229247360826312
cremad,resnet_se,loso,0,1028,complete,,82,0.59523809523809523,0.58536585365853655,0.56706326324017475
cremad,resnet_se,loso,0,1029,complete,,82,0.5535714285714286,0.54878048780487809,0.502236438341915
cremad,resnet_se,loso,0,1030,complete,,82,0.68849206349206338,0.68292682926829273,0.67697478991596638
cremad,resnet_se,loso,0,1031,complete,,82,0.45238095238095238,0.43902439024390244,0.38957455799561064
cremad,resnet_se,loso,0,1032,complete,,82,0.56944444444444442,0.56097560975609762,0.55028263593767035
cremad,resnet_se,loso,0,1033,complete,,82,0.58134920634920639,0.58536585365853655,0.57252457687240299
cremad,resnet_se,loso,0,1034,complete,,82,0.47420634920634913,0.47560975609756095,0.45282699087046918
cremad,resnet_se,loso,0,1035,complete,,82,0.69047619047619035,0.68292682926829273,0.67756229881229879
cremad,resnet_se,loso,0,1036,complete,,82,0.43055555555555558,0.42682926829268292,0.41491714319057071
cremad,resnet_se,loso,0,1037,complete,,82,0.73809523809523803,0.73170731707317072,0.73013538292475666
cremad,resnet_se,loso,0,1038,complete,,82,0.69841269841269848,0.69512195121951215,0.7029523700875292
cremad,resnet_se,loso,0,1039,complete,,82,0.62698412698412698,0.62195121951219512,0.60894695426179679
cremad,resnet_se,loso,0,1040,complete,,82,0.67460317460317454,0.67073170731707321,0.65737075748517404
cremad,resnet_se,loso,0,1041,complete,,82,0.5892857142857143,0.59756097560975607,0.58814393939393939
cremad,resnet_se,loso,0,1042,complete,,82,0.47222222222222227,0.46341463414634149,0.40075125116867411
cremad,resnet_se,loso,0,1043,complete,,82,0.59126984126984128,0.58536585365853655,0.59220003413551792
cremad,resnet_se,loso,0,1044,complete,,82,0.59325396825396826,0.59756097560975607,0.59435738825444706
cremad,resnet_se,loso,0,1045,complete,,82,0.60714285714285721,0.59756097560975607,0.58733516124820484
cremad,resnet_se,loso,0,1046,complete,,82,0.47420634920634924,0.46341463414634149,0.39459708577355634
cremad,resnet_se,loso,0,1047,complete,,82,0.83333333333333337,0.82926829268292679,0.82751539263048224
cremad,resnet_se,loso,0,1048,complete,,82,0.68849206349206338,0.68292682926829273,0.68323444072969686
cremad,resnet_se,loso,0,1049,complete,,82,0.69047619047619058,0.69512195121951215,0.68890174153332051
cremad,resnet_se,loso,0,1050,complete,,82,0.62698412698412698,0.62195121951219512,0.54757343550447002
cremad,resnet_se,loso,0,1051,complete,,82,0.64682539682539686,0.64634146341463417,0.63453152211772901
cremad,resnet_se,loso,0,1052,complete,,82,0.63492063492063489,0.63414634146341464,0.6341298596733379
cremad,resnet_se,loso,0,1053,complete,,82,0.7142857142857143,0.70731707317073167,0.69763191763191756
cremad,resnet_se,loso,0,1054,complete,,82,0.45833333333333331,0.46341463414634149,0.43610699810053694
cremad,resnet_se,loso,0,1055,complete,,82,0.64880952380952384,0.64634146341463417,0.62886050794753368
cremad,resnet_se,loso,0,1056,complete,,82,0.63095238095238093,0.62195121951219512,0.60506604506604511
cremad,resnet_se,loso,0,1057,complete,,82,0.51190476190476197,0.51219512195121952,0.46141539619800492
cremad,resnet_se,loso,0,1058,complete,,82,0.67658730158730152,0.67073170731707321,0.66953841857067664
cremad,resnet_se,loso,0,1059,complete,,82,0.40476190476190482,0.40243902439024393,0.35136177589007778
cremad,resnet_se,loso,0,1060,complete,,82,0.50992063492063489,0.51219512195121952,0.4605187485622268
cremad,resnet_se,loso,0,1061,complete,,82,0.69444444444444431,0.69512195121951215,0.69419514541465766
cremad,resnet_se,loso,0,1062,complete,,82,0.60515873015873012,0.59756097560975607,0.5670323897274252
cremad,resnet_se,loso,0,1063,complete,,82,0.65277777777777779,0.64634146341463417,0.62920049702843484
cremad,resnet_se,loso,0,1064,complete,,82,0.5892857142857143,0.58536585365853655,0.54714825596824113
cremad,resnet_se,loso,0,1065,complete,,82,0.63095238095238104,0.62195121951219512,0.56069325735992404
cremad,resnet_se,loso,0,1066,complete,,82,0.60317460317460314,0.59756097560975607,0.58480649784997618
cremad,resnet_se,loso,0,1067,complete,,82,0.53174603174603174,0.52439024390243905,0.51178758723515749
cremad,resnet_se,loso,0,1068,complete,,82,0.60317460317460314,0.59756097560975607,0.56015146799460525
cremad,resnet_se,loso,0,1069,complete,,82,0.56150793650793662,0.56097560975609762,0.5570315769986155
cremad,resnet_se,loso,0,1070,complete,,82,0.59325396825396826,0.58536585365853655,0.53090430446118053
cremad,resnet_se,loso,0,1071,complete,,82,0.59920634920634919,0.59756097560975607,0.59308947543119928
cremad,resnet_se,loso,0,1072,complete,,82,0.71031746031746035,0.70731707317073167,0.67148547056083208
cremad,resnet_se,loso,0,1073,complete,,82,0.66468253968253965,0.65853658536585369,0.63828624903234654
cremad,resnet_se,loso,0,1074,complete,,82,0.45238095238095238,0.43902439024390244,0.38600427350427352
cremad,resnet_se,loso,0,1075,complete,,82,0.48412698412698413,0.47560975609756095,0.4403386524441128
cremad,resnet_se,loso,0,1076,complete,,81,0.67532467532467544,0.66666666666666663,0.66253182932343346
cremad,resnet_se,loso,0,1077,complete,,82,0.58333333333333337,0.57317073170731703,0.5266254064208028
cremad,resnet_se,loso,0,1078,complete,,82,0.865079365079365,0.86585365853658536,0.86788129433290717
cremad,resnet_se,loso,0,1079,complete,,82,0.58134920634920639,0.57317073170731703,0.56941980385916313
cremad,resnet_se,loso,0,1080,complete,,82,0.67261904761904756,0.67073170731707321,0.65475759630184294
cremad,resnet_se,loso,0,1081,complete,,82,0.70833333333333337,0.70731707317073167,0.70520107911412255
cremad,resnet_se,loso,0,1082,complete,,82,0.28968253968253971,0.29268292682926828,0.1972169811320755
cremad,resnet_se,loso,0,1083,complete,,82,0.54960317460317454,0.54878048780487809,0.51627329257788712
cremad,resnet_se,loso,0,1084,complete,,82,0.58333333333333337,0.57317073170731703,0.56742406462086092
cremad,resnet_se,loso,0,1085,complete,,82,0.64087301587301582,0.63414634146341464,0.61057958428293657
cremad,resnet_se,loso,0,1086,complete,,82,0.54563492063492058,0.54878048780487809,0.51671918767506997
cremad,resnet_se,loso,0,1087,complete,,82,0.37698412698412698,0.37804878048780488,0.38352416990187893
cremad,resnet_se,loso,0,1088,complete,,82,0.56746031746031755,0.56097560975609762,0.52688816267247629
cremad,resnet_se,loso,0,1089,complete,,82,0.51984126984126988,0.52439024390243905,0.47484564632073595
cremad,resnet_se,loso,0,1090,complete,,82,0.52976190476190466,0.52439024390243905,0.5234995141982437
cremad,resnet_se,loso,0,1091,complete,,82,0.41269841269841262,0.41463414634146339,0.40471133804467141
cremad,resnet_se,loso,1,1001,complete,,82,0.39880952380952378,0.3902439024390244,0.35550272740675215
cremad,resnet_se,loso,1,1002,complete,,81,0.43181818181818182,0.44444444444444442,0.43003801796428515
cremad,resnet_se,loso,1,1003,complete,,82,0.70634920634920639,0.70731707317073167,0.70578765004761213
cremad,resnet_se,loso,1,1004,complete,,82,0.55555555555555558,0.56097560975609762,0.52572140899753406
cremad,resnet_se,loso,1,1005,complete,,82,0.49007936507936511,0.48780487804878048,0.47566656402973534
cremad,resnet_se,loso,1,1006,complete,,82,0.56944444444444431,0.56097560975609762,0.5647885567240406
cremad,resnet_se,loso,1,1007,complete,,82,0.57738095238095244,0.57317073170731703,0.54727765067107592
cremad,resnet_se,loso,1,1008,complete,,76,0.45687645687645689,0.44736842105263158,0.42476190476190473
cremad,resnet_se,loso,1,1009,complete,,76,0.56526806526806528,0.56578947368421051,0.56812727246163774
cremad,resnet_se,loso,1,1010,complete,,82,0.63690476190476197,0.63414634146341464,0.62079282724444018
cremad,resnet_se,loso,1,1011,complete,,82,0.69047619047619035,0.68292682926829273,0.66568268285212229
cremad,resnet_se,loso,1,1012,complete,,82,0.72222222222222221,0.71951219512195119,0.71554567452183149
cremad,resnet_se,loso,1,1013,complete,,82,0.71230158730158732,0.70731707317073167,0.69995259705404633
cremad,resnet_se,loso,1,1014,complete,,82,0.64880952380952384,0.65853658536585369,0.63349582425562823
cremad,resnet_se,loso,1,1015,complete,,82,0.56547619047619047,0.56097560975609762,0.5648800060564767
cremad,resnet_se,loso,1,1016,complete,,82,0.56944444444444431,0.56097560975609762,0.55029210428523934
cremad,resnet_se,loso,1,1017,complete,,82,0.5178571428571429,0.51219512195121952,0.47852249874308694
cremad,resnet_se,loso,1,1018,complete,,82,0.76190476190476186,0.75609756097560976,0.76709928003031458
cremad,resnet_se,loso,1,1019,complete,,76,0.61072261072261069,0.60526315789473684,0.58545183370602905
cremad,resnet_se,loso,1,1020,complete,,82,0.70039682539682524,0.69512195121951215,0.70177236556546896
cremad,resnet_se,loso,1,1021,complete,,82,0.61706349206349209,0.6097560975609756,0.61051132103763683
cremad,resnet_se,loso,1,1022,complete,,82,0.72222222222222232,0.71951219512195119,0.70586448034723903
cremad,resnet_se,loso,1,1023,complete,,82,0.54563492063492058,0.53658536585365857,0.49294043374925733
cremad,resnet_se,loso,1,1024,complete,,82,0.56547619047619047,0.56097560975609762,0.5375126033474491
cremad,resnet_se,loso,1,1025,complete,,82,0.60119047619047616,0.59756097560975607,0.57836142006516111
cremad,resnet_se,loso,1,1026,complete,,82,0.68849206349206338,0.68292682926829273,0.67101456788756408
cremad,resnet_se,loso,1,1027,complete,,82,0.57142857142857151,0.57317073170731703,0.57702385366456554
cremad,resnet_se,loso,1,1028,complete,,82,0.5714285714285714,0.56097560975609762,0.5302708307018652
cremad,resnet_se,loso,1,1029,complete,,82,0.63095238095238093,0.62195121951219512,0.59981282413224335
cremad,resnet_se,loso,1,1030,complete,,82,0.68849206349206338,0.68292682926829273,0.67548510048510046
cremad,resnet_se,loso,1,1031,complete,,82,0.40476190476190482,0.3902439024390244,0.31040482342807924
cremad,resnet_se,loso,1,1032,complete,,82,0.53174603174603174,0.52439024390243905,0.49970931918193573
cremad,resnet_se,loso,1,1033,complete,,82,0.64087301587301582,0.64634146341463417,0.62940730391710786
cremad,resnet_se,loso,1,1034,complete,,82,0.51190476190476197,0.51219512195121952,0.49935147972232369
cremad,resnet_se,loso,1,1035,complete,,82,0.67857142857142849,0.67073170731707321,0.66552289738872716
cremad,resnet_se,loso,1,1036,complete,,82,0.39484126984126983,0.3902439024390244,0.36076007495836132
cremad,resnet_se,loso,1,1037,complete,,82,0.71230158730158732,0.70731707317073167,0.69478110456371323
cremad,resnet_se,loso,1,1038,complete,,82,0.71230158730158732,0.70731707317073167,0.70743196339269276
cremad,resnet_se,loso,1,1039,complete,,82,0.62896825396825395,0.62195121951219512,0.60134113889607621
cremad,resnet_se,loso,1,1040,complete,,82,0.63888888888888895,0.63414634146341464,0.61411643997456344
cremad,resnet_se,loso,1,1041,complete,,82,0.66666666666666663,0.67073170731707321,0.65794445697671511
cremad,resnet_se,loso,1,1042,complete,,82,0.53373015873015872,0.52439024390243905,0.49882710633967103
cremad,resnet_se,loso,1,1043,complete,,82,0.56746031746031744,0.56097560975609762,0.54037404592724336
cremad,resnet_se,loso,1,1044,complete,,82,0.65873015873015872,0.65853658536585369,0.66529198770578069
cremad,resnet_se,loso,1,1045,complete,,82,0.63095238095238093,0.62195121951219512,0.60515873015873012
cremad,resnet_se,loso,1,1046,complete,,82,0.45238095238095238,0.43902439024390244,0.40103934077618292
cremad,resnet_se,loso,1,1047,complete,,82,0.79761904761904756,0.79268292682926833,0.79252873563218396
cremad,resnet_se,loso,1,1048,complete,,82,0.71230158730158732,0.70731707317073167,0.70289476473884271
cremad,resnet_se,loso,1,1049,complete,,82,0.76785714285714279,0.76829268292682928,0.77023241593134062
cremad,resnet_se,loso,1,1050,complete,,82,0.615079365079365,0.6097560975609756,0.55688775752735709
cremad,resnet_se,loso,1,1051,complete,,82,0.6884920634920636,0.68292682926829273,0.66430942768076617
cremad,resnet_se,loso,1,1052,complete,,82,0.59722222222222232,0.59756097560975607,0.59597367641490739
cremad,resnet_se,loso,1,1053,complete,,82,0.72222222222222232,0.71951219512195119,0.72613960113960108
cremad,resnet_se,loso,1,1054,complete,,82,0.34722222222222215,0.35365853658536583,0.31483153925682661
cremad,resnet_se,loso,1,1055,complete,,82,0.64880952380952372,0.64634146341463417,0.6491181478977287
cremad,resnet_se,loso,1,1056,complete,,82,0.56944444444444431,0.56097560975609762,0.50450071361947846
cremad,resnet_se,loso,1,1057,complete,,82,0.45436507936507931,0.45121951219512196,0.44753016591251882
cremad,resnet_se,loso,1,1058,complete,,82,0.67857142857142849,0.67073170731707321,0.64602276808159165
cremad,resnet_se,loso,1,1059,complete,,82,0.43650793650793651,0.43902439024390244,0.40318816521824036
cremad,resnet_se,loso,1,1060,complete,,82,0.53373015873015872,0.53658536585365857,0.51340905856400765
cremad,resnet_se,loso,1,1061,complete,,82,0.70634920634920639,0.70731707317073167,0.69380715726450759
cremad,resnet_se,loso,1,1062,complete,,82,0.63095238095238093,0.62195121951219512,0.58947200196693095
cremad,resnet_se,loso,1,1063,complete,,82,0.73611111111111116,0.73170731707317072,0.73066181365709026
cremad,resnet_se,loso,1,1064,complete,,82,0.59325396825396826,0.58536585365853655,0.55773420479302838
cremad,resnet_se,loso,1,1065,complete,,82,0.59523809523809523,0.58536585365853655,0.53401462429326207
cremad,resnet_se,loso,1,1066,complete,,82,0.68849206349206338,0.68292682926829273,0.65782718948976371
cremad,resnet_se,loso,1,1067,complete,,82,0.44444444444444442,0.43902439024390244,0.40529418673741519
cremad,resnet_se,loso,1,1068,complete,,82,0.68849206349206338,0.68292682926829273,0.67213804713804715
cremad,resnet_se,loso,1,1069,complete,,82,0.64285714285714279,0.64634146341463417,0.63592630195891064
cremad,resnet_se,loso,1,1070,complete,,82,0.625,0.62195121951219512,0.55278106453309295
cremad,resnet_se,loso,1,1071,complete,,82,0.5,0.5,0.49276723276723278
cremad,resnet_se,loso,1,1072,complete,,82,0.64087301587301593,0.63414634146341464,0.59891094568513925
cremad,resnet_se,loso,1,1073,complete,,82,0.56746031746031755,0.56097560975609762,0.52135076252723311
cremad,resnet_se,loso,1,1074,complete,,82,0.3888888888888889,0.37804878048780488,0.30781177391346881
cremad,resnet_se,loso,1,1075,complete,,82,0.57142857142857151,0.56097560975609762,0.54791919447091864
cremad,resnet_se,loso,1,1076,complete,,81,0.74675324675324672,0.7407407407407407,0.72346161602059966
cremad,resnet_se,loso,1,1077,complete,,82,0.5357142857142857,0.52439024390243905,0.46731902356902361
cremad,resnet_se,loso,1,1078,complete,,82,0.89285714285714279,0.8902439024390244,0.89148468815135473
cremad,resnet_se,loso,1,1079,complete,,82,0.59325396825396826,0.58536585365853655,0.57231040564373892
cremad,resnet_se,loso,1,1080,complete,,82,0.67460317460317454,0.67073170731707321,0.66387682022890737
cremad,resnet_se,loso,1,1081,complete,,82,0.72023809523809523,0.71951219512195119,0.71741061287538066
cremad,resnet_se,loso,1,1082,complete,,82,0.28968253968253971,0.29268292682926828,0.17895098774693674
cremad,resnet_se,loso,1,1083,complete,,82,0.59920634920634919,0.59756097560975607,0.58101366790391185
cremad,resnet_se,loso,1,1084,complete,,82,0.65476190476190477,0.64634146341463417,0.64069943385316186
cremad,resnet_se,loso,1,1085,complete,,82,0.63492063492063489,0.63414634146341464,0.60937051454292834
cremad,resnet_se,loso,1,1086,complete,,82,0.60912698412698418,0.6097560975609756,0.60792728948808805
cremad,resnet_se,loso,1,1087,complete,,82,0.57539682539682524,0.57317073170731703,0.58356869184455384
cremad,resnet_se,loso,1,1088,complete,,82,0.58134920634920639,0.57317073170731703,0.5485280001409033
cremad,resnet_se,loso,1,1089,complete,,82,0.67261904761904756,0.67073170731707321,0.6402687998276233
cremad,resnet_se,loso,1,1090,complete,,82,0.59126984126984128,0.58536585365853655,0.57094204220640987
cremad,resnet_se,loso,1,1091,complete,,82,0.45436507936507936,0.45121951219512196,0.44404761904761902
cremad,resnet_se,loso,2,1001,complete,,82,0.50595238095238093,0.5,0.45840270840270847
cremad,resnet_se,loso,2,1002,complete,,81,0.33333333333333331,0.34567901234567899,0.31572847361921563
cremad,resnet_se,loso,2,1003,complete,,82,0.68253968253968245,0.68292682926829273,0.68463599911940254
cremad,resnet_se,loso,2,1004,complete,,82,0.55753968253968256,0.56097560975609762,0.53651282218313689
cremad,resnet_se,loso,2,1005,complete,,82,0.49603174603174605,0.48780487804878048,0.46972942025964298
cremad,resnet_se,loso,2,1006,complete,,82,0.5714285714285714,0.56097560975609762,0.56647537647537649
cremad,resnet_se,loso,2,1007,complete,,82,0.51190476190476186,0.51219512195121952,0.45062636165577347
cremad,resnet_se,loso,2,1008,complete,,76,0.58508158508158503,0.57894736842105265,0.56351016449055669
cremad,resnet_se,loso,2,1009,complete,,76,0.7156177156177157,0.71052631578947367,0.70698081758341091
cremad,resnet_se,loso,2,1010,complete,,82,0.70039682539682546,0.69512195121951215,0.69261394031023216
cremad,resnet_se,loso,2,1011,complete,,82,0.72420634920634919,0.71951219512195119,0.71766381766381759
cremad,resnet_se,loso,2,1012,complete,,82,0.65277777777777779,0.64634146341463417,0.63971306471306466
cremad,resnet_se,loso,2,1013,complete,,82,0.67658730158730152,0.67073170731707321,0.64512150490411357
cremad,resnet_se,loso,2,1014,complete,,82,0.56349206349206338,0.57317073170731703,0.54744737466417892
cremad,resnet_se,loso,2,1015,complete,,82,0.60912698412698418,0.6097560975609756,0.60512832703675656
cremad,resnet_se,loso,2,1016,complete,,82,0.51785714285714279,0.51219512195121952,0.48186073629851744
cremad,resnet_se,loso,2,1017,complete,,82,0.51984126984126988,0.51219512195121952,0.48418982977806496
cremad,resnet_se,loso,2,1018,complete,,82,0.75,0.74390243902439024,0.71448023653906001
cremad,resnet_se,loso,2,1019,complete,,76,0.66433566433566438,0.65789473684210531,0.64014095066726628
cremad,resnet_se,loso,2,1020,complete,,82,0.75992063492063489,0.75609756097560976,0.7574094392197841
cremad,resnet_se,loso,2,1021,complete,,82,0.6071428571428571,0.59756097560975607,0.57859651115465072
cremad,resnet_se,loso,2,1022,complete,,82,0.59722222222222221,0.59756097560975607,0.57754181852163355
cremad,resnet_se,loso,2,1023,complete,,82,0.57142857142857151,0.56097560975609762,0.53370136628650555
cremad,resnet_se,loso,2,1024,complete,,82,0.54365079365079361,0.53658536585365857,0.50826790366909946
cremad,resnet_se,loso,2,1025,complete,,82,0.59920634920634919,0.59756097560975607,0.58755980861244017
cremad,resnet_se,loso,2,1026,complete,,82,0.74801587301587302,0.74390243902439024,0.73815291147046624
cremad,resnet_se,loso,2,1027,complete,,82,0.58531746031746035,0.58536585365853655,0.60253439888414428
cremad,resnet_se,loso,2,1028,complete,,82,0.6071428571428571,0.59756097560975607,0.58664224664224662
cremad,resnet_se,loso,2,1029,complete,,82,0.5714285714285714,0.56097560975609762,0.53275669042296558
cremad,resnet_se,loso,2,1030,complete,,82,0.67658730158730152,0.67073170731707321,0.66253189644493993
cremad,resnet_se,loso,2,1031,complete,,82,0.5,0.48780487804878048,0.46029827904827902
cremad,resnet_se,loso,2,1032,complete,,82,0.65277777777777779,0.64634146341463417,0.64087301587301582
cremad,resnet_se,loso,2,1033,complete,,82,0.66269841269841268,0.67073170731707321,0.65593434343434343
cremad,resnet_se,loso,2,1034,complete,,82,0.55357142857142849,0.54878048780487809,0.53844710080828662
cremad,resnet_se,loso,2,1035,complete,,82,0.62698412698412709,0.62195121951219512,0.6225103730776701
cremad,resnet_se,loso,2,1036,complete,,82,0.41666666666666669,0.41463414634146339,0.39378558884572401
cremad,resnet_se,loso,2,1037,complete,,82,0.7857142857142857,0.78048780487804881,0.77302619516190152
cremad,resnet_se,loso,2,1038,complete,,82,0.63095238095238093,0.62195121951219512,0.61972607776450039
cremad,resnet_se,loso,2,1039,complete,,82,0.67261904761904756,0.67073170731707321,0.66745217520473277
cremad,resnet_se,loso,2,1040,complete,,82,0.75,0.74390243902439024,0.74287581699346406
cremad,resnet_se,loso,2,1041,complete,,82,0.62103174603174593,0.62195121951219512,0.61947163947163941
cremad,resnet_se,loso,2,1042,complete,,82,0.51984126984126988,0.51219512195121952,0.468994345530584
cremad,resnet_se,loso,2,1043,complete,,82,0.5714285714285714,0.56097560975609762,0.52993417056784309
cremad,resnet_se,loso,2,1044,complete,,82,0.72222222222222221,0.71951219512195119,0.72493369763484716
cremad,resnet_se,loso,2,1045,complete,,82,0.65476190476190477,0.64634146341463417,0.63541228876267242
cremad,resnet_se,loso,2,1046,complete,,82,0.51190476190476186,0.5,0.44098980475236943
cremad,resnet_se,loso,2,1047,complete,,82,0.86904761904761907,0.86585365853658536,0.86714285714285699
cremad,resnet_se,loso,2,1048,complete,,82,0.67658730158730152,0.67073170731707321,0.66538040503557749
cremad,resnet_se,loso,2,1049,complete,,82,0.67063492063492058,0.67073170731707321,0.6715468837456231
cremad,resnet_se,loso,2,1050,complete,,82,0.61706349206349209,0.6097560975609756,0.53611111111111109
cremad,resnet_se,loso,2,1051,complete,,82,0.72619047619047628,0.71951219512195119,0.71421169215699365
cremad,resnet_se,loso,2,1052,complete,,82,0.60912698412698418,0.6097560975609756,0.59900136484989219
cremad,resnet_se,loso,2,1053,complete,,82,0.77380952380952384,0.76829268292682928,0.77120065120065107
cremad,resnet_se,loso,2,1054,complete,,82,0.58134920634920639,0.58536585365853655,0.58011695906432748
cremad,resnet_se,loso,2,1055,complete,,82,0.57936507936507942,0.57317073170731703,0.57223620993735935
cremad,resnet_se,loso,2,1056,complete,,82,0.61904761904761907,0.6097560975609756,0.56402648778809772
cremad,resnet_se,loso,2,1057,complete,,82,0.48412698412698413,0.48780487804878048,0.4609413188186558
cremad,resnet_se,loso,2,1058,complete,,82,0.58333333333333337,0.57317073170731703,0.55671764882291197
cremad,resnet_se,loso,2,1059,complete,,82,0.46428571428571436,0.46341463414634149,0.40137023709005132
cremad,resnet_se,loso,2,1060,complete,,82,0.45039682539682541,0.45121951219512196,0.41345122310639554
cremad,resnet_se,loso,2,1061,complete,,82,0.74007936507936511,0.74390243902439024,0.73888981905286266
cremad,resnet_se,loso,2,1062,complete,,82,0.63095238095238093,0.62195121951219512,0.56836778639104224
cremad,resnet_se,loso,2,1063,complete,,82,0.74801587301587302,0.74390243902439024,0.74103819058212839
cremad,resnet_se,loso,2,1064,complete,,82,0.61706349206349198,0.6097560975609756,0.57574295513533558
cremad,resnet_se,loso,2,1065,complete,,82,0.64087301587301593,0.63414634146341464,0.62202930533643863
cremad,resnet_se,loso,2,1066,complete,,82,0.70039682539682546,0.69512195121951215,0.68597886590533641
cremad,resnet_se,loso,2,1067,complete,,82,0.54166666666666663,0.53658536585365857,0.51178071441229334
cremad,resnet_se,loso,2,1068,complete,,82,0.67658730158730152,0.67073170731707321,0.65354100048973007
cremad,resnet_se,loso,2,1069,complete,,82,0.58531746031746035,0.58536585365853655,0.58298502264019503
cremad,resnet_se,loso,2,1070,complete,,82,0.60119047619047616,0.59756097560975607,0.53644401595814761
cremad,resnet_se,loso,2,1071,complete,,82,0.47420634920634913,0.47560975609756095,0.45636405420158282
cremad,resnet_se,loso,2,1072,complete,,82,0.60119047619047628,0.59756097560975607,0.57707231040564377
cremad,resnet_se,loso,2,1073,complete,,82,0.74603174603174605,0.74390243902439024,0.7345454545454545
cremad,resnet_se,loso,2,1074,complete,,82,0.3531746031746032,0.34146341463414637,0.27201440852423026
cremad,resnet_se,loso,2,1075,complete,,82,0.46031746031746029,0.45121951219512196,0.41688596491228069
cremad,resnet_se,loso,2,1076,complete,,81,0.66666666666666663,0.65432098765432101,0.63116473616473623
cremad,resnet_se,loso,2,1077,complete,,82,0.52380952380952384,0.51219512195121952,0.46120287420679357
cremad,resnet_se,loso,2,1078,complete,,82,0.84325396825396826,0.84146341463414631,0.83969282787414035
cremad,resnet_se,loso,2,1079,complete,,82,0.61706349206349198,0.6097560975609756,0.59840930674264003
cremad,resnet_se,loso,2,1080,complete,,82,0.69841269841269848,0.69512195121951215,0.68171390013495292
cremad,resnet_se,loso,2,1081,complete,,82,0.75,0.75609756097560976,0.74757613835979564
cremad,resnet_se,loso,2,1082,complete,,82,0.375,0.37804878048780488,0.33371603027175789
cremad,resnet_se,loso,2,1083,complete,,82,0.49801587301587302,0.5,0.46824750980761215
cremad,resnet_se,loso,2,1084,complete,,82,0.55952380952380953,0.54878048780487809,0.53713745643570199
cremad,resnet_se,loso,2,1085,complete,,82,0.66468253968253965,0.65853658536585369,0.63899065350045747
cremad,resnet_se,loso,2,1086,complete,,82,0.57142857142857151,0.57317073170731703,0.54680554158732531
cremad,resnet_se,loso,2,1087,complete,,82,0.52182539682539675,0.52439024390243905,0.51050046871988841
cremad,resnet_se,loso,2,1088,complete,,82,0.60317460317460314,0.59756097560975607,0.58658575053502593
cremad,resnet_se,loso,2,1089,complete,,82,0.52182539682539686,0.52439024390243905,0.48642576559243222
cremad,resnet_se,loso,2,1090,complete,,82,0.61507936507936511,0.6097560975609756,0.60185583267200349
cremad,resnet_se,loso,2,1091,complete,,82,0.40674603174603169,0.40243902439024393,0.38453067830002813
cremad,transformer,random,0,1001,complete,,82,0.3432539682539682,0.34146341463414637,0.27626795757204886
cremad,transformer,random,0,1002,complete,,81,0.50432900432900429,0.50617283950617287,0.50637542304208971
cremad,transformer,random,0,1003,complete,,82,0.58333333333333337,0.58536585365853655,0.59159071682221875
cremad,transformer,random,0,1004,complete,,82,0.54166666666666663,0.54878048780487809,0.5206092757816897
cremad,transformer,random,0,1005,complete,,82,0.42063492063492064,0.41463414634146339,0.38682383682383681
cremad,transformer,random,0,1006,complete,,82,0.59325396825396826,0.58536585365853655,0.58085797611561041
cremad,transformer,random,0,1007,complete,,82,0.44642857142857145,0.43902439024390244,0.38959750394533005
cremad,transformer,random,0,1008,complete,,76,0.40093240093240096,0.39473684210526316,0.35843526332656772
cremad,transformer,random,0,1009,complete,,76,0.59557109557109555,0.59210526315789469,0.58273630203454763
cremad,transformer,random,0,1010,complete,,82,0.58531746031746035,0.58536585365853655,0.58773451983685576
cremad,transformer,random,0,1011,complete,,82,0.55555555555555547,0.54878048780487809,0.51557977435170421
