corpus,model,protocol,seed,speaker_id,status,reason,n_utterances,uar,accuracy,macro_f1
cremad,cnn,groupkfold,1,1084,complete,,82,0.53174603174603174,0.52439024390243905,0.50501068865528398
cremad,cnn,groupkfold,1,1085,complete,,82,0.68253968253968245,0.68292682926829273,0.6631700563859485
cremad,cnn,groupkfold,1,1086,complete,,82,0.48412698412698418,0.48780487804878048,0.46234133688152362
cremad,cnn,groupkfold,1,1087,complete,,82,0.46230158730158727,0.46341463414634149,0.46793137845769422
cremad,cnn,groupkfold,1,1088,complete,,82,0.50595238095238093,0.5,0.46616233458338718
cremad,cnn,groupkfold,1,1089,complete,,82,0.4682539682539682,0.47560975609756095,0.42583774250440914
cremad,cnn,groupkfold,1,1090,complete,,82,0.61111111111111105,0.6097560975609756,0.5891680452164324
cremad,cnn,groupkfold,1,1091,complete,,82,0.38492063492063494,0.37804878048780488,0.34943974154500473
cremad,cnn,groupkfold,2,1001,complete,,82,0.34126984126984133,0.34146341463414637,0.29303613053613059
cremad,cnn,groupkfold,2,1002,complete,,81,0.4621212121212121,0.46913580246913578,0.47245898351653765
cremad,cnn,groupkfold,2,1003,complete,,82,0.56944444444444431,0.57317073170731703,0.55063735639183209
cremad,cnn,groupkfold,2,1004,complete,,82,0.66269841269841268,0.65853658536585369,0.63013512557898343
cremad,cnn,groupkfold,2,1005,complete,,82,0.57936507936507942,0.57317073170731703,0.57984594226012987
cremad,cnn,groupkfold,2,1006,complete,,82,0.58333333333333337,0.57317073170731703,0.57565223884473538
cremad,cnn,groupkfold,2,1007,complete,,82,0.45833333333333331,0.45121951219512196,0.40229885582826758
cremad,cnn,groupkfold,2,1008,complete,,76,0.40326340326340326,0.39473684210526316,0.35044196795272597
cremad,cnn,groupkfold,2,1009,complete,,76,0.55710955710955712,0.55263157894736847,0.54731775879908307
cremad,cnn,groupkfold,2,1010,complete,,82,0.56150793650793662,0.56097560975609762,0.55592364157581542
cremad,cnn,groupkfold,2,1011,complete,,82,0.63095238095238093,0.62195121951219512,0.58366261865247659
cremad,cnn,groupkfold,2,1012,complete,,82,0.57738095238095233,0.57317073170731703,0.57578331279704276
cremad,cnn,groupkfold,2,1013,complete,,82,0.69047619047619035,0.68292682926829273,0.65135832412572647
cremad,cnn,groupkfold,2,1014,complete,,82,0.64285714285714279,0.65853658536585369,0.59900432900432898
cremad,cnn,groupkfold,2,1015,complete,,82,0.54761904761904767,0.54878048780487809,0.53847888691819668
cremad,cnn,groupkfold,2,1016,complete,,82,0.51388888888888895,0.51219512195121952,0.50303943662264505
cremad,cnn,groupkfold,2,1017,complete,,82,0.53174603174603174,0.52439024390243905,0.49962292609351439
cremad,cnn,groupkfold,2,1018,complete,,82,0.79761904761904756,0.79268292682926833,0.78562324614956192
cremad,cnn,groupkfold,2,1019,complete,,76,0.58508158508158514,0.57894736842105265,0.53690020069330413
cremad,cnn,groupkfold,2,1020,complete,,82,0.65476190476190477,0.64634146341463417,0.62953768454401304
cremad,cnn,groupkfold,2,1021,complete,,82,0.58333333333333337,0.57317073170731703,0.53792933470352822
cremad,cnn,groupkfold,2,1022,complete,,82,0.62896825396825395,0.62195121951219512,0.59965878286798591
cremad,cnn,groupkfold,2,1023,complete,,82,0.51388888888888895,0.51219512195121952,0.48613049095607236
cremad,cnn,groupkfold,2,1024,complete,,82,0.4682539682539682,0.46341463414634149,0.43233832911252268
cremad,cnn,groupkfold,2,1025,complete,,82,0.45634920634920634,0.45121951219512196,0.42532996104424675
cremad,cnn,groupkfold,2,1026,complete,,82,0.63690476190476186,0.63414634146341464,0.62021853146853145
cremad,cnn,groupkfold,2,1027,complete,,82,0.65873015873015872,0.65853658536585369,0.64706216488825186
cremad,cnn,groupkfold,2,1028,complete,,82,0.58134920634920628,0.57317073170731703,0.55262040299990967
cremad,cnn,groupkfold,2,1029,complete,,82,0.65476190476190477,0.64634146341463417,0.61443191311612366
cremad,cnn,groupkfold,2,1030,complete,,82,0.70039682539682546,0.69512195121951215,0.67271241830065354
cremad,cnn,groupkfold,2,1031,complete,,82,0.35714285714285715,0.34146341463414637,0.24359279065161418
cremad,cnn,groupkfold,2,1032,complete,,82,0.58134920634920639,0.57317073170731703,0.55514763815697599
cremad,cnn,groupkfold,2,1033,complete,,82,0.67857142857142849,0.68292682926829273,0.69461973558675216
cremad,cnn,groupkfold,2,1034,complete,,82,0.54166666666666663,0.53658536585365857,0.52061584896898994
cremad,cnn,groupkfold,2,1035,complete,,82,0.60515873015873012,0.59756097560975607,0.58684371184371187
cremad,cnn,groupkfold,2,1036,complete,,82,0.41269841269841279,0.41463414634146339,0.38580621992386699
cremad,cnn,groupkfold,2,1037,complete,,82,0.76190476190476186,0.75609756097560976,0.75174010217113663
cremad,cnn,groupkfold,2,1038,complete,,82,0.68650793650793662,0.68292682926829273,0.68072631072631073
cremad,cnn,groupkfold,2,1039,complete,,82,0.59325396825396826,0.58536585365853655,0.57050610639380772
cremad,cnn,groupkfold,2,1040,complete,,82,0.60515873015873012,0.59756097560975607,0.5885865342387081
cremad,cnn,groupkfold,2,1041,complete,,82,0.50595238095238104,0.51219512195121952,0.51881778352366592
cremad,cnn,groupkfold,2,1042,complete,,82,0.43452380952380953,0.42682926829268292,0.38147857889237202
cremad,cnn,groupkfold,2,1043,complete,,82,0.63095238095238093,0.62195121951219512,0.58904712242720647
cremad,cnn,groupkfold,2,1044,complete,,82,0.57341269841269848,0.57317073170731703,0.5698836928814045
cremad,cnn,groupkfold,2,1045,complete,,82,0.60714285714285721,0.59756097560975607,0.56526610644257702
cremad,cnn,groupkfold,2,1046,complete,,82,0.46230158730158727,0.45121951219512196,0.38839285714285715
cremad,cnn,groupkfold,2,1047,complete,,82,0.76190476190476186,0.75609756097560976,0.75912908930150313
cremad,cnn,groupkfold,2,1048,complete,,82,0.61904761904761896,0.6097560975609756,0.59449925663847569
cremad,cnn,groupkfold,2,1049,complete,,82,0.75793650793650802,0.75609756097560976,0.76024110197648431
cremad,cnn,groupkfold,2,1050,complete,,82,0.63095238095238093,0.62195121951219512,0.56997553012733293
cremad,cnn,groupkfold,2,1051,complete,,82,0.64880952380952384,0.64634146341463417,0.64303499182809531
cremad,cnn,groupkfold,2,1052,complete,,82,0.61309523809523803,0.6097560975609756,0.5962203614014806
cremad,cnn,groupkfold,2,1053,complete,,82,0.5892857142857143,0.58536585365853655,0.58117217984333203
cremad,cnn,groupkfold,2,1054,complete,,82,0.36111111111111116,0.36585365853658536,0.32669792554703042
cremad,cnn,groupkfold,2,1055,complete,,82,0.63492063492063489,0.63414634146341464,0.63301599444656942
cremad,cnn,groupkfold,2,1056,complete,,82,0.62896825396825395,0.62195121951219512,0.59630426125049785
cremad,cnn,groupkfold,2,1057,complete,,82,0.43253968253968256,0.43902439024390244,0.39590794775473298
cremad,cnn,groupkfold,2,1058,complete,,82,0.56547619047619047,0.56097560975609762,0.56235074830801068
cremad,cnn,groupkfold,2,1059,complete,,82,0.375,0.37804878048780488,0.33805831002627346
cremad,cnn,groupkfold,2,1060,complete,,82,0.43253968253968256,0.43902439024390244,0.39503255966366635
cremad,cnn,groupkfold,2,1061,complete,,82,0.60317460317460314,0.6097560975609756,0.58619816120836099
cremad,cnn,groupkfold,2,1062,complete,,82,0.5714285714285714,0.56097560975609762,0.51422825540472605
cremad,cnn,groupkfold,2,1063,complete,,82,0.73214285714285721,0.73170731707317072,0.73968040185431505
cremad,cnn,groupkfold,2,1064,complete,,82,0.65079365079365081,0.64634146341463417,0.61188885614172972
cremad,cnn,groupkfold,2,1065,complete,,82,0.57142857142857151,0.56097560975609762,0.54298941798941802
cremad,cnn,groupkfold,2,1066,complete,,82,0.56746031746031744,0.56097560975609762,0.54344462580246766
cremad,cnn,groupkfold,2,1067,complete,,82,0.37698412698412698,0.37804878048780488,0.3596086361179241
cremad,cnn,groupkfold,2,1068,complete,,82,0.62698412698412698,0.62195121951219512,0.60454911433172309
cremad,cnn,groupkfold,2,1069,complete,,82,0.52380952380952372,0.52439024390243905,0.52641087783075613
cremad,cnn,groupkfold,2,1070,complete,,82,0.4861111111111111,0.48780487804878048,0.4396980033018722
cremad,cnn,groupkfold,2,1071,complete,,82,0.44047619047619047,0.43902439024390244,0.41606351165174699
cremad,cnn,groupkfold,2,1072,complete,,82,0.67658730158730152,0.67073170731707321,0.63181853100183405
cremad,cnn,groupkfold,2,1073,complete,,82,0.53373015873015872,0.52439024390243905,0.49101771724202181
cremad,cnn,groupkfold,2,1074,complete,,82,0.42460317460317459,0.41463414634146339,0.35608835608835609
cremad,cnn,groupkfold,2,1075,complete,,82,0.38293650793650791,0.37804878048780488,0.33935451221104868
cremad,cnn,groupkfold,2,1076,complete,,81,0.66341991341991347,0.65432098765432101,0.65122176708198209
cremad,cnn,groupkfold,2,1077,complete,,82,0.48809523809523808,0.47560975609756095,0.46132103763682708
cremad,cnn,groupkfold,2,1078,complete,,82,0.73611111111111116,0.73170731707317072,0.72072907634501837
cremad,cnn,groupkfold,2,1079,complete,,82,0.55753968253968245,0.54878048780487809,0.53247454416869722
cremad,cnn,groupkfold,2,1080,complete,,82,0.63492063492063489,0.63414634146341464,0.62457026173403285
cremad,cnn,groupkfold,2,1081,complete,,82,0.69444444444444431,0.69512195121951215,0.70462962962962961
cremad,cnn,groupkfold,2,1082,complete,,82,0.28571428571428564,0.29268292682926828,0.21725188391855058
cremad,cnn,groupkfold,2,1083,complete,,82,0.55952380952380942,0.56097560975609762,0.53713697947107553
cremad,cnn,groupkfold,2,1084,complete,,82,0.60317460317460314,0.59756097560975607,0.59283456526423273
cremad,cnn,groupkfold,2,1085,complete,,82,0.61309523809523803,0.6097560975609756,0.57724840886131201
cremad,cnn,groupkfold,2,1086,complete,,82,0.50793650793650802,0.51219512195121952,0.49867990903644555
cremad,cnn,groupkfold,2,1087,complete,,82,0.40873015873015867,0.41463414634146339,0.38780332921699151
cremad,cnn,groupkfold,2,1088,complete,,82,0.55555555555555547,0.54878048780487809,0.5207204986371653
cremad,cnn,groupkfold,2,1089,complete,,82,0.63492063492063489,0.63414634146341464,0.61596614280272455
cremad,cnn,groupkfold,2,1090,complete,,82,0.59920634920634919,0.59756097560975607,0.59145344619982299
cremad,cnn,groupkfold,2,1091,complete,,82,0.48214285714285715,0.47560975609756095,0.42171248392663996
cremad,cnn,loso,0,1001,complete,,82,0.38293650793650796,0.37804878048780488,0.33329793436615024
cremad,cnn,loso,0,1002,complete,,81,0.46212121212121215,0.46913580246913578,0.45643738977072318
cremad,cnn,loso,0,1003,complete,,82,0.55753968253968245,0.56097560975609762,0.55145171306162022
cremad,cnn,loso,0,1004,complete,,82,0.65873015873015872,0.65853658536585369,0.61994367639528924
cremad,cnn,loso,0,1005,complete,,82,0.5535714285714286,0.54878048780487809,0.54230475855189819
cremad,cnn,loso,0,1006,complete,,82,0.5178571428571429,0.51219512195121952,0.51614365850608734
cremad,cnn,loso,0,1007,complete,,82,0.53174603174603174,0.52439024390243905,0.46922199709923501
cremad,cnn,loso,0,1008,complete,,76,0.41375291375291384,0.40789473684210525,0.39050715789846224
cremad,cnn,loso,0,1009,complete,,76,0.5932400932400933,0.59210526315789469,0.58888888888888891
cremad,cnn,loso,0,1010,complete,,82,0.69642857142857151,0.69512195121951215,0.69332112332112328
cremad,cnn,loso,0,1011,complete,,82,0.65476190476190477,0.64634146341463417,0.628586027499071
cremad,cnn,loso,0,1012,complete,,82,0.63492063492063489,0.63414634146341464,0.64297620141907297
cremad,cnn,loso,0,1013,complete,,82,0.61706349206349198,0.6097560975609756,0.59072908572908578
cremad,cnn,loso,0,1014,complete,,82,0.64682539682539675,0.65853658536585369,0.62730569239189926
cremad,cnn,loso,0,1015,complete,,82,0.57341269841269848,0.57317073170731703,0.57314894981561648
cremad,cnn,loso,0,1016,complete,,82,0.57936507936507942,0.57317073170731703,0.56733263764748021
cremad,cnn,loso,0,1017,complete,,82,0.46031746031746029,0.45121951219512196,0.4271696082841594
cremad,cnn,loso,0,1018,complete,,82,0.73809523809523803,0.73170731707317072,0.69399941055113468
cremad,cnn,loso,0,1019,complete,,76,0.57808857808857816,0.57894736842105265,0.53257936507936499
cremad,cnn,loso,0,1020,complete,,82,0.75,0.74390243902439024,0.72306868141128433
cremad,cnn,loso,0,1021,complete,,82,0.55952380952380942,0.54878048780487809,0.53086635586635589
cremad,cnn,loso,0,1022,complete,,82,0.59920634920634919,0.59756097560975607,0.58161802355350734
cremad,cnn,loso,0,1023,complete,,82,0.49007936507936511,0.48780487804878048,0.45580498866213154
cremad,cnn,loso,0,1024,complete,,82,0.50396825396825407,0.5,0.4816822871258355
cremad,cnn,loso,0,1025,complete,,82,0.55357142857142849,0.54878048780487809,0.52201300815229146
cremad,cnn,loso,0,1026,complete,,82,0.70238095238095222,0.69512195121951215,0.68388173129552443
cremad,cnn,loso,0,1027,complete,,82,0.67063492063492058,0.67073170731707321,0.67108704500008853
cremad,cnn,loso,0,1028,complete,,82,0.49603174603174605,0.48780487804878048,0.46534436424142306
cremad,cnn,loso,0,1029,complete,,82,0.59325396825396826,0.58536585365853655,0.55487759162341954
cremad,cnn,loso,0,1030,complete,,82,0.69047619047619035,0.68292682926829273,0.66692531837459379
cremad,cnn,loso,0,1031,complete,,82,0.4285714285714286,0.41463414634146339,0.37433305485937063
cremad,cnn,loso,0,1032,complete,,82,0.59325396825396826,0.58536585365853655,0.57227032227032226
cremad,cnn,loso,0,1033,complete,,82,0.69047619047619058,0.69512195121951215,0.68013999995872843
cremad,cnn,loso,0,1034,complete,,82,0.52976190476190477,0.52439024390243905,0.51243165784832445
cremad,cnn,loso,0,1035,complete,,82,0.61507936507936511,0.6097560975609756,0.5959222769567597
cremad,cnn,loso,0,1036,complete,,82,0.40674603174603169,0.40243902439024393,0.36849786849786842
cremad,cnn,loso,0,1037,complete,,82,0.72222222222222221,0.71951219512195119,0.71404909308135112
cremad,cnn,loso,0,1038,complete,,82,0.6607142857142857,0.65853658536585369,0.65539031387221847
cremad,cnn,loso,0,1039,complete,,82,0.55753968253968245,0.54878048780487809,0.52576446096895169
cremad,cnn,loso,0,1040,complete,,82,0.61507936507936511,0.6097560975609756,0.60205766100906766
cremad,cnn,loso,0,1041,complete,,82,0.62896825396825395,0.63414634146341464,0.63191069461092342
cremad,cnn,loso,0,1042,complete,,82,0.45039682539682535,0.43902439024390244,0.35927686569196005
cremad,cnn,loso,0,1043,complete,,82,0.61904761904761907,0.6097560975609756,0.57284377336266579
cremad,cnn,loso,0,1044,complete,,82,0.63492063492063489,0.63414634146341464,0.64028075694742359
cremad,cnn,loso,0,1045,complete,,82,0.62896825396825395,0.62195121951219512,0.60323666320869951
cremad,cnn,loso,0,1046,complete,,82,0.43849206349206349,0.42682926829268292,0.36967028003613372
cremad,cnn,loso,0,1047,complete,,82,0.7857142857142857,0.78048780487804881,0.78326302729528541
cremad,cnn,loso,0,1048,complete,,82,0.67460317460317454,0.67073170731707321,0.65174604779721568
cremad,cnn,loso,0,1049,complete,,82,0.58531746031746035,0.58536585365853655,0.58733455910875254
cremad,cnn,loso,0,1050,complete,,82,0.60515873015873012,0.59756097560975607,0.55276341305753063
cremad,cnn,loso,0,1051,complete,,82,0.68650793650793662,0.68292682926829273,0.67715106732348118
cremad,cnn,loso,0,1052,complete,,82,0.61111111111111105,0.6097560975609756,0.61036205340553162
cremad,cnn,loso,0,1053,complete,,82,0.61706349206349198,0.6097560975609756,0.60304942287039476
cremad,cnn,loso,0,1054,complete,,82,0.41865079365079366,0.42682926829268292,0.39330065359477123
cremad,cnn,loso,0,1055,complete,,82,0.66269841269841268,0.65853658536585369,0.65724286621902328
cremad,cnn,loso,0,1056,complete,,82,0.59523809523809523,0.58536585365853655,0.55030249512693652
cremad,cnn,loso,0,1057,complete,,82,0.42063492063492064,0.42682926829268292,0.39545177045177043
cremad,cnn,loso,0,1058,complete,,82,0.69642857142857151,0.69512195121951215,0.70737484737484735
cremad,cnn,loso,0,1059,complete,,82,0.37698412698412703,0.37804878048780488,0.34895225547399455
cremad,cnn,loso,0,1060,complete,,82,0.39484126984126977,0.40243902439024393,0.33856234379447342
cremad,cnn,loso,0,1061,complete,,82,0.65476190476190477,0.65853658536585369,0.64702272682821882
cremad,cnn,loso,0,1062,complete,,82,0.55952380952380942,0.54878048780487809,0.49478114478114471
cremad,cnn,loso,0,1063,complete,,82,0.71230158730158732,0.70731707317073167,0.70683303624480087
cremad,cnn,loso,0,1064,complete,,82,0.63888888888888895,0.63414634146341464,0.61920224604048135
cremad,cnn,loso,0,1065,complete,,82,0.63095238095238093,0.62195121951219512,0.58053987588301303
cremad,cnn,loso,0,1066,complete,,82,0.59523809523809534,0.58536585365853655,0.56672113289760351
cremad,cnn,loso,0,1067,complete,,82,0.43650793650793651,0.42682926829268292,0.40007538260226427
cremad,cnn,loso,0,1068,complete,,82,0.67658730158730152,0.67073170731707321,0.64906493780307828
cremad,cnn,loso,0,1069,complete,,82,0.47619047619047611,0.47560975609756095,0.45219969300851653
cremad,cnn,loso,0,1070,complete,,82,0.50396825396825395,0.5,0.45014465944539611
cremad,cnn,loso,0,1071,complete,,82,0.4682539682539682,0.46341463414634149,0.44246328014443953
cremad,cnn,loso,0,1072,complete,,82,0.68452380952380942,0.68292682926829273,0.65587165037292916
cremad,cnn,loso,0,1073,complete,,82,0.54563492063492058,0.53658536585365857,0.51905404536983479
cremad,cnn,loso,0,1074,complete,,82,0.43849206349206349,0.42682926829268292,0.37879196198381254
cremad,cnn,loso,0,1075,complete,,82,0.41071428571428575,0.40243902439024393,0.35872567482736972
cremad,cnn,loso,0,1076,complete,,81,0.60064935064935066,0.59259259259259256,0.58279479029630266
cremad,cnn,loso,0,1077,complete,,82,0.51190476190476186,0.5,0.45824314431125579
cremad,cnn,loso,0,1078,complete,,82,0.72619047619047628,0.71951219512195119,0.69964588162344132
cremad,cnn,loso,0,1079,complete,,82,0.49801587301587297,0.48780487804878048,0.44840305263852764
cremad,cnn,loso,0,1080,complete,,82,0.6865079365079364,0.68292682926829273,0.65285450708988935
cremad,cnn,loso,0,1081,complete,,82,0.71825396825396803,0.71951219512195119,0.71186490978157646
cremad,cnn,loso,0,1082,complete,,82,0.26190476190476186,0.26829268292682928,0.19488536155202821
cremad,cnn,loso,0,1083,complete,,82,0.52777777777777779,0.52439024390243905,0.50038203271609594
cremad,cnn,loso,0,1084,complete,,82,0.55753968253968256,0.54878048780487809,0.54373478373478379
cremad,cnn,loso,0,1085,complete,,82,0.63888888888888884,0.63414634146341464,0.59852466815186112
cremad,cnn,loso,0,1086,complete,,82,0.53174603174603174,0.53658536585365857,0.51731425240223217
cremad,cnn,loso,0,1087,complete,,82,0.46626984126984122,0.46341463414634149,0.44698025391573787
cremad,cnn,loso,0,1088,complete,,82,0.51984126984126988,0.51219512195121952,0.45997718497718498
cremad,cnn,loso,0,1089,complete,,82,0.59722222222222221,0.59756097560975607,0.57252052117893193
cremad,cnn,loso,0,1090,complete,,82,0.59523809523809523,0.59756097560975607,0.59842666294279201
cremad,cnn,loso,0,1091,complete,,82,0.48412698412698413,0.47560975609756095,0.43947347324540303
cremad,cnn,loso,1,1001,complete,,82,0.40476190476190482,0.40243902439024393,0.38114071839562036
cremad,cnn,loso,1,1002,complete,,81,0.41991341991341985,0.43209876543209874,0.4225931731104145
cremad,cnn,loso,1,1003,complete,,82,0.68253968253968245,0.68292682926829273,0.67817612111623005
cremad,cnn,loso,1,1004,complete,,82,0.51984126984126988,0.52439024390243905,0.45465325524149058
cremad,cnn,loso,1,1005,complete,,82,0.52976190476190477,0.52439024390243905,0.50869408369408375
cremad,cnn,loso,1,1006,complete,,82,0.56547619047619058,0.56097560975609762,0.56612301753292371
cremad,cnn,loso,1,1007,complete,,82,0.4682539682539682,0.46341463414634149,0.4295992489585167
cremad,cnn,loso,1,1008,complete,,76,0.45454545454545459,0.44736842105263158,0.40820068820068817
cremad,cnn,loso,1,1009,complete,,76,0.63170163170163163,0.63157894736842102,0.62109860650481985
cremad,cnn,loso,1,1010,complete,,82,0.70039682539682546,0.69512195121951215,0.69346499621435687
cremad,cnn,loso,1,1011,complete,,82,0.63095238095238093,0.62195121951219512,0.58320909845419655
cremad,cnn,loso,1,1012,complete,,82,0.69642857142857151,0.69512195121951215,0.68738441510926229
cremad,cnn,loso,1,1013,complete,,82,0.66269841269841279,0.65853658536585369,0.63791587781357595
cremad,cnn,loso,1,1014,complete,,82,0.59523809523809523,0.6097560975609756,0.54245358882455663
cremad,cnn,loso,1,1015,complete,,82,0.64682539682539686,0.64634146341463417,0.63854902559794302
cremad,cnn,loso,1,1016,complete,,82,0.59126984126984128,0.58536585365853655,0.57430220075147609
cremad,cnn,loso,1,1017,complete,,82,0.54365079365079361,0.53658536585365857,0.51707632766456302
cremad,cnn,loso,1,1018,complete,,82,0.75,0.74390243902439024,0.70813209616265649
cremad,cnn,loso,1,1019,complete,,76,0.55944055944055948,0.55263157894736847,0.50831643002028404
cremad,cnn,loso,1,1020,complete,,82,0.7142857142857143,0.70731707317073167,0.69464933798267137
cremad,cnn,loso,1,1021,complete,,82,0.5714285714285714,0.56097560975609762,0.5437471884840307
cremad,cnn,loso,1,1022,complete,,82,0.63690476190476186,0.63414634146341464,0.62081807081807072
cremad,cnn,loso,1,1023,complete,,82,0.48412698412698413,0.47560975609756095,0.42817018909899884
cremad,cnn,loso,1,1024,complete,,82,0.56746031746031755,0.56097560975609762,0.5324088615020548
cremad,cnn,loso,1,1025,complete,,82,0.48015873015873023,0.47560975609756095,0.45349018850406458
cremad,cnn,loso,1,1026,complete,,82,0.68849206349206338,0.68292682926829273,0.66644696831478434
cremad,cnn,loso,1,1027,complete,,82,0.69246031746031755,0.69512195121951215,0.68687053281351529
cremad,cnn,loso,1,1028,complete,,82,0.59325396825396826,0.58536585365853655,0.57131926175075975
cremad,cnn,loso,1,1029,complete,,82,0.58134920634920628,0.57317073170731703,0.54954130678768365
cremad,cnn,loso,1,1030,complete,,82,0.69047619047619035,0.68292682926829273,0.65074277574277584
cremad,cnn,loso,1,1031,complete,,82,0.35515873015873017,0.34146341463414637,0.28696241692766017
cremad,cnn,loso,1,1032,complete,,82,0.56944444444444442,0.56097560975609762,0.52868517664244796
cremad,cnn,loso,1,1033,complete,,82,0.55753968253968245,0.56097560975609762,0.56545223886656104
cremad,cnn,loso,1,1034,complete,,82,0.54166666666666663,0.53658536585365857,0.53174925687905195
cremad,cnn,loso,1,1035,complete,,82,0.59523809523809523,0.58536585365853655,0.57065626132563241
cremad,cnn,loso,1,1036,complete,,82,0.43055555555555558,0.42682926829268292,0.39970020571851239
cremad,cnn,loso,1,1037,complete,,82,0.68849206349206338,0.68292682926829273,0.65352485360422574
cremad,cnn,loso,1,1038,complete,,82,0.69642857142857129,0.69512195121951215,0.68896029896029898
cremad,cnn,loso,1,1039,complete,,82,0.58134920634920639,0.57317073170731703,0.55765993265993263
cremad,cnn,loso,1,1040,complete,,82,0.61309523809523814,0.6097560975609756,0.59774212715389186
cremad,cnn,loso,1,1041,complete,,82,0.64087301587301582,0.64634146341463417,0.64142052658300142
cremad,cnn,loso,1,1042,complete,,82,0.5714285714285714,0.56097560975609762,0.51874447941479407
cremad,cnn,loso,1,1043,complete,,82,0.66666666666666663,0.65853658536585369,0.6279403715509192
cremad,cnn,loso,1,1044,complete,,82,0.60912698412698418,0.6097560975609756,0.62130371826757191
cremad,cnn,loso,1,1045,complete,,82,0.55753968253968256,0.54878048780487809,0.52619047619047621
cremad,cnn,loso,1,1046,complete,,82,0.44841269841269837,0.43902439024390244,0.36746646979205116
cremad,cnn,loso,1,1047,complete,,82,0.76190476190476186,0.75609756097560976,0.75090682769214467
cremad,cnn,loso,1,1048,complete,,82,0.66468253968253965,0.65853658536585369,0.64154606947476223
cremad,cnn,loso,1,1049,complete,,82,0.65873015873015872,0.65853658536585369,0.65991297048026742
cremad,cnn,loso,1,1050,complete,,82,0.57936507936507942,0.57317073170731703,0.5056475193359744
cremad,cnn,loso,1,1051,complete,,82,0.625,0.62195121951219512,0.61911774225279714
cremad,cnn,loso,1,1052,complete,,82,0.58730158730158732,0.58536585365853655,0.58597488915050722
cremad,cnn,loso,1,1053,complete,,82,0.64087301587301582,0.63414634146341464,0.62319184083889967
cremad,cnn,loso,1,1054,complete,,82,0.38492063492063489,0.3902439024390244,0.36029745231425903
cremad,cnn,loso,1,1055,complete,,82,0.625,0.62195121951219512,0.6191668950471001
cremad,cnn,loso,1,1056,complete,,82,0.58134920634920628,0.57317073170731703,0.52881996501749129
cremad,cnn,loso,1,1057,complete,,82,0.41071428571428575,0.41463414634146339,0.36044183354186887
cremad,cnn,loso,1,1058,complete,,82,0.69841269841269848,0.69512195121951215,0.70275587012695195
cremad,cnn,loso,1,1059,complete,,82,0.39880952380952378,0.40243902439024393,0.35816055289739501
cremad,cnn,loso,1,1060,complete,,82,0.48611111111111116,0.48780487804878048,0.43650793650793651
cremad,cnn,loso,1,1061,complete,,82,0.6765873015873014,0.68292682926829273,0.67494152046783629
cremad,cnn,loso,1,1062,complete,,82,0.58333333333333337,0.57317073170731703,0.5369989106753813
cremad,cnn,loso,1,1063,complete,,82,0.75992063492063489,0.75609756097560976,0.75729221965224935
cremad,cnn,loso,1,1064,complete,,82,0.62896825396825395,0.62195121951219512,0.60016471078440514
cremad,cnn,loso,1,1065,complete,,82,0.58333333333333337,0.57317073170731703,0.54407055048359398
cremad,cnn,loso,1,1066,complete,,82,0.65476190476190477,0.64634146341463417,0.63485162180814358
cremad,cnn,loso,1,1067,complete,,82,0.41865079365079366,0.41463414634146339,0.39137900746596399
cremad,cnn,loso,1,1068,complete,,82,0.57936507936507942,0.57317073170731703,0.52500547268349129
cremad,cnn,loso,1,1069,complete,,82,0.45238095238095233,0.45121951219512196,0.43474329591976651
cremad,cnn,loso,1,1070,complete,,82,0.55158730158730152,0.54878048780487809,0.48612602901818591
cremad,cnn,loso,1,1071,complete,,82,0.55357142857142849,0.54878048780487809,0.53576520542037787
cremad,cnn,loso,1,1072,complete,,82,0.70238095238095244,0.69512195121951215,0.67527850908513509
cremad,cnn,loso,1,1073,complete,,82,0.59126984126984128,0.58536585365853655,0.5747602964630828
cremad,cnn,loso,1,1074,complete,,82,0.46031746031746029,0.45121951219512196,0.41836208167477523
cremad,cnn,loso,1,1075,complete,,82,0.44444444444444442,0.43902439024390244,0.41047330990833814
cremad,cnn,loso,1,1076,complete,,81,0.67532467532467544,0.66666666666666663,0.65944661228241852
cremad,cnn,loso,1,1077,complete,,82,0.52182539682539686,0.51219512195121952,0.47692598322945745
cremad,cnn,loso,1,1078,complete,,82,0.79761904761904756,0.79268292682926833,0.78688374829679175
cremad,cnn,loso,1,1079,complete,,82,0.54563492063492058,0.53658536585365857,0.51468627158282321
cremad,cnn,loso,1,1080,complete,,82,0.73809523809523803,0.73170731707317072,0.72447455411511896
cremad,cnn,loso,1,1081,complete,,82,0.71626984126984128,0.71951219512195119,0.71723143027219061
cremad,cnn,loso,1,1082,complete,,82,0.27579365079365076,0.28048780487804881,0.19723851417399804
cremad,cnn,loso,1,1083,complete,,82,0.61904761904761896,0.62195121951219512,0.62182155840050579
cremad,cnn,loso,1,1084,complete,,82,0.625,0.62195121951219512,0.59851307189542491
cremad,cnn,loso,1,1085,complete,,82,0.63888888888888895,0.63414634146341464,0.62370864554772598
cremad,cnn,loso,1,1086,complete,,82,0.54563492063492058,0.54878048780487809,0.51772109440775116
cremad,cnn,loso,1,1087,complete,,82,0.40277777777777773,0.40243902439024393,0.36264926395740349
cremad,cnn,loso,1,1088,complete,,82,0.44444444444444448,0.43902439024390244,0.38126984126984126
cremad,cnn,loso,1,1089,complete,,82,0.55952380952380953,0.56097560975609762,0.50700711420351607
