status,formal_started_at,last_recorded_activity_at,ledger_records,unresolved_ledger_records,gpu_seconds,gpu_seconds_limit,gpu_within_limit,wall_seconds,wall_seconds_limit,wall_within_limit,output_bytes,output_bytes_limit,output_within_limit,budget_stop_present,budget_stop_reasons
pass,2026-08-11T14:17:11-04:00,2026-08-12T15:37:20-04:00,1622,0,90310.795743600815,720000,true,91209,1209600,true,295293636,21474836480,true,false,
