corpus,model,contrast,protocol_a,protocol_b,speaker_id,status,reason,n_required_seeds_per_protocol,uar_difference,accuracy_difference,macro_f1_difference
cremad,cnn,RL,random,loso,1015,complete,,3,0.00066137566137558501,0,0.00074947452894047473
cremad,cnn,RL,random,loso,1016,complete,,3,-0.011243386243386277,-0.012195121951219301,-0.0158023992041193
cremad,cnn,RL,random,loso,1017,complete,,3,0.030423280423280463,0.032520325203252098,0.031720189538747612
cremad,cnn,RL,random,loso,1018,complete,,3,0.0079365079365079083,0.0081300813008130524,0.02177942214156825
cremad,cnn,RL,random,loso,1019,complete,,3,0.049339549339549427,0.048245614035087758,0.071255950900252163
cremad,cnn,RL,random,loso,1020,complete,,3,0.015873015873015928,0.016260162601625994,0.029802487422212143
cremad,cnn,RL,random,loso,1021,complete,,3,-0.023809523809523836,-0.024390243902439046,-0.043839549081325757
cremad,cnn,RL,random,loso,1022,complete,,3,-0.023809523809523947,-0.024390243902439046,-0.023336463275040353
cremad,cnn,RL,random,loso,1023,complete,,3,0.037037037037037035,0.036585365853658625,0.033921853409069003
cremad,cnn,RL,random,loso,1024,complete,,3,0.015873015873015928,0.016260162601625994,0.029529807348891324
cremad,cnn,RL,random,loso,1025,complete,,3,-0.040343915343915349,-0.040650406504065151,-0.039695136495810801
cremad,cnn,RL,random,loso,1026,complete,,3,-0.012566137566137559,-0.012195121951219523,-0.024541080210451427
cremad,cnn,RL,random,loso,1027,complete,,3,-0.014550264550264647,-0.016260162601626105,-0.018893881366822685
cremad,cnn,RL,random,loso,1028,complete,,3,0.016534391534391624,0.016260162601625994,0.018872361138557281
cremad,cnn,RL,random,loso,1029,complete,,3,-0.01058201058201047,-0.012195121951219412,-0.0071044993162441283
cremad,cnn,RL,random,loso,1030,complete,,3,-0.068783068783068724,-0.069105691056910667,-0.077524695119275178
cremad,cnn,RL,random,loso,1031,complete,,3,0.060185185185185119,0.060975609756097449,0.073628289802278368
cremad,cnn,RL,random,loso,1032,complete,,3,0.012566137566137559,0.012195121951219412,0.017337554631058016
cremad,cnn,RL,random,loso,1033,complete,,3,0.01256613756613767,0.012195121951219523,0.01394882958115784
cremad,cnn,RL,random,loso,1034,complete,,3,0.011904761904761973,0.012195121951219523,0.0084065008420624032
cremad,cnn,RL,random,loso,1035,complete,,3,-0.04497354497354511,-0.04471544715447151,-0.038367419963286742
cremad,cnn,RL,random,loso,1036,complete,,3,-0.025132275132275117,-0.024390243902439046,-0.021484259372714476
cremad,cnn,RL,random,loso,1037,complete,,3,-0.033730158730158721,-0.036585365853658458,-0.044508003870980306
cremad,cnn,RL,random,loso,1038,complete,,3,0.037698412698412676,0.036585365853658458,0.037367763430575685
cremad,cnn,RL,random,loso,1039,complete,,3,0.04034391534391546,0.040650406504064929,0.045021067698198136
cremad,cnn,RL,random,loso,1040,complete,,3,-0.0079365079365079083,-0.0081300813008129413,-0.010244789616390748
cremad,cnn,RL,random,loso,1041,complete,,3,-0.019179894179894075,-0.020325203252032575,-0.025223321278409538
cremad,cnn,RL,random,loso,1042,complete,,3,0.015873015873015817,0.016260162601626049,0.022935734718722012
cremad,cnn,RL,random,loso,1043,complete,,3,0.031746031746031744,0.032520325203252098,0.043371300344412833
cremad,cnn,RL,random,loso,1044,complete,,3,0.017195767195767098,0.016260162601626105,0.0067830467067800937
cremad,cnn,RL,random,loso,1045,complete,,3,0.0085978835978836043,0.0081300813008129413,0.001115605730928948
cremad,cnn,RL,random,loso,1046,complete,,3,0.033730158730158666,0.032520325203251987,0.038640469133388367
cremad,cnn,RL,random,loso,1047,complete,,3,-0.027777777777777679,-0.028455284552845406,-0.029660198915732461
cremad,cnn,RL,random,loso,1048,complete,,3,-0.025132275132275006,-0.024390243902439046,-0.015017312857981135
cremad,cnn,RL,random,loso,1049,complete,,3,0.045634920634920584,0.04471544715447151,0.041675373194902776
cremad,cnn,RL,random,loso,1050,complete,,3,0.016534391534391513,0.016260162601625994,0.018205951713211377
cremad,cnn,RL,random,loso,1051,complete,,3,0.0079365079365079083,0.0081300813008130524,0.008995278136231688
cremad,cnn,RL,random,loso,1052,complete,,3,-0.01256613756613767,-0.012195121951219412,-0.014100881926350839
cremad,cnn,RL,random,loso,1053,complete,,3,0.018518518518518379,0.020325203252032575,0.021848966528525637
cremad,cnn,RL,random,loso,1054,complete,,3,0.037037037037037035,0.036585365853658514,0.055192568063113623
cremad,cnn,RL,random,loso,1055,complete,,3,0.0039682539682539542,0.0040650406504064707,0.0055677938072022926
cremad,cnn,RL,random,loso,1056,complete,,3,-0.0085978835978834933,-0.0081300813008128303,-0.0026599584358352191
cremad,cnn,RL,random,loso,1057,complete,,3,-0.0066137566137565718,-0.0081300813008129968,0.010662454645182118
cremad,cnn,RL,random,loso,1058,complete,,3,-0.068783068783069057,-0.069105691056910667,-0.077928640770475788
cremad,cnn,RL,random,loso,1059,complete,,3,0.063492063492063489,0.060975609756097449,0.070419511651647781
cremad,cnn,RL,random,loso,1060,complete,,3,0.026455026455026398,0.028455284552845461,0.04489909694085914
cremad,cnn,RL,random,loso,1061,complete,,3,0.027777777777777901,0.028455284552845517,0.026717614260357569
cremad,cnn,RL,random,loso,1062,complete,,3,0.023809523809523836,0.024390243902439046,0.026290787864029608
cremad,cnn,RL,random,loso,1063,complete,,3,-0.0046296296296296502,-0.0040650406504063596,-0.010961098381717882
cremad,cnn,RL,random,loso,1064,complete,,3,-0.026455026455026509,-0.028455284552845517,-0.037039938507190562
cremad,cnn,RL,random,loso,1065,complete,,3,-0.0085978835978836043,-0.0081300813008129413,0.007640663771564471
cremad,cnn,RL,random,loso,1066,complete,,3,0.022486772486772444,0.024390243902439046,0.024660699578319289
cremad,cnn,RL,random,loso,1067,complete,,3,0.021164021164021163,0.02032520325203252,0.019169214853706595
cremad,cnn,RL,random,loso,1068,complete,,3,0.013227513227513144,0.012195121951219523,0.0093054944397938932
cremad,cnn,RL,random,loso,1069,complete,,3,0.056878306878306917,0.056910569105691089,0.067850941509899509
cremad,cnn,RL,random,loso,1070,complete,,3,0.039682539682539764,0.04065040650406504,0.055703351513785304
cremad,cnn,RL,random,loso,1071,complete,,3,0.011243386243386222,0.012195121951219523,0.018589519574027324
cremad,cnn,RL,random,loso,1072,complete,,3,-0.0052910052910052352,-0.0040650406504063596,0.0066731149366374698
cremad,cnn,RL,random,loso,1073,complete,,3,0.020502645502645467,0.020325203252032464,0.011294902778351656
cremad,cnn,RL,random,loso,1074,complete,,3,0.010582010582010637,0.012195121951219412,0.030595854343858475
cremad,cnn,RL,random,loso,1075,complete,,3,0.033730158730158666,0.032520325203251987,0.023911632336519384
cremad,cnn,RL,random,loso,1076,complete,,3,-0.044733044733044847,-0.045267489711934061,-0.048539899587845659
cremad,cnn,RL,random,loso,1077,complete,,3,-0.013227513227513199,-0.012195121951219523,-0.010576408805710202
cremad,cnn,RL,random,loso,1078,complete,,3,-0.015873015873015817,-0.016260162601626105,-0.011694681587621436
cremad,cnn,RL,random,loso,1079,complete,,3,-0.0046296296296296502,-0.0040650406504064707,0.0070071481863507867
cremad,cnn,RL,random,loso,1080,complete,,3,-0.0099206349206348854,-0.0081300813008129413,0.00021412631625494782
cremad,cnn,RL,random,loso,1081,complete,,3,-0.015211640211640121,-0.016260162601625994,-0.01722938166307908
cremad,cnn,RL,random,loso,1082,complete,,3,0.066798941798941858,0.06504065040650403,0.08137612279875886
cremad,cnn,RL,random,loso,1083,complete,,3,0.031084656084656159,0.028455284552845406,0.042100738690185158
cremad,cnn,RL,random,loso,1084,complete,,3,0.012566137566137559,0.012195121951219412,0.014721637298792278
cremad,cnn,RL,random,loso,1085,complete,,3,0.0046296296296297612,0.0040650406504064707,-0.0016204103225528899
cremad,cnn,RL,random,loso,1086,complete,,3,0.023809523809523836,0.020325203252032464,0.033686101043442274
cremad,cnn,RL,random,loso,1087,complete,,3,0.036375661375661394,0.032520325203251932,0.057973972147264297
cremad,cnn,RL,random,loso,1088,complete,,3,0.041005291005290934,0.04065040650406504,0.060956137601893723
cremad,cnn,RL,random,loso,1089,complete,,3,0.041666666666666741,0.040650406504064929,0.058207671391056204
cremad,cnn,RL,random,loso,1090,complete,,3,0.015873015873015928,0.016260162601625883,0.019879544819605077
cremad,cnn,RL,random,loso,1091,complete,,3,-0.0033068783068784802,-0.0040650406504064707,-0.0013903509380990275
cremad,cnn,GL,groupkfold,loso,1001,complete,,3,-0.01851851851851849,-0.016260162601625994,-0.009314316614832896
cremad,cnn,GL,groupkfold,loso,1002,complete,,3,0.022005772005772029,0.020576131687242705,0.033321761311542353
cremad,cnn,GL,groupkfold,loso,1003,complete,,3,-0.046957671957671976,-0.044715447154471732,-0.055974499978983849
cremad,cnn,GL,groupkfold,loso,1004,complete,,3,-0.0033068783068782581,-0.0081300813008130524,0.0041709581325407585
cremad,cnn,GL,groupkfold,loso,1005,complete,,3,0.0092592592592591894,0.012195121951219523,0.026400815869848993
cremad,cnn,GL,groupkfold,loso,1006,complete,,3,0.011243386243386166,0.0081300813008129413,0.0064383385568869134
cremad,cnn,GL,groupkfold,loso,1007,complete,,3,-0.030423280423280463,-0.032520325203252098,-0.031009891501178277
cremad,cnn,GL,groupkfold,loso,1008,complete,,3,-0.017482517482517501,-0.021929824561403466,-0.04286299547023642
cremad,cnn,GL,groupkfold,loso,1009,complete,,3,-0.023310023310023298,-0.02631578947368407,-0.02298044281488032
cremad,cnn,GL,groupkfold,loso,1010,complete,,3,-0.074074074074074181,-0.073170731707317027,-0.072482085013508946
cremad,cnn,GL,groupkfold,loso,1011,complete,,3,-0.044312169312169303,-0.044715447154471621,-0.054087336868566482
cremad,cnn,GL,groupkfold,loso,1012,complete,,3,-0.05092592592592593,-0.052845528455284563,-0.051811516133729807
cremad,cnn,GL,groupkfold,loso,1013,complete,,3,0.025793650793650702,0.024390243902439046,0.011942961192362045
cremad,cnn,GL,groupkfold,loso,1014,complete,,3,0.0033068783068783691,0.0040650406504064707,0.00315669698131682
cremad,cnn,GL,groupkfold,loso,1015,complete,,3,-0.0092592592592593004,-0.0081300813008130524,-0.0091564943465426429
cremad,cnn,GL,groupkfold,loso,1016,complete,,3,-0.044973544973544999,-0.044715447154471399,-0.046196401501873652
cremad,cnn,GL,groupkfold,loso,1017,complete,,3,0.016534391534391624,0.016260162601626105,0.020038014299915807
cremad,cnn,GL,groupkfold,loso,1018,complete,,3,-0.011904761904761973,-0.012195121951219634,0.00028625118934733074
cremad,cnn,GL,groupkfold,loso,1019,complete,,3,-0.029137529137529095,-0.030701754385964897,-0.02312658075686258
cremad,cnn,GL,groupkfold,loso,1020,complete,,3,-0.067460317460317554,-0.069105691056910667,-0.068478469283343668
cremad,cnn,GL,groupkfold,loso,1021,complete,,3,0.015873015873016039,0.016260162601626105,0.0062805385593549534
cremad,cnn,GL,groupkfold,loso,1022,complete,,3,-0.03240740740740744,-0.036585365853658347,-0.056226573151683112
cremad,cnn,GL,groupkfold,loso,1023,complete,,3,0.0046296296296297057,0.0081300813008130524,0.013639436861233312
cremad,cnn,GL,groupkfold,loso,1024,complete,,3,-0.062169312169312263,-0.060975609756097671,-0.059648002957078061
cremad,cnn,GL,groupkfold,loso,1025,complete,,3,-0.07804232804232808,-0.077235772357723664,-0.082020731773082445
cremad,cnn,GL,groupkfold,loso,1026,complete,,3,-0.017857142857142794,-0.016260162601625994,-0.014905709798664679
cremad,cnn,GL,groupkfold,loso,1027,complete,,3,-0.01256613756613767,-0.020325203252032575,-0.034336682953832742
cremad,cnn,GL,groupkfold,loso,1028,complete,,3,0.00066137566137569603,0,-0.010536526245190636
cremad,cnn,GL,groupkfold,loso,1029,complete,,3,0.021164021164021163,0.020325203252032686,0.017261456807279973
cremad,cnn,GL,groupkfold,loso,1030,complete,,3,-0.0092592592592591894,-0.0081300813008130524,-0.011201658286917437
cremad,cnn,GL,groupkfold,loso,1031,complete,,3,-0.015873015873015928,-0.016260162601626049,-0.040246357852666059
cremad,cnn,GL,groupkfold,loso,1032,complete,,3,-0.027116402116402205,-0.028455284552845517,-0.031908312048474108
cremad,cnn,GL,groupkfold,loso,1033,complete,,3,0.017195767195767098,0.016260162601626105,0.026664393154769095
cremad,cnn,GL,groupkfold,loso,1034,complete,,3,0,0,-0.0039036484572190222
cremad,cnn,GL,groupkfold,loso,1035,complete,,3,-0.011904761904761973,-0.012195121951219412,-0.006662511166801055
cremad,cnn,GL,groupkfold,loso,1036,complete,,3,-0.058201058201058142,-0.052845528455284618,-0.048119079378962815
cremad,cnn,GL,groupkfold,loso,1037,complete,,3,-0.017195767195767098,-0.020325203252032464,-0.031111483406380702
cremad,cnn,GL,groupkfold,loso,1038,complete,,3,0.017857142857142905,0.016260162601626105,0.014044995132705629
cremad,cnn,GL,groupkfold,loso,1039,complete,,3,0.0046296296296297612,0.0040650406504065817,-0.0028122027237442726
cremad,cnn,GL,groupkfold,loso,1040,complete,,3,-0.019841269841269882,-0.020325203252032464,-0.025281017592892363
cremad,cnn,GL,groupkfold,loso,1041,complete,,3,-0.073412698412698263,-0.073170731707317027,-0.073357376127540896
cremad,cnn,GL,groupkfold,loso,1042,complete,,3,-0.051587301587301626,-0.052845528455284507,-0.045916710809475736
cremad,cnn,GL,groupkfold,loso,1043,complete,,3,-0.029100529100529071,-0.028455284552845517,-0.029911226498394616
cremad,cnn,GL,groupkfold,loso,1044,complete,,3,-0.011243386243386277,-0.012195121951219523,-0.019612336732216629
cremad,cnn,GL,groupkfold,loso,1045,complete,,3,-0.0026455026455025621,-0.0040650406504065817,-0.012518969260362667
cremad,cnn,GL,groupkfold,loso,1046,complete,,3,0.036375661375661339,0.036585365853658458,0.034008787097500159
cremad,cnn,GL,groupkfold,loso,1047,complete,,3,-0.067460317460317332,-0.069105691056910445,-0.069754815831938544
cremad,cnn,GL,groupkfold,loso,1048,complete,,3,-0.059523809523809423,-0.060975609756097615,-0.060694217554578267
cremad,cnn,GL,groupkfold,loso,1049,complete,,3,0.079365079365079305,0.077235772357723609,0.076058566751279422
cremad,cnn,GL,groupkfold,loso,1050,complete,,3,0.021825396825396859,0.020325203252032575,0.019865128203263804
cremad,cnn,GL,groupkfold,loso,1051,complete,,3,-0.046957671957671865,-0.044715447154471621,-0.048653957358534061
cremad,cnn,GL,groupkfold,loso,1052,complete,,3,-0.038359788359788372,-0.040650406504064929,-0.045588271625744303
cremad,cnn,GL,groupkfold,loso,1053,complete,,3,-0.041666666666666519,-0.04065040650406504,-0.05201116753667534
cremad,cnn,GL,groupkfold,loso,1054,complete,,3,-0.022486772486772499,-0.024390243902439046,-0.028611319248282252
cremad,cnn,GL,groupkfold,loso,1055,complete,,3,-0.010582010582010581,-0.0081300813008130524,-0.018740316936843637
cremad,cnn,GL,groupkfold,loso,1056,complete,,3,0.011243386243386277,0.012195121951219523,0.025103788014020467
cremad,cnn,GL,groupkfold,loso,1057,complete,,3,-0.0059523809523809312,-0.0081300813008129968,-0.0075044449649017686
cremad,cnn,GL,groupkfold,loso,1058,complete,,3,-0.098544973544973713,-0.097560975609756073,-0.10640116475552386
cremad,cnn,GL,groupkfold,loso,1059,complete,,3,0,0,-0.0098471505254017488
cremad,cnn,GL,groupkfold,loso,1060,complete,,3,0.016534391534391457,0.016260162601625994,0.022718583571358697
cremad,cnn,GL,groupkfold,loso,1061,complete,,3,-0.039682539682539542,-0.04065040650406504,-0.045590270315801429
cremad,cnn,GL,groupkfold,loso,1062,complete,,3,0.012566137566137559,0.012195121951219523,0.0072978982757104793
cremad,cnn,GL,groupkfold,loso,1063,complete,,3,-0.0059523809523811533,-0.0040650406504063596,-0.00031456559731568579
cremad,cnn,GL,groupkfold,loso,1064,complete,,3,0.0033068783068782581,0.0040650406504065817,-0.0086517554972409538
cremad,cnn,GL,groupkfold,loso,1065,complete,,3,1.1102230246251565e-16,0,0.013259012305971707
cremad,cnn,GL,groupkfold,loso,1066,complete,,3,-0.031746031746031744,-0.028455284552845406,-0.031396946317185037
cremad,cnn,GL,groupkfold,loso,1067,complete,,3,0.021164021164021163,0.020325203252032464,0.012020811689856636
cremad,cnn,GL,groupkfold,loso,1068,complete,,3,-0.024470899470899532,-0.024390243902439046,-0.015494384955375473
cremad,cnn,GL,groupkfold,loso,1069,complete,,3,0.0317460317460318,0.032520325203252043,0.037359595038770232
cremad,cnn,GL,groupkfold,loso,1070,complete,,3,-0.012566137566137447,-0.0081300813008130524,-0.01222905591678014
cremad,cnn,GL,groupkfold,loso,1071,complete,,3,-0.04629629629629628,-0.04471544715447151,-0.05087143464600602
cremad,cnn,GL,groupkfold,loso,1072,complete,,3,-0.018518518518518601,-0.020325203252032353,-0.014735916991392206
cremad,cnn,GL,groupkfold,loso,1073,complete,,3,-0.015211640211640343,-0.016260162601625994,-0.032593592185715003
cremad,cnn,GL,groupkfold,loso,1074,complete,,3,-0.029761904761904712,-0.028455284552845572,-0.025962683518291785
cremad,cnn,GL,groupkfold,loso,1075,complete,,3,-0.039021164021164123,-0.036585365853658569,-0.041470910867939415
cremad,cnn,GL,groupkfold,loso,1076,complete,,3,-0.018759018759018864,-0.020576131687242705,-0.026584684734758723
cremad,cnn,GL,groupkfold,loso,1077,complete,,3,0,0,0.0080875039619032196
cremad,cnn,GL,groupkfold,loso,1078,complete,,3,-0.044312169312169303,-0.044715447154471732,-0.049354758860268744
cremad,cnn,GL,groupkfold,loso,1079,complete,,3,-0.0046296296296296502,-0.0040650406504064707,0.0075971198106661864
cremad,cnn,GL,groupkfold,loso,1080,complete,,3,-0.059523809523809534,-0.056910569105691033,-0.05266133424513153
cremad,cnn,GL,groupkfold,loso,1081,complete,,3,-0.036375661375661394,-0.036585365853658569,-0.032160649493576554
cremad,cnn,GL,groupkfold,loso,1082,complete,,3,-0.044312169312169331,-0.044715447154471594,-0.062445455790422155
cremad,cnn,GL,groupkfold,loso,1083,complete,,3,-0.02777777777777779,-0.028455284552845517,-0.033081256104114498
cremad,cnn,GL,groupkfold,loso,1084,complete,,3,-0.028439153439153486,-0.028455284552845517,-0.026173427128604598
cremad,cnn,GL,groupkfold,loso,1085,complete,,3,0.0033068783068783691,0.0040650406504064707,-0.0026335131937069711
cremad,cnn,GL,groupkfold,loso,1086,complete,,3,-0.0085978835978836043,-0.0081300813008130524,0.0040224149408027432
cremad,cnn,GL,groupkfold,loso,1087,complete,,3,0.0052910052910052352,0.0081300813008129413,0.031664958082610328
cremad,cnn,GL,groupkfold,loso,1088,complete,,3,0.0085978835978834933,0.0081300813008130524,0.022024104970011449
cremad,cnn,GL,groupkfold,loso,1089,complete,,3,-0.072089947089947093,-0.069105691056910556,-0.081501341768883184
cremad,cnn,GL,groupkfold,loso,1090,complete,,3,-0.0092592592592591894,-0.012195121951219523,-0.016112499670764224
cremad,cnn,GL,groupkfold,loso,1091,complete,,3,0.001322751322751281,0,-0.0097531018229437549
cremad,resnet_se,RG,random,groupkfold,1001,complete,,3,0.060185185185185175,0.056910569105691033,0.067955939716174474
cremad,resnet_se,RG,random,groupkfold,1002,complete,,3,0.037878787878787901,0.024691358024691412,0.058918880732766632
cremad,resnet_se,RG,random,groupkfold,1003,complete,,3,0.015211640211640343,0.016260162601625994,0.010754480233726382
cremad,resnet_se,RG,random,groupkfold,1004,complete,,3,0.010582010582010692,0.0081300813008130524,-0.0036191385431337819
cremad,resnet_se,RG,random,groupkfold,1005,complete,,3,0.11243386243386239,0.10975609756097565,0.11819498922622146
cremad,resnet_se,RG,random,groupkfold,1006,complete,,3,-0.0033068783068784802,-0.0040650406504064707,-0.010801731654011881
cremad,resnet_se,RG,random,groupkfold,1007,complete,,3,0.022486772486772444,0.020325203252032575,0.019809476674993109
cremad,resnet_se,RG,random,groupkfold,1008,complete,,3,-0.010101010101009944,-0.0087719298245614308,0.0066448030193331231
cremad,resnet_se,RG,random,groupkfold,1009,complete,,3,0.034188034188034178,0.035087719298245501,0.030857614273105405
cremad,resnet_se,RG,random,groupkfold,1010,complete,,3,0.025793650793650702,0.024390243902439046,0.027204842086455128
cremad,resnet_se,RG,random,groupkfold,1011,complete,,3,0.012566137566137447,0.012195121951219523,0.010949216016216012
cremad,resnet_se,RG,random,groupkfold,1012,complete,,3,0.0039682539682539542,0.0040650406504064707,0.0066118856015777716
cremad,resnet_se,RG,random,groupkfold,1013,complete,,3,0.0079365079365079083,0.0081300813008130524,0.017333999529612232
cremad,resnet_se,RG,random,groupkfold,1014,complete,,3,-0.013227513227513144,-0.016260162601625994,-0.00485724455380665
cremad,resnet_se,RG,random,groupkfold,1015,complete,,3,0.021164021164021052,0.020325203252032464,0.033632869553112177
cremad,resnet_se,RG,random,groupkfold,1016,complete,,3,0.01388888888888884,0.012195121951219523,0.0067644847927064156
cremad,resnet_se,RG,random,groupkfold,1017,complete,,3,-0.01058201058201047,-0.012195121951219523,-0.0041544339893357929
cremad,resnet_se,RG,random,groupkfold,1018,complete,,3,0.056216931216930943,0.056910569105691033,0.064002337387958463
cremad,resnet_se,RG,random,groupkfold,1019,complete,,3,0.084304584304584318,0.083333333333333259,0.093682958126478089
cremad,resnet_se,RG,random,groupkfold,1020,complete,,3,0.060185185185185119,0.056910569105691144,0.046857052917695818
cremad,resnet_se,RG,random,groupkfold,1021,complete,,3,-0.0046296296296295392,-0.0040650406504065817,-0.0076143454985010406
cremad,resnet_se,RG,random,groupkfold,1022,complete,,3,-0.0019841269841269771,-0.0040650406504064707,-0.014940466790457574
cremad,resnet_se,RG,random,groupkfold,1023,complete,,3,0.056216931216931387,0.056910569105691033,0.064789621442666145
cremad,resnet_se,RG,random,groupkfold,1024,complete,,3,-0.010582010582010581,-0.012195121951219634,-0.019720735615417206
cremad,resnet_se,RG,random,groupkfold,1025,complete,,3,0.069444444444444475,0.065040650406504086,0.072781545075726928
cremad,resnet_se,RG,random,groupkfold,1026,complete,,3,-0.0079365079365080193,-0.0081300813008130524,-0.014975342745671361
cremad,resnet_se,RG,random,groupkfold,1027,complete,,3,0.016534391534391513,0.016260162601625994,0.017383599682662787
cremad,resnet_se,RG,random,groupkfold,1028,complete,,3,0.062830687830687904,0.065040650406503975,0.07735463792020103
cremad,resnet_se,RG,random,groupkfold,1029,complete,,3,-0.0019841269841270881,-0.0040650406504065817,0.0032985145405962646
cremad,resnet_se,RG,random,groupkfold,1030,complete,,3,-0.00066137566137569603,-0.0040650406504064707,-0.00038215558584386855
cremad,resnet_se,RG,random,groupkfold,1031,complete,,3,0.031746031746031744,0.032520325203251987,0.045998647855330699
cremad,resnet_se,RG,random,groupkfold,1032,complete,,3,0,0,0.0075362788427951743
cremad,resnet_se,RG,random,groupkfold,1033,complete,,3,0.034391534391534417,0.032520325203252098,0.038712055011729696
cremad,resnet_se,RG,random,groupkfold,1034,complete,,3,-0.060846560846560926,-0.060975609756097504,-0.059152764351593945
cremad,resnet_se,RG,random,groupkfold,1035,complete,,3,0.03703703703703709,0.036585365853658569,0.034735188513063453
cremad,resnet_se,RG,random,groupkfold,1036,complete,,3,0.025793650793650869,0.024390243902439046,0.027131670245690853
cremad,resnet_se,RG,random,groupkfold,1037,complete,,3,0.031084656084656048,0.032520325203251987,0.040985136393641763
cremad,resnet_se,RG,random,groupkfold,1038,complete,,3,0.03240740740740744,0.032520325203251987,0.032921112492094728
cremad,resnet_se,RG,random,groupkfold,1039,complete,,3,0.011243386243386277,0.012195121951219412,0.012738621502218495
cremad,resnet_se,RG,random,groupkfold,1040,complete,,3,-0.0046296296296295392,-0.0040650406504065817,0.010000402230396332
cremad,resnet_se,RG,random,groupkfold,1041,complete,,3,0.12037037037037035,0.11788617886178854,0.11532732878209373
cremad,resnet_se,RG,random,groupkfold,1042,complete,,3,-0.042328042328042326,-0.040650406504065095,-0.040896638608607427
cremad,resnet_se,RG,random,groupkfold,1043,complete,,3,-0.035714285714285587,-0.036585365853658569,-0.026862448510058257
cremad,resnet_se,RG,random,groupkfold,1044,complete,,3,0.10317460317460314,0.10569105691056913,0.10714431692886706
cremad,resnet_se,RG,random,groupkfold,1045,complete,,3,0.042989417989418022,0.044715447154471621,0.047157567637462261
cremad,resnet_se,RG,random,groupkfold,1046,complete,,3,0.02777777777777779,0.028455284552845572,0.042015736338368581
cremad,resnet_se,RG,random,groupkfold,1047,complete,,3,0.047619047619047561,0.048780487804878092,0.053139887568062538
cremad,resnet_se,RG,random,groupkfold,1048,complete,,3,0.0026455026455026731,0.0040650406504065817,0.011359014279099022
cremad,resnet_se,RG,random,groupkfold,1049,complete,,3,0.048280423280423257,0.048780487804878092,0.049566683557720093
cremad,resnet_se,RG,random,groupkfold,1050,complete,,3,-0.0059523809523807092,-0.0040650406504064707,0.0099712359481006763
cremad,resnet_se,RG,random,groupkfold,1051,complete,,3,0.011904761904761862,0.012195121951219523,0.020659921945806348
cremad,resnet_se,RG,random,groupkfold,1052,complete,,3,-0.00066137566137569603,0.0040650406504064707,0.0035635603995042286
cremad,resnet_se,RG,random,groupkfold,1053,complete,,3,0.061507936507936511,0.060975609756097615,0.073934997833544513
cremad,resnet_se,RG,random,groupkfold,1054,complete,,3,0.015873015873015817,0.016260162601626105,0.011455391175078544
cremad,resnet_se,RG,random,groupkfold,1055,complete,,3,0,0,0.0031629399810295666
cremad,resnet_se,RG,random,groupkfold,1056,complete,,3,-0.046296296296296169,-0.048780487804878092,-0.065700935484837131
cremad,resnet_se,RG,random,groupkfold,1057,complete,,3,0.01455026455026448,0.016260162601625994,0.01949261972142996
cremad,resnet_se,RG,random,groupkfold,1058,complete,,3,0.033730158730158721,0.032520325203252098,0.041134075308654983
cremad,resnet_se,RG,random,groupkfold,1059,complete,,3,0.054232804232804188,0.052845528455284563,0.057104460610943986
cremad,resnet_se,RG,random,groupkfold,1060,complete,,3,0.08267195767195773,0.077235772357723609,0.07258755786033666
cremad,resnet_se,RG,random,groupkfold,1061,complete,,3,-0.052910052910053018,-0.052845528455284674,-0.058106129540149376
cremad,resnet_se,RG,random,groupkfold,1062,complete,,3,-0.0085978835978837154,-0.0081300813008129413,0.010758749952214819
cremad,resnet_se,RG,random,groupkfold,1063,complete,,3,-0.0079365079365080193,-0.0081300813008130524,-0.011167766848687921
cremad,resnet_se,RG,random,groupkfold,1064,complete,,3,0.02777777777777779,0.028455284552845517,0.033501727589906216
cremad,resnet_se,RG,random,groupkfold,1065,complete,,3,-0.0033068783068782581,-0.0040650406504065817,0.005658829866317161
cremad,resnet_se,RG,random,groupkfold,1066,complete,,3,0.016534391534391513,0.016260162601625883,0.010384010720381531
cremad,resnet_se,RG,random,groupkfold,1067,complete,,3,0.042989417989418077,0.04065040650406504,0.052645904509898644
cremad,resnet_se,RG,random,groupkfold,1068,complete,,3,-2.2204460492503131e-16,0,-0.0053902525248561428
cremad,resnet_se,RG,random,groupkfold,1069,complete,,3,0.013227513227513255,0.012195121951219523,0.0060958927928311812
cremad,resnet_se,RG,random,groupkfold,1070,complete,,3,-0.029761904761904767,-0.028455284552845517,-0.023988236659302054
cremad,resnet_se,RG,random,groupkfold,1071,complete,,3,0.022486772486772499,0.020325203252032575,0.025623939126726669
cremad,resnet_se,RG,random,groupkfold,1072,complete,,3,0.039021164021164068,0.04065040650406504,0.045015306305434488
cremad,resnet_se,RG,random,groupkfold,1073,complete,,3,-0.0092592592592591894,-0.0081300813008129413,0.011724356754983623
cremad,resnet_se,RG,random,groupkfold,1074,complete,,3,0.059523809523809479,0.060975609756097671,0.068336130180250532
cremad,resnet_se,RG,random,groupkfold,1075,complete,,3,0.089947089947089942,0.085365853658536606,0.079398637844930509
cremad,resnet_se,RG,random,groupkfold,1076,complete,,3,0.036075036075036038,0.032921810699588439,0.032565788756785063
cremad,resnet_se,RG,random,groupkfold,1077,complete,,3,0.011243386243386222,0.012195121951219523,0.0038892568753102763
cremad,resnet_se,RG,random,groupkfold,1078,complete,,3,-0.0052910052910053462,-0.0040650406504064707,0.0026965805922043451
