unit_id,corpus,draw,fold,model,epoch,seen_ce,unseen_ce,seen_uar,unseen_uar,outer_uar,uar_unit,ce_unit
ads2_formal_subesco_d19_f3_wavlm_base_plus_A,subesco,19,3,wavlm_base_plus,2,1.7910494622719708,1.8016563986354015,27.678571428571427,25.0,23.214285714285715,UAR_percent,natural_log_loss
ads2_formal_subesco_d19_f3_wavlm_base_plus_A,subesco,19,3,wavlm_base_plus,3,1.6862126446260441,1.6609109595048983,34.82142857142857,37.5,30.357142857142858,UAR_percent,natural_log_loss
ads2_formal_subesco_d19_f3_wavlm_base_plus_A,subesco,19,3,wavlm_base_plus,4,1.6446761197247721,1.6165671914550193,37.5,34.82142857142857,33.92857142857143,UAR_percent,natural_log_loss
ads2_formal_subesco_d19_f3_wavlm_base_plus_A,subesco,19,3,wavlm_base_plus,5,1.582379150749826,1.5448320424214461,42.857142857142854,37.5,37.5,UAR_percent,natural_log_loss
ads2_formal_subesco_d19_f3_wavlm_base_plus_A,subesco,19,3,wavlm_base_plus,6,1.6782668471740547,1.655496004837827,33.035714285714285,36.607142857142854,28.571428571428573,UAR_percent,natural_log_loss
ads2_formal_subesco_d19_f3_wavlm_base_plus_A,subesco,19,3,wavlm_base_plus,7,1.5532266340652794,1.5703570375507578,40.17857142857143,45.535714285714285,28.571428571428573,UAR_percent,natural_log_loss
ads2_formal_subesco_d19_f3_wavlm_base_plus_A,subesco,19,3,wavlm_base_plus,8,1.5741292215855844,1.626506602534411,47.32142857142857,40.17857142857143,33.92857142857143,UAR_percent,natural_log_loss
ads2_formal_subesco_d19_f3_wavlm_base_plus_A,subesco,19,3,wavlm_base_plus,9,1.5357335325298482,1.6091470117076643,49.107142857142854,41.07142857142857,32.142857142857146,UAR_percent,natural_log_loss
ads2_formal_subesco_d19_f3_wavlm_base_plus_A,subesco,19,3,wavlm_base_plus,10,1.5989436226740439,1.6063498986531528,42.857142857142854,41.964285714285715,32.142857142857146,UAR_percent,natural_log_loss
ads2_formal_subesco_d19_f3_wavlm_base_plus_A,subesco,19,3,wavlm_base_plus,11,1.5873219915309422,1.7319358326343444,48.214285714285715,41.964285714285715,35.714285714285715,UAR_percent,natural_log_loss
ads2_formal_subesco_d19_f3_wavlm_base_plus_A,subesco,19,3,wavlm_base_plus,12,1.5611493457204975,1.8070624326223395,54.464285714285715,43.75,39.285714285714285,UAR_percent,natural_log_loss
ads2_formal_subesco_d19_f3_wavlm_base_plus_A,subesco,19,3,wavlm_base_plus,13,1.676127445788073,1.7403618880634593,51.785714285714285,42.857142857142854,30.357142857142858,UAR_percent,natural_log_loss
ads2_formal_subesco_d19_f3_wavlm_base_plus_A,subesco,19,3,wavlm_base_plus,14,1.4928985202097322,1.6743778765914812,56.25,46.42857142857143,37.5,UAR_percent,natural_log_loss
ads2_formal_subesco_d19_f3_wavlm_base_plus_A,subesco,19,3,wavlm_base_plus,15,1.5225568397661977,1.6959274658123509,56.25,45.535714285714285,37.5,UAR_percent,natural_log_loss
ads2_formal_subesco_d19_f3_wavlm_base_plus_A,subesco,19,3,wavlm_base_plus,16,1.6820520726730999,1.836721077346248,55.357142857142854,42.857142857142854,33.92857142857143,UAR_percent,natural_log_loss
ads2_formal_subesco_d19_f3_wavlm_base_plus_A,subesco,19,3,wavlm_base_plus,17,1.748444045945743,1.9699641444581617,51.785714285714285,41.07142857142857,26.785714285714285,UAR_percent,natural_log_loss
ads2_formal_subesco_d19_f3_wavlm_base_plus_A,subesco,19,3,wavlm_base_plus,18,1.7707843926519569,1.8886921206151663,57.142857142857146,47.32142857142857,35.714285714285715,UAR_percent,natural_log_loss
ads2_formal_subesco_d19_f3_wavlm_base_plus_A,subesco,19,3,wavlm_base_plus,19,1.6408712591211638,1.8708973066181618,53.57142857142857,48.214285714285715,42.857142857142854,UAR_percent,natural_log_loss
ads2_formal_subesco_d19_f3_wavlm_base_plus_A,subesco,19,3,wavlm_base_plus,20,1.7532191776753103,1.886799558824974,55.357142857142854,48.214285714285715,33.92857142857143,UAR_percent,natural_log_loss
ads2_formal_subesco_d19_f3_wavlm_base_plus_A,subesco,19,3,wavlm_base_plus,21,2.218902477053972,2.4385538747016002,47.32142857142857,40.17857142857143,28.571428571428573,UAR_percent,natural_log_loss
ads2_formal_subesco_d19_f3_wavlm_base_plus_A,subesco,19,3,wavlm_base_plus,22,1.8302738473498485,2.0960647104636645,52.67857142857143,44.642857142857146,37.5,UAR_percent,natural_log_loss
ads2_formal_subesco_d19_f3_wavlm_base_plus_A,subesco,19,3,wavlm_base_plus,23,1.8446981649941578,2.0493183871287632,54.464285714285715,50.892857142857146,39.285714285714285,UAR_percent,natural_log_loss
ads2_formal_subesco_d19_f3_wavlm_base_plus_A,subesco,19,3,wavlm_base_plus,24,1.5989899479615979,1.9187311093162116,53.57142857142857,45.535714285714285,37.5,UAR_percent,natural_log_loss
ads2_formal_subesco_d19_f3_wavlm_base_plus_A,subesco,19,3,wavlm_base_plus,25,1.7968480693076079,2.1096206276545235,52.67857142857143,45.535714285714285,37.5,UAR_percent,natural_log_loss
ads2_formal_subesco_d19_f3_wavlm_base_plus_A,subesco,19,3,wavlm_base_plus,26,1.880554567396514,2.0657064047323597,50.892857142857146,47.32142857142857,39.285714285714285,UAR_percent,natural_log_loss
ads2_formal_subesco_d19_f3_wavlm_base_plus_A,subesco,19,3,wavlm_base_plus,27,1.836464296382536,2.057157457201413,52.67857142857143,46.42857142857143,37.5,UAR_percent,natural_log_loss
ads2_formal_subesco_d19_f3_wavlm_base_plus_A,subesco,19,3,wavlm_base_plus,28,1.8450741826465493,2.0692830924613808,52.67857142857143,47.32142857142857,37.5,UAR_percent,natural_log_loss
ads2_formal_subesco_d19_f3_wavlm_base_plus_A,subesco,19,3,wavlm_base_plus,29,1.909909890296601,2.098059513824905,53.57142857142857,47.32142857142857,37.5,UAR_percent,natural_log_loss
ads2_formal_subesco_d19_f3_wavlm_base_plus_A,subesco,19,3,wavlm_base_plus,30,1.9603898481811695,2.1452698187668653,53.57142857142857,47.32142857142857,35.714285714285715,UAR_percent,natural_log_loss
ads2_formal_subesco_d19_f3_wavlm_base_plus_A,subesco,19,3,wavlm_base_plus,31,1.9795373695599474,2.1711361880496796,53.57142857142857,46.42857142857143,35.714285714285715,UAR_percent,natural_log_loss
ads2_formal_subesco_d19_f3_wavlm_base_plus_A,subesco,19,3,wavlm_base_plus,32,2.0087429883750256,2.194402024706611,53.57142857142857,45.535714285714285,35.714285714285715,UAR_percent,natural_log_loss
ads2_formal_subesco_d19_f3_wavlm_base_plus_A,subesco,19,3,wavlm_base_plus,33,2.027876976192689,2.238409291058255,54.464285714285715,46.42857142857143,35.714285714285715,UAR_percent,natural_log_loss
ads2_formal_subesco_d19_f3_wavlm_base_plus_A,subesco,19,3,wavlm_base_plus,34,2.0707408165862016,2.223598059560849,54.464285714285715,49.107142857142854,37.5,UAR_percent,natural_log_loss
ads2_formal_subesco_d19_f3_wavlm_base_plus_A,subesco,19,3,wavlm_base_plus,35,2.0797442079346955,2.230004138427504,52.67857142857143,47.32142857142857,35.714285714285715,UAR_percent,natural_log_loss
ads2_formal_subesco_d19_f3_wavlm_base_plus_A,subesco,19,3,wavlm_base_plus,36,2.0692368621155848,2.2266510837263516,51.785714285714285,47.32142857142857,37.5,UAR_percent,natural_log_loss
ads2_formal_subesco_d19_f3_wavlm_base_plus_A,subesco,19,3,wavlm_base_plus,37,2.069919560730157,2.25864133762774,53.57142857142857,46.42857142857143,37.5,UAR_percent,natural_log_loss
ads2_formal_subesco_d19_f3_wavlm_base_plus_A,subesco,19,3,wavlm_base_plus,38,2.064929610090827,2.2467178540031414,56.25,47.32142857142857,35.714285714285715,UAR_percent,natural_log_loss
ads2_formal_subesco_d19_f3_wavlm_base_plus_A,subesco,19,3,wavlm_base_plus,39,2.156364052141767,2.3420247822400886,51.785714285714285,48.214285714285715,35.714285714285715,UAR_percent,natural_log_loss
ads2_formal_subesco_d19_f3_wavlm_base_plus_A,subesco,19,3,wavlm_base_plus,40,2.180988484371494,2.370420858950987,51.785714285714285,47.32142857142857,35.714285714285715,UAR_percent,natural_log_loss
ads2_formal_subesco_d19_f3_wavlm_base_plus_A,subesco,19,3,wavlm_base_plus,41,2.181598028647962,2.3813242304701325,52.67857142857143,47.32142857142857,33.92857142857143,UAR_percent,natural_log_loss
ads2_formal_subesco_d19_f3_wavlm_base_plus_A,subesco,19,3,wavlm_base_plus,42,2.181512298372983,2.3875055413802633,53.57142857142857,47.32142857142857,33.92857142857143,UAR_percent,natural_log_loss
ads2_formal_subesco_d19_f3_wavlm_base_plus_A,subesco,19,3,wavlm_base_plus,43,2.1839314728136627,2.391283159109258,53.57142857142857,47.32142857142857,33.92857142857143,UAR_percent,natural_log_loss
ads2_formal_subesco_d19_f3_wavlm_base_plus_A,subesco,19,3,wavlm_base_plus,44,2.190593432181682,2.400805021920424,53.57142857142857,47.32142857142857,35.714285714285715,UAR_percent,natural_log_loss
ads2_formal_subesco_d19_f3_wavlm_base_plus_A,subesco,19,3,wavlm_base_plus,45,2.200552454722639,2.414323370978346,52.67857142857143,47.32142857142857,33.92857142857143,UAR_percent,natural_log_loss
ads2_formal_subesco_d19_f3_hubert_base_A,subesco,19,3,hubert_base,1,1.8494706906658567,1.866819022260516,29.464285714285715,29.464285714285715,35.714285714285715,UAR_percent,natural_log_loss
ads2_formal_subesco_d19_f3_hubert_base_A,subesco,19,3,hubert_base,2,1.6206523304436193,1.6289503566151684,34.82142857142857,33.92857142857143,37.5,UAR_percent,natural_log_loss
ads2_formal_subesco_d19_f3_hubert_base_A,subesco,19,3,hubert_base,3,1.5084262052757023,1.5668534820909432,44.642857142857146,39.285714285714285,44.642857142857146,UAR_percent,natural_log_loss
