unit_id,corpus,draw,fold,model,window,units,D_CE_pp,D_UAR_pp,J_pp,T_seen_ce_pp,T_unseen_ce_pp,T_seen_uar_pp,T_unseen_uar_pp,T_last_pp,epoch_last,epoch_seen_ce,epoch_unseen_ce,epoch_seen_uar,epoch_unseen_uar,ce_epoch_disagreement,uar_epoch_disagreement
ads2_formal_cremad_d15_f4_wavlm_base_plus_A,cremad,15,4,wavlm_base_plus,15,"{""D_CE"": ""percentage_points"", ""D_UAR"": ""percentage_points"", ""J"": ""percentage_points"", ""T_seen_ce"": ""UAR_percent"", ""T_unseen_ce"": ""UAR_percent"", ""T_seen_uar"": ""UAR_percent"", ""T_unseen_uar"": ""UAR_percent"", ""T_last"": ""UAR_percent""}",-2.450980392156863,0.0,-2.450980392156863,49.509803921568626,51.96078431372549,52.450980392156865,52.450980392156865,52.450980392156865,15,8,6,15,15,1,0
ads2_formal_cremad_d15_f4_hubert_base_A,cremad,15,4,hubert_base,15,"{""D_CE"": ""percentage_points"", ""D_UAR"": ""percentage_points"", ""J"": ""percentage_points"", ""T_seen_ce"": ""UAR_percent"", ""T_unseen_ce"": ""UAR_percent"", ""T_seen_uar"": ""UAR_percent"", ""T_unseen_uar"": ""UAR_percent"", ""T_last"": ""UAR_percent""}",3.9215686274509802,0.0,3.9215686274509802,54.90196078431372,50.98039215686274,54.90196078431372,54.90196078431372,46.07843137254902,15,7,4,7,7,1,0
ads2_formal_cremad_d16_f0_wavlm_base_plus_A,cremad,16,0,wavlm_base_plus,15,"{""D_CE"": ""percentage_points"", ""D_UAR"": ""percentage_points"", ""J"": ""percentage_points"", ""T_seen_ce"": ""UAR_percent"", ""T_unseen_ce"": ""UAR_percent"", ""T_seen_uar"": ""UAR_percent"", ""T_unseen_uar"": ""UAR_percent"", ""T_last"": ""UAR_percent""}",0.0,0.0,0.0,57.45614035087719,57.45614035087719,53.94736842105263,53.94736842105263,51.75438596491228,15,6,6,11,11,0,0
ads2_formal_cremad_d16_f0_hubert_base_A,cremad,16,0,hubert_base,15,"{""D_CE"": ""percentage_points"", ""D_UAR"": ""percentage_points"", ""J"": ""percentage_points"", ""T_seen_ce"": ""UAR_percent"", ""T_unseen_ce"": ""UAR_percent"", ""T_seen_uar"": ""UAR_percent"", ""T_unseen_uar"": ""UAR_percent"", ""T_last"": ""UAR_percent""}",2.192982456140351,1.7543859649122806,0.43859649122807015,59.21052631578947,57.01754385964912,60.08771929824562,58.333333333333336,57.01754385964912,15,6,3,9,12,1,1
ads2_formal_cremad_d16_f1_wavlm_base_plus_A,cremad,16,1,wavlm_base_plus,15,"{""D_CE"": ""percentage_points"", ""D_UAR"": ""percentage_points"", ""J"": ""percentage_points"", ""T_seen_ce"": ""UAR_percent"", ""T_unseen_ce"": ""UAR_percent"", ""T_seen_uar"": ""UAR_percent"", ""T_unseen_uar"": ""UAR_percent"", ""T_last"": ""UAR_percent""}",0.0,0.43859649122807015,-0.43859649122807015,52.63157894736842,52.63157894736842,57.01754385964912,56.578947368421055,56.14035087719298,15,5,5,11,13,0,1
ads2_formal_cremad_d16_f1_hubert_base_A,cremad,16,1,hubert_base,15,"{""D_CE"": ""percentage_points"", ""D_UAR"": ""percentage_points"", ""J"": ""percentage_points"", ""T_seen_ce"": ""UAR_percent"", ""T_unseen_ce"": ""UAR_percent"", ""T_seen_uar"": ""UAR_percent"", ""T_unseen_uar"": ""UAR_percent"", ""T_last"": ""UAR_percent""}",1.7543859649122806,0.8771929824561403,0.8771929824561403,53.94736842105263,52.19298245614035,59.21052631578947,58.333333333333336,60.08771929824562,15,5,3,12,7,1,1
ads2_formal_cremad_d16_f2_wavlm_base_plus_A,cremad,16,2,wavlm_base_plus,15,"{""D_CE"": ""percentage_points"", ""D_UAR"": ""percentage_points"", ""J"": ""percentage_points"", ""T_seen_ce"": ""UAR_percent"", ""T_unseen_ce"": ""UAR_percent"", ""T_seen_uar"": ""UAR_percent"", ""T_unseen_uar"": ""UAR_percent"", ""T_last"": ""UAR_percent""}",2.192982456140351,1.7543859649122806,0.43859649122807015,47.80701754385965,45.6140350877193,55.26315789473684,53.50877192982456,54.824561403508774,15,6,4,12,14,1,1
ads2_formal_cremad_d16_f2_hubert_base_A,cremad,16,2,hubert_base,15,"{""D_CE"": ""percentage_points"", ""D_UAR"": ""percentage_points"", ""J"": ""percentage_points"", ""T_seen_ce"": ""UAR_percent"", ""T_unseen_ce"": ""UAR_percent"", ""T_seen_uar"": ""UAR_percent"", ""T_unseen_uar"": ""UAR_percent"", ""T_last"": ""UAR_percent""}",0.0,-3.0701754385964914,3.0701754385964914,50.43859649122807,50.43859649122807,50.0,53.07017543859649,47.36842105263158,15,3,3,7,12,0,1
ads2_formal_cremad_d16_f3_wavlm_base_plus_A,cremad,16,3,wavlm_base_plus,15,"{""D_CE"": ""percentage_points"", ""D_UAR"": ""percentage_points"", ""J"": ""percentage_points"", ""T_seen_ce"": ""UAR_percent"", ""T_unseen_ce"": ""UAR_percent"", ""T_seen_uar"": ""UAR_percent"", ""T_unseen_uar"": ""UAR_percent"", ""T_last"": ""UAR_percent""}",0.0,-0.49019607843137253,0.49019607843137253,45.09803921568628,45.09803921568628,52.94117647058823,53.431372549019606,50.490196078431374,15,6,6,10,9,0,1
ads2_formal_cremad_d16_f3_hubert_base_A,cremad,16,3,hubert_base,15,"{""D_CE"": ""percentage_points"", ""D_UAR"": ""percentage_points"", ""J"": ""percentage_points"", ""T_seen_ce"": ""UAR_percent"", ""T_unseen_ce"": ""UAR_percent"", ""T_seen_uar"": ""UAR_percent"", ""T_unseen_uar"": ""UAR_percent"", ""T_last"": ""UAR_percent""}",0.0,1.4705882352941178,-1.4705882352941178,53.92156862745098,53.92156862745098,54.411764705882355,52.94117647058823,55.3921568627451,15,4,4,13,6,0,1
ads2_formal_cremad_d16_f4_wavlm_base_plus_A,cremad,16,4,wavlm_base_plus,15,"{""D_CE"": ""percentage_points"", ""D_UAR"": ""percentage_points"", ""J"": ""percentage_points"", ""T_seen_ce"": ""UAR_percent"", ""T_unseen_ce"": ""UAR_percent"", ""T_seen_uar"": ""UAR_percent"", ""T_unseen_uar"": ""UAR_percent"", ""T_last"": ""UAR_percent""}",0.0,1.4705882352941178,-1.4705882352941178,61.27450980392157,61.27450980392157,61.76470588235294,60.294117647058826,59.31372549019608,15,4,4,9,11,0,1
ads2_formal_cremad_d16_f4_hubert_base_A,cremad,16,4,hubert_base,15,"{""D_CE"": ""percentage_points"", ""D_UAR"": ""percentage_points"", ""J"": ""percentage_points"", ""T_seen_ce"": ""UAR_percent"", ""T_unseen_ce"": ""UAR_percent"", ""T_seen_uar"": ""UAR_percent"", ""T_unseen_uar"": ""UAR_percent"", ""T_last"": ""UAR_percent""}",0.0,1.4705882352941178,-1.4705882352941178,67.15686274509804,67.15686274509804,66.66666666666667,65.19607843137256,60.294117647058826,15,5,5,8,7,0,1
ads2_formal_cremad_d17_f0_wavlm_base_plus_A,cremad,17,0,wavlm_base_plus,15,"{""D_CE"": ""percentage_points"", ""D_UAR"": ""percentage_points"", ""J"": ""percentage_points"", ""T_seen_ce"": ""UAR_percent"", ""T_unseen_ce"": ""UAR_percent"", ""T_seen_uar"": ""UAR_percent"", ""T_unseen_uar"": ""UAR_percent"", ""T_last"": ""UAR_percent""}",6.2588904694167855,0.0,6.2588904694167855,56.94642010431484,50.687529634898056,56.94642010431484,56.94642010431484,56.86344238975818,15,9,4,9,9,1,0
ads2_formal_cremad_d17_f0_hubert_base_A,cremad,17,0,hubert_base,15,"{""D_CE"": ""percentage_points"", ""D_UAR"": ""percentage_points"", ""J"": ""percentage_points"", ""T_seen_ce"": ""UAR_percent"", ""T_unseen_ce"": ""UAR_percent"", ""T_seen_uar"": ""UAR_percent"", ""T_unseen_uar"": ""UAR_percent"", ""T_last"": ""UAR_percent""}",-0.08297771455666192,-2.6908487434803225,2.6078710289236606,53.828828828828826,53.91180654338549,53.828828828828826,56.51967757230915,56.51967757230915,15,6,4,6,9,1,1
ads2_formal_cremad_d17_f1_wavlm_base_plus_A,cremad,17,1,wavlm_base_plus,15,"{""D_CE"": ""percentage_points"", ""D_UAR"": ""percentage_points"", ""J"": ""percentage_points"", ""T_seen_ce"": ""UAR_percent"", ""T_unseen_ce"": ""UAR_percent"", ""T_seen_uar"": ""UAR_percent"", ""T_unseen_uar"": ""UAR_percent"", ""T_last"": ""UAR_percent""}",0.10668563300142248,4.836415362731152,-4.72972972972973,52.311522048364154,52.204836415362735,57.147937411095306,52.311522048364154,57.147937411095306,15,8,6,15,8,1,1
ads2_formal_cremad_d17_f1_hubert_base_A,cremad,17,1,hubert_base,15,"{""D_CE"": ""percentage_points"", ""D_UAR"": ""percentage_points"", ""J"": ""percentage_points"", ""T_seen_ce"": ""UAR_percent"", ""T_unseen_ce"": ""UAR_percent"", ""T_seen_uar"": ""UAR_percent"", ""T_unseen_uar"": ""UAR_percent"", ""T_last"": ""UAR_percent""}",4.4570886676149835,0.7823613086770982,3.674727358937885,57.64580369843528,53.18871503082029,58.428165007112376,57.64580369843528,63.37126600284495,15,7,4,10,7,1,1
ads2_formal_cremad_d17_f2_wavlm_base_plus_A,cremad,17,2,wavlm_base_plus,15,"{""D_CE"": ""percentage_points"", ""D_UAR"": ""percentage_points"", ""J"": ""percentage_points"", ""T_seen_ce"": ""UAR_percent"", ""T_unseen_ce"": ""UAR_percent"", ""T_seen_uar"": ""UAR_percent"", ""T_unseen_uar"": ""UAR_percent"", ""T_last"": ""UAR_percent""}",4.385964912280702,0.0,4.385964912280702,62.280701754385966,57.89473684210526,62.280701754385966,62.280701754385966,60.08771929824562,15,8,5,8,8,1,0
ads2_formal_cremad_d17_f2_hubert_base_A,cremad,17,2,hubert_base,15,"{""D_CE"": ""percentage_points"", ""D_UAR"": ""percentage_points"", ""J"": ""percentage_points"", ""T_seen_ce"": ""UAR_percent"", ""T_unseen_ce"": ""UAR_percent"", ""T_seen_uar"": ""UAR_percent"", ""T_unseen_uar"": ""UAR_percent"", ""T_last"": ""UAR_percent""}",0.0,-0.43859649122807015,0.43859649122807015,57.45614035087719,57.45614035087719,58.333333333333336,58.771929824561404,58.771929824561404,15,4,4,10,15,0,1
ads2_formal_cremad_d17_f3_wavlm_base_plus_A,cremad,17,3,wavlm_base_plus,15,"{""D_CE"": ""percentage_points"", ""D_UAR"": ""percentage_points"", ""J"": ""percentage_points"", ""T_seen_ce"": ""UAR_percent"", ""T_unseen_ce"": ""UAR_percent"", ""T_seen_uar"": ""UAR_percent"", ""T_unseen_uar"": ""UAR_percent"", ""T_last"": ""UAR_percent""}",0.0,0.0,0.0,55.55555555555556,55.55555555555556,55.55555555555556,55.55555555555556,52.15389185977421,15,10,10,10,10,0,0
ads2_formal_cremad_d17_f3_hubert_base_A,cremad,17,3,hubert_base,15,"{""D_CE"": ""percentage_points"", ""D_UAR"": ""percentage_points"", ""J"": ""percentage_points"", ""T_seen_ce"": ""UAR_percent"", ""T_unseen_ce"": ""UAR_percent"", ""T_seen_uar"": ""UAR_percent"", ""T_unseen_uar"": ""UAR_percent"", ""T_last"": ""UAR_percent""}",0.0,-4.426619132501486,4.426619132501486,56.00118835412953,56.00118835412953,54.56030897207368,58.98692810457516,58.98692810457516,15,6,6,9,15,0,1
ads2_formal_cremad_d17_f4_wavlm_base_plus_A,cremad,17,4,wavlm_base_plus,15,"{""D_CE"": ""percentage_points"", ""D_UAR"": ""percentage_points"", ""J"": ""percentage_points"", ""T_seen_ce"": ""UAR_percent"", ""T_unseen_ce"": ""UAR_percent"", ""T_seen_uar"": ""UAR_percent"", ""T_unseen_uar"": ""UAR_percent"", ""T_last"": ""UAR_percent""}",0.0,2.450980392156863,-2.450980392156863,60.294117647058826,60.294117647058826,60.294117647058826,57.84313725490196,57.84313725490196,15,9,9,9,15,0,1
ads2_formal_cremad_d17_f4_hubert_base_A,cremad,17,4,hubert_base,15,"{""D_CE"": ""percentage_points"", ""D_UAR"": ""percentage_points"", ""J"": ""percentage_points"", ""T_seen_ce"": ""UAR_percent"", ""T_unseen_ce"": ""UAR_percent"", ""T_seen_uar"": ""UAR_percent"", ""T_unseen_uar"": ""UAR_percent"", ""T_last"": ""UAR_percent""}",0.0,0.0,0.0,59.80392156862745,59.80392156862745,59.80392156862745,59.80392156862745,59.80392156862745,15,5,5,5,5,0,0
ads2_formal_cremad_d18_f0_wavlm_base_plus_A,cremad,18,0,wavlm_base_plus,15,"{""D_CE"": ""percentage_points"", ""D_UAR"": ""percentage_points"", ""J"": ""percentage_points"", ""T_seen_ce"": ""UAR_percent"", ""T_unseen_ce"": ""UAR_percent"", ""T_seen_uar"": ""UAR_percent"", ""T_unseen_uar"": ""UAR_percent"", ""T_last"": ""UAR_percent""}",-3.0701754385964914,0.0,-3.0701754385964914,53.50877192982456,56.578947368421055,57.89473684210526,57.89473684210526,54.3859649122807,15,8,5,14,14,1,0
ads2_formal_cremad_d18_f0_hubert_base_A,cremad,18,0,hubert_base,15,"{""D_CE"": ""percentage_points"", ""D_UAR"": ""percentage_points"", ""J"": ""percentage_points"", ""T_seen_ce"": ""UAR_percent"", ""T_unseen_ce"": ""UAR_percent"", ""T_seen_uar"": ""UAR_percent"", ""T_unseen_uar"": ""UAR_percent"", ""T_last"": ""UAR_percent""}",-1.7543859649122806,-1.7543859649122806,0.0,54.824561403508774,56.578947368421055,54.824561403508774,56.578947368421055,54.3859649122807,15,6,5,14,9,1,1
ads2_formal_cremad_d18_f1_wavlm_base_plus_A,cremad,18,1,wavlm_base_plus,15,"{""D_CE"": ""percentage_points"", ""D_UAR"": ""percentage_points"", ""J"": ""percentage_points"", ""T_seen_ce"": ""UAR_percent"", ""T_unseen_ce"": ""UAR_percent"", ""T_seen_uar"": ""UAR_percent"", ""T_unseen_uar"": ""UAR_percent"", ""T_last"": ""UAR_percent""}",-3.0701754385964914,-3.0701754385964914,0.0,51.75438596491228,54.824561403508774,51.75438596491228,54.824561403508774,47.36842105263158,15,7,11,7,11,1,1
ads2_formal_cremad_d18_f1_hubert_base_A,cremad,18,1,hubert_base,15,"{""D_CE"": ""percentage_points"", ""D_UAR"": ""percentage_points"", ""J"": ""percentage_points"", ""T_seen_ce"": ""UAR_percent"", ""T_unseen_ce"": ""UAR_percent"", ""T_seen_uar"": ""UAR_percent"", ""T_unseen_uar"": ""UAR_percent"", ""T_last"": ""UAR_percent""}",0.0,4.385964912280702,-4.385964912280702,53.50877192982456,53.50877192982456,55.26315789473684,50.87719298245614,53.07017543859649,15,3,3,9,14,0,1
ads2_formal_cremad_d18_f2_wavlm_base_plus_A,cremad,18,2,wavlm_base_plus,15,"{""D_CE"": ""percentage_points"", ""D_UAR"": ""percentage_points"", ""J"": ""percentage_points"", ""T_seen_ce"": ""UAR_percent"", ""T_unseen_ce"": ""UAR_percent"", ""T_seen_uar"": ""UAR_percent"", ""T_unseen_uar"": ""UAR_percent"", ""T_last"": ""UAR_percent""}",0.0,4.054054054054054,-4.054054054054054,56.75675675675676,56.75675675675676,60.810810810810814,56.75675675675676,57.207207207207205,15,7,7,13,7,0,1
ads2_formal_cremad_d18_f2_hubert_base_A,cremad,18,2,hubert_base,15,"{""D_CE"": ""percentage_points"", ""D_UAR"": ""percentage_points"", ""J"": ""percentage_points"", ""T_seen_ce"": ""UAR_percent"", ""T_unseen_ce"": ""UAR_percent"", ""T_seen_uar"": ""UAR_percent"", ""T_unseen_uar"": ""UAR_percent"", ""T_last"": ""UAR_percent""}",6.756756756756757,0.0,6.756756756756757,66.21621621621621,59.45945945945946,66.21621621621621,66.21621621621621,60.810810810810814,15,11,6,11,11,1,0
ads2_formal_cremad_d18_f3_wavlm_base_plus_A,cremad,18,3,wavlm_base_plus,15,"{""D_CE"": ""percentage_points"", ""D_UAR"": ""percentage_points"", ""J"": ""percentage_points"", ""T_seen_ce"": ""UAR_percent"", ""T_unseen_ce"": ""UAR_percent"", ""T_seen_uar"": ""UAR_percent"", ""T_unseen_uar"": ""UAR_percent"", ""T_last"": ""UAR_percent""}",0.0,0.0,0.0,68.13725490196079,68.13725490196079,60.78431372549019,60.78431372549019,53.92156862745098,15,8,8,11,11,0,0
ads2_formal_cremad_d18_f3_hubert_base_A,cremad,18,3,hubert_base,15,"{""D_CE"": ""percentage_points"", ""D_UAR"": ""percentage_points"", ""J"": ""percentage_points"", ""T_seen_ce"": ""UAR_percent"", ""T_unseen_ce"": ""UAR_percent"", ""T_seen_uar"": ""UAR_percent"", ""T_unseen_uar"": ""UAR_percent"", ""T_last"": ""UAR_percent""}",-8.333333333333334,-2.450980392156863,-5.882352941176471,53.92156862745098,62.254901960784316,59.80392156862745,62.254901960784316,60.78431372549019,15,4,7,14,7,1,1
ads2_formal_cremad_d18_f4_wavlm_base_plus_A,cremad,18,4,wavlm_base_plus,15,"{""D_CE"": ""percentage_points"", ""D_UAR"": ""percentage_points"", ""J"": ""percentage_points"", ""T_seen_ce"": ""UAR_percent"", ""T_unseen_ce"": ""UAR_percent"", ""T_seen_uar"": ""UAR_percent"", ""T_unseen_uar"": ""UAR_percent"", ""T_last"": ""UAR_percent""}",13.279857397504456,0.0,13.279857397504456,62.982768865121805,49.70291146761735,62.982768865121805,62.982768865121805,54.66428995840761,15,12,5,12,12,1,0
ads2_formal_cremad_d18_f4_hubert_base_A,cremad,18,4,hubert_base,15,"{""D_CE"": ""percentage_points"", ""D_UAR"": ""percentage_points"", ""J"": ""percentage_points"", ""T_seen_ce"": ""UAR_percent"", ""T_unseen_ce"": ""UAR_percent"", ""T_seen_uar"": ""UAR_percent"", ""T_unseen_uar"": ""UAR_percent"", ""T_last"": ""UAR_percent""}",10.33868092691622,8.853238265002972,1.4854426619132501,58.942364824717764,48.603683897801545,62.849079025549614,53.99584076054664,55.97147950089126,15,8,3,13,7,1,1
ads2_formal_cremad_d19_f0_wavlm_base_plus_A,cremad,19,0,wavlm_base_plus,15,"{""D_CE"": ""percentage_points"", ""D_UAR"": ""percentage_points"", ""J"": ""percentage_points"", ""T_seen_ce"": ""UAR_percent"", ""T_unseen_ce"": ""UAR_percent"", ""T_seen_uar"": ""UAR_percent"", ""T_unseen_uar"": ""UAR_percent"", ""T_last"": ""UAR_percent""}",3.9473684210526314,3.9473684210526314,0.0,50.87719298245614,46.92982456140351,50.87719298245614,46.92982456140351,52.63157894736842,15,7,8,7,8,1,1
ads2_formal_cremad_d19_f0_hubert_base_A,cremad,19,0,hubert_base,15,"{""D_CE"": ""percentage_points"", ""D_UAR"": ""percentage_points"", ""J"": ""percentage_points"", ""T_seen_ce"": ""UAR_percent"", ""T_unseen_ce"": ""UAR_percent"", ""T_seen_uar"": ""UAR_percent"", ""T_unseen_uar"": ""UAR_percent"", ""T_last"": ""UAR_percent""}",0.0,0.43859649122807015,-0.43859649122807015,56.14035087719298,56.14035087719298,56.14035087719298,55.70175438596491,52.19298245614035,15,6,6,6,14,0,1
ads2_formal_cremad_d19_f1_wavlm_base_plus_A,cremad,19,1,wavlm_base_plus,15,"{""D_CE"": ""percentage_points"", ""D_UAR"": ""percentage_points"", ""J"": ""percentage_points"", ""T_seen_ce"": ""UAR_percent"", ""T_unseen_ce"": ""UAR_percent"", ""T_seen_uar"": ""UAR_percent"", ""T_unseen_uar"": ""UAR_percent"", ""T_last"": ""UAR_percent""}",0.0,1.7543859649122806,-1.7543859649122806,58.333333333333336,58.333333333333336,60.526315789473685,58.771929824561404,53.07017543859649,15,9,9,10,12,0,1
ads2_formal_cremad_d19_f1_hubert_base_A,cremad,19,1,hubert_base,15,"{""D_CE"": ""percentage_points"", ""D_UAR"": ""percentage_points"", ""J"": ""percentage_points"", ""T_seen_ce"": ""UAR_percent"", ""T_unseen_ce"": ""UAR_percent"", ""T_seen_uar"": ""UAR_percent"", ""T_unseen_uar"": ""UAR_percent"", ""T_last"": ""UAR_percent""}",2.6315789473684212,2.6315789473684212,0.0,47.36842105263158,44.73684210526316,51.75438596491228,49.12280701754386,49.12280701754386,15,6,4,9,15,1,1
ads2_formal_cremad_d19_f2_wavlm_base_plus_A,cremad,19,2,wavlm_base_plus,15,"{""D_CE"": ""percentage_points"", ""D_UAR"": ""percentage_points"", ""J"": ""percentage_points"", ""T_seen_ce"": ""UAR_percent"", ""T_unseen_ce"": ""UAR_percent"", ""T_seen_uar"": ""UAR_percent"", ""T_unseen_uar"": ""UAR_percent"", ""T_last"": ""UAR_percent""}",0.0,3.508771929824561,-3.508771929824561,58.771929824561404,58.771929824561404,58.771929824561404,55.26315789473684,55.26315789473684,15,8,8,8,15,0,1
ads2_formal_cremad_d19_f2_hubert_base_A,cremad,19,2,hubert_base,15,"{""D_CE"": ""percentage_points"", ""D_UAR"": ""percentage_points"", ""J"": ""percentage_points"", ""T_seen_ce"": ""UAR_percent"", ""T_unseen_ce"": ""UAR_percent"", ""T_seen_uar"": ""UAR_percent"", ""T_unseen_uar"": ""UAR_percent"", ""T_last"": ""UAR_percent""}",0.0,0.0,0.0,57.01754385964912,57.01754385964912,65.35087719298245,65.35087719298245,63.1578947368421,15,6,6,14,14,0,0
ads2_formal_cremad_d19_f3_wavlm_base_plus_A,cremad,19,3,wavlm_base_plus,15,"{""D_CE"": ""percentage_points"", ""D_UAR"": ""percentage_points"", ""J"": ""percentage_points"", ""T_seen_ce"": ""UAR_percent"", ""T_unseen_ce"": ""UAR_percent"", ""T_seen_uar"": ""UAR_percent"", ""T_unseen_uar"": ""UAR_percent"", ""T_last"": ""UAR_percent""}",0.0,0.9803921568627451,-0.9803921568627451,55.88235294117647,55.88235294117647,55.88235294117647,54.90196078431372,54.90196078431372,15,5,5,5,15,0,1
ads2_formal_cremad_d19_f3_hubert_base_A,cremad,19,3,hubert_base,15,"{""D_CE"": ""percentage_points"", ""D_UAR"": ""percentage_points"", ""J"": ""percentage_points"", ""T_seen_ce"": ""UAR_percent"", ""T_unseen_ce"": ""UAR_percent"", ""T_seen_uar"": ""UAR_percent"", ""T_unseen_uar"": ""UAR_percent"", ""T_last"": ""UAR_percent""}",1.9607843137254901,-3.4313725490196076,5.392156862745098,62.745098039215684,60.78431372549019,62.745098039215684,66.17647058823529,65.19607843137256,15,5,4,5,13,1,1
ads2_formal_cremad_d19_f4_wavlm_base_plus_A,cremad,19,4,wavlm_base_plus,15,"{""D_CE"": ""percentage_points"", ""D_UAR"": ""percentage_points"", ""J"": ""percentage_points"", ""T_seen_ce"": ""UAR_percent"", ""T_unseen_ce"": ""UAR_percent"", ""T_seen_uar"": ""UAR_percent"", ""T_unseen_uar"": ""UAR_percent"", ""T_last"": ""UAR_percent""}",0.0,0.0,0.0,59.31372549019608,59.31372549019608,59.31372549019608,59.31372549019608,54.90196078431372,15,7,7,7,7,0,0
ads2_formal_cremad_d19_f4_hubert_base_A,cremad,19,4,hubert_base,15,"{""D_CE"": ""percentage_points"", ""D_UAR"": ""percentage_points"", ""J"": ""percentage_points"", ""T_seen_ce"": ""UAR_percent"", ""T_unseen_ce"": ""UAR_percent"", ""T_seen_uar"": ""UAR_percent"", ""T_unseen_uar"": ""UAR_percent"", ""T_last"": ""UAR_percent""}",0.49019607843137253,-0.49019607843137253,0.9803921568627451,60.294117647058826,59.80392156862745,60.294117647058826,60.78431372549019,60.78431372549019,15,7,4,13,15,1,1
ads2_formal_cremad_d20_f0_wavlm_base_plus_A,cremad,20,0,wavlm_base_plus,15,"{""D_CE"": ""percentage_points"", ""D_UAR"": ""percentage_points"", ""J"": ""percentage_points"", ""T_seen_ce"": ""UAR_percent"", ""T_unseen_ce"": ""UAR_percent"", ""T_seen_uar"": ""UAR_percent"", ""T_unseen_uar"": ""UAR_percent"", ""T_last"": ""UAR_percent""}",0.0,0.0,0.0,60.526315789473685,60.526315789473685,60.526315789473685,60.526315789473685,54.3859649122807,15,9,9,9,9,0,0
ads2_formal_cremad_d20_f0_hubert_base_A,cremad,20,0,hubert_base,15,"{""D_CE"": ""percentage_points"", ""D_UAR"": ""percentage_points"", ""J"": ""percentage_points"", ""T_seen_ce"": ""UAR_percent"", ""T_unseen_ce"": ""UAR_percent"", ""T_seen_uar"": ""UAR_percent"", ""T_unseen_uar"": ""UAR_percent"", ""T_last"": ""UAR_percent""}",0.0,-2.192982456140351,2.192982456140351,57.45614035087719,57.45614035087719,55.26315789473684,57.45614035087719,58.771929824561404,15,5,5,11,5,0,1
ads2_formal_cremad_d20_f1_wavlm_base_plus_A,cremad,20,1,wavlm_base_plus,15,"{""D_CE"": ""percentage_points"", ""D_UAR"": ""percentage_points"", ""J"": ""percentage_points"", ""T_seen_ce"": ""UAR_percent"", ""T_unseen_ce"": ""UAR_percent"", ""T_seen_uar"": ""UAR_percent"", ""T_unseen_uar"": ""UAR_percent"", ""T_last"": ""UAR_percent""}",0.0,0.0,0.0,53.94736842105263,53.94736842105263,54.3859649122807,54.3859649122807,49.12280701754386,15,6,6,13,13,0,0
ads2_formal_cremad_d20_f1_hubert_base_A,cremad,20,1,hubert_base,15,"{""D_CE"": ""percentage_points"", ""D_UAR"": ""percentage_points"", ""J"": ""percentage_points"", ""T_seen_ce"": ""UAR_percent"", ""T_unseen_ce"": ""UAR_percent"", ""T_seen_uar"": ""UAR_percent"", ""T_unseen_uar"": ""UAR_percent"", ""T_last"": ""UAR_percent""}",13.596491228070175,2.6315789473684212,10.964912280701755,57.45614035087719,43.85964912280702,60.08771929824562,57.45614035087719,54.824561403508774,15,6,4,13,6,1,1
ads2_formal_cremad_d20_f2_wavlm_base_plus_A,cremad,20,2,wavlm_base_plus,15,"{""D_CE"": ""percentage_points"", ""D_UAR"": ""percentage_points"", ""J"": ""percentage_points"", ""T_seen_ce"": ""UAR_percent"", ""T_unseen_ce"": ""UAR_percent"", ""T_seen_uar"": ""UAR_percent"", ""T_unseen_uar"": ""UAR_percent"", ""T_last"": ""UAR_percent""}",0.0,3.508771929824561,-3.508771929824561,47.80701754385965,47.80701754385965,53.94736842105263,50.43859649122807,49.56140350877193,15,4,4,14,9,0,1
ads2_formal_cremad_d20_f2_hubert_base_A,cremad,20,2,hubert_base,15,"{""D_CE"": ""percentage_points"", ""D_UAR"": ""percentage_points"", ""J"": ""percentage_points"", ""T_seen_ce"": ""UAR_percent"", ""T_unseen_ce"": ""UAR_percent"", ""T_seen_uar"": ""UAR_percent"", ""T_unseen_uar"": ""UAR_percent"", ""T_last"": ""UAR_percent""}",-0.43859649122807015,-0.8771929824561403,0.43859649122807015,50.43859649122807,50.87719298245614,54.3859649122807,55.26315789473684,55.26315789473684,15,4,3,9,15,1,1
ads2_formal_cremad_d20_f3_wavlm_base_plus_A,cremad,20,3,wavlm_base_plus,15,"{""D_CE"": ""percentage_points"", ""D_UAR"": ""percentage_points"", ""J"": ""percentage_points"", ""T_seen_ce"": ""UAR_percent"", ""T_unseen_ce"": ""UAR_percent"", ""T_seen_uar"": ""UAR_percent"", ""T_unseen_uar"": ""UAR_percent"", ""T_last"": ""UAR_percent""}",6.8924539512774805,3.461081402257873,3.4313725490196076,55.45157456922163,48.559120617944146,55.97147950089126,52.510398098633395,54.04040404040404,15,6,3,8,13,1,1
ads2_formal_cremad_d20_f3_hubert_base_A,cremad,20,3,hubert_base,15,"{""D_CE"": ""percentage_points"", ""D_UAR"": ""percentage_points"", ""J"": ""percentage_points"", ""T_seen_ce"": ""UAR_percent"", ""T_unseen_ce"": ""UAR_percent"", ""T_seen_uar"": ""UAR_percent"", ""T_unseen_uar"": ""UAR_percent"", ""T_last"": ""UAR_percent""}",0.0,1.4705882352941178,-1.4705882352941178,58.02139037433155,58.02139037433155,58.02139037433155,56.55080213903744,53.14913844325609,15,6,6,6,8,0,1
