candidate_id,first_seen_at,discovery_source,search_ids,repo_url,canonical_repo_url,paper_title,paper_url,target_datasets,repo_relation,screening_status,exclusion_code,exclusion_reason,duplicate_of,notes
C067,2026-08-10T14:53:50-04:00,GitHubAPI,RC_GH_RAV_1,https://github.com/AakBak/Speech-Emotion-Recognition,https://github.com/AakBak/Speech-Emotion-Recognition,,,RAVDESS,unknown,pending,,,,raw GitHub repository-search hit; GH-RAV-1 rank=35
C068,2026-08-10T14:53:50-04:00,GitHubAPI,RC_GH_RAV_1|IE_GH_I_01|IE_GH_I_02,https://github.com/ShahnawazKakarh/speech-emotion-recognition-transfer-learning,https://github.com/ShahnawazKakarh/speech-emotion-recognition-transfer-learning,,,RAVDESS|IEMOCAP,unknown,pending,,,,raw GitHub repository-search hit; GH-RAV-1 rank=36
C069,2026-08-10T14:53:50-04:00,GitHubAPI,RC_GH_RAV_1|RC_GH_RAV_2,https://github.com/ad1296-y/SER-CNN-RAVDESS,https://github.com/ad1296-y/SER-CNN-RAVDESS,,,RAVDESS,unknown,pending,,,,raw GitHub repository-search hit; GH-RAV-1 rank=37; raw GitHub repository-search hit; GH-RAV-2 rank=50
C070,2026-08-10T14:53:50-04:00,GitHubAPI,RC_GH_RAV_1,https://github.com/Aparna-J-Nair/Convolutional-Neural-Network-Based-Speech-Emotion-Recognition,https://github.com/Aparna-J-Nair/Convolutional-Neural-Network-Based-Speech-Emotion-Recognition,,,RAVDESS,unknown,pending,,,,raw GitHub repository-search hit; GH-RAV-1 rank=38
C071,2026-08-10T14:53:50-04:00,GitHubAPI,RC_GH_RAV_1|RC_GH_RAV_2,https://github.com/anupriyadhiman/Speech-emotion-recognition,https://github.com/anupriyadhiman/Speech-emotion-recognition,,,RAVDESS,unknown,pending,,,,raw GitHub repository-search hit; GH-RAV-1 rank=39; raw GitHub repository-search hit; GH-RAV-2 rank=66
C072,2026-08-10T14:53:50-04:00,GitHubAPI,RC_GH_RAV_1,https://github.com/Jeevika-Patanker/Speech-Emotion-Recognition,https://github.com/Jeevika-Patanker/Speech-Emotion-Recognition,,,RAVDESS,unknown,pending,,,,raw GitHub repository-search hit; GH-RAV-1 rank=40
C073,2026-08-10T14:53:50-04:00,GitHubAPI,RC_GH_RAV_1,https://github.com/souradeepdutta/Speech-Emotion-Recognition-with-CNN-LSTM-CLSTM,https://github.com/souradeepdutta/Speech-Emotion-Recognition-with-CNN-LSTM-CLSTM,,,RAVDESS,unknown,pending,,,,raw GitHub repository-search hit; GH-RAV-1 rank=41
C074,2026-08-10T14:53:50-04:00,GitHubAPI,RC_GH_RAV_1|RC_GH_RAV_2,https://github.com/ayush1k/Speech-Emotion-Recognition-RAVDESS,https://github.com/ayush1k/Speech-Emotion-Recognition-RAVDESS,,,RAVDESS,unknown,pending,,,,raw GitHub repository-search hit; GH-RAV-1 rank=42; raw GitHub repository-search hit; GH-RAV-2 rank=65
C075,2026-08-10T14:53:50-04:00,GitHubAPI,RC_GH_RAV_1|RC_GH_RAV_2,https://github.com/CharlesCro/ser-ravdess,https://github.com/CharlesCro/ser-ravdess,,,RAVDESS,unknown,pending,,,,raw GitHub repository-search hit; GH-RAV-1 rank=43; raw GitHub repository-search hit; GH-RAV-2 rank=52
C076,2026-08-10T14:53:50-04:00,GitHubAPI,RC_GH_RAV_1,https://github.com/billy-enrizky/Speech-Emotion-Recognition,https://github.com/billy-enrizky/Speech-Emotion-Recognition,,,RAVDESS,unknown,pending,,,,raw GitHub repository-search hit; GH-RAV-1 rank=44
C077,2026-08-10T14:53:50-04:00,GitHubAPI,RC_GH_RAV_1|RC_GH_RAV_2,https://github.com/AditiSrivastava905/Code_alpha_Emotion-Recognition-From-Speech,https://github.com/AditiSrivastava905/Code_alpha_Emotion-Recognition-From-Speech,,,RAVDESS,unknown,pending,,,,raw GitHub repository-search hit; GH-RAV-1 rank=45; raw GitHub repository-search hit; GH-RAV-2 rank=39
C078,2026-08-10T14:53:50-04:00,GitHubAPI,RC_GH_RAV_1|RC_GH_RAV_2,https://github.com/rsc1102/Speech-Emotion-Recognition,https://github.com/rsc1102/Speech-Emotion-Recognition,,,RAVDESS,unknown,pending,,,,raw GitHub repository-search hit; GH-RAV-1 rank=47; raw GitHub repository-search hit; GH-RAV-2 rank=81
C079,2026-08-10T14:53:50-04:00,GitHubAPI,RC_GH_RAV_1|RC_GH_RAV_2,https://github.com/feritiro/Speech_Emotion_Recognition_Ravdess,https://github.com/feritiro/Speech_Emotion_Recognition_Ravdess,,,RAVDESS,unknown,pending,,,,raw GitHub repository-search hit; GH-RAV-1 rank=48; raw GitHub repository-search hit; GH-RAV-2 rank=76
C080,2026-08-10T14:53:50-04:00,GitHubAPI,RC_GH_RAV_1|RC_GH_RAV_2,https://github.com/f20250631-droid/Speech_Emotion_Recognition_RAVDESS,https://github.com/f20250631-droid/Speech_Emotion_Recognition_RAVDESS,,,RAVDESS,unknown,pending,,,,raw GitHub repository-search hit; GH-RAV-1 rank=49; raw GitHub repository-search hit; GH-RAV-2 rank=77
C081,2026-08-10T14:53:50-04:00,GitHubAPI,RC_GH_RAV_1|RC_GH_RAV_2,https://github.com/baroudioussama/Speech-Emotion-Recognition-RAVDESS-,https://github.com/baroudioussama/Speech-Emotion-Recognition-RAVDESS-,,,RAVDESS,unknown,pending,,,,raw GitHub repository-search hit; GH-RAV-1 rank=50; raw GitHub repository-search hit; GH-RAV-2 rank=78
C082,2026-08-10T14:53:50-04:00,GitHubAPI,RC_GH_RAV_1|RC_GH_RAV_2,https://github.com/abyadha/Speech-Emotion-Recognition-RAVDESS,https://github.com/abyadha/Speech-Emotion-Recognition-RAVDESS,,,RAVDESS,unknown,pending,,,,raw GitHub repository-search hit; GH-RAV-1 rank=51; raw GitHub repository-search hit; GH-RAV-2 rank=74
C083,2026-08-10T14:53:50-04:00,GitHubAPI,RC_GH_RAV_1|RC_GH_RAV_2,https://github.com/saufi-opi/Speech-Emotion-Recognition,https://github.com/saufi-opi/Speech-Emotion-Recognition,,,RAVDESS,unknown,pending,,,,raw GitHub repository-search hit; GH-RAV-1 rank=52; raw GitHub repository-search hit; GH-RAV-2 rank=90
C084,2026-08-10T14:53:50-04:00,GitHubAPI,RC_GH_RAV_1|RC_GH_RAV_2,https://github.com/Ateeb-333/speech-emotion-recognition-ravdess,https://github.com/Ateeb-333/speech-emotion-recognition-ravdess,,,RAVDESS,unknown,pending,,,,raw GitHub repository-search hit; GH-RAV-1 rank=53; raw GitHub repository-search hit; GH-RAV-2 rank=85
C085,2026-08-10T14:53:50-04:00,GitHubAPI,RC_GH_RAV_1|RC_GH_RAV_2,https://github.com/mrunallll/Speech-Emotion-Recognition,https://github.com/mrunallll/Speech-Emotion-Recognition,,,RAVDESS,unknown,pending,,,,raw GitHub repository-search hit; GH-RAV-1 rank=54; raw GitHub repository-search hit; GH-RAV-2 rank=98
C086,2026-08-10T14:53:50-04:00,GitHubAPI,RC_GH_RAV_1|RC_GH_RAV_2,https://github.com/ismailkattar/Speech-Emotion-Recognition-Using-RAVDESS,https://github.com/ismailkattar/Speech-Emotion-Recognition-Using-RAVDESS,,,RAVDESS,unknown,pending,,,,raw GitHub repository-search hit; GH-RAV-1 rank=55; raw GitHub repository-search hit; GH-RAV-2 rank=86
C087,2026-08-10T14:53:50-04:00,GitHubAPI,RC_GH_RAV_1,https://github.com/Elnaz-Khaveh/Speech-Emotion-Recognition,https://github.com/Elnaz-Khaveh/Speech-Emotion-Recognition,,,RAVDESS,unknown,pending,,,,raw GitHub repository-search hit; GH-RAV-1 rank=56
C088,2026-08-10T14:53:50-04:00,GitHubAPI,RC_GH_RAV_1|RC_GH_RAV_2,https://github.com/GAGAN-010/speech-emotion-recognition-tess-ravdess,https://github.com/GAGAN-010/speech-emotion-recognition-tess-ravdess,,,RAVDESS,unknown,pending,,,,raw GitHub repository-search hit; GH-RAV-1 rank=57; raw GitHub repository-search hit; GH-RAV-2 rank=94
C089,2026-08-10T14:53:50-04:00,GitHubAPI,RC_GH_RAV_1|RC_GH_RAV_2,https://github.com/Aakash200/speech-emotion-recognition-ravdess-data,https://github.com/Aakash200/speech-emotion-recognition-ravdess-data,,,RAVDESS,unknown,pending,,,,raw GitHub repository-search hit; GH-RAV-1 rank=58; raw GitHub repository-search hit; GH-RAV-2 rank=92
C090,2026-08-10T14:53:50-04:00,GitHubAPI,RC_GH_RAV_1,https://github.com/basitajaz12/speech-emotion-recognition,https://github.com/basitajaz12/speech-emotion-recognition,,,RAVDESS,unknown,pending,,,,raw GitHub repository-search hit; GH-RAV-1 rank=59
C091,2026-08-10T14:53:50-04:00,GitHubAPI,RC_GH_RAV_1|RC_GH_RAV_2,https://github.com/chacconed/Speech-Emotion-Recognition-on-Ravdess,https://github.com/chacconed/Speech-Emotion-Recognition-on-Ravdess,,,RAVDESS,unknown,pending,,,,raw GitHub repository-search hit; GH-RAV-1 rank=60; raw GitHub repository-search hit; GH-RAV-2 rank=91
C092,2026-08-10T14:53:50-04:00,GitHubAPI,RC_GH_RAV_1|RC_GH_RAV_2,https://github.com/pavanpadmata/speech-emotion-recognition-ravdess-data,https://github.com/pavanpadmata/speech-emotion-recognition-ravdess-data,,,RAVDESS,unknown,pending,,,,raw GitHub repository-search hit; GH-RAV-1 rank=61; raw GitHub repository-search hit; GH-RAV-2 rank=99
C093,2026-08-10T14:53:50-04:00,GitHubAPI,RC_GH_RAV_1|RC_GH_CRE_1|RC_GH_CRE_2,https://github.com/A-SHOJAEI/cross-corpus-speech-emotion-recognition-with-wav2vec2,https://github.com/A-SHOJAEI/cross-corpus-speech-emotion-recognition-with-wav2vec2,,,RAVDESS|CREMA-D,unknown,pending,,,,raw GitHub repository-search hit; GH-RAV-1 rank=64; raw GitHub repository-search hit; GH-CRE-1 rank=2; raw GitHub repository-search hit; GH-CRE-2 rank=3
C094,2026-08-10T14:53:50-04:00,GitHubAPI,RC_GH_RAV_1,https://github.com/PKLekhasri/speech-emotion-recognition,https://github.com/PKLekhasri/speech-emotion-recognition,,,RAVDESS,unknown,pending,,,,raw GitHub repository-search hit; GH-RAV-1 rank=65
C095,2026-08-10T14:53:50-04:00,GitHubAPI,RC_GH_RAV_1|RC_GH_RAV_2,https://github.com/tomfran/ravdess-ser,https://github.com/tomfran/ravdess-ser,,,RAVDESS,unknown,pending,,,,raw GitHub repository-search hit; GH-RAV-1 rank=66; raw GitHub repository-search hit; GH-RAV-2 rank=87
C096,2026-08-10T14:53:50-04:00,GitHubAPI,RC_GH_RAV_1|RC_GH_RAV_2,https://github.com/kumbhanvgopi/SER-Main,https://github.com/kumbhanvgopi/SER-Main,,,RAVDESS,unknown,pending,,,,raw GitHub repository-search hit; GH-RAV-1 rank=67; raw GitHub repository-search hit; GH-RAV-2 rank=95
C097,2026-08-10T14:53:50-04:00,GitHubAPI,RC_GH_RAV_1|IE_GH_E_01|IE_GH_E_02,https://github.com/HamzaNasr1/SpeechEmotionRecognition,https://github.com/HamzaNasr1/SpeechEmotionRecognition,,,RAVDESS|EmoDB,unknown,pending,,,,raw GitHub repository-search hit; GH-RAV-1 rank=68
C098,2026-08-10T14:53:50-04:00,GitHubAPI,RC_GH_RAV_1,https://github.com/MARCIO-COSTA93/speech-emotion-recognition-cnn,https://github.com/MARCIO-COSTA93/speech-emotion-recognition-cnn,,,RAVDESS,unknown,pending,,,,raw GitHub repository-search hit; GH-RAV-1 rank=69
C099,2026-08-10T14:53:50-04:00,GitHubAPI,RC_GH_RAV_1,https://github.com/Varun-eng/Speech-Emotion-Recognition-Using-SVM,https://github.com/Varun-eng/Speech-Emotion-Recognition-Using-SVM,,,RAVDESS,unknown,pending,,,,raw GitHub repository-search hit; GH-RAV-1 rank=70
C100,2026-08-10T14:53:50-04:00,GitHubAPI,RC_GH_RAV_1,https://github.com/vcosss/Speech-Emotion-Recognition,https://github.com/vcosss/Speech-Emotion-Recognition,,,RAVDESS,unknown,pending,,,,raw GitHub repository-search hit; GH-RAV-1 rank=71
C101,2026-08-10T14:53:50-04:00,GitHubAPI,RC_GH_RAV_1,https://github.com/Dheeraj30198/speech-emotion-recognition,https://github.com/Dheeraj30198/speech-emotion-recognition,,,RAVDESS,unknown,pending,,,,raw GitHub repository-search hit; GH-RAV-1 rank=72
C102,2026-08-10T14:53:50-04:00,GitHubAPI,RC_GH_RAV_1,https://github.com/shreyash-singh-yadav/speech-emotion-recognition-cnn,https://github.com/shreyash-singh-yadav/speech-emotion-recognition-cnn,,,RAVDESS,unknown,pending,,,,raw GitHub repository-search hit; GH-RAV-1 rank=73
C103,2026-08-10T14:53:50-04:00,GitHubAPI,RC_GH_RAV_1,https://github.com/Yuvrxj7908/Speech-Emotion-Recognition-on-RAVDESS-Dataset,https://github.com/Yuvrxj7908/Speech-Emotion-Recognition-on-RAVDESS-Dataset,,,RAVDESS,unknown,pending,,,,raw GitHub repository-search hit; GH-RAV-1 rank=74
C104,2026-08-10T14:53:50-04:00,GitHubAPI,RC_GH_RAV_1,https://github.com/Mainakcris7/speech_emotion_recognition_with_tess_ravdess,https://github.com/Mainakcris7/speech_emotion_recognition_with_tess_ravdess,,,RAVDESS,unknown,pending,,,,raw GitHub repository-search hit; GH-RAV-1 rank=75
C105,2026-08-10T14:53:50-04:00,GitHubAPI,RC_GH_RAV_1,https://github.com/Vis-halV/pr-mini,https://github.com/Vis-halV/pr-mini,,,RAVDESS,unknown,pending,,,,raw GitHub repository-search hit; GH-RAV-1 rank=76
C106,2026-08-10T14:53:50-04:00,GitHubAPI,RC_GH_RAV_1,https://github.com/amnesiackid/automatic-speech-emotion-recognition-on-ravdess,https://github.com/amnesiackid/automatic-speech-emotion-recognition-on-ravdess,,,RAVDESS,unknown,pending,,,,raw GitHub repository-search hit; GH-RAV-1 rank=77
C107,2026-08-10T14:53:50-04:00,GitHubAPI,RC_GH_RAV_1,https://github.com/vasavivenimenda-cloud/Speech-Emotion-Recognition,https://github.com/vasavivenimenda-cloud/Speech-Emotion-Recognition,,,RAVDESS,unknown,pending,,,,raw GitHub repository-search hit; GH-RAV-1 rank=78
C108,2026-08-10T14:53:50-04:00,GitHubAPI,RC_GH_RAV_1|RC_GH_RAV_2,https://github.com/pranavharke/SpeechEmotionDetection,https://github.com/pranavharke/SpeechEmotionDetection,,,RAVDESS,unknown,pending,,,,raw GitHub repository-search hit; GH-RAV-1 rank=79; raw GitHub repository-search hit; GH-RAV-2 rank=47
C109,2026-08-10T14:53:50-04:00,GitHubAPI,RC_GH_RAV_1,https://github.com/thu-unicorn/Speech-Emotion-Recognition,https://github.com/thu-unicorn/Speech-Emotion-Recognition,,,RAVDESS,unknown,pending,,,,raw GitHub repository-search hit; GH-RAV-1 rank=80
C110,2026-08-10T14:53:50-04:00,GitHubAPI,RC_GH_RAV_1,https://github.com/1994-avik/Speech-Emotion-recognition-using-RAVDESS-dataset,https://github.com/1994-avik/Speech-Emotion-recognition-using-RAVDESS-dataset,,,RAVDESS,unknown,pending,,,,raw GitHub repository-search hit; GH-RAV-1 rank=81
C111,2026-08-10T14:53:50-04:00,GitHubAPI,RC_GH_RAV_1,https://github.com/kankana2005-cloud/SpeechEmotionRecognition,https://github.com/kankana2005-cloud/SpeechEmotionRecognition,,,RAVDESS,unknown,pending,,,,raw GitHub repository-search hit; GH-RAV-1 rank=82
C112,2026-08-10T14:53:50-04:00,GitHubAPI,RC_GH_RAV_1,https://github.com/Vansh-187/speech-emotion-recognition,https://github.com/Vansh-187/speech-emotion-recognition,,,RAVDESS,unknown,pending,,,,raw GitHub repository-search hit; GH-RAV-1 rank=83
C113,2026-08-10T14:53:50-04:00,GitHubAPI,RC_GH_RAV_1,https://github.com/Sans532/Speech-Emotion-Recognition,https://github.com/Sans532/Speech-Emotion-Recognition,,,RAVDESS,unknown,pending,,,,raw GitHub repository-search hit; GH-RAV-1 rank=84
C114,2026-08-10T14:53:50-04:00,GitHubAPI,RC_GH_RAV_1,https://github.com/Abdrakib/Speech-emotion-recognition,https://github.com/Abdrakib/Speech-emotion-recognition,,,RAVDESS,unknown,pending,,,,raw GitHub repository-search hit; GH-RAV-1 rank=85
C115,2026-08-10T14:53:50-04:00,GitHubAPI,RC_GH_RAV_1,https://github.com/ramah32/wav2vec-ravdess-ser,https://github.com/ramah32/wav2vec-ravdess-ser,,,RAVDESS,unknown,pending,,,,raw GitHub repository-search hit; GH-RAV-1 rank=86
C116,2026-08-10T14:53:50-04:00,GitHubAPI,RC_GH_RAV_1,https://github.com/Farnaz4649/Speech_Emotion_Recognition_DL,https://github.com/Farnaz4649/Speech_Emotion_Recognition_DL,,,RAVDESS,unknown,pending,,,,raw GitHub repository-search hit; GH-RAV-1 rank=87
C117,2026-08-10T14:53:50-04:00,GitHubAPI,RC_GH_RAV_1,https://github.com/LavanuruRohithRoy/Speech-Emotion-Recognition,https://github.com/LavanuruRohithRoy/Speech-Emotion-Recognition,,,RAVDESS,unknown,pending,,,,raw GitHub repository-search hit; GH-RAV-1 rank=88
C118,2026-08-10T14:53:50-04:00,GitHubAPI,RC_GH_RAV_1,https://github.com/neerajk23-cmd/Speech-Emotion-Recognition-on-RAVDESS-Dataset,https://github.com/neerajk23-cmd/Speech-Emotion-Recognition-on-RAVDESS-Dataset,,,RAVDESS,unknown,pending,,,,raw GitHub repository-search hit; GH-RAV-1 rank=89
C119,2026-08-10T14:53:50-04:00,GitHubAPI,RC_GH_RAV_1,https://github.com/shilpatumma/CodeAlpha---speech-emotion-recognition,https://github.com/shilpatumma/CodeAlpha---speech-emotion-recognition,,,RAVDESS,unknown,pending,,,,raw GitHub repository-search hit; GH-RAV-1 rank=90
C120,2026-08-10T14:53:50-04:00,GitHubAPI,RC_GH_RAV_1,https://github.com/aaryamehrotra2007/Speech-Emotion-Recognition,https://github.com/aaryamehrotra2007/Speech-Emotion-Recognition,,,RAVDESS,unknown,pending,,,,raw GitHub repository-search hit; GH-RAV-1 rank=91
C121,2026-08-10T14:53:50-04:00,GitHubAPI,RC_GH_RAV_1,https://github.com/BristiGhosh604/speech-emotion-recognition,https://github.com/BristiGhosh604/speech-emotion-recognition,,,RAVDESS,unknown,pending,,,,raw GitHub repository-search hit; GH-RAV-1 rank=92
C122,2026-08-10T14:53:50-04:00,GitHubAPI,RC_GH_RAV_1,https://github.com/Abirelbahri/Speech-Emotion-Recognition,https://github.com/Abirelbahri/Speech-Emotion-Recognition,,,RAVDESS,unknown,pending,,,,raw GitHub repository-search hit; GH-RAV-1 rank=93
C123,2026-08-10T14:53:50-04:00,GitHubAPI,RC_GH_RAV_1,https://github.com/Sathvika7981/Speech-Emotion-Recognition-ML,https://github.com/Sathvika7981/Speech-Emotion-Recognition-ML,,,RAVDESS,unknown,pending,,,,raw GitHub repository-search hit; GH-RAV-1 rank=94
C124,2026-08-10T14:53:50-04:00,GitHubAPI,RC_GH_RAV_1|RC_GH_CRE_1|RC_GH_CRE_2,https://github.com/ai739rya/SpeechEmotionRecognition,https://github.com/ai739rya/SpeechEmotionRecognition,,,RAVDESS|CREMA-D,unknown,pending,,,,raw GitHub repository-search hit; GH-RAV-1 rank=95; raw GitHub repository-search hit; GH-CRE-1 rank=8; raw GitHub repository-search hit; GH-CRE-2 rank=34
C125,2026-08-10T14:53:50-04:00,GitHubAPI,RC_GH_RAV_1|RC_GH_CRE_1|RC_GH_CRE_2,https://github.com/Tejaswini5242/speech-emotion-recognition,https://github.com/Tejaswini5242/speech-emotion-recognition,,,RAVDESS|CREMA-D,unknown,pending,,,,raw GitHub repository-search hit; GH-RAV-1 rank=96; raw GitHub repository-search hit; GH-CRE-1 rank=4; raw GitHub repository-search hit; GH-CRE-2 rank=6
C126,2026-08-10T14:53:50-04:00,GitHubAPI,RC_GH_RAV_1,https://github.com/scarletsiren50-art/CodeAlpha_SpeechEmotionRecognition,https://github.com/scarletsiren50-art/CodeAlpha_SpeechEmotionRecognition,,,RAVDESS,unknown,pending,,,,raw GitHub repository-search hit; GH-RAV-1 rank=97
C127,2026-08-10T14:53:50-04:00,GitHubAPI,RC_GH_RAV_1,https://github.com/harshitschooled/Speech-Emotion-Recognition,https://github.com/harshitschooled/Speech-Emotion-Recognition,,,RAVDESS,unknown,pending,,,,raw GitHub repository-search hit; GH-RAV-1 rank=98
C128,2026-08-10T14:53:50-04:00,GitHubAPI,RC_GH_RAV_1,https://github.com/satwikalankela/Speech_Emotion_Recognition,https://github.com/satwikalankela/Speech_Emotion_Recognition,,,RAVDESS,unknown,pending,,,,raw GitHub repository-search hit; GH-RAV-1 rank=99
C129,2026-08-10T14:54:04-04:00,GitHubAPI,RC_GH_RAV_2,https://github.com/IliaZenkov/transformer-cnn-emotion-recognition,https://github.com/IliaZenkov/transformer-cnn-emotion-recognition,,,RAVDESS,unknown,pending,,,,raw GitHub repository-search hit; GH-RAV-2 rank=2
C130,2026-08-10T14:54:04-04:00,GitHubAPI,RC_GH_RAV_2,https://github.com/cristinalunaj/MMEmotionRecognition,https://github.com/cristinalunaj/MMEmotionRecognition,,,RAVDESS,unknown,pending,,,,raw GitHub repository-search hit; GH-RAV-2 rank=3
C131,2026-08-10T14:54:04-04:00,GitHubAPI,RC_GH_RAV_2,https://github.com/gianscuri/Emotion-Recognition_SER-FER_RAVDESS,https://github.com/gianscuri/Emotion-Recognition_SER-FER_RAVDESS,,,RAVDESS,unknown,pending,,,,raw GitHub repository-search hit; GH-RAV-2 rank=4
C132,2026-08-10T14:54:04-04:00,GitHubAPI,RC_GH_RAV_2,https://github.com/KangHyunWook/Pytorch-implementation-of-Multimodal-emotion-recognition-on-RAVDESS-dataset,https://github.com/KangHyunWook/Pytorch-implementation-of-Multimodal-emotion-recognition-on-RAVDESS-dataset,,,RAVDESS,unknown,pending,,,,raw GitHub repository-search hit; GH-RAV-2 rank=10
C133,2026-08-10T14:54:04-04:00,GitHubAPI,RC_GH_RAV_2,https://github.com/Baibhav-nag/Multimodal-emotion-recognition,https://github.com/Baibhav-nag/Multimodal-emotion-recognition,,,RAVDESS,unknown,pending,,,,raw GitHub repository-search hit; GH-RAV-2 rank=13
C134,2026-08-10T14:54:04-04:00,GitHubAPI,RC_GH_RAV_2,https://github.com/rajnish-aggarwal/Emotion-recognition-using-audio-and-video-on-RAVDES-dataset,https://github.com/rajnish-aggarwal/Emotion-recognition-using-audio-and-video-on-RAVDES-dataset,,,RAVDESS,unknown,pending,,,,raw GitHub repository-search hit; GH-RAV-2 rank=17
C135,2026-08-10T14:54:04-04:00,GitHubAPI,RC_GH_RAV_2,https://github.com/bagustris/ravdess_song,https://github.com/bagustris/ravdess_song,,,RAVDESS,unknown,pending,,,,raw GitHub repository-search hit; GH-RAV-2 rank=18
C136,2026-08-10T14:54:04-04:00,GitHubAPI,RC_GH_RAV_2,https://github.com/RosRed/Multimodal-Emotion-Recognition-on-RAVDESS-dataset,https://github.com/RosRed/Multimodal-Emotion-Recognition-on-RAVDESS-dataset,,,RAVDESS,unknown,pending,,,,raw GitHub repository-search hit; GH-RAV-2 rank=27
C137,2026-08-10T14:54:04-04:00,GitHubAPI,RC_GH_RAV_2,https://github.com/timsamson/audible_emotion_recognition,https://github.com/timsamson/audible_emotion_recognition,,,RAVDESS,unknown,pending,,,,raw GitHub repository-search hit; GH-RAV-2 rank=29
C138,2026-08-10T14:54:04-04:00,GitHubAPI,RC_GH_RAV_2,https://github.com/abhishekyana/Emotion-Recognition-using-Spatio-Temporal-Data,https://github.com/abhishekyana/Emotion-Recognition-using-Spatio-Temporal-Data,,,RAVDESS,unknown,pending,,,,raw GitHub repository-search hit; GH-RAV-2 rank=31
C139,2026-08-10T14:54:04-04:00,GitHubAPI,RC_GH_RAV_2,https://github.com/epospiky/Bimodal_Emotion_Recognition_With_Ravdess_Dataset,https://github.com/epospiky/Bimodal_Emotion_Recognition_With_Ravdess_Dataset,,,RAVDESS,unknown,pending,,,,raw GitHub repository-search hit; GH-RAV-2 rank=35
C140,2026-08-10T14:54:04-04:00,GitHubAPI,RC_GH_RAV_2,https://github.com/McSnipe97/ravdess,https://github.com/McSnipe97/ravdess,,,RAVDESS,unknown,pending,,,,raw GitHub repository-search hit; GH-RAV-2 rank=37
C141,2026-08-10T14:54:04-04:00,GitHubAPI,RC_GH_RAV_2,https://github.com/manavgakhar/EmotionNet,https://github.com/manavgakhar/EmotionNet,,,RAVDESS,unknown,pending,,,,raw GitHub repository-search hit; GH-RAV-2 rank=38
C142,2026-08-10T14:54:04-04:00,GitHubAPI,RC_GH_RAV_2,https://github.com/MSJ1996/RAVDESS-Dataset,https://github.com/MSJ1996/RAVDESS-Dataset,,,RAVDESS,unknown,pending,,,,raw GitHub repository-search hit; GH-RAV-2 rank=41
C143,2026-08-10T14:54:04-04:00,GitHubAPI,RC_GH_RAV_2,https://github.com/wangyx240/real_time_emotion_recognition_based_on_face,https://github.com/wangyx240/real_time_emotion_recognition_based_on_face,,,RAVDESS,unknown,pending,,,,raw GitHub repository-search hit; GH-RAV-2 rank=43
C144,2026-08-10T14:54:04-04:00,GitHubAPI,RC_GH_RAV_2,https://github.com/Meh1988/EmotionalSpeechRecognition,https://github.com/Meh1988/EmotionalSpeechRecognition,,,RAVDESS,unknown,pending,,,,raw GitHub repository-search hit; GH-RAV-2 rank=46
C145,2026-08-10T14:54:04-04:00,GitHubAPI,RC_GH_RAV_2,https://github.com/Susi-brambilla/emotion-recognition-RAVDESS,https://github.com/Susi-brambilla/emotion-recognition-RAVDESS,,,RAVDESS,unknown,pending,,,,raw GitHub repository-search hit; GH-RAV-2 rank=48
C146,2026-08-10T14:54:04-04:00,GitHubAPI,RC_GH_RAV_2,https://github.com/Lamis-Amd/emotion-recognition-RAVDESS,https://github.com/Lamis-Amd/emotion-recognition-RAVDESS,,,RAVDESS,unknown,pending,,,,raw GitHub repository-search hit; GH-RAV-2 rank=54
C147,2026-08-10T14:54:04-04:00,GitHubAPI,RC_GH_RAV_2,https://github.com/shreyash-alt/Emotion_Recognition_RAVDESS,https://github.com/shreyash-alt/Emotion_Recognition_RAVDESS,,,RAVDESS,unknown,pending,,,,raw GitHub repository-search hit; GH-RAV-2 rank=56
C148,2026-08-10T14:54:04-04:00,GitHubAPI,RC_GH_RAV_2,https://github.com/godse4111/Emotion-Recognition,https://github.com/godse4111/Emotion-Recognition,,,RAVDESS,unknown,pending,,,,raw GitHub repository-search hit; GH-RAV-2 rank=58
C149,2026-08-10T14:54:04-04:00,GitHubAPI,RC_GH_RAV_2,https://github.com/moazhassan751/Multimodal-Emotion-Recognition,https://github.com/moazhassan751/Multimodal-Emotion-Recognition,,,RAVDESS,unknown,pending,,,,raw GitHub repository-search hit; GH-RAV-2 rank=64
C150,2026-08-10T14:54:04-04:00,GitHubAPI,RC_GH_RAV_2,https://github.com/fdhlhdc12/ravdess-dtw-emotion-recognition,https://github.com/fdhlhdc12/ravdess-dtw-emotion-recognition,,,RAVDESS,unknown,pending,,,,raw GitHub repository-search hit; GH-RAV-2 rank=67
C151,2026-08-10T14:54:04-04:00,GitHubAPI,RC_GH_RAV_2,https://github.com/VINUVPOTTY/voice-emotion-recognition-ravdess,https://github.com/VINUVPOTTY/voice-emotion-recognition-ravdess,,,RAVDESS,unknown,pending,,,,raw GitHub repository-search hit; GH-RAV-2 rank=68
C152,2026-08-10T14:54:04-04:00,GitHubAPI,RC_GH_RAV_2,https://github.com/shaheeeeeeeeem/multimodal-emotion-recognition-ravdess,https://github.com/shaheeeeeeeeem/multimodal-emotion-recognition-ravdess,,,RAVDESS,unknown,pending,,,,raw GitHub repository-search hit; GH-RAV-2 rank=70
