fold,rotation,draw,policy,encoder,pool_scope,n_evaluation_people,n_candidate_people,n_selected_people,nn1_mean,nn1_max,nn3_mean,selected_global_loso_distance_mean,pool_global_loso_distance_mean,selected_outlier_mean_percentile
0,4,2,C,xvector,excluding_selected,35,59,24,0.017295993836296018,0.0274956567219089,0.020746121943370315,0.05160860147637112,0.04896684386088123,0.6016949152542372
0,4,2,R,xvector,including_selected,59,59,24,0.010483562080386095,0.026517058493164214,0.01796691406994833,0.04907377760553796,0.04896684386088123,0.516949152542373
0,4,2,R,xvector,excluding_selected,35,59,24,0.017672290364079416,0.026517058493164214,0.020479393968697534,0.04907377760553796,0.04896684386088123,0.516949152542373
0,4,2,U,xvector,including_selected,59,59,24,0.011424343499983175,0.028979436902558442,0.018492696882161548,0.047826625925269595,0.04896684386088123,0.4590395480225989
0,4,2,U,xvector,excluding_selected,35,59,24,0.01925817904282878,0.028979436902558442,0.021798692661875455,0.047826625925269595,0.04896684386088123,0.4590395480225989
0,5,0,C,ecapa,including_selected,59,59,24,0.35318071314464705,0.7095309557184368,0.5939599308111958,0.8568175252240469,0.8378488893615161,0.6927966101694913
0,5,0,C,ecapa,excluding_selected,35,59,24,0.5953617735866907,0.7095309557184368,0.6597694796697322,0.8568175252240469,0.8378488893615161,0.6927966101694913
0,5,0,R,ecapa,including_selected,59,59,24,0.323546012980882,0.6602671767680559,0.5602520738890062,0.8423129165703468,0.8378488893615161,0.5303672316384181
0,5,0,R,ecapa,excluding_selected,35,59,24,0.5454061361677724,0.6602671767680559,0.6351417637231203,0.8423129165703468,0.8378488893615161,0.5303672316384181
0,5,0,U,ecapa,including_selected,59,59,24,0.3490899810472931,0.7320216278479907,0.5680108033441239,0.8376940133738208,0.8378488893615161,0.5021186440677966
0,5,0,U,ecapa,excluding_selected,35,59,24,0.5884659680511513,0.7320216278479907,0.6547306348814983,0.8376940133738208,0.8378488893615161,0.5021186440677966
0,5,1,C,ecapa,including_selected,59,59,24,0.35318071314464705,0.7095309557184368,0.5939599308111958,0.8568175252240469,0.8378488893615161,0.6927966101694913
0,5,1,C,ecapa,excluding_selected,35,59,24,0.5953617735866907,0.7095309557184368,0.6597694796697322,0.8568175252240469,0.8378488893615161,0.6927966101694913
0,5,1,R,ecapa,including_selected,59,59,24,0.323546012980882,0.6602671767680559,0.5602520738890062,0.8423129165703468,0.8378488893615161,0.5303672316384181
0,5,1,R,ecapa,excluding_selected,35,59,24,0.5454061361677724,0.6602671767680559,0.6351417637231203,0.8423129165703468,0.8378488893615161,0.5303672316384181
0,5,1,U,ecapa,including_selected,59,59,24,0.35702739160507185,0.8119213133002903,0.5555895458825058,0.8384830679925246,0.8378488893615161,0.5098870056497175
0,5,1,U,ecapa,excluding_selected,35,59,24,0.6018461744199785,0.8119213133002903,0.6558436542303889,0.8384830679925246,0.8378488893615161,0.5098870056497175
0,5,2,C,ecapa,including_selected,59,59,24,0.35318071314464705,0.7095309557184368,0.5939599308111958,0.8568175252240469,0.8378488893615161,0.6927966101694913
0,5,2,C,ecapa,excluding_selected,35,59,24,0.5953617735866907,0.7095309557184368,0.6597694796697322,0.8568175252240469,0.8378488893615161,0.6927966101694913
0,5,2,R,ecapa,including_selected,59,59,24,0.323546012980882,0.6602671767680559,0.5602520738890062,0.8423129165703468,0.8378488893615161,0.5303672316384181
0,5,2,R,ecapa,excluding_selected,35,59,24,0.5454061361677724,0.6602671767680559,0.6351417637231203,0.8423129165703468,0.8378488893615161,0.5303672316384181
0,5,2,U,ecapa,including_selected,59,59,24,0.36324582111211856,0.8245168640789339,0.5612693828473337,0.830984622726744,0.8378488893615161,0.4519774011299435
0,5,2,U,ecapa,excluding_selected,35,59,24,0.6123286698747142,0.8245168640789339,0.6638450221845044,0.830984622726744,0.8378488893615161,0.4519774011299435
0,5,0,C,xvector,including_selected,59,59,24,0.010739528185506499,0.025520867304373862,0.019084095923103957,0.0509670120602711,0.04871407113238983,0.6002824858757062
0,5,0,C,xvector,excluding_selected,35,59,24,0.018103776084139527,0.025520867304373862,0.02094454126791247,0.0509670120602711,0.04871407113238983,0.6002824858757062
0,5,0,R,xvector,including_selected,59,59,24,0.010259700045215817,0.024316335618207008,0.017735082033289003,0.049505962002436454,0.04871407113238983,0.5338983050847458
0,5,0,R,xvector,excluding_selected,35,59,24,0.017294922933363807,0.024316335618207008,0.01994481764801555,0.049505962002436454,0.04871407113238983,0.5338983050847458
0,5,0,U,xvector,including_selected,59,59,24,0.01096498101528471,0.02778916133995124,0.018139558936184085,0.04835920642451933,0.04871407113238983,0.4957627118644068
0,5,0,U,xvector,excluding_selected,35,59,24,0.01848382514005137,0.02778916133995124,0.021114790397426437,0.04835920642451933,0.04871407113238983,0.4957627118644068
0,5,1,C,xvector,including_selected,59,59,24,0.010739528185506499,0.025520867304373862,0.019084095923103957,0.0509670120602711,0.04871407113238983,0.6002824858757062
0,5,1,C,xvector,excluding_selected,35,59,24,0.018103776084139527,0.025520867304373862,0.02094454126791247,0.0509670120602711,0.04871407113238983,0.6002824858757062
0,5,1,R,xvector,including_selected,59,59,24,0.010259700045215817,0.024316335618207008,0.017735082033289003,0.049505962002436454,0.04871407113238983,0.5338983050847458
0,5,1,R,xvector,excluding_selected,35,59,24,0.017294922933363807,0.024316335618207008,0.01994481764801555,0.049505962002436454,0.04871407113238983,0.5338983050847458
0,5,1,U,xvector,including_selected,59,59,24,0.011350341311583953,0.02778916133995124,0.018712145123915707,0.05041236995894267,0.04871407113238983,0.5628531073446328
0,5,1,U,xvector,excluding_selected,35,59,24,0.019133432496670093,0.02778916133995124,0.021438494716790216,0.05041236995894267,0.04871407113238983,0.5628531073446328
0,5,2,C,xvector,including_selected,59,59,24,0.010739528185506499,0.025520867304373862,0.019084095923103957,0.0509670120602711,0.04871407113238983,0.6002824858757062
0,5,2,C,xvector,excluding_selected,35,59,24,0.018103776084139527,0.025520867304373862,0.02094454126791247,0.0509670120602711,0.04871407113238983,0.6002824858757062
0,5,2,R,xvector,including_selected,59,59,24,0.010259700045215817,0.024316335618207008,0.017735082033289003,0.049505962002436454,0.04871407113238983,0.5338983050847458
0,5,2,R,xvector,excluding_selected,35,59,24,0.017294922933363807,0.024316335618207008,0.01994481764801555,0.049505962002436454,0.04871407113238983,0.5338983050847458
0,5,2,U,xvector,including_selected,59,59,24,0.011640480014196108,0.03397557770119697,0.018317493909872563,0.04714047294356302,0.04871407113238983,0.4427966101694915
0,5,2,U,xvector,excluding_selected,35,59,24,0.01962252345250201,0.03397557770119697,0.022267323177646996,0.04714047294356302,0.04871407113238983,0.4427966101694915
1,0,0,C,ecapa,including_selected,60,60,24,0.3533950566660647,0.7164385872756693,0.5869775832309646,0.8573897025185668,0.8367040724567855,0.6722222222222222
1,0,0,C,ecapa,excluding_selected,36,60,24,0.5889917611101079,0.7164385872756693,0.6499379341110723,0.8573897025185668,0.8367040724567855,0.6722222222222222
1,0,0,R,ecapa,including_selected,60,60,24,0.32550132595305636,0.6489682578582624,0.5587431822409608,0.83920664741837,0.8367040724567855,0.5159722222222222
1,0,0,R,ecapa,excluding_selected,36,60,24,0.5425022099217606,0.6489682578582624,0.6297658008186576,0.83920664741837,0.8367040724567855,0.5159722222222222
1,0,0,U,ecapa,including_selected,60,60,24,0.3543075491334081,0.7579497624404318,0.5589827919312574,0.8334442808256853,0.8367040724567855,0.47222222222222227
1,0,0,U,ecapa,excluding_selected,36,60,24,0.5905125818890135,0.7579497624404318,0.6421734402056032,0.8334442808256853,0.8367040724567855,0.47222222222222227
1,0,1,C,ecapa,including_selected,60,60,24,0.3533950566660647,0.7164385872756693,0.5869775832309646,0.8573897025185668,0.8367040724567855,0.6722222222222222
1,0,1,C,ecapa,excluding_selected,36,60,24,0.5889917611101079,0.7164385872756693,0.6499379341110723,0.8573897025185668,0.8367040724567855,0.6722222222222222
1,0,1,R,ecapa,including_selected,60,60,24,0.32550132595305636,0.6489682578582624,0.5587431822409608,0.83920664741837,0.8367040724567855,0.5159722222222222
1,0,1,R,ecapa,excluding_selected,36,60,24,0.5425022099217606,0.6489682578582624,0.6297658008186576,0.83920664741837,0.8367040724567855,0.5159722222222222
1,0,1,U,ecapa,including_selected,60,60,24,0.36321520264917034,0.7768041965734211,0.550879244322858,0.8299975649333232,0.8367040724567855,0.4541666666666666
1,0,1,U,ecapa,excluding_selected,36,60,24,0.6053586710819505,0.7768041965734211,0.6550823334150363,0.8299975649333232,0.8367040724567855,0.4541666666666666
1,0,2,C,ecapa,including_selected,60,60,24,0.3533950566660647,0.7164385872756693,0.5869775832309646,0.8573897025185668,0.8367040724567855,0.6722222222222222
1,0,2,C,ecapa,excluding_selected,36,60,24,0.5889917611101079,0.7164385872756693,0.6499379341110723,0.8573897025185668,0.8367040724567855,0.6722222222222222
1,0,2,R,ecapa,including_selected,60,60,24,0.32550132595305636,0.6489682578582624,0.5587431822409608,0.83920664741837,0.8367040724567855,0.5159722222222222
1,0,2,R,ecapa,excluding_selected,36,60,24,0.5425022099217606,0.6489682578582624,0.6297658008186576,0.83920664741837,0.8367040724567855,0.5159722222222222
1,0,2,U,ecapa,including_selected,60,60,24,0.36534687495749996,0.7667848845479597,0.5643764981367324,0.8369017727768863,0.8367040724567855,0.49722222222222223
1,0,2,U,ecapa,excluding_selected,36,60,24,0.6089114582625,0.7667848845479597,0.655953939458157,0.8369017727768863,0.8367040724567855,0.49722222222222223
1,0,0,C,xvector,including_selected,60,60,24,0.011480013595689552,0.02802720775094214,0.02012200697053642,0.05287204486029804,0.05056843912890195,0.5805555555555556
1,0,0,C,xvector,excluding_selected,36,60,24,0.019133355992815917,0.02802720775094214,0.02204878081545885,0.05287204486029804,0.05056843912890195,0.5805555555555556
1,0,0,R,xvector,including_selected,60,60,24,0.010872569062566378,0.02435666873726461,0.018912372190816863,0.05208857810624536,0.05056843912890195,0.5520833333333334
1,0,0,R,xvector,excluding_selected,36,60,24,0.01812094843761063,0.02435666873726461,0.021066915036907483,0.05208857810624536,0.05056843912890195,0.5520833333333334
1,0,0,U,xvector,including_selected,60,60,24,0.011482222411707934,0.029649047600390777,0.018706856622955036,0.05075984201302671,0.05056843912890195,0.5027777777777778
1,0,0,U,xvector,excluding_selected,36,60,24,0.019137037352846557,0.029649047600390777,0.021616677052728357,0.05075984201302671,0.05056843912890195,0.5027777777777778
1,0,1,C,xvector,including_selected,60,60,24,0.011480013595689552,0.02802720775094214,0.02012200697053642,0.05287204486029804,0.05056843912890195,0.5805555555555556
1,0,1,C,xvector,excluding_selected,36,60,24,0.019133355992815917,0.02802720775094214,0.02204878081545885,0.05287204486029804,0.05056843912890195,0.5805555555555556
1,0,1,R,xvector,including_selected,60,60,24,0.010872569062566378,0.02435666873726461,0.018912372190816863,0.05208857810624536,0.05056843912890195,0.5520833333333334
1,0,1,R,xvector,excluding_selected,36,60,24,0.01812094843761063,0.02435666873726461,0.021066915036907483,0.05208857810624536,0.05056843912890195,0.5520833333333334
1,0,1,U,xvector,including_selected,60,60,24,0.01146423370932042,0.02962306710755014,0.01827781845334414,0.04997698848253509,0.05056843912890195,0.48611111111111116
1,0,1,U,xvector,excluding_selected,36,60,24,0.0191070561822007,0.02962306710755014,0.02183216757300943,0.04997698848253509,0.05056843912890195,0.48611111111111116
1,0,2,C,xvector,including_selected,60,60,24,0.011480013595689552,0.02802720775094214,0.02012200697053642,0.05287204486029804,0.05056843912890195,0.5805555555555556
1,0,2,C,xvector,excluding_selected,36,60,24,0.019133355992815917,0.02802720775094214,0.02204878081545885,0.05287204486029804,0.05056843912890195,0.5805555555555556
1,0,2,R,xvector,including_selected,60,60,24,0.010872569062566378,0.02435666873726461,0.018912372190816863,0.05208857810624536,0.05056843912890195,0.5520833333333334
1,0,2,R,xvector,excluding_selected,36,60,24,0.01812094843761063,0.02435666873726461,0.021066915036907483,0.05208857810624536,0.05056843912890195,0.5520833333333334
1,0,2,U,xvector,including_selected,60,60,24,0.011977680632577628,0.028404019831399174,0.01975457308598491,0.0508579335323659,0.05056843912890195,0.517361111111111
1,0,2,U,xvector,excluding_selected,36,60,24,0.01996280105429605,0.028404019831399174,0.02297882986839293,0.0508579335323659,0.05056843912890195,0.517361111111111
1,1,0,C,ecapa,including_selected,59,59,24,0.3411691940927591,0.6854310263967579,0.577006936704245,0.845179100358214,0.8317581870039162,0.6221751412429378
1,1,0,C,ecapa,excluding_selected,35,59,24,0.5751137843277939,0.6854310263967579,0.6432474217608357,0.845179100358214,0.8317581870039162,0.6221751412429378
1,1,0,R,ecapa,including_selected,59,59,24,0.32156833316298045,0.643570991778656,0.5467193021570816,0.831919258268656,0.8317581870039162,0.5134180790960452
1,1,0,R,ecapa,excluding_selected,35,59,24,0.5420723330461671,0.643570991778656,0.6204156911567665,0.831919258268656,0.8317581870039162,0.5134180790960452
1,1,0,U,ecapa,including_selected,59,59,24,0.35581485378709793,0.7438128693308494,0.5525805646957082,0.8357672857384891,0.8317581870039162,0.5296610169491526
1,1,0,U,ecapa,excluding_selected,35,59,24,0.5998021820982509,0.7438128693308494,0.6514969002326628,0.8357672857384891,0.8317581870039162,0.5296610169491526
1,1,1,C,ecapa,including_selected,59,59,24,0.3411691940927591,0.6854310263967579,0.577006936704245,0.845179100358214,0.8317581870039162,0.6221751412429378
1,1,1,C,ecapa,excluding_selected,35,59,24,0.5751137843277939,0.6854310263967579,0.6432474217608357,0.845179100358214,0.8317581870039162,0.6221751412429378
1,1,1,R,ecapa,including_selected,59,59,24,0.32156833316298045,0.643570991778656,0.5467193021570816,0.831919258268656,0.8317581870039162,0.5134180790960452
1,1,1,R,ecapa,excluding_selected,35,59,24,0.5420723330461671,0.643570991778656,0.6204156911567665,0.831919258268656,0.8317581870039162,0.5134180790960452
1,1,1,U,ecapa,including_selected,59,59,24,0.3537544847158269,0.7404790827488132,0.5592816983362607,0.8378655603651785,0.8317581870039162,0.559322033898305
1,1,1,U,ecapa,excluding_selected,35,59,24,0.5963289885209654,0.7404790827488132,0.6526363960142461,0.8378655603651785,0.8317581870039162,0.559322033898305
1,1,2,C,ecapa,including_selected,59,59,24,0.3411691940927591,0.6854310263967579,0.577006936704245,0.845179100358214,0.8317581870039162,0.6221751412429378
1,1,2,C,ecapa,excluding_selected,35,59,24,0.5751137843277939,0.6854310263967579,0.6432474217608357,0.845179100358214,0.8317581870039162,0.6221751412429378
1,1,2,R,ecapa,including_selected,59,59,24,0.32156833316298045,0.643570991778656,0.5467193021570816,0.831919258268656,0.8317581870039162,0.5134180790960452
1,1,2,R,ecapa,excluding_selected,35,59,24,0.5420723330461671,0.643570991778656,0.6204156911567665,0.831919258268656,0.8317581870039162,0.5134180790960452
1,1,2,U,ecapa,including_selected,59,59,24,0.347604652975603,0.7472616678678127,0.5501913151222025,0.8288557338227894,0.8317581870039162,0.47528248587570615
1,1,2,U,ecapa,excluding_selected,35,59,24,0.5859621293017307,0.7472616678678127,0.6411224410706726,0.8288557338227894,0.8317581870039162,0.47528248587570615
1,1,0,C,xvector,including_selected,59,59,24,0.009792945120316534,0.025979364222652235,0.017622086578730985,0.04846698074450153,0.04672579615470174,0.5706214689265536
1,1,0,C,xvector,excluding_selected,35,59,24,0.016508107488533583,0.025979364222652235,0.019625696933454312,0.04846698074450153,0.04672579615470174,0.5706214689265536
1,1,0,R,xvector,including_selected,59,59,24,0.009826638014522044,0.025985739824354814,0.01707730869288968,0.04852697264926181,0.04672579615470174,0.576271186440678
1,1,0,R,xvector,excluding_selected,35,59,24,0.016564904081622873,0.025985739824354814,0.019618486091652756,0.04852697264926181,0.04672579615470174,0.576271186440678
1,1,0,U,xvector,including_selected,59,59,24,0.010646716892562597,0.028130060610535912,0.017051951519005657,0.046351429177405014,0.04672579615470174,0.47245762711864403
1,1,0,U,xvector,excluding_selected,35,59,24,0.017947322761748378,0.028130060610535912,0.02011122535078558,0.046351429177405014,0.04672579615470174,0.47245762711864403
1,1,1,C,xvector,including_selected,59,59,24,0.009792945120316534,0.025979364222652235,0.017622086578730985,0.04846698074450153,0.04672579615470174,0.5706214689265536
1,1,1,C,xvector,excluding_selected,35,59,24,0.016508107488533583,0.025979364222652235,0.019625696933454312,0.04846698074450153,0.04672579615470174,0.5706214689265536
1,1,1,R,xvector,including_selected,59,59,24,0.009826638014522044,0.025985739824354814,0.01707730869288968,0.04852697264926181,0.04672579615470174,0.576271186440678
1,1,1,R,xvector,excluding_selected,35,59,24,0.016564904081622873,0.025985739824354814,0.019618486091652756,0.04852697264926181,0.04672579615470174,0.576271186440678
1,1,1,U,xvector,including_selected,59,59,24,0.010169365895761878,0.024973464834022963,0.016847543113103314,0.04797130019048346,0.04672579615470174,0.5395480225988701
1,1,1,U,xvector,excluding_selected,35,59,24,0.01714264536714145,0.024973464834022963,0.019638353466207802,0.04797130019048346,0.04672579615470174,0.5395480225988701
1,1,2,C,xvector,including_selected,59,59,24,0.009792945120316534,0.025979364222652235,0.017622086578730985,0.04846698074450153,0.04672579615470174,0.5706214689265536
1,1,2,C,xvector,excluding_selected,35,59,24,0.016508107488533583,0.025979364222652235,0.019625696933454312,0.04846698074450153,0.04672579615470174,0.5706214689265536
1,1,2,R,xvector,including_selected,59,59,24,0.009826638014522044,0.025985739824354814,0.01707730869288968,0.04852697264926181,0.04672579615470174,0.576271186440678
1,1,2,R,xvector,excluding_selected,35,59,24,0.016564904081622873,0.025985739824354814,0.019618486091652756,0.04852697264926181,0.04672579615470174,0.576271186440678
1,1,2,U,xvector,including_selected,59,59,24,0.010097239887770653,0.027387866241035064,0.01673871901331834,0.04723242578388037,0.04672579615470174,0.5254237288135593
1,1,2,U,xvector,excluding_selected,35,59,24,0.0170210615250991,0.027387866241035064,0.01961869897385923,0.04723242578388037,0.04672579615470174,0.5254237288135593
1,2,0,C,ecapa,including_selected,62,62,24,0.3572766885537711,0.7015405141842213,0.5875647546174382,0.8563655130931466,0.8375764523405694,0.6612903225806451
1,2,0,C,ecapa,excluding_selected,38,62,24,0.5829251234298372,0.7015405141842213,0.6472724597749171,0.8563655130931466,0.8375764523405694,0.6612903225806451
1,2,0,R,ecapa,including_selected,62,62,24,0.3333928596152558,0.6214556625424614,0.5577648333336471,0.8346774837658675,0.8375764523405694,0.4543010752688172
1,2,0,R,ecapa,excluding_selected,38,62,24,0.5439567709512069,0.6214556625424614,0.6297027239183947,0.8346774837658675,0.8375764523405694,0.4543010752688172
1,2,0,U,ecapa,including_selected,62,62,24,0.3637001511435383,0.7513133725464913,0.5547319561985874,0.829679443634029,0.8375764523405694,0.4381720430107527
1,2,0,U,ecapa,excluding_selected,38,62,24,0.5934055097605099,0.7513133725464913,0.6507644450976371,0.829679443634029,0.8375764523405694,0.4381720430107527
1,2,1,C,ecapa,including_selected,62,62,24,0.3572766885537711,0.7015405141842213,0.5875647546174382,0.8563655130931466,0.8375764523405694,0.6612903225806451
1,2,1,C,ecapa,excluding_selected,38,62,24,0.5829251234298372,0.7015405141842213,0.6472724597749171,0.8563655130931466,0.8375764523405694,0.6612903225806451
1,2,1,R,ecapa,including_selected,62,62,24,0.3333928596152558,0.6214556625424614,0.5577648333336471,0.8346774837658675,0.8375764523405694,0.4543010752688172
1,2,1,R,ecapa,excluding_selected,38,62,24,0.5439567709512069,0.6214556625424614,0.6297027239183947,0.8346774837658675,0.8375764523405694,0.4543010752688172
1,2,1,U,ecapa,including_selected,62,62,24,0.35689189465098636,0.7400844226880399,0.5533440816481869,0.8357935245818405,0.8375764523405694,0.47177419354838707
1,2,1,U,ecapa,excluding_selected,38,62,24,0.5822973017989778,0.7400844226880399,0.6378212022722817,0.8357935245818405,0.8375764523405694,0.47177419354838707
1,2,2,C,ecapa,including_selected,62,62,24,0.3572766885537711,0.7015405141842213,0.5875647546174382,0.8563655130931466,0.8375764523405694,0.6612903225806451
1,2,2,C,ecapa,excluding_selected,38,62,24,0.5829251234298372,0.7015405141842213,0.6472724597749171,0.8563655130931466,0.8375764523405694,0.6612903225806451
1,2,2,R,ecapa,including_selected,62,62,24,0.3333928596152558,0.6214556625424614,0.5577648333336471,0.8346774837658675,0.8375764523405694,0.4543010752688172
1,2,2,R,ecapa,excluding_selected,38,62,24,0.5439567709512069,0.6214556625424614,0.6297027239183947,0.8346774837658675,0.8375764523405694,0.4543010752688172
1,2,2,U,ecapa,including_selected,62,62,24,0.3774404604405476,0.7748993020799443,0.5667655603987306,0.8366149297633111,0.8375764523405694,0.49798387096774194
1,2,2,U,ecapa,excluding_selected,38,62,24,0.6158239091398408,0.7748993020799443,0.6616374172003973,0.8366149297633111,0.8375764523405694,0.49798387096774194
1,2,0,C,xvector,including_selected,62,62,24,0.010740284963461234,0.02600999349016364,0.01909484104173952,0.05145906769317824,0.04817493119914986,0.6202956989247311
1,2,0,C,xvector,excluding_selected,38,62,24,0.01752362283512096,0.02600999349016364,0.020974223409172658,0.05145906769317824,0.04817493119914986,0.6202956989247311
1,2,0,R,xvector,including_selected,62,62,24,0.011164012184709516,0.026809723109549877,0.018002761396780042,0.04869492402195753,0.04817493119914986,0.5275537634408602
1,2,0,R,xvector,excluding_selected,38,62,24,0.01821496724873658,0.026809723109549877,0.020686419407132537,0.04869492402195753,0.04817493119914986,0.5275537634408602
1,2,0,U,xvector,including_selected,62,62,24,0.011340295137038551,0.026809723109549877,0.018061703264021036,0.04747164224454,0.04817493119914986,0.4637096774193548
1,2,0,U,xvector,excluding_selected,38,62,24,0.018502586802536584,0.026809723109549877,0.02140106424850129,0.04747164224454,0.04817493119914986,0.4637096774193548
1,2,1,C,xvector,including_selected,62,62,24,0.010740284963461234,0.02600999349016364,0.01909484104173952,0.05145906769317824,0.04817493119914986,0.6202956989247311
1,2,1,C,xvector,excluding_selected,38,62,24,0.01752362283512096,0.02600999349016364,0.020974223409172658,0.05145906769317824,0.04817493119914986,0.6202956989247311
1,2,1,R,xvector,including_selected,62,62,24,0.011164012184709516,0.026809723109549877,0.018002761396780042,0.04869492402195753,0.04817493119914986,0.5275537634408602
1,2,1,R,xvector,excluding_selected,38,62,24,0.01821496724873658,0.026809723109549877,0.020686419407132537,0.04869492402195753,0.04817493119914986,0.5275537634408602
1,2,1,U,xvector,including_selected,62,62,24,0.011045629387056928,0.025681864289566758,0.01817273829241181,0.048681941162510255,0.04817493119914986,0.5228494623655914
1,2,1,U,xvector,excluding_selected,38,62,24,0.01802181636835604,0.025681864289566758,0.020724668702686744,0.048681941162510255,0.04817493119914986,0.5228494623655914
1,2,2,C,xvector,including_selected,62,62,24,0.010740284963461234,0.02600999349016364,0.01909484104173952,0.05145906769317824,0.04817493119914986,0.6202956989247311
1,2,2,C,xvector,excluding_selected,38,62,24,0.01752362283512096,0.02600999349016364,0.020974223409172658,0.05145906769317824,0.04817493119914986,0.6202956989247311
1,2,2,R,xvector,including_selected,62,62,24,0.011164012184709516,0.026809723109549877,0.018002761396780042,0.04869492402195753,0.04817493119914986,0.5275537634408602
1,2,2,R,xvector,excluding_selected,38,62,24,0.01821496724873658,0.026809723109549877,0.020686419407132537,0.04869492402195753,0.04817493119914986,0.5275537634408602
1,2,2,U,xvector,including_selected,62,62,24,0.01130933167505396,0.031905970594831023,0.01805843578285536,0.04833050497706439,0.04817493119914986,0.5073924731182796
1,2,2,U,xvector,excluding_selected,38,62,24,0.018452067469824883,0.031905970594831023,0.020986080085523693,0.04833050497706439,0.04817493119914986,0.5073924731182796
1,3,0,C,ecapa,including_selected,61,61,24,0.35242285041851856,0.6893089140420527,0.584673938877829,0.860726678309209,0.8415643202250719,0.6646174863387978
1,3,0,C,ecapa,excluding_selected,37,61,24,0.5810214560953953,0.6893089140420527,0.6486602453985975,0.860726678309209,0.8415643202250719,0.6646174863387978
1,3,0,R,ecapa,including_selected,61,61,24,0.32921892091352306,0.6531919383702514,0.5511233770802203,0.8359154021428323,0.8415643202250719,0.44945355191256836
1,3,0,R,ecapa,excluding_selected,37,61,24,0.5427663290736461,0.6531919383702514,0.6222853982029234,0.8359154021428323,0.8415643202250719,0.44945355191256836
1,3,0,U,ecapa,including_selected,61,61,24,0.36059859891613705,0.742537018946976,0.5626791786954366,0.8460800446895641,0.8415643202250719,0.51775956284153
1,3,0,U,ecapa,excluding_selected,37,61,24,0.5945003928076854,0.742537018946976,0.6505899314742098,0.8460800446895641,0.8415643202250719,0.51775956284153
1,3,1,C,ecapa,including_selected,61,61,24,0.35242285041851856,0.6893089140420527,0.584673938877829,0.860726678309209,0.8415643202250719,0.6646174863387978
1,3,1,C,ecapa,excluding_selected,37,61,24,0.5810214560953953,0.6893089140420527,0.6486602453985975,0.860726678309209,0.8415643202250719,0.6646174863387978
1,3,1,R,ecapa,including_selected,61,61,24,0.32921892091352306,0.6531919383702514,0.5511233770802203,0.8359154021428323,0.8415643202250719,0.44945355191256836
1,3,1,R,ecapa,excluding_selected,37,61,24,0.5427663290736461,0.6531919383702514,0.6222853982029234,0.8359154021428323,0.8415643202250719,0.44945355191256836
1,3,1,U,ecapa,including_selected,61,61,24,0.355401190309785,0.7415104935188497,0.5634033525060662,0.8447096333201051,0.8415643202250719,0.5273224043715846
1,3,1,U,ecapa,excluding_selected,37,61,24,0.5859316921323483,0.7415104935188497,0.6557864986499276,0.8447096333201051,0.8415643202250719,0.5273224043715846
1,3,2,C,ecapa,including_selected,61,61,24,0.35242285041851856,0.6893089140420527,0.584673938877829,0.860726678309209,0.8415643202250719,0.6646174863387978
1,3,2,C,ecapa,excluding_selected,37,61,24,0.5810214560953953,0.6893089140420527,0.6486602453985975,0.860726678309209,0.8415643202250719,0.6646174863387978
1,3,2,R,ecapa,including_selected,61,61,24,0.32921892091352306,0.6531919383702514,0.5511233770802203,0.8359154021428323,0.8415643202250719,0.44945355191256836
1,3,2,R,ecapa,excluding_selected,37,61,24,0.5427663290736461,0.6531919383702514,0.6222853982029234,0.8359154021428323,0.8415643202250719,0.44945355191256836
1,3,2,U,ecapa,including_selected,61,61,24,0.3483549578576418,0.7388393834457492,0.5688292881068774,0.8474243289346856,0.8415643202250719,0.549863387978142
1,3,2,U,ecapa,excluding_selected,37,61,24,0.5743149305220581,0.7388393834457492,0.6510854852648836,0.8474243289346856,0.8415643202250719,0.549863387978142
1,3,0,C,xvector,including_selected,61,61,24,0.012256690985740505,0.027255307485945512,0.02070291149444376,0.05456379701153041,0.05072248745441841,0.6372950819672131
1,3,0,C,xvector,excluding_selected,37,61,24,0.020206977030545158,0.027255307485945512,0.022988860707588415,0.05456379701153041,0.05072248745441841,0.6372950819672131
1,3,0,R,xvector,including_selected,61,61,24,0.011322175079646196,0.02917748574678447,0.01943096302332843,0.051654595050261064,0.05072248745441841,0.5409836065573771
1,3,0,R,xvector,excluding_selected,37,61,24,0.018666288644822105,0.02917748574678447,0.021549700112251137,0.051654595050261064,0.05072248745441841,0.5409836065573771
1,3,0,U,xvector,including_selected,61,61,24,0.012031472422203171,0.02923796454974381,0.019668916732511012,0.049690073559867355,0.05072248745441841,0.48087431693989074
1,3,0,U,xvector,excluding_selected,37,61,24,0.01983567075011874,0.02923796454974381,0.022944337073361985,0.049690073559867355,0.05072248745441841,0.48087431693989074
1,3,1,C,xvector,including_selected,61,61,24,0.012256690985740505,0.027255307485945512,0.02070291149444376,0.05456379701153041,0.05072248745441841,0.6372950819672131
1,3,1,C,xvector,excluding_selected,37,61,24,0.020206977030545158,0.027255307485945512,0.022988860707588415,0.05456379701153041,0.05072248745441841,0.6372950819672131
1,3,1,R,xvector,including_selected,61,61,24,0.011322175079646196,0.02917748574678447,0.01943096302332843,0.051654595050261064,0.05072248745441841,0.5409836065573771
1,3,1,R,xvector,excluding_selected,37,61,24,0.018666288644822105,0.02917748574678447,0.021549700112251137,0.051654595050261064,0.05072248745441841,0.5409836065573771
