fold,rotation,draw,policy,encoder,pool_scope,n_evaluation_people,n_candidate_people,n_selected_people,nn1_mean,nn1_max,nn3_mean,selected_global_loso_distance_mean,pool_global_loso_distance_mean,selected_outlier_mean_percentile
0,1,2,U,ecapa,excluding_selected,34,58,24,0.5929386994822108,0.7536876176097334,0.6437778905693486,0.8301457975918013,0.8319928900844056,0.507183908045977
0,1,0,C,xvector,including_selected,58,58,24,0.010096096041453445,0.026032775067861724,0.017700466241266345,0.047948670060368494,0.0465265257806029,0.5589080459770116
0,1,0,C,xvector,excluding_selected,34,58,24,0.0172227520707147,0.026032775067861724,0.019713060718825955,0.047948670060368494,0.0465265257806029,0.5589080459770116
0,1,0,R,xvector,including_selected,58,58,24,0.009780953468457776,0.026032775067861724,0.01658052089152997,0.04642961262490702,0.0465265257806029,0.5014367816091955
0,1,0,R,xvector,excluding_selected,34,58,24,0.01668515591678091,0.026032775067861724,0.019471867821095543,0.04642961262490702,0.0465265257806029,0.5014367816091955
0,1,0,U,xvector,including_selected,58,58,24,0.010037360639992965,0.025193667929271357,0.017467028237457136,0.04833602037304973,0.0465265257806029,0.5790229885057472
0,1,0,U,xvector,excluding_selected,34,58,24,0.017122556385870354,0.025193667929271357,0.01962365958899727,0.04833602037304973,0.0465265257806029,0.5790229885057472
0,1,1,C,xvector,including_selected,58,58,24,0.010096096041453445,0.026032775067861724,0.017700466241266345,0.047948670060368494,0.0465265257806029,0.5589080459770116
0,1,1,C,xvector,excluding_selected,34,58,24,0.0172227520707147,0.026032775067861724,0.019713060718825955,0.047948670060368494,0.0465265257806029,0.5589080459770116
0,1,1,R,xvector,including_selected,58,58,24,0.009780953468457776,0.026032775067861724,0.01658052089152997,0.04642961262490702,0.0465265257806029,0.5014367816091955
0,1,1,R,xvector,excluding_selected,34,58,24,0.01668515591678091,0.026032775067861724,0.019471867821095543,0.04642961262490702,0.0465265257806029,0.5014367816091955
0,1,1,U,xvector,including_selected,58,58,24,0.010514426833749714,0.028292952752037026,0.016915456360267606,0.0445772264586749,0.0465265257806029,0.4001436781609195
0,1,1,U,xvector,excluding_selected,34,58,24,0.017936375186984804,0.028292952752037026,0.020350173678642954,0.0445772264586749,0.0465265257806029,0.4001436781609195
0,1,2,C,xvector,including_selected,58,58,24,0.010096096041453445,0.026032775067861724,0.017700466241266345,0.047948670060368494,0.0465265257806029,0.5589080459770116
0,1,2,C,xvector,excluding_selected,34,58,24,0.0172227520707147,0.026032775067861724,0.019713060718825955,0.047948670060368494,0.0465265257806029,0.5589080459770116
0,1,2,R,xvector,including_selected,58,58,24,0.009780953468457776,0.026032775067861724,0.01658052089152997,0.04642961262490702,0.0465265257806029,0.5014367816091955
0,1,2,R,xvector,excluding_selected,34,58,24,0.01668515591678091,0.026032775067861724,0.019471867821095543,0.04642961262490702,0.0465265257806029,0.5014367816091955
0,1,2,U,xvector,including_selected,58,58,24,0.010276621704057014,0.028927988090726053,0.017513806392419964,0.04682056616965727,0.0465265257806029,0.5201149425287356
0,1,2,U,xvector,excluding_selected,34,58,24,0.01753070761280314,0.028927988090726053,0.020150343826954128,0.04682056616965727,0.0465265257806029,0.5201149425287356
0,2,0,C,ecapa,including_selected,62,62,24,0.35780763950302574,0.6789745364092534,0.5936238737355439,0.8618839995730242,0.837032852785372,0.7009408602150536
0,2,0,C,ecapa,excluding_selected,38,62,24,0.5837914118207262,0.6789745364092534,0.6540055978173576,0.8618839995730242,0.837032852785372,0.7009408602150536
0,2,0,R,ecapa,including_selected,62,62,24,0.32506067961750285,0.6387911269116993,0.5579031020313322,0.8422059874427846,0.837032852785372,0.5282258064516129
0,2,0,R,ecapa,excluding_selected,38,62,24,0.5303621614811891,0.6387911269116993,0.6201571638147545,0.8422059874427846,0.837032852785372,0.5282258064516129
0,2,0,U,ecapa,including_selected,62,62,24,0.3633158512730523,0.7901848802950779,0.5720410573209818,0.8384421408126922,0.837032852785372,0.5188172043010754
0,2,0,U,ecapa,excluding_selected,38,62,24,0.5927784941823485,0.7901848802950779,0.6595259911444732,0.8384421408126922,0.837032852785372,0.5188172043010754
0,2,1,C,ecapa,including_selected,62,62,24,0.35780763950302574,0.6789745364092534,0.5936238737355439,0.8618839995730242,0.837032852785372,0.7009408602150536
0,2,1,C,ecapa,excluding_selected,38,62,24,0.5837914118207262,0.6789745364092534,0.6540055978173576,0.8618839995730242,0.837032852785372,0.7009408602150536
0,2,1,R,ecapa,including_selected,62,62,24,0.32506067961750285,0.6387911269116993,0.5579031020313322,0.8422059874427846,0.837032852785372,0.5282258064516129
0,2,1,R,ecapa,excluding_selected,38,62,24,0.5303621614811891,0.6387911269116993,0.6201571638147545,0.8422059874427846,0.837032852785372,0.5282258064516129
0,2,1,U,ecapa,including_selected,62,62,24,0.36638549563951733,0.7870655350247525,0.5654580230199254,0.844481371485902,0.837032852785372,0.5571236559139785
0,2,1,U,ecapa,excluding_selected,38,62,24,0.5977868613065809,0.7870655350247525,0.6531382373471452,0.844481371485902,0.837032852785372,0.5571236559139785
0,2,2,C,ecapa,including_selected,62,62,24,0.35780763950302574,0.6789745364092534,0.5936238737355439,0.8618839995730242,0.837032852785372,0.7009408602150536
0,2,2,C,ecapa,excluding_selected,38,62,24,0.5837914118207262,0.6789745364092534,0.6540055978173576,0.8618839995730242,0.837032852785372,0.7009408602150536
0,2,2,R,ecapa,including_selected,62,62,24,0.32506067961750285,0.6387911269116993,0.5579031020313322,0.8422059874427846,0.837032852785372,0.5282258064516129
0,2,2,R,ecapa,excluding_selected,38,62,24,0.5303621614811891,0.6387911269116993,0.6201571638147545,0.8422059874427846,0.837032852785372,0.5282258064516129
0,2,2,U,ecapa,including_selected,62,62,24,0.36263012466365224,0.7452807293089068,0.5668141290121922,0.8399911832834995,0.837032852785372,0.5120967741935484
0,2,2,U,ecapa,excluding_selected,38,62,24,0.5916596770828011,0.7452807293089068,0.6525638043954414,0.8399911832834995,0.837032852785372,0.5120967741935484
0,2,0,C,xvector,including_selected,62,62,24,0.011051646482883844,0.02739498972543053,0.019198152591864928,0.05028526826588551,0.04801421193575247,0.5880376344086021
