fold,rotation,comparison,speaker,distance_rank_spearman,nn3_intersection_fraction,n_peer_people
0,1,xvector_half4_vs_half4,1084,0.9178117708063261,0.3333333333333333,57
0,1,xvector_half4_vs_half4,1088,0.8989499611096707,0.3333333333333333,57
0,1,xvector_half4_vs_half4,1090,0.8673191599688878,0.3333333333333333,57
0,1,xvector_half4_vs_half4,1091,0.9159320715582059,0.3333333333333333,57
0,1,ecapa_vs_xvector,1003,0.6112263417163598,0.3333333333333333,57
0,1,ecapa_vs_xvector,1004,0.21260046668395124,0.6666666666666666,57
0,1,ecapa_vs_xvector,1005,0.6231527093596059,0.6666666666666666,57
0,1,ecapa_vs_xvector,1007,0.27106559502203786,0.0,57
0,1,ecapa_vs_xvector,1012,0.4739434793881255,0.3333333333333333,57
0,1,ecapa_vs_xvector,1014,0.48755509463313457,0.3333333333333333,57
0,1,ecapa_vs_xvector,1016,0.8081410422608245,0.6666666666666666,57
0,1,ecapa_vs_xvector,1018,0.5838086595799844,0.6666666666666666,57
0,1,ecapa_vs_xvector,1021,0.6062354161265232,0.6666666666666666,57
0,1,ecapa_vs_xvector,1022,0.6764324604614985,0.6666666666666666,57
0,1,ecapa_vs_xvector,1023,0.45910033704952036,0.3333333333333333,57
0,1,ecapa_vs_xvector,1024,0.3212989369976666,0.3333333333333333,57
0,1,ecapa_vs_xvector,1026,0.7359994814622763,0.3333333333333333,57
0,1,ecapa_vs_xvector,1027,0.5305937256935442,0.3333333333333333,57
0,1,ecapa_vs_xvector,1029,0.5972906403940886,0.3333333333333333,57
0,1,ecapa_vs_xvector,1031,0.5127689914441276,0.6666666666666666,57
0,1,ecapa_vs_xvector,1033,0.7222582317863625,0.3333333333333333,57
0,1,ecapa_vs_xvector,1035,0.7052113041223749,0.3333333333333333,57
0,1,ecapa_vs_xvector,1036,0.13164376458387347,0.0,57
0,1,ecapa_vs_xvector,1037,0.3157246564687581,0.6666666666666666,57
0,1,ecapa_vs_xvector,1039,0.4662950479647394,0.6666666666666666,57
0,1,ecapa_vs_xvector,1041,0.5321493388644024,0.0,57
0,1,ecapa_vs_xvector,1042,0.14894996110967074,0.6666666666666666,57
0,1,ecapa_vs_xvector,1044,0.7113041223749028,0.0,57
0,1,ecapa_vs_xvector,1046,0.5998185117967332,0.0,57
0,1,ecapa_vs_xvector,1048,0.4192377495462795,0.0,57
0,1,ecapa_vs_xvector,1049,0.5526963961628208,0.0,57
0,1,ecapa_vs_xvector,1050,0.1566632097485092,0.3333333333333333,57
0,1,ecapa_vs_xvector,1051,0.6602281565983925,0.3333333333333333,57
0,1,ecapa_vs_xvector,1054,0.6904977962146747,0.3333333333333333,57
0,1,ecapa_vs_xvector,1055,0.5302048224008297,0.6666666666666666,57
0,1,ecapa_vs_xvector,1056,0.42183043816437643,0.3333333333333333,57
0,1,ecapa_vs_xvector,1057,0.009463313456053928,0.3333333333333333,57
0,1,ecapa_vs_xvector,1058,0.1201711174487944,0.3333333333333333,57
0,1,ecapa_vs_xvector,1060,0.1308659579984444,0.0,57
0,1,ecapa_vs_xvector,1062,0.5207415089447758,0.3333333333333333,57
0,1,ecapa_vs_xvector,1063,0.6506352087114338,0.3333333333333333,57
