speaker,mean_uar_pp,nn3_distance,global_loso_mean_distance,n_contexts,references_per_context,draw0_uar_pp,draw1_uar_pp,draw2_uar_pp,human_plurality_uar_pp,human_intended_vote_share_pp,human_agreement_pp,unique_query_paths,unique_aligned_paths,query_sets_identical_across_draws,unique_query_prompts,draw_class_counts
1049,47.22222222222223,0.5965020813555282,0.812611365985299,18.0,8.0,51.38888888888889,43.05555555555556,47.22222222222223,52.77777777777778,43.83918550585218,60.835638127304804,72,72,True,12,"[{""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}, {""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}, {""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}]"
1050,52.31481481481481,0.7069211176798087,0.8679058889346551,18.0,8.0,48.611111111111114,54.166666666666664,54.166666666666664,51.38888888888889,43.59653078403078,66.48123096039762,72,72,True,12,"[{""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}, {""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}, {""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}]"
1051,53.24074074074074,0.5611077190325755,0.8404891272206055,18.0,8.0,59.72222222222222,50.0,50.0,37.5,35.68201859868527,65.06528579445246,72,72,True,12,"[{""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}, {""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}, {""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}]"
1052,42.12962962962963,0.5240800720108504,0.7656040516837045,18.0,8.0,37.5,43.05555555555556,45.83333333333334,51.15740740740741,42.7502204585538,64.96968694885362,72,72,True,12,"[{""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}, {""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}, {""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}]"
1053,50.925925925925924,0.602350602766442,0.8605839096207726,18.0,8.0,52.77777777777778,52.77777777777777,47.222222222222214,58.10185185185185,49.1571468654802,62.87518037518037,72,72,True,12,"[{""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}, {""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}, {""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}]"
1054,25.0,0.6605356962807799,0.852031519249471,18.0,8.0,27.77777777777778,26.38888888888889,20.833333333333336,50.694444444444436,42.42835097001763,59.66049382716049,72,72,True,12,"[{""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}, {""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}, {""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}]"
1055,48.14814814814815,0.5602270099948531,0.8486052668976742,18.0,8.0,43.05555555555556,52.77777777777778,48.61111111111111,50.69444444444445,44.12984006734006,64.88290644540643,72,72,True,12,"[{""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}, {""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}, {""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}]"
1056,43.51851851851851,0.6358688743044878,0.8702912431018478,18.0,8.0,44.44444444444445,44.44444444444444,41.66666666666667,46.18055555555555,39.57882395382396,61.45382395382395,72,72,True,12,"[{""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}, {""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}, {""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}]"
1057,37.96296296296296,0.75033142619881,0.8918663428238679,18.0,8.0,37.5,38.88888888888889,37.5,30.555555555555554,32.14110349527016,66.23171196087863,72,72,True,12,"[{""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}, {""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}, {""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}]"
1058,44.90740740740741,0.6037261950156201,0.83963858082198,18.0,8.0,44.44444444444445,44.44444444444444,45.83333333333333,66.89814814814815,52.48191237774571,61.795735129068454,72,72,True,12,"[{""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}, {""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}, {""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}]"
1059,30.555555555555557,0.5992601168423687,0.8676885059833697,18.0,8.0,34.72222222222223,26.38888888888889,30.555555555555554,62.03703703703704,48.45097803431136,60.8388949013949,72,72,True,12,"[{""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}, {""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}, {""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}]"
