unit_id,corpus,draw,fold,delta_CE_pp,delta_UAR_pp,J_pp,last_outer_uar,oracle_outer_uar,middle_8_10_minus_late_14_15_pp,ce_epoch_agreement,uar_epoch_agreement
fpc_formal_ravdess_d19_f0_A,ravdess,19,0,12.5,0.0,12.5,27.083333333333332,27.083333333333332,-10.416666666666666,0,1
fpc_formal_ravdess_d19_f1_A,ravdess,19,1,0.0,0.0,0.0,39.58333333333333,39.58333333333333,-7.291666666666668,1,1
fpc_formal_ravdess_d19_f2_A,ravdess,19,2,0.0,3.125,-3.125,40.625,40.625,-17.1875,1,0
fpc_formal_ravdess_d19_f3_A,ravdess,19,3,0.0,0.0,0.0,25.0,43.75,-15.625,1,1
fpc_formal_ravdess_d19_f4_A,ravdess,19,4,3.125,3.125,0.0,31.25,37.5,-11.979166666666668,0,0
fpc_formal_ravdess_d20_f0_A,ravdess,20,0,0.0,0.0,0.0,52.083333333333336,52.083333333333336,-24.652777777777782,1,1
fpc_formal_ravdess_d20_f1_A,ravdess,20,1,0.0,4.166666666666667,-4.166666666666667,33.33333333333333,37.5,-7.638888888888889,1,0
fpc_formal_ravdess_d20_f2_A,ravdess,20,2,0.0,3.125,-3.125,21.875,31.25,0.5208333333333321,1,0
fpc_formal_ravdess_d20_f3_A,ravdess,20,3,0.0,-6.25,6.25,34.375,40.625,-8.333333333333332,1,0
fpc_formal_ravdess_d20_f4_A,ravdess,20,4,0.0,0.0,0.0,25.0,34.375,5.208333333333332,1,1
fpc_formal_ravdess_d21_f0_A,ravdess,21,0,0.0,0.0,0.0,35.41666666666667,35.41666666666667,-5.208333333333336,1,1
fpc_formal_ravdess_d21_f1_A,ravdess,21,1,-4.166666666666667,0.0,-4.166666666666667,31.25,37.5,-6.597222222222221,0,1
fpc_formal_ravdess_d21_f2_A,ravdess,21,2,0.0,-6.25,6.25,37.5,43.75,-17.708333333333332,1,0
fpc_formal_ravdess_d21_f3_A,ravdess,21,3,0.0,0.0,0.0,40.625,50.0,-15.104166666666668,1,1
fpc_formal_ravdess_d21_f4_A,ravdess,21,4,0.0,3.125,-3.125,18.75,28.125,4.166666666666668,1,0
fpc_formal_ravdess_d22_f0_A,ravdess,22,0,0.0,0.0,0.0,41.66666666666667,41.66666666666667,-13.541666666666668,1,1
fpc_formal_ravdess_d22_f1_A,ravdess,22,1,-2.0833333333333335,0.0,-2.0833333333333335,37.5,37.5,-13.194444444444443,0,1
fpc_formal_ravdess_d22_f2_A,ravdess,22,2,0.0,0.0,0.0,43.75,43.75,-19.791666666666668,1,1
fpc_formal_ravdess_d22_f3_A,ravdess,22,3,0.0,0.0,0.0,25.0,31.25,-4.166666666666668,1,0
fpc_formal_ravdess_d22_f4_A,ravdess,22,4,0.0,0.0,0.0,12.5,28.125,-3.645833333333332,1,1
fpc_formal_ravdess_d23_f0_A,ravdess,23,0,0.0,0.0,0.0,29.166666666666668,35.41666666666667,1.7361111111111072,0,0
fpc_formal_ravdess_d23_f1_A,ravdess,23,1,0.0,0.0,0.0,27.083333333333332,29.166666666666668,-2.083333333333332,1,0
fpc_formal_ravdess_d23_f2_A,ravdess,23,2,0.0,0.0,0.0,21.875,34.375,-8.333333333333332,1,1
fpc_formal_ravdess_d23_f3_A,ravdess,23,3,0.0,0.0,0.0,46.875,46.875,-21.354166666666668,1,1
fpc_formal_ravdess_d23_f4_A,ravdess,23,4,0.0,0.0,0.0,31.25,34.375,-3.645833333333332,1,1
