sequence,unit_id,corpus,model,protocol,seed,outer_fold,status
1468,cremad__fno__loso__s1__f029,cremad,fno,loso,1,29,success
1469,cremad__fno__loso__s1__f030,cremad,fno,loso,1,30,success
1470,cremad__fno__loso__s1__f031,cremad,fno,loso,1,31,success
1471,cremad__fno__loso__s1__f032,cremad,fno,loso,1,32,success
1472,cremad__fno__loso__s1__f033,cremad,fno,loso,1,33,success
1473,cremad__fno__loso__s1__f034,cremad,fno,loso,1,34,success
1474,cremad__fno__loso__s1__f035,cremad,fno,loso,1,35,success
1475,cremad__fno__loso__s1__f036,cremad,fno,loso,1,36,success
1476,cremad__fno__loso__s1__f037,cremad,fno,loso,1,37,success
1477,cremad__fno__loso__s1__f038,cremad,fno,loso,1,38,success
1478,cremad__fno__loso__s1__f039,cremad,fno,loso,1,39,success
1479,cremad__fno__loso__s1__f040,cremad,fno,loso,1,40,success
1480,cremad__fno__loso__s1__f041,cremad,fno,loso,1,41,success
1481,cremad__fno__loso__s1__f042,cremad,fno,loso,1,42,success
1482,cremad__fno__loso__s1__f043,cremad,fno,loso,1,43,success
1483,cremad__fno__loso__s1__f044,cremad,fno,loso,1,44,success
1484,cremad__fno__loso__s1__f045,cremad,fno,loso,1,45,success
1485,cremad__fno__loso__s1__f046,cremad,fno,loso,1,46,success
1486,cremad__fno__loso__s1__f047,cremad,fno,loso,1,47,success
1487,cremad__fno__loso__s1__f048,cremad,fno,loso,1,48,success
1488,cremad__fno__loso__s1__f049,cremad,fno,loso,1,49,success
1489,cremad__fno__loso__s1__f050,cremad,fno,loso,1,50,success
1490,cremad__fno__loso__s1__f051,cremad,fno,loso,1,51,success
1491,cremad__fno__loso__s1__f052,cremad,fno,loso,1,52,success
1492,cremad__fno__loso__s1__f053,cremad,fno,loso,1,53,success
1493,cremad__fno__loso__s1__f054,cremad,fno,loso,1,54,success
1494,cremad__fno__loso__s1__f055,cremad,fno,loso,1,55,success
1495,cremad__fno__loso__s1__f056,cremad,fno,loso,1,56,success
1496,cremad__fno__loso__s1__f057,cremad,fno,loso,1,57,success
1497,cremad__fno__loso__s1__f058,cremad,fno,loso,1,58,success
1498,cremad__fno__loso__s1__f059,cremad,fno,loso,1,59,success
1499,cremad__fno__loso__s1__f060,cremad,fno,loso,1,60,success
1500,cremad__fno__loso__s1__f061,cremad,fno,loso,1,61,success
1501,cremad__fno__loso__s1__f062,cremad,fno,loso,1,62,success
1502,cremad__fno__loso__s1__f063,cremad,fno,loso,1,63,success
1503,cremad__fno__loso__s1__f064,cremad,fno,loso,1,64,success
1504,cremad__fno__loso__s1__f065,cremad,fno,loso,1,65,success
1505,cremad__fno__loso__s1__f066,cremad,fno,loso,1,66,success
1506,cremad__fno__loso__s1__f067,cremad,fno,loso,1,67,success
1507,cremad__fno__loso__s1__f068,cremad,fno,loso,1,68,success
1508,cremad__fno__loso__s1__f069,cremad,fno,loso,1,69,success
1509,cremad__fno__loso__s1__f070,cremad,fno,loso,1,70,success
1510,cremad__fno__loso__s1__f071,cremad,fno,loso,1,71,success
1511,cremad__fno__loso__s1__f072,cremad,fno,loso,1,72,success
1512,cremad__fno__loso__s1__f073,cremad,fno,loso,1,73,success
1513,cremad__fno__loso__s1__f074,cremad,fno,loso,1,74,success
1514,cremad__fno__loso__s1__f075,cremad,fno,loso,1,75,success
1515,cremad__fno__loso__s1__f076,cremad,fno,loso,1,76,success
1516,cremad__fno__loso__s1__f077,cremad,fno,loso,1,77,success
1517,cremad__fno__loso__s1__f078,cremad,fno,loso,1,78,success
1518,cremad__fno__loso__s1__f079,cremad,fno,loso,1,79,success
1519,cremad__fno__loso__s1__f080,cremad,fno,loso,1,80,success
1520,cremad__fno__loso__s1__f081,cremad,fno,loso,1,81,success
1521,cremad__fno__loso__s1__f082,cremad,fno,loso,1,82,success
1522,cremad__fno__loso__s1__f083,cremad,fno,loso,1,83,success
1523,cremad__fno__loso__s1__f084,cremad,fno,loso,1,84,success
1524,cremad__fno__loso__s1__f085,cremad,fno,loso,1,85,success
1525,cremad__fno__loso__s1__f086,cremad,fno,loso,1,86,success
1526,cremad__fno__loso__s1__f087,cremad,fno,loso,1,87,success
1527,cremad__fno__loso__s1__f088,cremad,fno,loso,1,88,success
1528,cremad__fno__loso__s1__f089,cremad,fno,loso,1,89,success
1529,cremad__fno__loso__s1__f090,cremad,fno,loso,1,90,success
1530,cremad__fno__loso__s2__f000,cremad,fno,loso,2,0,success
1531,cremad__fno__loso__s2__f001,cremad,fno,loso,2,1,success
1532,cremad__fno__loso__s2__f002,cremad,fno,loso,2,2,success
1533,cremad__fno__loso__s2__f003,cremad,fno,loso,2,3,success
1534,cremad__fno__loso__s2__f004,cremad,fno,loso,2,4,success
1535,cremad__fno__loso__s2__f005,cremad,fno,loso,2,5,success
1536,cremad__fno__loso__s2__f006,cremad,fno,loso,2,6,success
1537,cremad__fno__loso__s2__f007,cremad,fno,loso,2,7,success
1538,cremad__fno__loso__s2__f008,cremad,fno,loso,2,8,success
1539,cremad__fno__loso__s2__f009,cremad,fno,loso,2,9,success
1540,cremad__fno__loso__s2__f010,cremad,fno,loso,2,10,success
1541,cremad__fno__loso__s2__f011,cremad,fno,loso,2,11,success
1542,cremad__fno__loso__s2__f012,cremad,fno,loso,2,12,success
1543,cremad__fno__loso__s2__f013,cremad,fno,loso,2,13,success
1544,cremad__fno__loso__s2__f014,cremad,fno,loso,2,14,success
1545,cremad__fno__loso__s2__f015,cremad,fno,loso,2,15,success
1546,cremad__fno__loso__s2__f016,cremad,fno,loso,2,16,success
1547,cremad__fno__loso__s2__f017,cremad,fno,loso,2,17,success
1548,cremad__fno__loso__s2__f018,cremad,fno,loso,2,18,success
1549,cremad__fno__loso__s2__f019,cremad,fno,loso,2,19,success
1550,cremad__fno__loso__s2__f020,cremad,fno,loso,2,20,success
1551,cremad__fno__loso__s2__f021,cremad,fno,loso,2,21,success
1552,cremad__fno__loso__s2__f022,cremad,fno,loso,2,22,success
1553,cremad__fno__loso__s2__f023,cremad,fno,loso,2,23,success
1554,cremad__fno__loso__s2__f024,cremad,fno,loso,2,24,success
1555,cremad__fno__loso__s2__f025,cremad,fno,loso,2,25,success
1556,cremad__fno__loso__s2__f026,cremad,fno,loso,2,26,success
1557,cremad__fno__loso__s2__f027,cremad,fno,loso,2,27,success
1558,cremad__fno__loso__s2__f028,cremad,fno,loso,2,28,success
1559,cremad__fno__loso__s2__f029,cremad,fno,loso,2,29,success
1560,cremad__fno__loso__s2__f030,cremad,fno,loso,2,30,success
1561,cremad__fno__loso__s2__f031,cremad,fno,loso,2,31,success
1562,cremad__fno__loso__s2__f032,cremad,fno,loso,2,32,success
1563,cremad__fno__loso__s2__f033,cremad,fno,loso,2,33,success
1564,cremad__fno__loso__s2__f034,cremad,fno,loso,2,34,success
1565,cremad__fno__loso__s2__f035,cremad,fno,loso,2,35,success
1566,cremad__fno__loso__s2__f036,cremad,fno,loso,2,36,success
1567,cremad__fno__loso__s2__f037,cremad,fno,loso,2,37,success
1568,cremad__fno__loso__s2__f038,cremad,fno,loso,2,38,success
1569,cremad__fno__loso__s2__f039,cremad,fno,loso,2,39,success
1570,cremad__fno__loso__s2__f040,cremad,fno,loso,2,40,success
1571,cremad__fno__loso__s2__f041,cremad,fno,loso,2,41,success
1572,cremad__fno__loso__s2__f042,cremad,fno,loso,2,42,success
1573,cremad__fno__loso__s2__f043,cremad,fno,loso,2,43,success
1574,cremad__fno__loso__s2__f044,cremad,fno,loso,2,44,success
1575,cremad__fno__loso__s2__f045,cremad,fno,loso,2,45,success
1576,cremad__fno__loso__s2__f046,cremad,fno,loso,2,46,success
1577,cremad__fno__loso__s2__f047,cremad,fno,loso,2,47,success
1578,cremad__fno__loso__s2__f048,cremad,fno,loso,2,48,success
1579,cremad__fno__loso__s2__f049,cremad,fno,loso,2,49,success
1580,cremad__fno__loso__s2__f050,cremad,fno,loso,2,50,success
1581,cremad__fno__loso__s2__f051,cremad,fno,loso,2,51,success
1582,cremad__fno__loso__s2__f052,cremad,fno,loso,2,52,success
1583,cremad__fno__loso__s2__f053,cremad,fno,loso,2,53,success
1584,cremad__fno__loso__s2__f054,cremad,fno,loso,2,54,success
1585,cremad__fno__loso__s2__f055,cremad,fno,loso,2,55,success
1586,cremad__fno__loso__s2__f056,cremad,fno,loso,2,56,success
1587,cremad__fno__loso__s2__f057,cremad,fno,loso,2,57,success
1588,cremad__fno__loso__s2__f058,cremad,fno,loso,2,58,success
1589,cremad__fno__loso__s2__f059,cremad,fno,loso,2,59,success
1590,cremad__fno__loso__s2__f060,cremad,fno,loso,2,60,success
1591,cremad__fno__loso__s2__f061,cremad,fno,loso,2,61,success
1592,cremad__fno__loso__s2__f062,cremad,fno,loso,2,62,success
1593,cremad__fno__loso__s2__f063,cremad,fno,loso,2,63,success
1594,cremad__fno__loso__s2__f064,cremad,fno,loso,2,64,success
1595,cremad__fno__loso__s2__f065,cremad,fno,loso,2,65,success
1596,cremad__fno__loso__s2__f066,cremad,fno,loso,2,66,success
1597,cremad__fno__loso__s2__f067,cremad,fno,loso,2,67,success
1598,cremad__fno__loso__s2__f068,cremad,fno,loso,2,68,success
1599,cremad__fno__loso__s2__f069,cremad,fno,loso,2,69,success
1600,cremad__fno__loso__s2__f070,cremad,fno,loso,2,70,success
1601,cremad__fno__loso__s2__f071,cremad,fno,loso,2,71,success
1602,cremad__fno__loso__s2__f072,cremad,fno,loso,2,72,success
1603,cremad__fno__loso__s2__f073,cremad,fno,loso,2,73,success
1604,cremad__fno__loso__s2__f074,cremad,fno,loso,2,74,success
1605,cremad__fno__loso__s2__f075,cremad,fno,loso,2,75,success
1606,cremad__fno__loso__s2__f076,cremad,fno,loso,2,76,success
1607,cremad__fno__loso__s2__f077,cremad,fno,loso,2,77,success
1608,cremad__fno__loso__s2__f078,cremad,fno,loso,2,78,success
1609,cremad__fno__loso__s2__f079,cremad,fno,loso,2,79,success
1610,cremad__fno__loso__s2__f080,cremad,fno,loso,2,80,success
1611,cremad__fno__loso__s2__f081,cremad,fno,loso,2,81,success
1612,cremad__fno__loso__s2__f082,cremad,fno,loso,2,82,success
1613,cremad__fno__loso__s2__f083,cremad,fno,loso,2,83,success
1614,cremad__fno__loso__s2__f084,cremad,fno,loso,2,84,success
1615,cremad__fno__loso__s2__f085,cremad,fno,loso,2,85,success
1616,cremad__fno__loso__s2__f086,cremad,fno,loso,2,86,success
1617,cremad__fno__loso__s2__f087,cremad,fno,loso,2,87,success
1618,cremad__fno__loso__s2__f088,cremad,fno,loso,2,88,success
1619,cremad__fno__loso__s2__f089,cremad,fno,loso,2,89,success
1620,cremad__fno__loso__s2__f090,cremad,fno,loso,2,90,success
