draw,fold,direction,rule,report_half,config_index,exposure_pp,exposure_fraction,reuse_pp,reuse_fraction
16,3,B_to_A,unseen,A,0,-3.4722222222222223,-125/36,-2.7777777777777777,-25/9
16,4,A_to_B,seen,B,2,8.333333333333334,25/3,-4.166666666666667,-25/6
16,4,A_to_B,unseen,B,2,8.333333333333334,25/3,11.11111111111111,100/9
16,4,B_to_A,seen,A,2,-6.944444444444445,-125/18,4.166666666666667,25/6
16,4,B_to_A,unseen,A,2,-6.944444444444445,-125/18,-11.11111111111111,-100/9
17,0,A_to_B,seen,B,2,2.0833333333333335,25/12,7.638888888888889,275/36
17,0,A_to_B,unseen,B,3,6.944444444444445,125/18,2.7777777777777777,25/9
17,0,B_to_A,seen,A,2,12.5,25/2,-7.638888888888889,-275/36
17,0,B_to_A,unseen,A,2,12.5,25/2,2.7777777777777777,25/9
17,1,A_to_B,seen,B,0,0.6944444444444444,25/36,1.3888888888888888,25/18
17,1,A_to_B,unseen,B,2,3.4722222222222223,125/36,1.3888888888888888,25/18
17,1,B_to_A,seen,A,0,6.944444444444445,125/18,-1.3888888888888888,-25/18
17,1,B_to_A,unseen,A,0,6.944444444444445,125/18,4.861111111111111,175/36
17,2,A_to_B,seen,B,2,8.333333333333334,25/3,-8.333333333333334,-25/3
17,2,A_to_B,unseen,B,2,8.333333333333334,25/3,4.166666666666667,25/6
17,2,B_to_A,seen,A,1,-3.4722222222222223,-125/36,15.277777777777779,275/18
17,2,B_to_A,unseen,A,3,-9.027777777777779,-325/36,-2.0833333333333335,-25/12
17,3,A_to_B,seen,B,2,-4.861111111111111,-175/36,9.722222222222221,175/18
17,3,A_to_B,unseen,B,2,-4.861111111111111,-175/36,-2.7777777777777777,-25/9
17,3,B_to_A,seen,A,2,7.638888888888889,275/36,-9.722222222222221,-175/18
17,3,B_to_A,unseen,A,2,7.638888888888889,275/36,2.7777777777777777,25/9
17,4,A_to_B,seen,B,3,4.166666666666667,25/6,-1.3888888888888888,-25/18
17,4,A_to_B,unseen,B,2,2.0833333333333335,25/12,-0.6944444444444444,-25/36
17,4,B_to_A,seen,A,2,-2.0833333333333335,-25/12,4.861111111111111,175/36
17,4,B_to_A,unseen,A,2,-2.0833333333333335,-25/12,0.6944444444444444,25/36
18,0,A_to_B,seen,B,0,-8.333333333333334,-25/3,9.722222222222221,175/18
18,0,A_to_B,unseen,B,0,-8.333333333333334,-25/3,0.6944444444444444,25/36
18,0,B_to_A,seen,A,0,0.6944444444444444,25/36,-9.722222222222221,-175/18
18,0,B_to_A,unseen,A,0,0.6944444444444444,25/36,-0.6944444444444444,-25/36
18,1,A_to_B,seen,B,0,6.25,25/4,-0.6944444444444444,-25/36
18,1,A_to_B,unseen,B,2,7.638888888888889,275/36,0.6944444444444444,25/36
18,1,B_to_A,seen,A,2,3.4722222222222223,125/36,3.4722222222222223,125/36
18,1,B_to_A,unseen,A,3,2.0833333333333335,25/12,6.25,25/4
18,2,A_to_B,seen,B,2,-0.6944444444444444,-25/36,4.166666666666667,25/6
18,2,A_to_B,unseen,B,2,-0.6944444444444444,-25/36,-1.3888888888888888,-25/18
18,2,B_to_A,seen,A,2,4.861111111111111,175/36,-4.166666666666667,-25/6
18,2,B_to_A,unseen,A,2,4.861111111111111,175/36,1.3888888888888888,25/18
18,3,A_to_B,seen,B,2,-3.4722222222222223,-125/36,6.25,25/4
18,3,A_to_B,unseen,B,2,-3.4722222222222223,-125/36,4.166666666666667,25/6
18,3,B_to_A,seen,A,2,-1.3888888888888888,-25/18,-6.25,-25/4
18,3,B_to_A,unseen,A,2,-1.3888888888888888,-25/18,-4.166666666666667,-25/6
18,4,A_to_B,seen,B,1,-5.555555555555555,-50/9,4.166666666666667,25/6
18,4,A_to_B,unseen,B,1,-5.555555555555555,-50/9,-4.166666666666667,-25/6
18,4,B_to_A,seen,A,3,2.0833333333333335,25/12,0.6944444444444444,25/36
18,4,B_to_A,unseen,A,1,2.7777777777777777,25/9,4.166666666666667,25/6
19,0,A_to_B,seen,B,0,7.638888888888889,275/36,-3.4722222222222223,-125/36
19,0,A_to_B,unseen,B,2,10.416666666666666,125/12,-4.166666666666667,-25/6
19,0,B_to_A,seen,A,2,4.861111111111111,175/36,9.722222222222221,175/18
19,0,B_to_A,unseen,A,1,8.333333333333334,25/3,9.027777777777779,325/36
19,1,A_to_B,seen,B,3,5.555555555555555,50/9,-6.25,-25/4
19,1,A_to_B,unseen,B,3,5.555555555555555,50/9,0.6944444444444444,25/36
19,1,B_to_A,seen,A,3,-1.3888888888888888,-25/18,6.25,25/4
19,1,B_to_A,unseen,A,3,-1.3888888888888888,-25/18,-0.6944444444444444,-25/36
19,2,A_to_B,seen,B,2,4.861111111111111,175/36,0.0,0
19,2,A_to_B,unseen,B,2,4.861111111111111,175/36,3.4722222222222223,125/36
19,2,B_to_A,seen,A,2,1.3888888888888888,25/18,0.0,0
19,2,B_to_A,unseen,A,2,1.3888888888888888,25/18,-3.4722222222222223,-125/36
19,3,A_to_B,seen,B,0,22.22222222222222,200/9,-11.11111111111111,-100/9
19,3,A_to_B,unseen,B,0,22.22222222222222,200/9,15.972222222222221,575/36
19,3,B_to_A,seen,A,0,-4.861111111111111,-175/36,11.11111111111111,100/9
19,3,B_to_A,unseen,A,2,1.3888888888888888,25/18,-4.166666666666667,-25/6
19,4,A_to_B,seen,B,1,5.555555555555555,50/9,-2.7777777777777777,-25/9
19,4,A_to_B,unseen,B,2,3.4722222222222223,125/36,6.25,25/4
19,4,B_to_A,seen,A,0,-0.6944444444444444,-25/36,6.25,25/4
19,4,B_to_A,unseen,A,3,-5.555555555555555,-50/9,-2.0833333333333335,-25/12
20,0,A_to_B,seen,B,1,2.0833333333333335,25/12,6.25,25/4
20,0,A_to_B,unseen,B,3,6.25,25/4,2.0833333333333335,25/12
20,0,B_to_A,seen,A,3,0.6944444444444444,25/36,3.4722222222222223,125/36
20,0,B_to_A,unseen,A,1,13.88888888888889,125/9,5.555555555555555,50/9
20,1,A_to_B,seen,B,1,10.416666666666666,125/12,0.6944444444444444,25/36
20,1,A_to_B,unseen,B,2,6.944444444444445,125/18,2.0833333333333335,25/12
20,1,B_to_A,seen,A,1,9.027777777777779,325/36,-0.6944444444444444,-25/36
20,1,B_to_A,unseen,A,2,0.6944444444444444,25/36,-2.0833333333333335,-25/12
20,2,A_to_B,seen,B,2,6.25,25/4,2.0833333333333335,25/12
20,2,A_to_B,unseen,B,2,6.25,25/4,1.3888888888888888,25/18
20,2,B_to_A,seen,A,0,7.638888888888889,275/36,9.722222222222221,175/18
20,2,B_to_A,unseen,A,0,7.638888888888889,275/36,8.333333333333334,25/3
20,3,A_to_B,seen,B,2,-13.88888888888889,-125/9,9.722222222222221,175/18
20,3,A_to_B,unseen,B,2,-13.88888888888889,-125/9,-4.166666666666667,-25/6
20,3,B_to_A,seen,A,3,-1.3888888888888888,-25/18,-4.861111111111111,-175/36
20,3,B_to_A,unseen,A,2,0.0,0,4.166666666666667,25/6
20,4,A_to_B,seen,B,3,6.25,25/4,-8.333333333333334,-25/3
20,4,A_to_B,unseen,B,3,6.25,25/4,-4.166666666666667,-25/6
20,4,B_to_A,seen,A,3,2.0833333333333335,25/12,8.333333333333334,25/3
20,4,B_to_A,unseen,A,3,2.0833333333333335,25/12,4.166666666666667,25/6
21,0,A_to_B,seen,B,1,10.416666666666666,125/12,-2.0833333333333335,-25/12
21,0,A_to_B,unseen,B,0,11.11111111111111,100/9,8.333333333333334,25/3
21,0,B_to_A,seen,A,0,-4.166666666666667,-25/6,6.944444444444445,125/18
21,0,B_to_A,unseen,A,3,0.0,0,-2.7777777777777777,-25/9
21,1,A_to_B,seen,B,1,7.638888888888889,275/36,-0.6944444444444444,-25/36
21,1,A_to_B,unseen,B,1,7.638888888888889,275/36,1.3888888888888888,25/18
21,1,B_to_A,seen,A,1,5.555555555555555,50/9,0.6944444444444444,25/36
21,1,B_to_A,unseen,A,1,5.555555555555555,50/9,-1.3888888888888888,-25/18
21,2,A_to_B,seen,B,2,4.861111111111111,175/36,0.0,0
21,2,A_to_B,unseen,B,0,6.25,25/4,-0.6944444444444444,-25/36
21,2,B_to_A,seen,A,3,2.7777777777777777,25/9,8.333333333333334,25/3
21,2,B_to_A,unseen,A,3,2.7777777777777777,25/9,6.25,25/4
21,3,A_to_B,seen,B,3,16.666666666666668,50/3,-9.722222222222221,-175/18
21,3,A_to_B,unseen,B,2,11.805555555555555,425/36,4.166666666666667,25/6
21,3,B_to_A,seen,A,3,6.25,25/4,9.722222222222221,175/18
21,3,B_to_A,unseen,A,2,0.6944444444444444,25/36,-4.166666666666667,-25/6
21,4,A_to_B,seen,B,0,5.555555555555555,50/9,8.333333333333334,25/3
21,4,A_to_B,unseen,B,2,5.555555555555555,50/9,13.88888888888889,125/9
21,4,B_to_A,seen,A,1,5.555555555555555,50/9,-7.638888888888889,-275/36
21,4,B_to_A,unseen,A,0,3.4722222222222223,125/36,-10.416666666666666,-125/12
22,0,A_to_B,seen,B,2,6.25,25/4,-3.4722222222222223,-125/36
22,0,A_to_B,unseen,B,2,6.25,25/4,0.0,0
22,0,B_to_A,seen,A,2,2.7777777777777777,25/9,3.4722222222222223,125/36
22,0,B_to_A,unseen,A,1,1.3888888888888888,25/18,0.6944444444444444,25/36
22,1,A_to_B,seen,B,0,6.944444444444445,125/18,-7.638888888888889,-275/36
22,1,A_to_B,unseen,B,0,6.944444444444445,125/18,-2.0833333333333335,-25/12
22,1,B_to_A,seen,A,0,1.3888888888888888,25/18,7.638888888888889,275/36
22,1,B_to_A,unseen,A,3,0.6944444444444444,25/36,9.722222222222221,175/18
22,2,A_to_B,seen,B,3,4.166666666666667,25/6,-5.555555555555555,-50/9
22,2,A_to_B,unseen,B,3,4.166666666666667,25/6,7.638888888888889,275/36
22,2,B_to_A,seen,A,3,-9.027777777777779,-325/36,5.555555555555555,50/9
22,2,B_to_A,unseen,A,3,-9.027777777777779,-325/36,-7.638888888888889,-275/36
22,3,A_to_B,seen,B,3,2.7777777777777777,25/9,2.7777777777777777,25/9
22,3,A_to_B,unseen,B,3,2.7777777777777777,25/9,9.027777777777779,325/36
22,3,B_to_A,seen,A,2,-1.3888888888888888,-25/18,-0.6944444444444444,-25/36
22,3,B_to_A,unseen,A,3,-3.4722222222222223,-125/36,-9.027777777777779,-325/36
22,4,A_to_B,seen,B,2,4.861111111111111,175/36,5.555555555555555,50/9
22,4,A_to_B,unseen,B,0,2.0833333333333335,25/12,0.6944444444444444,25/36
22,4,B_to_A,seen,A,0,-1.3888888888888888,-25/18,2.7777777777777777,25/9
22,4,B_to_A,unseen,A,0,-1.3888888888888888,-25/18,-0.6944444444444444,-25/36
23,0,A_to_B,seen,B,3,-2.0833333333333335,-25/12,1.3888888888888888,25/18
23,0,A_to_B,unseen,B,2,-3.4722222222222223,-125/36,-4.861111111111111,-175/36
23,0,B_to_A,seen,A,1,0.6944444444444444,25/36,6.25,25/4
23,0,B_to_A,unseen,A,2,1.3888888888888888,25/18,4.861111111111111,175/36
23,1,A_to_B,seen,B,1,9.027777777777779,325/36,2.0833333333333335,25/12
23,1,A_to_B,unseen,B,1,9.027777777777779,325/36,5.555555555555555,50/9
23,1,B_to_A,seen,A,0,4.166666666666667,25/6,2.7777777777777777,25/9
23,1,B_to_A,unseen,A,0,4.166666666666667,25/6,-2.0833333333333335,-25/12
23,2,A_to_B,seen,B,2,9.722222222222221,175/18,-8.333333333333334,-25/3
23,2,A_to_B,unseen,B,2,9.722222222222221,175/18,2.0833333333333335,25/12
23,2,B_to_A,seen,A,2,-0.6944444444444444,-25/36,8.333333333333334,25/3
23,2,B_to_A,unseen,A,2,-0.6944444444444444,-25/36,-2.0833333333333335,-25/12
23,3,A_to_B,seen,B,3,0.6944444444444444,25/36,4.166666666666667,25/6
23,3,A_to_B,unseen,B,2,5.555555555555555,50/9,-6.25,-25/4
23,3,B_to_A,seen,A,2,9.027777777777779,325/36,2.7777777777777777,25/9
23,3,B_to_A,unseen,A,2,9.027777777777779,325/36,6.25,25/4
23,4,A_to_B,seen,B,0,5.555555555555555,50/9,6.944444444444445,125/18
23,4,A_to_B,unseen,B,2,9.027777777777779,325/36,2.7777777777777777,25/9
23,4,B_to_A,seen,A,2,6.25,25/4,0.0,0
23,4,B_to_A,unseen,A,3,7.638888888888889,275/36,4.861111111111111,175/36
