level,model,cell,n_r,n_speakers,n_units,coverage_pct_or_pp,coverage_lo,coverage_hi,coverage_n,accepted_error_pct_or_pp,accepted_error_lo,accepted_error_hi,accepted_error_n,gap_coverage_pct_or_pp,gap_coverage_lo,gap_coverage_hi,gap_coverage_n,gap_accepted_error_pct_or_pp,gap_accepted_error_lo,gap_accepted_error_hi,gap_accepted_error_n,coverage_secondary_pct_or_pp,coverage_secondary_lo,coverage_secondary_hi,coverage_secondary_n,accepted_error_secondary_pct_or_pp,accepted_error_secondary_lo,accepted_error_secondary_hi,accepted_error_secondary_n,gap_accepted_error_secondary_pct_or_pp,gap_accepted_error_secondary_lo,gap_accepted_error_secondary_hi,gap_accepted_error_secondary_n,realized_review_pct,review_minus_20_pp,coverage_profile_count_below_0.70,coverage_profile_count_zero,coverage_profile_min_pct,coverage_profile_n_speakers,coverage_profile_p10_pct
ravdess,cnn,GR,3,24,15,77.59141556811048,74.30552612994352,80.71759259259258,24,47.637136454975646,43.01732014625038,52.44777590528338,24,-2.40858443188952,-5.694473870056501,0.7175925925925883,24,8.520421055365517,3.781654117017457,13.440800216296815,24,32.58396107972379,28.269774011299436,37.013888888888886,24,31.893956892658842,24.375424931915585,39.554702108416166,24,9.64956130567215,2.0405770699594896,17.24778095498771,24,22.408584431889523,2.4085844318895226,4,0,60.0,24,65.98022598870055
ravdess,cnn,GG,3,24,15,81.36927181418706,78.84612366603892,83.70772520401758,24,56.66258068001028,52.688447833747496,60.53161106741698,24,1.3869232448819735,-1.1317787818570826,3.7233792359759486,24,0.6581302306068938,-3.5575896585004645,4.8036585088451735,24,20.93848085373509,17.605147520401758,24.250843534212173,24,31.68242865309286,23.757882115402154,39.796815422793436,22,3.009713707703917,-5.170487100212695,11.32614316805028,22,18.63072818581294,-1.3692718141870586,1,0,66.11111111111111,24,72.88888888888889
ravdess,ridge_hubert_base,GR,3,24,15,80.49003452605147,78.04025423728814,82.80494742623979,24,45.120303912363255,41.383071354690465,49.09372248527088,24,0.49003452605147085,-1.9597457627118686,2.804947426239794,24,17.867623600472406,13.8277511104818,22.21098006872601,24,45.32642812303828,40.745448838669176,49.97926475204018,24,35.64696000191254,30.830654847533157,40.752087891722596,24,19.02424984558468,14.114259205809587,24.220526763419016,24,19.509965473948526,-0.490034526051474,2,0,67.22222222222221,24,72.454802259887
ravdess,ridge_hubert_base,GG,3,24,15,81.21115819209041,78.91203703703704,83.35666784369114,24,45.53684612155504,41.843930722666705,49.25749678905843,24,1.2288096227853007,-1.0666145009941101,3.375132169220687,24,-0.5735627967775264,-4.418204146574673,3.349076868461583,24,22.999058380414308,18.762437225360955,27.400207940991834,24,29.915334228720088,23.087029045373132,37.243426478508866,19,5.349019760355633,-1.6133816104003704,12.819672052816976,19,18.78884180790959,-1.2111581920904086,1,0,63.88888888888889,24,75.27777777777777
ravdess,ridge_wav2vec2_base,GR,3,24,15,79.61472065285625,76.94427769930948,82.13136574074075,24,42.75159775387649,38.1422392353583,47.55049797281649,24,-0.38527934714375783,-3.0557223006905243,2.1313657407407343,24,16.48697787083555,11.39925871198092,21.665791135904545,24,46.304535467671066,40.40999686126805,52.0835393126177,24,32.69262778967339,27.27142745565964,38.45796933533519,24,16.183479037217865,10.537051997256516,22.046851344008537,24,20.38527934714375,0.3852793471437508,3,0,63.888888888888886,24,70.61111111111113
ravdess,ridge_wav2vec2_base,GG,3,24,15,79.46994664155682,76.532368173258,82.45887280288761,24,43.7784756344066,38.83488471728987,49.049594138126174,24,-0.5124019277482836,-3.448075899577377,2.4786883446495556,24,-1.4840476105957305,-6.381477423814731,3.760672442741436,24,21.118957940991837,16.875382532956685,25.115740740740737,24,20.3928119202242,14.323290041971509,26.560488215532068,10,-4.10302732872452,-10.43416924888681,2.0946431805171652,10,20.530053358443183,0.5300533584431832,2,0,64.44444444444444,24,70.20621468926555
ravdess,ridge_wavlm_base_plus,GR,3,24,15,79.42208097928436,76.80503570307596,82.06152895480226,24,42.523402403420846,38.25537003138577,47.1217641675317,24,-0.5779190207156351,-3.194964296924047,2.0615289548022484,24,14.588460882953008,10.232881375693252,19.342926298665688,24,46.9428750784683,42.56630571249215,51.43208568738231,24,33.14361060153946,27.703675663268157,38.930531834113744,24,16.087311282860743,10.637509932602743,21.91142975440767,24,20.57791902071564,0.5779190207156404,2,0,66.66666666666666,24,72.0
ravdess,ridge_wavlm_base_plus,GG,3,24,15,79.84384808537351,77.09495645009416,82.63888888888889,24,43.89885525834521,39.67158729278109,48.43949622528865,24,-0.13850048393158557,-2.888181788478864,2.6528242289111823,24,1.114903026824986,-3.2093576860674142,5.751373731691078,24,18.899089767733837,15.056497175141246,22.950270715630882,24,28.43069213589183,20.069981268438504,38.121926293173544,14,6.232619134316629,-2.057777717331171,15.814151539912501,14,20.15615191462649,0.15615191462649136,1,0,67.22222222222221,24,71.61111111111111
ravdess,wavlm_ft,GR,1,24,5,76.2370527306968,73.94538606403015,78.45927495291902,24,26.796513672608906,23.164698114175017,30.949081979880155,24,-3.762947269303206,-6.054613935969874,-1.5407250470809828,24,11.251923029334053,7.579433229165124,15.303432664127886,24,59.70338983050848,55.90277777777778,63.45338983050846,24,21.443353513108075,17.53965561463552,25.554882412085828,24,10.388820379121533,6.554664623573038,14.437502276784159,24,23.762947269303197,3.762947269303197,3,0,63.33333333333333,24,68.16666666666666
ravdess,wavlm_ft,GG,1,24,5,82.56120527306969,80.13064971751413,85.0,24,32.35266768456972,28.34971609506788,36.42714776879406,24,2.575140613091972,0.14997053502257526,5.019509476031211,24,-0.34455163202721784,-4.166865069164113,3.5800313876876078,24,47.39171374764595,41.07226930320151,54.01974458568738,24,20.500707980613207,16.28816185972449,24.984765125407915,24,1.5515757757653499,-2.691247953530073,6.095230348928189,24,17.43879472693031,-2.561205273069689,0,0,71.66666666666667,24,72.16666666666667
subesco_980,cnn,GR,3,20,15,79.55782312925169,76.39455782312925,82.68707482993196,20,52.162270704500735,48.24827036040177,56.034645910455524,20,-0.5442176870748252,-3.707482993197274,2.5850340136054455,20,4.349107222547429,0.11210478795803097,8.40747673094822,20,17.210884353741495,13.401360544217686,21.700680272108844,20,31.6417745767591,23.138968818285537,40.67356304238034,15,6.876627937289409,-1.724776041698245,16.011140828357505,15,20.442176870748312,0.44217687074831247,1,0,63.26530612244898,20,70.68027210884354
subesco_980,cnn,GG,3,20,15,81.15646258503402,78.63945578231292,83.77551020408163,20,56.4360439622816,52.35904655149598,60.460854076736304,20,1.0544217687074882,-1.4625850340136006,3.673469387755107,20,3.9095046841499697,-0.43106772830370443,8.165391310970643,20,11.870748299319727,8.707482993197278,15.10204081632653,20,39.10468289880055,23.926237161531276,55.97222222222222,5,12.227658743453466,-3.150509191530863,28.931805012313482,5,18.84353741496598,-1.1564625850340207,0,0,70.74829931972789,20,75.3061224489796
subesco_980,ridge_hubert_base,GR,3,20,15,81.56462585034014,79.8639455782313,83.16326530612244,20,58.26299236546291,55.32584289313422,61.16289324406402,20,1.4625850340136095,-0.23809523809523342,3.0612244897959227,20,3.8680879068641807,0.6525757185709281,7.083039824635221,20,11.360544217687075,8.639455782312924,14.217687074829932,20,32.0004459257853,27.462012384434477,36.795170454545456,13,6.133032244370239,0.7747929363687028,11.32973552394811,13,18.435374149659864,-1.5646258503401356,0,0,72.78911564625851,20,76.66666666666667
subesco_980,ridge_hubert_base,GG,3,20,15,80.23809523809524,78.53741496598639,81.97278911564625,20,56.79475555058177,53.15949783224874,60.67254299105556,20,0.1360544217687126,-1.5646258503401314,1.870748299319733,20,-2.2285990141740606,-6.290735519994678,1.9621016625787053,20,6.632653061224489,5.034013605442176,8.19812925170067,20,42.96296296296296,11.11111111111111,60.0,3,16.621784958851027,-17.105263157894733,37.301587301587304,3,19.76190476190476,-0.2380952380952408,0,0,73.46938775510203,20,74.82993197278913
subesco_980,ridge_wav2vec2_base,GR,3,20,15,80.1360544217687,78.02721088435372,82.24489795918369,20,55.8171928648231,52.586916224617056,58.90321460952882,20,0.034013605442181835,-2.0748299319727845,2.1428571428571486,20,7.579400932763638,3.7316166116075555,11.217015476201516,20,18.80952380952381,15.816326530612246,21.666666666666664,20,40.25928182226557,33.552185136594,47.10993143033692,16,15.24061295729675,8.659740784500375,22.12974407140362,16,19.863945578231295,-0.13605442176870497,0,0,72.10884353741497,20,75.17006802721089
subesco_980,ridge_wav2vec2_base,GG,3,20,15,81.25850340136054,79.65986394557822,82.9251700680272,20,55.946922842163985,52.63701252618191,59.33497249543345,20,1.1564625850340189,-0.44217687074829415,2.8231292517006854,20,-0.486198176944295,-4.599842240213404,3.7647971524962784,20,7.4149659863945585,5.9183673469387745,8.945578231292513,20,51.948853615520285,36.82517636684304,66.31865079365078,9,23.867750098686923,7.939654118575685,38.87086388648579,9,18.741496598639458,-1.2585034013605423,0,0,75.51020408163266,20,76.19047619047619
subesco_980,ridge_wavlm_base_plus,GR,3,20,15,84.5578231292517,83.09523809523809,86.0204081632653,20,53.90303597319264,50.46191695408013,57.48224578231949,20,4.455782312925175,2.9931972789115684,5.918367346938782,20,3.0325476504750077,-0.7638598977727701,7.093611063177541,20,20.986394557823125,17.72108843537415,24.387755102040817,20,36.51424542090177,30.203139259619523,43.02796757364868,20,10.162467774318214,3.754716861038366,16.79416823228737,20,15.442176870748298,-4.557823129251702,0,0,76.87074829931973,20,80.88435374149661
subesco_980,ridge_wavlm_base_plus,GG,3,20,15,77.85714285714285,75.61224489795919,80.03401360544218,20,51.40970593727502,48.28053226046583,54.863014890364745,20,-2.244897959183668,-4.489795918367341,-0.06802721088434822,20,-1.244221875888462,-5.133082161867804,3.1879742466306844,20,6.768707482993197,4.761904761904763,8.945578231292517,20,38.86183261183262,29.7020202020202,47.04493918779634,6,15.38909792341165,4.151535558398305,26.284003578121222,6,22.142857142857153,2.142857142857153,1,0,69.38775510204081,20,70.06802721088435
subesco_980,wavlm_ft,GR,1,20,5,81.93877551020408,78.06122448979592,85.51020408163265,20,38.80241349281416,31.854852633671953,46.019904097841106,20,1.8367346938775557,-2.0408163265306074,5.4081632653061265,20,6.318337059693138,-0.6268843587337808,13.690763223817099,20,43.87755102040816,38.16326530612245,49.38775510204081,20,26.737490182566248,20.017482536800042,33.987054654125366,20,7.694920083914666,0.8968929856507952,15.171973109407846,20,18.06122448979592,-1.9387755102040813,3,0,65.3061224489796,20,67.14285714285714
subesco_980,wavlm_ft,GG,1,20,5,77.85714285714286,73.77551020408163,82.0408163265306,20,40.02590289748342,34.20214342262483,46.09281107058801,20,-2.244897959183668,-6.326530612244892,1.9387755102040864,20,-3.795753153471986,-9.448077219878673,2.0875411321928254,20,25.306122448979586,21.426020408163264,29.591836734693878,20,25.949615864012145,16.161146696440813,36.55524197809415,20,1.7916283475982127,-8.000511995943887,12.485336430184264,20,22.14285714285714,2.142857142857139,4,0,61.224489795918366,20,63.26530612244898
