level,model,cell,gap_accepted_error,gap_coverage,n_test,n_test_accepted,n_test_accepted_errors,n_val,n_val_accepted,n_val_accepted_errors,r,rule,test_accepted_error,test_coverage,test_review_deviation,val_accepted_error,val_coverage
subesco_980,ridge_wav2vec2_base,GG,0.12481962481962483,0.005102040816326522,980,77,31,980,72,20,0,secondary,0.4025974025974026,0.07857142857142857,0.7214285714285715,0.2777777777777778,0.07346938775510205
subesco_980,ridge_wav2vec2_base,GG,-0.026159374469857055,0.04183673469387761,980,826,454,980,785,452,1,primary,0.549636803874092,0.8428571428571429,-0.04285714285714287,0.575796178343949,0.8010204081632653
subesco_980,ridge_wav2vec2_base,GG,0.09280303030303033,-0.004081632653061225,980,44,16,980,48,13,1,secondary,0.36363636363636365,0.044897959183673466,0.7551020408163265,0.2708333333333333,0.04897959183673469
subesco_980,ridge_wav2vec2_base,GG,0.01497431682761452,-0.010204081632652962,980,775,446,980,785,440,2,primary,0.5754838709677419,0.7908163265306123,0.009183673469387699,0.5605095541401274,0.8010204081632653
subesco_980,ridge_wav2vec2_base,GG,0.0605451686178578,-0.021428571428571436,980,97,33,980,118,33,2,secondary,0.3402061855670103,0.09897959183673469,0.7010204081632654,0.2796610169491525,0.12040816326530612
subesco_980,ridge_wavlm_base_plus,GR,0.03833998720019505,0.05204081632653068,980,836,441,980,785,384,0,primary,0.527511961722488,0.8530612244897959,-0.053061224489795944,0.489171974522293,0.8010204081632653
subesco_980,ridge_wavlm_base_plus,GR,0.17461845930232556,0.04183673469387758,980,256,109,980,215,54,0,secondary,0.42578125,0.2612244897959184,0.5387755102040817,0.25116279069767444,0.2193877551020408
subesco_980,ridge_wavlm_base_plus,GR,0.006609928857925329,0.03673469387755113,980,821,429,980,785,405,1,primary,0.5225334957369062,0.8377551020408164,-0.03775510204081639,0.5159235668789809,0.8010204081632653
subesco_980,ridge_wavlm_base_plus,GR,0.09962835906232131,0.027551020408163263,980,159,58,980,132,35,1,secondary,0.36477987421383645,0.16224489795918368,0.6377551020408163,0.26515151515151514,0.1346938775510204
subesco_980,ridge_wavlm_base_plus,GR,0.04592902199718796,0.044897959183673564,980,829,470,980,785,409,2,primary,0.5669481302774427,0.8459183673469388,-0.045918367346938826,0.5210191082802548,0.8010204081632653
subesco_980,ridge_wavlm_base_plus,GR,0.10412878022496125,0.056122448979591844,980,202,76,980,147,40,2,secondary,0.37623762376237624,0.20612244897959184,0.5938775510204082,0.272108843537415,0.15
subesco_980,ridge_wavlm_base_plus,GG,-0.011339470675709395,-0.04489795918367345,980,741,389,980,785,421,0,primary,0.524966261808367,0.7561224489795918,0.04387755102040819,0.5363057324840764,0.8010204081632653
subesco_980,ridge_wavlm_base_plus,GG,0.12638533674339303,0.0010204081632653045,980,69,28,980,68,19,0,secondary,0.4057971014492754,0.07040816326530612,0.7295918367346939,0.27941176470588236,0.06938775510204082
subesco_980,ridge_wavlm_base_plus,GG,-0.022900576592152833,-0.004081632653061162,980,781,395,980,785,415,1,primary,0.5057618437900128,0.7969387755102041,0.0030612244897958996,0.5286624203821656,0.8010204081632653
subesco_980,ridge_wavlm_base_plus,GG,0.048347613219094254,0.009183673469387754,980,95,30,980,86,23,1,secondary,0.3157894736842105,0.09693877551020408,0.703061224489796,0.26744186046511625,0.08775510204081632
subesco_980,ridge_wavlm_base_plus,GG,0.002951361496109417,-0.01836734693877551,980,767,397,980,785,404,2,primary,0.5176010430247718,0.7826530612244897,0.017346938775510246,0.5146496815286624,0.8010204081632653
subesco_980,ridge_wavlm_base_plus,GG,0.02797619047619046,-0.013265306122448979,980,35,9,980,48,11,2,secondary,0.2571428571428571,0.03571428571428571,0.7642857142857142,0.22916666666666666,0.04897959183673469
subesco_980,wavlm_ft,GR,0.06619285957912607,0.01836734693877562,980,803,314,980,785,255,0,primary,0.39103362391033625,0.8193877551020409,-0.019387755102040882,0.3248407643312102,0.8010204081632653
subesco_980,wavlm_ft,GR,0.07979883987015057,-0.007142857142857173,980,430,115,980,437,82,0,secondary,0.26744186046511625,0.4387755102040816,0.3612244897959184,0.18764302059496568,0.4459183673469388
subesco_980,wavlm_ft,GG,-0.03323621974939689,-0.02244897959183667,980,763,309,980,785,344,0,primary,0.40498034076015726,0.7785714285714286,0.021428571428571408,0.43821656050955415,0.8010204081632653
subesco_980,wavlm_ft,GG,0.044532080822403425,-0.02551020408163268,980,248,71,980,273,66,0,secondary,0.2862903225806452,0.2530612244897959,0.5469387755102042,0.24175824175824176,0.2785714285714286
