module,original_scale,N,comparison,condition,endpoint,estimate,estimator,id,level,model,n,primary,reference_condition,reference_estimator,ci95_low,ci95_high,interpretation,target_class,threshold_points,available,ci95,reason,b,n_reps,n_undefined_bootstrap,quantity,n_dropped,n_population,rule,interval,n_repeats
A,UAR percentage points; harm endpoints are proportions,5,single:disgust@5[shrink]-[naive],single:disgust@5,5,26.782051282051285,shrink,ep5:cremad:wav2vec2_base:single:disgust@5[shrink]-[naive],cremad,wav2vec2_base,91,False,single:disgust@5,naive,24.994474969474975,28.622710622710628,,disgust,,,,,,,,,,,,,
A,UAR percentage points; harm endpoints are proportions,5,single:fearful@5[shrink]-[naive],single:fearful@5,5,24.805250305250297,shrink,ep5:cremad:wav2vec2_base:single:fearful@5[shrink]-[naive],cremad,wav2vec2_base,91,False,single:fearful@5,naive,23.07081807081807,26.47071123321123,,fearful,,,,,,,,,,,,,
A,UAR percentage points; harm endpoints are proportions,5,single:happy@5[shrink]-[naive],single:happy@5,5,25.363247863247864,shrink,ep5:cremad:wav2vec2_base:single:happy@5[shrink]-[naive],cremad,wav2vec2_base,91,False,single:happy@5,naive,23.617826617826616,27.10257936507937,,happy,,,,,,,,,,,,,
A,UAR percentage points; harm endpoints are proportions,5,single:neutral@5[shrink]-[naive],single:neutral@5,5,27.0970695970696,shrink,ep5:cremad:wav2vec2_base:single:neutral@5[shrink]-[naive],cremad,wav2vec2_base,91,False,single:neutral@5,naive,25.16535409035409,29.020192307692312,,neutral,,,,,,,,,,,,,
A,UAR percentage points; harm endpoints are proportions,5,single:sad@5[shrink]-[naive],single:sad@5,5,28.517094017094017,shrink,ep5:cremad:wav2vec2_base:single:sad@5[shrink]-[naive],cremad,wav2vec2_base,91,False,single:sad@5,naive,26.675808913308913,30.34314713064713,,sad,,,,,,,,,,,,,
A,UAR percentage points; harm endpoints are proportions,5,mean_e(single:e@5)[neutral_filter]-[naive],single:*@5,5,19.16035816035816,neutral_filter,ep5:cremad:wav2vec2_base:mean_e(single:e@5)[neutral_filter]-[naive],cremad,wav2vec2_base,91,False,single:*@5,naive,18.217429792429794,20.093312474562477,,,,,,,,,,,,,,,
A,UAR percentage points; harm endpoints are proportions,5,single:angry@5[neutral_filter]-[naive],single:angry@5,5,18.34310134310135,neutral_filter,ep5:cremad:wav2vec2_base:single:angry@5[neutral_filter]-[naive],cremad,wav2vec2_base,91,False,single:angry@5,naive,16.94864163614164,19.779639804639807,,angry,,,,,,,,,,,,,
A,UAR percentage points; harm endpoints are proportions,5,single:disgust@5[neutral_filter]-[naive],single:disgust@5,5,20.60805860805861,neutral_filter,ep5:cremad:wav2vec2_base:single:disgust@5[neutral_filter]-[naive],cremad,wav2vec2_base,91,False,single:disgust@5,naive,19.374191086691084,21.880402930402933,,disgust,,,,,,,,,,,,,
A,UAR percentage points; harm endpoints are proportions,5,single:fearful@5[neutral_filter]-[naive],single:fearful@5,5,18.806471306471305,neutral_filter,ep5:cremad:wav2vec2_base:single:fearful@5[neutral_filter]-[naive],cremad,wav2vec2_base,91,False,single:fearful@5,naive,17.35285409035409,20.25096153846154,,fearful,,,,,,,,,,,,,
A,UAR percentage points; harm endpoints are proportions,5,single:happy@5[neutral_filter]-[naive],single:happy@5,5,18.114163614163616,neutral_filter,ep5:cremad:wav2vec2_base:single:happy@5[neutral_filter]-[naive],cremad,wav2vec2_base,91,False,single:happy@5,naive,16.739270451770455,19.481700244200244,,happy,,,,,,,,,,,,,
A,UAR percentage points; harm endpoints are proportions,5,single:neutral@5[neutral_filter]-[naive],single:neutral@5,5,19.314407814407815,neutral_filter,ep5:cremad:wav2vec2_base:single:neutral@5[neutral_filter]-[naive],cremad,wav2vec2_base,91,False,single:neutral@5,naive,17.667231379731383,20.962240537240536,,neutral,,,,,,,,,,,,,
A,UAR percentage points; harm endpoints are proportions,5,single:sad@5[neutral_filter]-[naive],single:sad@5,5,19.775946275946275,neutral_filter,ep5:cremad:wav2vec2_base:single:sad@5[neutral_filter]-[naive],cremad,wav2vec2_base,91,False,single:sad@5,naive,18.277762515262516,21.239957264957265,,sad,,,,,,,,,,,,,
A,UAR percentage points; harm endpoints are proportions,5,mean_e(single:e@5)[prior_corrected]-[naive],single:*@5,5,26.529812779812776,prior_corrected,ep5:cremad:wav2vec2_base:mean_e(single:e@5)[prior_corrected]-[naive],cremad,wav2vec2_base,91,False,single:*@5,naive,25.067452686202685,27.95649165649166,,,,,,,,,,,,,,,
A,UAR percentage points; harm endpoints are proportions,5,single:angry@5[prior_corrected]-[naive],single:angry@5,5,27.8986568986569,prior_corrected,ep5:cremad:wav2vec2_base:single:angry@5[prior_corrected]-[naive],cremad,wav2vec2_base,91,False,single:angry@5,naive,26.079349816849813,29.681959706959706,,angry,,,,,,,,,,,,,
A,UAR percentage points; harm endpoints are proportions,5,single:disgust@5[prior_corrected]-[naive],single:disgust@5,5,25.526862026862027,prior_corrected,ep5:cremad:wav2vec2_base:single:disgust@5[prior_corrected]-[naive],cremad,wav2vec2_base,91,False,single:disgust@5,naive,23.580509768009776,27.49697802197802,,disgust,,,,,,,,,,,,,
A,UAR percentage points; harm endpoints are proportions,5,single:fearful@5[prior_corrected]-[naive],single:fearful@5,5,24.497557997557994,prior_corrected,ep5:cremad:wav2vec2_base:single:fearful@5[prior_corrected]-[naive],cremad,wav2vec2_base,91,False,single:fearful@5,naive,22.9230463980464,26.06898656898657,,fearful,,,,,,,,,,,,,
A,UAR percentage points; harm endpoints are proportions,5,single:happy@5[prior_corrected]-[naive],single:happy@5,5,24.789377289377295,prior_corrected,ep5:cremad:wav2vec2_base:single:happy@5[prior_corrected]-[naive],cremad,wav2vec2_base,91,False,single:happy@5,naive,22.954197191697197,26.619047619047617,,happy,,,,,,,,,,,,,
A,UAR percentage points; harm endpoints are proportions,5,single:neutral@5[prior_corrected]-[naive],single:neutral@5,5,29.226495726495727,prior_corrected,ep5:cremad:wav2vec2_base:single:neutral@5[prior_corrected]-[naive],cremad,wav2vec2_base,91,False,single:neutral@5,naive,27.359569597069598,31.06237789987789,,neutral,,,,,,,,,,,,,
A,UAR percentage points; harm endpoints are proportions,5,single:sad@5[prior_corrected]-[naive],single:sad@5,5,27.23992673992674,prior_corrected,ep5:cremad:wav2vec2_base:single:sad@5[prior_corrected]-[naive],cremad,wav2vec2_base,91,False,single:sad@5,naive,25.371764346764344,29.090995115995117,,sad,,,,,,,,,,,,,
A,UAR percentage points; harm endpoints are proportions,3,other_balanced@3[naive]-balanced@3[naive],other_balanced@3,6,-1.7460317460317463,naive,ep6:cremad:wav2vec2_base:other_balanced@3[naive]-balanced@3[naive],cremad,wav2vec2_base,91,True,balanced@3,naive,-2.4053876678876684,-1.1001221001221,,,,,,,,,,,,,,,
A,UAR percentage points; harm endpoints are proportions,3,mean_e(other_single:e@3)[naive]-mean_e(single:e@3)[naive],other_single:*@3,6,-1.208689458689459,naive,ep6:cremad:wav2vec2_base:mean_e(other_single:e@3)[naive]-mean_e(single:e@3)[naive],cremad,wav2vec2_base,91,True,single:*@3,naive,-1.5355184167684168,-0.9036401098901101,,,,,,,,,,,,,,,
A,UAR percentage points; harm endpoints are proportions,3,other_single:angry@3[naive]-single:angry@3[naive],other_single:angry@3,6,-0.9242979242979243,naive,ep6:cremad:wav2vec2_base:other_single:angry@3[naive]-single:angry@3[naive],cremad,wav2vec2_base,91,False,single:angry@3,naive,-1.6801282051282047,-0.17092490842490823,,angry,,,,,,,,,,,,,
A,UAR percentage points; harm endpoints are proportions,3,other_single:disgust@3[naive]-single:disgust@3[naive],other_single:disgust@3,6,-1.8400488400488402,naive,ep6:cremad:wav2vec2_base:other_single:disgust@3[naive]-single:disgust@3[naive],cremad,wav2vec2_base,91,False,single:disgust@3,naive,-2.6202991452991453,-1.083028083028083,,disgust,,,,,,,,,,,,,
A,UAR percentage points; harm endpoints are proportions,3,other_single:fearful@3[naive]-single:fearful@3[naive],other_single:fearful@3,6,-1.3638583638583637,naive,ep6:cremad:wav2vec2_base:other_single:fearful@3[naive]-single:fearful@3[naive],cremad,wav2vec2_base,91,False,single:fearful@3,naive,-2.1251526251526247,-0.6202686202686203,,fearful,,,,,,,,,,,,,
A,UAR percentage points; harm endpoints are proportions,3,other_single:happy@3[naive]-single:happy@3[naive],other_single:happy@3,6,-1.3864468864468864,naive,ep6:cremad:wav2vec2_base:other_single:happy@3[naive]-single:happy@3[naive],cremad,wav2vec2_base,91,False,single:happy@3,naive,-2.086691086691087,-0.6941239316239313,,happy,,,,,,,,,,,,,
A,UAR percentage points; harm endpoints are proportions,3,other_single:neutral@3[naive]-single:neutral@3[naive],other_single:neutral@3,6,-0.6159951159951161,naive,ep6:cremad:wav2vec2_base:other_single:neutral@3[naive]-single:neutral@3[naive],cremad,wav2vec2_base,91,False,single:neutral@3,naive,-1.4774267399267405,0.23385225885225847,,neutral,,,,,,,,,,,,,
A,UAR percentage points; harm endpoints are proportions,3,other_single:sad@3[naive]-single:sad@3[naive],other_single:sad@3,6,-1.121489621489622,naive,ep6:cremad:wav2vec2_base:other_single:sad@3[naive]-single:sad@3[naive],cremad,wav2vec2_base,91,False,single:sad@3,naive,-1.8534798534798538,-0.4004731379731391,,sad,,,,,,,,,,,,,
A,UAR percentage points; harm endpoints are proportions,5,other_balanced@5[naive]-balanced@5[naive],other_balanced@5,6,-5.0457875457875465,naive,ep6:cremad:wav2vec2_base:other_balanced@5[naive]-balanced@5[naive],cremad,wav2vec2_base,91,False,balanced@5,naive,-6.04884004884005,-4.054929792429794,,,,,,,,,,,,,,,
A,UAR percentage points; harm endpoints are proportions,5,mean_e(other_single:e@5)[naive]-mean_e(single:e@5)[naive],other_single:*@5,6,-3.0053927553927555,naive,ep6:cremad:wav2vec2_base:mean_e(other_single:e@5)[naive]-mean_e(single:e@5)[naive],cremad,wav2vec2_base,91,False,single:*@5,naive,-3.603792735042735,-2.409531440781441,,,,,,,,,,,,,,,
A,UAR percentage points; harm endpoints are proportions,5,other_single:angry@5[naive]-single:angry@5[naive],other_single:angry@5,6,-0.9175824175824179,naive,ep6:cremad:wav2vec2_base:other_single:angry@5[naive]-single:angry@5[naive],cremad,wav2vec2_base,91,False,single:angry@5,naive,-2.0567765567765575,0.2649725274725274,,angry,,,,,,,,,,,,,
A,UAR percentage points; harm endpoints are proportions,5,other_single:disgust@5[naive]-single:disgust@5[naive],other_single:disgust@5,6,-4.461538461538463,naive,ep6:cremad:wav2vec2_base:other_single:disgust@5[naive]-single:disgust@5[naive],cremad,wav2vec2_base,91,False,single:disgust@5,naive,-5.717353479853479,-3.203296703296704,,disgust,,,,,,,,,,,,,
A,UAR percentage points; harm endpoints are proportions,5,other_single:fearful@5[naive]-single:fearful@5[naive],other_single:fearful@5,6,-3.8803418803418808,naive,ep6:cremad:wav2vec2_base:other_single:fearful@5[naive]-single:fearful@5[naive],cremad,wav2vec2_base,91,False,single:fearful@5,naive,-5.127014652014653,-2.6471153846153856,,fearful,,,,,,,,,,,,,
A,UAR percentage points; harm endpoints are proportions,5,other_single:happy@5[naive]-single:happy@5[naive],other_single:happy@5,6,-3.3858363858363854,naive,ep6:cremad:wav2vec2_base:other_single:happy@5[naive]-single:happy@5[naive],cremad,wav2vec2_base,91,False,single:happy@5,naive,-4.501862026862026,-2.2625152625152625,,happy,,,,,,,,,,,,,
A,UAR percentage points; harm endpoints are proportions,5,other_single:neutral@5[naive]-single:neutral@5[naive],other_single:neutral@5,6,-2.868742368742368,naive,ep6:cremad:wav2vec2_base:other_single:neutral@5[naive]-single:neutral@5[naive],cremad,wav2vec2_base,91,False,single:neutral@5,naive,-4.304670329670329,-1.455998168498168,,neutral,,,,,,,,,,,,,
A,UAR percentage points; harm endpoints are proportions,5,other_single:sad@5[naive]-single:sad@5[naive],other_single:sad@5,6,-2.518315018315019,naive,ep6:cremad:wav2vec2_base:other_single:sad@5[naive]-single:sad@5[naive],cremad,wav2vec2_base,91,False,single:sad@5,naive,-3.776098901098902,-1.2606684981684988,,sad,,,,,,,,,,,,,
A,UAR percentage points; harm endpoints are proportions,3,harm_share(mean_e single:e@3[naive] vs none),single:*@3,7,1.0,naive,ep7:cremad:wav2vec2_base:harm_share(mean_e single:e@3[naive] vs none),cremad,wav2vec2_base,91,True,none,none,1.0,1.0,,,2.0,,,,,,,,,,,,
A,UAR percentage points; harm endpoints are proportions,3,harm_share(single:angry@3[naive] vs none),single:angry@3,7,1.0,naive,ep7:cremad:wav2vec2_base:harm_share(single:angry@3[naive] vs none),cremad,wav2vec2_base,91,False,none,none,1.0,1.0,,angry,2.0,,,,,,,,,,,,
A,UAR percentage points; harm endpoints are proportions,3,harm_share(single:disgust@3[naive] vs none),single:disgust@3,7,1.0,naive,ep7:cremad:wav2vec2_base:harm_share(single:disgust@3[naive] vs none),cremad,wav2vec2_base,91,False,none,none,1.0,1.0,,disgust,2.0,,,,,,,,,,,,
A,UAR percentage points; harm endpoints are proportions,3,harm_share(single:fearful@3[naive] vs none),single:fearful@3,7,1.0,naive,ep7:cremad:wav2vec2_base:harm_share(single:fearful@3[naive] vs none),cremad,wav2vec2_base,91,False,none,none,1.0,1.0,,fearful,2.0,,,,,,,,,,,,
A,UAR percentage points; harm endpoints are proportions,3,harm_share(single:happy@3[naive] vs none),single:happy@3,7,1.0,naive,ep7:cremad:wav2vec2_base:harm_share(single:happy@3[naive] vs none),cremad,wav2vec2_base,91,False,none,none,1.0,1.0,,happy,2.0,,,,,,,,,,,,
A,UAR percentage points; harm endpoints are proportions,3,harm_share(single:neutral@3[naive] vs none),single:neutral@3,7,1.0,naive,ep7:cremad:wav2vec2_base:harm_share(single:neutral@3[naive] vs none),cremad,wav2vec2_base,91,False,none,none,1.0,1.0,,neutral,2.0,,,,,,,,,,,,
A,UAR percentage points; harm endpoints are proportions,3,harm_share(single:sad@3[naive] vs none),single:sad@3,7,1.0,naive,ep7:cremad:wav2vec2_base:harm_share(single:sad@3[naive] vs none),cremad,wav2vec2_base,91,False,none,none,1.0,1.0,,sad,2.0,,,,,,,,,,,,
A,UAR percentage points; harm endpoints are proportions,3,harm_share(mean_e single:e@3[shrink] vs none),single:*@3,7,0.5604395604395604,shrink,ep7:cremad:wav2vec2_base:harm_share(mean_e single:e@3[shrink] vs none),cremad,wav2vec2_base,91,False,none,none,0.46153846153846156,0.6593406593406593,,,2.0,,,,,,,,,,,,
A,UAR percentage points; harm endpoints are proportions,3,harm_share(single:angry@3[shrink] vs none),single:angry@3,7,0.5494505494505495,shrink,ep7:cremad:wav2vec2_base:harm_share(single:angry@3[shrink] vs none),cremad,wav2vec2_base,91,False,none,none,0.45054945054945056,0.6483516483516484,,angry,2.0,,,,,,,,,,,,
A,UAR percentage points; harm endpoints are proportions,3,harm_share(single:disgust@3[shrink] vs none),single:disgust@3,7,0.43956043956043955,shrink,ep7:cremad:wav2vec2_base:harm_share(single:disgust@3[shrink] vs none),cremad,wav2vec2_base,91,False,none,none,0.34065934065934067,0.5384615384615384,,disgust,2.0,,,,,,,,,,,,
A,UAR percentage points; harm endpoints are proportions,3,harm_share(single:fearful@3[shrink] vs none),single:fearful@3,7,0.5054945054945055,shrink,ep7:cremad:wav2vec2_base:harm_share(single:fearful@3[shrink] vs none),cremad,wav2vec2_base,91,False,none,none,0.4065934065934066,0.6043956043956044,,fearful,2.0,,,,,,,,,,,,
A,UAR percentage points; harm endpoints are proportions,3,harm_share(single:happy@3[shrink] vs none),single:happy@3,7,0.38461538461538464,shrink,ep7:cremad:wav2vec2_base:harm_share(single:happy@3[shrink] vs none),cremad,wav2vec2_base,91,False,none,none,0.2857142857142857,0.4835164835164835,,happy,2.0,,,,,,,,,,,,
A,UAR percentage points; harm endpoints are proportions,3,harm_share(single:neutral@3[shrink] vs none),single:neutral@3,7,0.4835164835164835,shrink,ep7:cremad:wav2vec2_base:harm_share(single:neutral@3[shrink] vs none),cremad,wav2vec2_base,91,False,none,none,0.38461538461538464,0.5824175824175825,,neutral,2.0,,,,,,,,,,,,
A,UAR percentage points; harm endpoints are proportions,3,harm_share(single:sad@3[shrink] vs none),single:sad@3,7,0.5054945054945055,shrink,ep7:cremad:wav2vec2_base:harm_share(single:sad@3[shrink] vs none),cremad,wav2vec2_base,91,False,none,none,0.4065934065934066,0.6043956043956044,,sad,2.0,,,,,,,,,,,,
A,UAR percentage points; harm endpoints are proportions,3,harm_share(mean_e single:e@3[neutral_filter] vs none),single:*@3,7,0.8021978021978022,neutral_filter,ep7:cremad:wav2vec2_base:harm_share(mean_e single:e@3[neutral_filter] vs none),cremad,wav2vec2_base,91,False,none,none,0.7252747252747253,0.8791208791208791,,,2.0,,,,,,,,,,,,
A,UAR percentage points; harm endpoints are proportions,3,harm_share(single:angry@3[neutral_filter] vs none),single:angry@3,7,0.8681318681318682,neutral_filter,ep7:cremad:wav2vec2_base:harm_share(single:angry@3[neutral_filter] vs none),cremad,wav2vec2_base,91,False,none,none,0.7912087912087912,0.9340659340659341,,angry,2.0,,,,,,,,,,,,
A,UAR percentage points; harm endpoints are proportions,3,harm_share(single:disgust@3[neutral_filter] vs none),single:disgust@3,7,0.6703296703296703,neutral_filter,ep7:cremad:wav2vec2_base:harm_share(single:disgust@3[neutral_filter] vs none),cremad,wav2vec2_base,91,False,none,none,0.5714285714285714,0.7692307692307693,,disgust,2.0,,,,,,,,,,,,
A,UAR percentage points; harm endpoints are proportions,3,harm_share(single:fearful@3[neutral_filter] vs none),single:fearful@3,7,0.7582417582417582,neutral_filter,ep7:cremad:wav2vec2_base:harm_share(single:fearful@3[neutral_filter] vs none),cremad,wav2vec2_base,91,False,none,none,0.6703296703296703,0.8461538461538461,,fearful,2.0,,,,,,,,,,,,
A,UAR percentage points; harm endpoints are proportions,3,harm_share(single:happy@3[neutral_filter] vs none),single:happy@3,7,0.7472527472527473,neutral_filter,ep7:cremad:wav2vec2_base:harm_share(single:happy@3[neutral_filter] vs none),cremad,wav2vec2_base,91,False,none,none,0.6593406593406593,0.8351648351648352,,happy,2.0,,,,,,,,,,,,
A,UAR percentage points; harm endpoints are proportions,3,harm_share(single:neutral@3[neutral_filter] vs none),single:neutral@3,7,0.7912087912087912,neutral_filter,ep7:cremad:wav2vec2_base:harm_share(single:neutral@3[neutral_filter] vs none),cremad,wav2vec2_base,91,False,none,none,0.7032967032967034,0.8681318681318682,,neutral,2.0,,,,,,,,,,,,
A,UAR percentage points; harm endpoints are proportions,3,harm_share(single:sad@3[neutral_filter] vs none),single:sad@3,7,0.7802197802197802,neutral_filter,ep7:cremad:wav2vec2_base:harm_share(single:sad@3[neutral_filter] vs none),cremad,wav2vec2_base,91,False,none,none,0.6923076923076923,0.8681318681318682,,sad,2.0,,,,,,,,,,,,
A,UAR percentage points; harm endpoints are proportions,3,harm_share(mean_e single:e@3[prior_corrected] vs none),single:*@3,7,0.6043956043956044,prior_corrected,ep7:cremad:wav2vec2_base:harm_share(mean_e single:e@3[prior_corrected] vs none),cremad,wav2vec2_base,91,False,none,none,0.5054945054945055,0.7032967032967034,,,2.0,,,,,,,,,,,,
A,UAR percentage points; harm endpoints are proportions,3,harm_share(single:angry@3[prior_corrected] vs none),single:angry@3,7,0.6703296703296703,prior_corrected,ep7:cremad:wav2vec2_base:harm_share(single:angry@3[prior_corrected] vs none),cremad,wav2vec2_base,91,False,none,none,0.5714285714285714,0.7692307692307693,,angry,2.0,,,,,,,,,,,,
A,UAR percentage points; harm endpoints are proportions,3,harm_share(single:disgust@3[prior_corrected] vs none),single:disgust@3,7,0.5164835164835165,prior_corrected,ep7:cremad:wav2vec2_base:harm_share(single:disgust@3[prior_corrected] vs none),cremad,wav2vec2_base,91,False,none,none,0.4175824175824176,0.6153846153846154,,disgust,2.0,,,,,,,,,,,,
A,UAR percentage points; harm endpoints are proportions,3,harm_share(single:fearful@3[prior_corrected] vs none),single:fearful@3,7,0.6703296703296703,prior_corrected,ep7:cremad:wav2vec2_base:harm_share(single:fearful@3[prior_corrected] vs none),cremad,wav2vec2_base,91,False,none,none,0.5714285714285714,0.7692307692307693,,fearful,2.0,,,,,,,,,,,,
A,UAR percentage points; harm endpoints are proportions,3,harm_share(single:happy@3[prior_corrected] vs none),single:happy@3,7,0.5714285714285714,prior_corrected,ep7:cremad:wav2vec2_base:harm_share(single:happy@3[prior_corrected] vs none),cremad,wav2vec2_base,91,False,none,none,0.4725274725274725,0.6703296703296703,,happy,2.0,,,,,,,,,,,,
A,UAR percentage points; harm endpoints are proportions,3,harm_share(single:neutral@3[prior_corrected] vs none),single:neutral@3,7,0.4065934065934066,prior_corrected,ep7:cremad:wav2vec2_base:harm_share(single:neutral@3[prior_corrected] vs none),cremad,wav2vec2_base,91,False,none,none,0.3076923076923077,0.5054945054945055,,neutral,2.0,,,,,,,,,,,,
A,UAR percentage points; harm endpoints are proportions,3,harm_share(single:sad@3[prior_corrected] vs none),single:sad@3,7,0.6153846153846154,prior_corrected,ep7:cremad:wav2vec2_base:harm_share(single:sad@3[prior_corrected] vs none),cremad,wav2vec2_base,91,False,none,none,0.5164835164835165,0.7142857142857143,,sad,2.0,,,,,,,,,,,,
A,UAR percentage points; harm endpoints are proportions,5,harm_share(mean_e single:e@5[naive] vs none),single:*@5,7,1.0,naive,ep7:cremad:wav2vec2_base:harm_share(mean_e single:e@5[naive] vs none),cremad,wav2vec2_base,91,False,none,none,1.0,1.0,,,2.0,,,,,,,,,,,,
A,UAR percentage points; harm endpoints are proportions,5,harm_share(single:angry@5[naive] vs none),single:angry@5,7,0.989010989010989,naive,ep7:cremad:wav2vec2_base:harm_share(single:angry@5[naive] vs none),cremad,wav2vec2_base,91,False,none,none,0.967032967032967,1.0,,angry,2.0,,,,,,,,,,,,
A,UAR percentage points; harm endpoints are proportions,5,harm_share(single:disgust@5[naive] vs none),single:disgust@5,7,1.0,naive,ep7:cremad:wav2vec2_base:harm_share(single:disgust@5[naive] vs none),cremad,wav2vec2_base,91,False,none,none,1.0,1.0,,disgust,2.0,,,,,,,,,,,,
A,UAR percentage points; harm endpoints are proportions,5,harm_share(single:fearful@5[naive] vs none),single:fearful@5,7,0.989010989010989,naive,ep7:cremad:wav2vec2_base:harm_share(single:fearful@5[naive] vs none),cremad,wav2vec2_base,91,False,none,none,0.967032967032967,1.0,,fearful,2.0,,,,,,,,,,,,
A,UAR percentage points; harm endpoints are proportions,5,harm_share(single:happy@5[naive] vs none),single:happy@5,7,0.989010989010989,naive,ep7:cremad:wav2vec2_base:harm_share(single:happy@5[naive] vs none),cremad,wav2vec2_base,91,False,none,none,0.967032967032967,1.0,,happy,2.0,,,,,,,,,,,,
A,UAR percentage points; harm endpoints are proportions,5,harm_share(single:neutral@5[naive] vs none),single:neutral@5,7,1.0,naive,ep7:cremad:wav2vec2_base:harm_share(single:neutral@5[naive] vs none),cremad,wav2vec2_base,91,False,none,none,1.0,1.0,,neutral,2.0,,,,,,,,,,,,
A,UAR percentage points; harm endpoints are proportions,5,harm_share(single:sad@5[naive] vs none),single:sad@5,7,1.0,naive,ep7:cremad:wav2vec2_base:harm_share(single:sad@5[naive] vs none),cremad,wav2vec2_base,91,False,none,none,1.0,1.0,,sad,2.0,,,,,,,,,,,,
A,UAR percentage points; harm endpoints are proportions,5,harm_share(mean_e single:e@5[shrink] vs none),single:*@5,7,0.5604395604395604,shrink,ep7:cremad:wav2vec2_base:harm_share(mean_e single:e@5[shrink] vs none),cremad,wav2vec2_base,91,False,none,none,0.46153846153846156,0.6593406593406593,,,2.0,,,,,,,,,,,,
A,UAR percentage points; harm endpoints are proportions,5,harm_share(single:angry@5[shrink] vs none),single:angry@5,7,0.5824175824175825,shrink,ep7:cremad:wav2vec2_base:harm_share(single:angry@5[shrink] vs none),cremad,wav2vec2_base,91,False,none,none,0.4835164835164835,0.6813186813186813,,angry,2.0,,,,,,,,,,,,
A,UAR percentage points; harm endpoints are proportions,5,harm_share(single:disgust@5[shrink] vs none),single:disgust@5,7,0.38461538461538464,shrink,ep7:cremad:wav2vec2_base:harm_share(single:disgust@5[shrink] vs none),cremad,wav2vec2_base,91,False,none,none,0.2857142857142857,0.4835164835164835,,disgust,2.0,,,,,,,,,,,,
A,UAR percentage points; harm endpoints are proportions,5,harm_share(single:fearful@5[shrink] vs none),single:fearful@5,7,0.5054945054945055,shrink,ep7:cremad:wav2vec2_base:harm_share(single:fearful@5[shrink] vs none),cremad,wav2vec2_base,91,False,none,none,0.4065934065934066,0.6043956043956044,,fearful,2.0,,,,,,,,,,,,
A,UAR percentage points; harm endpoints are proportions,5,harm_share(single:happy@5[shrink] vs none),single:happy@5,7,0.4175824175824176,shrink,ep7:cremad:wav2vec2_base:harm_share(single:happy@5[shrink] vs none),cremad,wav2vec2_base,91,False,none,none,0.31868131868131866,0.5164835164835165,,happy,2.0,,,,,,,,,,,,
A,UAR percentage points; harm endpoints are proportions,5,harm_share(single:neutral@5[shrink] vs none),single:neutral@5,7,0.5384615384615384,shrink,ep7:cremad:wav2vec2_base:harm_share(single:neutral@5[shrink] vs none),cremad,wav2vec2_base,91,False,none,none,0.42857142857142855,0.6373626373626373,,neutral,2.0,,,,,,,,,,,,
A,UAR percentage points; harm endpoints are proportions,5,harm_share(single:sad@5[shrink] vs none),single:sad@5,7,0.5824175824175825,shrink,ep7:cremad:wav2vec2_base:harm_share(single:sad@5[shrink] vs none),cremad,wav2vec2_base,91,False,none,none,0.4835164835164835,0.6813186813186813,,sad,2.0,,,,,,,,,,,,
A,UAR percentage points; harm endpoints are proportions,5,harm_share(mean_e single:e@5[neutral_filter] vs none),single:*@5,7,0.8131868131868132,neutral_filter,ep7:cremad:wav2vec2_base:harm_share(mean_e single:e@5[neutral_filter] vs none),cremad,wav2vec2_base,91,False,none,none,0.7362637362637363,0.8901098901098901,,,2.0,,,,,,,,,,,,
A,UAR percentage points; harm endpoints are proportions,5,harm_share(single:angry@5[neutral_filter] vs none),single:angry@5,7,0.8351648351648352,neutral_filter,ep7:cremad:wav2vec2_base:harm_share(single:angry@5[neutral_filter] vs none),cremad,wav2vec2_base,91,False,none,none,0.7582417582417582,0.9120879120879121,,angry,2.0,,,,,,,,,,,,
A,UAR percentage points; harm endpoints are proportions,5,harm_share(single:disgust@5[neutral_filter] vs none),single:disgust@5,7,0.6813186813186813,neutral_filter,ep7:cremad:wav2vec2_base:harm_share(single:disgust@5[neutral_filter] vs none),cremad,wav2vec2_base,91,False,none,none,0.5824175824175825,0.7692307692307693,,disgust,2.0,,,,,,,,,,,,
A,UAR percentage points; harm endpoints are proportions,5,harm_share(single:fearful@5[neutral_filter] vs none),single:fearful@5,7,0.7802197802197802,neutral_filter,ep7:cremad:wav2vec2_base:harm_share(single:fearful@5[neutral_filter] vs none),cremad,wav2vec2_base,91,False,none,none,0.6923076923076923,0.8571428571428571,,fearful,2.0,,,,,,,,,,,,
A,UAR percentage points; harm endpoints are proportions,5,harm_share(single:happy@5[neutral_filter] vs none),single:happy@5,7,0.7582417582417582,neutral_filter,ep7:cremad:wav2vec2_base:harm_share(single:happy@5[neutral_filter] vs none),cremad,wav2vec2_base,91,False,none,none,0.6703296703296703,0.8461538461538461,,happy,2.0,,,,,,,,,,,,
A,UAR percentage points; harm endpoints are proportions,5,harm_share(single:neutral@5[neutral_filter] vs none),single:neutral@5,7,0.7802197802197802,neutral_filter,ep7:cremad:wav2vec2_base:harm_share(single:neutral@5[neutral_filter] vs none),cremad,wav2vec2_base,91,False,none,none,0.6923076923076923,0.8571428571428571,,neutral,2.0,,,,,,,,,,,,
A,UAR percentage points; harm endpoints are proportions,5,harm_share(single:sad@5[neutral_filter] vs none),single:sad@5,7,0.7582417582417582,neutral_filter,ep7:cremad:wav2vec2_base:harm_share(single:sad@5[neutral_filter] vs none),cremad,wav2vec2_base,91,False,none,none,0.6703296703296703,0.8461538461538461,,sad,2.0,,,,,,,,,,,,
