level,model,b,n_reps,n_speakers,tau,coverage,accepted_error,error_capture_rate,accepted_uar,accepted_present_class_uar,accepted_classes_present,n_rejected,actual_review_rate,overall_error_rate,overall_uar,n_utts,accepted_support_0,accepted_support_1,accepted_support_2,accepted_support_3,accepted_support_4,accepted_support_5,speaker_equal_accepted_error,speaker_risk_undefined_count,speaker_coverage_min,speaker_coverage_p10,speakers_below_0.70,speakers_zero,quota_accepted_error,quota_coverage,quota_error_capture_rate,aurc,oracle_aurc,e_aurc
cremad,wav2vec2_base,0.1,3,91,0.39966794560496705,0.9000672494956289,0.35674437138872284,0.17009477346152832,64.4409735583085,64.4409735583085,6.0,743.0,0.09993275050437121,0.38690876485093034,61.51856471815609,7435.0,1197.3333333333333,1141.3333333333333,1133.3333333333333,1121.6666666666667,951.3333333333334,1147.0,0.35686221856698985,0.0,0.7642276422764228,0.8373983739837398,0.0,0.0,0.35772478887232984,0.902488231338265,0.1655761092955872,0.22933818298574807,0.08698590483940229,0.1423522781463458
cremad,wav2vec2_base,0.2,3,91,0.4676310845479992,0.8000000000000002,0.32896211611746246,0.31982020523854543,67.04783357175357,67.04783357175357,6.0,1487.0,0.20000000000000004,0.38690876485093034,61.51856471815609,7435.0,1121.0,993.6666666666666,1012.0,968.0,837.3333333333334,1016.0,0.32898690268982883,0.0,0.6376765083440308,0.7036799315361574,9.666666666666666,0.0,0.33121586983171736,0.8045729657027573,0.31122898740963073,0.22933818298574807,0.08698590483940229,0.1423522781463458
cremad,wav2vec2_base,0.3,3,91,0.5252487734182938,0.7000672494956288,0.30080051232788985,0.45574463850658065,69.65327202586427,69.65327202586427,6.0,2230.0,0.29993275050437124,0.38690876485093034,61.51856471815609,7435.0,1045.6666666666667,852.3333333333334,878.3333333333334,828.6666666666666,721.0,879.0,0.2999504310328163,0.0,0.5087719298245613,0.591035515618314,45.0,0.0,0.30397565151226935,0.7070611970410222,0.4444873469723974,0.22933818298574807,0.08698590483940229,0.1423522781463458
cremad,wavlm_base_plus,0.1,3,91,0.43976164822625324,0.9000672494956289,0.28138075313807537,0.198223848572724,72.00237289936878,72.00237289936878,6.0,743.0,0.09993275050437121,0.3158932974669357,68.77248505679408,7435.0,1206.0,1124.3333333333333,1129.0,1106.3333333333333,996.6666666666666,1129.6666666666667,0.2826853618623057,0.0,0.762836970474968,0.8373983739837398,0.0,0.0,0.284401390958768,0.902488231338265,0.1874303796151918,0.1565750111554685,0.056202347676509244,0.10037266347895928
cremad,wavlm_base_plus,0.2,3,91,0.5170775947656504,0.8000000000000002,0.24899125756556825,0.3693514651804852,74.96943795059373,74.96943795059373,6.0,1487.0,0.20000000000000004,0.3158932974669357,68.77248505679408,7435.0,1133.3333333333333,980.0,982.3333333333334,965.3333333333334,911.3333333333334,975.6666666666666,0.2512894416234038,0.0,0.605691056910569,0.7113821138211381,6.666666666666667,0.0,0.25454140198372893,0.8045729657027573,0.35163019145315055,0.1565750111554685,0.056202347676509244,0.10037266347895928
cremad,wavlm_base_plus,0.3,3,91,0.5915893363486869,0.7000672494956288,0.21677873839257122,0.5195288518784803,77.88057834051797,77.88057834051797,6.0,2230.0,0.29993275050437124,0.3158932974669357,68.77248505679408,7435.0,1048.3333333333333,847.0,830.3333333333334,833.0,824.6666666666666,821.6666666666666,0.21927257556431087,0.0,0.4593495934959349,0.5902439024390244,45.666666666666664,0.0,0.22243358062266183,0.7070611970410222,0.5020817528182467,0.1565750111554685,0.056202347676509244,0.10037266347895928
cremad,wavlm_base_plus_ft,0.1,2,91,0.47652667439418916,0.9000672494956288,0.2836969515839809,0.1985045575592547,71.50673040958904,71.50673040958904,6.0,743.0,0.09993275050437121,0.31856086079354407,68.60170786221958,7435.0,1208.5,1134.0,1083.5,1096.0,1033.5,1136.5,0.28425454306776476,0.0,0.7195121951219512,0.8170731707317074,0.5,0.0,0.2862891207153502,0.902488231338265,0.18899207083162078,0.1652466686828133,0.05727265673527571,0.10797401194753758
cremad,wavlm_base_plus_ft,0.2,2,91,0.558030543508071,0.8,0.25479152656355075,0.36027275782641455,73.79404443059462,73.79404443059462,6.0,1487.0,0.2,0.31856086079354407,68.60170786221958,7435.0,1148.5,994.5,907.5,941.0,970.5,986.0,0.2547891110548298,0.0,0.5731707317073171,0.6890243902439024,13.5,0.0,0.25468070879304583,0.8045729657027573,0.3567430041786546,0.1652466686828133,0.05727265673527571,0.10797401194753758
cremad,wavlm_base_plus_ft,0.3,2,91,0.6441320774843753,0.7000672494956288,0.2219020172910663,0.5125975090765857,76.37124536109022,76.37124536109022,6.0,2230.0,0.29993275050437124,0.31856086079354407,68.60170786221958,7435.0,1074.0,850.5,732.0,802.0,909.0,837.5,0.22131299943575605,0.0,0.4512195121951219,0.5731707317073171,42.0,0.0,0.2266501807114324,0.7070611970410222,0.49688206432388,0.1652466686828133,0.05727265673527571,0.10797401194753758
ravdess,cnn,0.1,9,24,0.28327671826895795,0.9006254343293956,0.5801611796982167,0.12891941686249395,42.488622465202695,42.488622465202695,8.0,143.0,0.09937456567060458,0.5998764574164157,41.02831254847779,1439.0,86.66666666666667,184.0,166.88888888888889,166.66666666666666,179.44444444444446,171.66666666666666,0.5799244130566445,0.0,0.6588512241054613,0.7664814814814815,1.2222222222222223,0.0,0.5794753086419753,0.9006254343293956,0.12997747869477216,0.44163439526919884,0.23372449346298194,0.20790990180621693
ravdess,cnn,0.2,9,24,0.32845925910096174,0.8005559416261293,0.5619212962962963,0.2500488749246148,43.752311218120404,43.752311218120404,8.0,287.0,0.19944405837387075,0.5998764574164157,41.02831254847779,1439.0,73.44444444444444,172.33333333333334,143.88888888888889,144.88888888888889,163.66666666666666,153.0,0.5593984601327457,0.0,0.4759259259259259,0.5953860640301318,4.555555555555555,0.0,0.560281635802469,0.8005559416261293,0.2522874112293282,0.44163439526919884,0.23372449346298194,0.20790990180621693
ravdess,cnn,0.3,9,24,0.3666568221665421,0.700486448922863,0.5399029982363316,0.369520629445774,45.07582542232447,45.07582542232447,8.0,431.0,0.2995135510771369,0.5998764574164157,41.02831254847779,1439.0,62.77777777777778,160.77777777777777,120.55555555555556,123.77777777777777,147.77777777777777,128.44444444444446,0.5320343080283138,0.0,0.34629629629629627,0.4488888888888889,9.11111111111111,0.0,0.5383597883597884,0.700486448922863,0.3713434371769511,0.44163439526919884,0.23372449346298194,0.20790990180621693
ravdess,hubert_base,0.1,3,24,0.39971971068611295,0.9006254343293955,0.31147119341563784,0.18457680865088275,68.63481029080572,68.63481029080572,8.0,143.0,0.09937456567060458,0.3439888811674774,65.90166430337406,1439.0,91.33333333333333,179.0,167.0,163.33333333333334,181.33333333333334,164.33333333333334,0.3116280528669438,0.0,0.7611111111111111,0.8147175141242937,0.0,0.0,0.3076131687242798,0.9006254343293955,0.1947544225322003,0.16901889919658777,0.06756869201966333,0.10145020717692448
ravdess,hubert_base,0.2,3,24,0.47912686718921665,0.8005559416261293,0.27372685185185186,0.3633486540893948,72.05463308847658,72.05463308847658,8.0,287.0,0.19944405837387072,0.3439888811674774,65.90166430337406,1439.0,81.0,164.0,144.66666666666666,136.33333333333334,168.66666666666666,135.33333333333334,0.27410681479960974,0.0,0.5833333333333334,0.665367231638418,3.3333333333333335,0.0,0.2734375,0.8005559416261293,0.36381495733347585,0.16901889919658777,0.06756869201966333,0.10145020717692448
ravdess,hubert_base,0.3,3,24,0.5558910668087703,0.700486448922863,0.2390873015873016,0.5134038800705467,75.21214962787242,75.21214962787242,8.0,431.0,0.2995135510771369,0.3439888811674774,65.90166430337406,1439.0,68.0,146.33333333333334,120.33333333333333,113.33333333333333,154.66666666666666,115.66666666666667,0.239096406708316,0.0,0.41111111111111115,0.5386158192090394,8.666666666666666,0.0,0.2427248677248677,0.700486448922863,0.5058984910836762,0.16901889919658777,0.06756869201966333,0.10145020717692448
ravdess,resnet_se,0.1,3,24,0.3151747912200152,0.9006254343293955,0.5249485596707819,0.13770019386378832,47.43350930591681,47.43350930591681,8.0,143.0,0.09937456567060458,0.5482974287699791,45.63370327952298,1439.0,81.66666666666667,181.0,170.33333333333334,163.33333333333334,181.0,170.33333333333334,0.5237261297512097,0.0,0.6777777777777777,0.7655555555555557,1.0,0.0,0.5241769547325102,0.9006254343293955,0.13892928351453696,0.37492739789521834,0.18958757609931498,0.18533982179590333
ravdess,resnet_se,0.2,3,24,0.3708468956694954,0.8005559416261293,0.5026041666666666,0.2662049456404295,48.72186735430912,48.72186735430912,8.0,287.0,0.19944405837387072,0.5482974287699791,45.63370327952298,1439.0,74.0,171.33333333333334,135.66666666666666,141.66666666666666,166.33333333333334,147.66666666666666,0.49899911098326794,0.0,0.48888888888888893,0.6331920903954803,4.333333333333333,0.0,0.5008680555555555,0.8005559416261293,0.2686945662176077,0.37492739789521834,0.18958757609931498,0.18533982179590333
ravdess,resnet_se,0.3,3,24,0.4223502426036825,0.700486448922863,0.4798280423280423,0.38698385933408974,50.14513562682877,50.14513562682877,8.0,431.0,0.2995135510771369,0.5482974287699791,45.63370327952298,1439.0,61.0,156.0,110.33333333333333,122.66666666666667,151.0,126.33333333333333,0.4721100393978713,0.0,0.3277777777777778,0.45419962335216574,8.333333333333334,0.0,0.47685185185185186,0.700486448922863,0.3907025695620166,0.37492739789521834,0.18958757609931498,0.18533982179590333
ravdess,transformer,0.1,3,24,0.2917263783741683,0.9006254343293955,0.6003086419753086,0.12193295313428794,40.07981176562745,40.07981176562745,8.0,143.0,0.09937456567060458,0.6157053509381515,38.77663248981966,1439.0,81.66666666666667,177.66666666666666,172.33333333333334,169.66666666666666,176.66666666666666,172.0,0.600243635869678,0.0,0.6,0.7383333333333333,1.6666666666666667,0.0,0.6008230452674898,0.9006254343293955,0.12118828223141657,0.4856213691590061,0.24850872227363374,0.23711264688537245
ravdess,transformer,0.2,3,24,0.3373862363446012,0.8005559416261293,0.5847800925925926,0.23972774754507542,41.24801108952189,41.24801108952189,8.0,287.0,0.19944405837387072,0.6157053509381515,38.77663248981966,1439.0,64.0,165.33333333333334,154.0,147.66666666666666,161.33333333333334,154.66666666666666,0.5843907695783185,0.0,0.41111111111111104,0.5566666666666666,4.0,0.0,0.5830439814814815,0.8005559416261293,0.24199897522107383,0.4856213691590061,0.24850872227363374,0.23711264688537245
ravdess,transformer,0.3,3,24,0.37553448284127317,0.700486448922863,0.5661375661375662,0.35596661746087027,42.65891958638724,42.65891958638724,8.0,431.0,0.2995135510771369,0.6157053509381515,38.77663248981966,1439.0,52.333333333333336,147.33333333333334,132.66666666666666,124.66666666666667,147.0,134.66666666666666,0.5610914052006294,0.0,0.2777777777777778,0.39944444444444444,8.0,0.0,0.5582010582010581,0.700486448922863,0.36500802648374026,0.4856213691590061,0.24850872227363374,0.23711264688537245
ravdess,wav2vec2_base,0.1,3,24,0.35081807701441897,0.9006254343293955,0.4351851851851852,0.1527801290674248,55.83671263574459,55.83671263574459,8.0,143.0,0.09937456567060458,0.4625897614083854,53.32463005381036,1439.0,84.66666666666667,180.66666666666666,171.33333333333334,169.66666666666666,176.66666666666666,170.33333333333334,0.4344433332371945,0.0,0.7666666666666666,0.8144444444444444,0.0,0.0,0.4367283950617284,0.9006254343293955,0.14966939265481616,0.3091495267673641,0.12911713678458508,0.180032389982779
ravdess,wav2vec2_base,0.2,3,24,0.4173952769566173,0.8005559416261293,0.41232638888888884,0.28655483386513003,57.84561210913339,57.84561210913339,8.0,287.0,0.19944405837387072,0.4625897614083854,53.32463005381036,1439.0,73.66666666666667,163.66666666666666,144.33333333333334,150.66666666666666,163.0,153.33333333333334,0.40862148901076106,0.0,0.6,0.6299905838041432,4.666666666666667,0.0,0.41290509259259256,0.8005559416261293,0.28539818029971736,0.3091495267673641,0.12911713678458508,0.180032389982779
ravdess,wav2vec2_base,0.3,3,24,0.47309232679864244,0.700486448922863,0.38458994708994704,0.4175820185430523,60.260692699525045,60.260692699525045,8.0,431.0,0.2995135510771369,0.4625897614083854,53.32463005381036,1439.0,61.0,144.66666666666666,120.33333333333333,129.66666666666666,150.33333333333334,135.33333333333334,0.3754096261884414,0.0,0.48888888888888893,0.5194444444444445,11.0,0.0,0.3882275132275132,0.700486448922863,0.41215990880577297,0.3091495267673641,0.12911713678458508,0.180032389982779
ravdess,wavlm_base_plus,0.1,3,24,0.38237237690165077,0.9006254343293955,0.3245884773662551,0.18372174023220947,67.84844071089243,67.84844071089243,8.0,143.0,0.09937456567060458,0.3581190641649294,65.11711932809773,1439.0,90.0,179.0,161.33333333333334,164.33333333333334,180.0,171.33333333333334,0.3235611383563289,0.0,0.8111111111111112,0.8222222222222223,0.0,0.0,0.3256172839506173,0.9006254343293955,0.1811338963149726,0.19739069964496547,0.07367008311615196,0.1237206165288135
ravdess,wavlm_base_plus,0.2,3,24,0.46192289128646863,0.8005559416261293,0.2922453703703704,0.34667416904173504,70.61920821184754,70.61920821184754,8.0,287.0,0.19944405837387072,0.3581190641649294,65.11711932809773,1439.0,84.66666666666667,161.0,135.33333333333334,138.0,169.33333333333334,153.66666666666666,0.2902970205294407,0.0,0.6277777777777778,0.6844444444444444,3.6666666666666665,0.0,0.2913773148148148,0.8005559416261293,0.34863490856415225,0.19739069964496547,0.07367008311615196,0.1237206165288135
ravdess,wavlm_base_plus,0.3,3,24,0.5300912688437656,0.700486448922863,0.25925925925925924,0.4928197684343349,73.31462268876466,73.31462268876466,8.0,431.0,0.2995135510771369,0.3581190641649294,65.11711932809773,1439.0,76.0,143.0,109.66666666666667,112.33333333333333,157.33333333333334,132.66666666666666,0.25607911826236873,0.0,0.49444444444444446,0.5777777777777778,11.666666666666666,0.0,0.25793650793650796,0.700486448922863,0.49548379898549416,0.19739069964496547,0.07367008311615196,0.1237206165288135
ravdess,wavlm_base_plus_ft,0.1,2,24,0.4252980636898599,0.9006254343293955,0.3726851851851852,0.17216505453797076,62.25220726379986,62.25220726379986,8.0,143.0,0.09937456567060458,0.4054899235580264,59.566903904886566,1439.0,87.5,181.0,164.0,170.0,183.0,159.0,0.37534735898612026,0.0,0.7083333333333333,0.8166666666666667,0.0,0.0,0.3726851851851852,0.9006254343293955,0.17216505453797076,0.2375220126674638,0.09661407807845274,0.1409079345890111
ravdess,wavlm_base_plus_ft,0.2,2,24,0.502488335670507,0.8005559416261293,0.3402777777777778,0.3280598594654985,65.05738686270443,65.05738686270443,8.0,287.0,0.19944405837387075,0.4054899235580264,59.566903904886566,1439.0,79.5,168.0,140.5,148.5,172.0,130.0,0.3435726313656605,0.0,0.47500000000000003,0.6375,4.0,0.0,0.3511284722222222,0.8005559416261293,0.30637109340546265,0.2375220126674638,0.09661407807845274,0.1409079345890111
ravdess,wavlm_base_plus_ft,0.3,2,24,0.5720093763221796,0.700486448922863,0.3090277777777778,0.46602328521447683,67.53616990981665,67.53616990981665,8.0,431.0,0.2995135510771369,0.4054899235580264,59.566903904886566,1439.0,69.0,154.0,116.0,126.0,159.0,103.0,0.3154426539555041,0.0,0.3416666666666667,0.51,10.0,0.0,0.31646825396825395,0.700486448922863,0.4529121218357687,0.2375220126674638,0.09661407807845274,0.1409079345890111
subesco_980,cnn,0.1,9,20,0.27901579971102564,0.8999999999999999,0.5847820609725372,0.12643233311959057,40.7642153512319,40.7642153512319,7.0,98.0,0.1,0.6024943310657597,39.75056689342404,980.0,132.11111111111111,121.0,125.11111111111111,123.11111111111111,133.0,127.33333333333333,0.5860125903105576,0.0,0.6167800453514739,0.7294784580498865,1.3333333333333333,0.0,0.588888888888889,0.9183673469387755,0.10238123254117765,0.501475274406524,0.23631914031831666,0.26515613408820726
subesco_980,cnn,0.2,9,20,0.31644454753233153,0.8,0.5707199546485261,0.24212896218072533,41.06417080917382,41.06417080917382,7.0,196.0,0.2,0.6024943310657597,39.75056689342404,980.0,119.33333333333333,100.22222222222223,111.88888888888889,108.22222222222223,128.66666666666666,117.88888888888889,0.5714148968480053,0.0,0.42630385487528344,0.5571428571428572,4.222222222222222,0.0,0.5704166666666667,0.8163265306122449,0.22706902400076537,0.501475274406524,0.23631914031831666,0.26515613408820726
subesco_980,cnn,0.3,9,20,0.35240879743605885,0.7,0.5513443472627145,0.3593554591135271,41.74422457960131,41.74422457960131,7.0,294.0,0.3,0.6024943310657597,39.75056689342404,980.0,106.33333333333333,82.77777777777777,99.22222222222223,91.22222222222223,122.22222222222223,108.0,0.5544860302691816,0.1111111111111111,0.31972789115646255,0.43492063492063493,8.777777777777779,0.1111111111111111,0.5487301587301587,0.7142857142857143,0.3494189297507399,0.501475274406524,0.23631914031831666,0.26515613408820726
subesco_980,hubert_base,0.1,3,20,0.36006998456353356,0.9,0.40551776266061984,0.15992804807140412,58.89816817670919,58.89816817670919,7.0,98.0,0.10000000000000002,0.4343537414965986,56.56462585034014,980.0,129.33333333333334,118.33333333333333,131.0,123.0,134.0,127.33333333333333,0.40562589839136304,0.0,0.7482993197278912,0.8074829931972789,0.3333333333333333,0.0,0.4137037037037037,0.9183673469387755,0.12522445702899496,0.2959396117381697,0.1124282371563195,0.1835113745818502
subesco_980,hubert_base,0.2,3,20,0.42536638674980215,0.8000000000000002,0.3843537414965987,0.2921573353408787,60.562238995434605,60.562238995434605,7.0,196.0,0.20000000000000004,0.4343537414965986,56.56462585034014,980.0,114.33333333333333,101.0,117.66666666666667,106.0,128.33333333333334,115.33333333333333,0.3845278646281594,0.0,0.5578231292517007,0.6591836734693878,3.6666666666666665,0.0,0.38999999999999996,0.8163265306122449,0.26690955493110596,0.2959396117381697,0.1124282371563195,0.1835113745818502
subesco_980,hubert_base,0.3,3,20,0.4808183803168536,0.6999999999999998,0.3581146744412051,0.42264071876936476,62.28581567798466,62.28581567798466,7.0,294.0,0.3,0.4343537414965986,56.56462585034014,980.0,102.66666666666667,80.0,106.33333333333333,92.33333333333333,120.0,100.33333333333333,0.35654442633651734,0.0,0.435374149659864,0.5727891156462586,8.333333333333334,0.0,0.3623809523809524,0.7142857142857143,0.4037857310973632,0.2959396117381697,0.1124282371563195,0.1835113745818502
subesco_980,resnet_se,0.1,3,20,0.31131577783236714,0.9,0.5404383975812547,0.13113576567460863,45.38178599517419,45.38178599517419,7.0,98.0,0.10000000000000002,0.5595238095238095,44.04761904761906,980.0,132.0,123.0,122.0,123.33333333333333,133.66666666666666,127.66666666666667,0.5401252111874691,0.0,0.6666666666666666,0.7551020408163266,1.3333333333333333,0.0,0.5448148148148148,0.9183673469387755,0.10618879147577114,0.4565987917048108,0.19916617557826108,0.2574326161265497
subesco_980,resnet_se,0.2,3,20,0.3560180884702515,0.8000000000000002,0.5255102040816326,0.2490959690243966,46.321058645494986,46.321058645494986,7.0,196.0,0.20000000000000004,0.5595238095238095,44.04761904761906,980.0,116.0,103.33333333333333,110.33333333333333,105.33333333333333,127.0,116.33333333333333,0.5245484378709611,0.0,0.5034013605442177,0.6278911564625851,3.0,0.0,0.5245833333333333,0.8163265306122449,0.2351820556136832,0.4565987917048108,0.19916617557826108,0.2574326161265497
subesco_980,resnet_se,0.3,3,20,0.3962397647145471,0.6999999999999998,0.5034013605442177,0.3705057172658724,47.93679937512408,47.93679937512408,7.0,294.0,0.3,0.5595238095238095,44.04761904761906,980.0,101.33333333333333,84.66666666666667,99.33333333333333,85.33333333333333,119.33333333333333,106.33333333333333,0.4997071075414548,0.0,0.3469387755102041,0.49455782312925173,8.333333333333334,0.0,0.5052380952380952,0.7142857142857143,0.3556634368395975,0.4565987917048108,0.19916617557826108,0.2574326161265497
subesco_980,transformer,0.1,3,20,0.2872185584337127,0.9,0.6024187452758881,0.12574427764868187,39.0958354164878,39.0958354164878,7.0,98.0,0.10000000000000002,0.6200680272108844,37.993197278911566,980.0,128.0,121.33333333333333,125.66666666666667,123.33333333333333,135.0,128.33333333333334,0.6016983896009199,0.0,0.6530612244897959,0.7823129251700681,1.0,0.0,0.6103703703703703,0.9183673469387755,0.09606744815577113,0.5078412395026185,0.2531768297877968,0.2546644097148217
subesco_980,transformer,0.2,3,20,0.3257047651111004,0.8000000000000002,0.5841836734693878,0.246434937179846,39.882290588690154,39.882290588690154,7.0,196.0,0.20000000000000004,0.6200680272108844,37.993197278911566,980.0,117.66666666666667,102.33333333333333,110.66666666666667,106.66666666666667,130.0,119.66666666666667,0.5827809103622862,0.0,0.5306122448979592,0.6095238095238095,3.6666666666666665,0.0,0.5858333333333333,0.8163265306122449,0.22890977811151716,0.5078412395026185,0.2531768297877968,0.2546644097148217
subesco_980,transformer,0.3,3,20,0.35958645273044443,0.6999999999999998,0.5583090379008747,0.369971567456069,40.92933204959428,40.92933204959428,7.0,294.0,0.3,0.6200680272108844,37.993197278911566,980.0,107.66666666666667,83.0,95.0,91.33333333333333,125.33333333333333,106.66666666666667,0.5549704978156189,0.0,0.3945578231292517,0.501360544217687,10.0,0.0,0.5604761904761905,0.7142857142857143,0.3545134421495897,0.5078412395026185,0.2531768297877968,0.2546644097148217
subesco_980,wav2vec2_base,0.1,3,20,0.3496192636602346,0.9,0.44671201814058953,0.15211448832138486,54.884825874734474,54.884825874734474,7.0,98.0,0.10000000000000002,0.4741496598639456,52.585034013605444,980.0,125.66666666666667,121.33333333333333,128.33333333333334,122.33333333333333,135.0,126.33333333333333,0.44636104352611355,0.0,0.7687074829931971,0.8210884353741497,0.0,0.0,0.45481481481481484,0.9183673469387755,0.1191047936737592,0.32001349485853964,0.1364132898662591,0.18360020499228047
