level,model,replicate,variant,accepted_classes_present,accepted_error,accepted_present_class_uar,accepted_support_0,accepted_support_1,accepted_support_2,accepted_support_3,accepted_support_4,accepted_support_5,accepted_uar,actual_review_rate,b,coverage,error_capture_rate,n_rejected,n_utts,overall_error_rate,overall_uar,quota_accepted_error,quota_coverage,quota_error_capture_rate,speaker_coverage_min,speaker_coverage_p10,speaker_equal_accepted_error,speaker_risk_undefined_count,speakers_below_0.70,speakers_zero,tau,accepted_support_6,accepted_support_7
cremad,cnn,r2s2,global_oof,6,0.40914524805738195,59.19842646685428,1211,1131,1108,1120,971,1151,59.19842646685428,0.09993275050437121,0.1,0.9000672494956288,0.15650030807147258,743,7435,0.4365837256220578,56.69388811476214,0.40938897168405364,0.902488231338265,0.15372766481823782,0.7682926829268293,0.8292682926829268,0.40876713100563283,0,0,0,0.3865898437656279,,
cremad,cnn,r2s2,global_oof,6,0.3846671149966375,61.2808938217389,1106,998,961,950,893,1040,61.2808938217389,0.2,0.2,0.8,0.2951324707332101,1487,7435,0.4365837256220578,56.69388811476214,0.38415245737211634,0.8045729657027573,0.2920517560073937,0.6829268292682927,0.7317073170731707,0.38390684491244137,0,1,0,0.43980140629515296,,
cremad,cnn,r2s2,global_oof,6,0.36003842459173874,63.042365260340674,1008,886,804,762,818,927,63.042365260340674,0.29993275050437124,0.3,0.7000672494956288,0.4226740603820086,2230,7435,0.4365837256220578,56.69388811476214,0.3619935324329466,0.7070611970410222,0.4137399876771411,0.5432098765432098,0.6097560975609756,0.3580260476262835,0,46,0,0.48522371426899363,,
cremad,cnn,r2s2,within_fold,6,0.40923352756611386,59.20586487397733,1207,1135,1110,1117,969,1155,59.20586487397733,0.09979825151311365,0.1,0.9002017484868864,0.15619223659889095,742,7435,0.4365837256220578,56.69388811476214,0.40938897168405364,0.902488231338265,0.15372766481823782,0.7682926829268293,0.85,0.40900089979024085,0,0,0,0.3865898437656279,,
cremad,cnn,r2s2,within_fold,6,0.3843697478991597,61.30041164400127,1106,997,961,949,895,1042,61.30041164400127,0.19973100201748487,0.2,0.8002689979825152,0.29544054220579175,1485,7435,0.4365837256220578,56.69388811476214,0.38415245737211634,0.8045729657027573,0.2920517560073937,0.6951219512195121,0.7368421052631579,0.38374964459336586,0,1,0,0.43980140629515296,,
cremad,cnn,r2s2,within_fold,6,0.3599692662312716,63.03762564278569,1008,882,801,765,819,931,63.03762564278569,0.2997982515131137,0.3,0.7002017484868863,0.4226740603820086,2229,7435,0.4365837256220578,56.69388811476214,0.3619935324329466,0.7070611970410222,0.4137399876771411,0.5432098765432098,0.6097560975609756,0.3585435048045321,0,45,0,0.48522371426899363,,
cremad,hubert_base,r0s0,global_oof,6,0.28048416019127315,72.09263257646822,1208,1114,1136,1121,1000,1113,72.09263257646822,0.09993275050437121,0.1,0.9000672494956288,0.19786324786324785,743,7435,0.31472763954270344,68.91714271547986,0.2815201192250373,0.902488231338265,0.19273504273504274,0.7682926829268293,0.8414634146341463,0.2817978520780477,0,0,0,0.4462376012102616,,
cremad,hubert_base,r0s0,global_oof,6,0.2484868863483524,74.9898503380709,1136,971,978,1003,915,945,74.9898503380709,0.2,0.2,0.8,0.3683760683760684,1487,7435,0.31472763954270344,68.91714271547986,0.2522567703109328,0.8045729657027573,0.35512820512820514,0.6585365853658537,0.7195121951219512,0.2507958873622177,0,5,0,0.5180629627545627,,
cremad,hubert_base,r0s0,global_oof,6,0.21460134486071086,78.09555402845184,1038,843,825,870,831,798,78.09555402845184,0.29993275050437124,0.3,0.7000672494956288,0.5226495726495727,2230,7435,0.31472763954270344,68.91714271547986,0.22084839261936465,0.7070611970410222,0.5038461538461538,0.5365853658536586,0.6097560975609756,0.2175300272030602,0,47,0,0.5926663104986394,,
cremad,hubert_base,r0s0,within_fold,6,0.28040035853002687,72.09114937220646,1209,1116,1132,1123,1002,1112,72.09114937220646,0.09966375252185608,0.1,0.9003362474781439,0.19786324786324785,741,7435,0.31472763954270344,68.91714271547986,0.2815201192250373,0.902488231338265,0.19273504273504274,0.8048780487804879,0.8414634146341463,0.28189276345586417,0,0,0,0.4462376012102616,,
