level,model,replicate,variant,accepted_classes_present,accepted_error,accepted_present_class_uar,accepted_support_0,accepted_support_1,accepted_support_2,accepted_support_3,accepted_support_4,accepted_support_5,accepted_uar,actual_review_rate,b,coverage,error_capture_rate,n_rejected,n_utts,overall_error_rate,overall_uar,quota_accepted_error,quota_coverage,quota_error_capture_rate,speaker_coverage_min,speaker_coverage_p10,speaker_equal_accepted_error,speaker_risk_undefined_count,speakers_below_0.70,speakers_zero,tau,accepted_support_6,accepted_support_7
cremad,transformer,r2s2,within_fold,6,0.4569747899159664,53.83893973231715,1137,968,957,984,856,1048,53.83893973231715,0.19973100201748487,0.2,0.8002689979825152,0.27143622722400856,1485,7435,0.5019502353732347,50.04874558842312,0.45787362086258776,0.8045729657027573,0.26607717041800644,0.691358024691358,0.7317073170731707,0.4564493016117351,0,3,0,0.4194484555023802,,
cremad,transformer,r2s2,within_fold,6,0.4368036880522474,55.428293162723406,1041,826,815,846,748,930,55.428293162723406,0.2997982515131137,0.3,0.7002017484868863,0.39067524115755625,2229,7435,0.5019502353732347,50.04874558842312,0.43637055354765075,0.7070611970410222,0.3853161843515541,0.5487804878048781,0.6341463414634146,0.43474096559806824,0,51,0,0.46548389420521863,,
cremad,wav2vec2_base,r0s0,global_oof,6,0.35460251046025104,64.65610715248728,1203,1153,1121,1122,943,1150,64.65610715248728,0.09993275050437121,0.1,0.9000672494956288,0.1740341106856944,743,7435,0.3864156018829859,61.56822807157857,0.3561847988077496,0.902488231338265,0.1681169509223808,0.7560975609756098,0.8414634146341463,0.3550649375481352,0,0,0,0.3973511872921207,,
cremad,wav2vec2_base,r0s0,global_oof,6,0.32464694014794887,67.51516832207592,1113,1008,1005,974,837,1011,67.51516832207592,0.2,0.2,0.8,0.32788026453184826,1487,7435,0.3864156018829859,61.56822807157857,0.3284854563691073,0.8045729657027573,0.31604594500522104,0.6219512195121951,0.7073170731707317,0.3258055027092847,0,9,0,0.4615142496142653,,
cremad,wav2vec2_base,r0s0,global_oof,6,0.2941402497598463,70.42795659239628,1044,867,880,834,710,870,70.42795659239628,0.29993275050437124,0.3,0.7000672494956288,0.46710755308040375,2230,7435,0.3864156018829859,61.56822807157857,0.3005516454251474,0.7070611970410222,0.4500522102332057,0.524390243902439,0.5975609756097561,0.29516673543431426,0,45,0,0.5191204134795084,,
cremad,wav2vec2_base,r0s0,within_fold,6,0.35509411413205855,64.60159640655117,1202,1152,1124,1122,946,1148,64.60159640655117,0.09966375252185608,0.1,0.9003362474781439,0.17264183780020884,741,7435,0.3864156018829859,61.56822807157857,0.3561847988077496,0.902488231338265,0.1681169509223808,0.7894736842105263,0.8414634146341463,0.3554091608470173,0,0,0,0.3973511872921207,,
cremad,wav2vec2_base,r0s0,within_fold,6,0.3247058823529412,67.50092417566522,1118,1012,1000,974,835,1011,67.50092417566522,0.19973100201748487,0.2,0.8002689979825152,0.32753219631047686,1485,7435,0.3864156018829859,61.56822807157857,0.3284854563691073,0.8045729657027573,0.31604594500522104,0.6219512195121951,0.7073170731707317,0.32582045814268895,0,7,0,0.4615142496142653,,
cremad,wav2vec2_base,r0s0,within_fold,6,0.29421932014595736,70.43078558202342,1042,866,889,836,706,868,70.43078558202342,0.29966375252185606,0.3,0.7003362474781439,0.46675948485903235,2228,7435,0.3864156018829859,61.56822807157857,0.3005516454251474,0.7070611970410222,0.4500522102332057,0.5121951219512195,0.5975609756097561,0.2954808728259761,0,41,0,0.5191204134795084,,
cremad,wav2vec2_base,r1s1,global_oof,6,0.35938433950986254,64.21173441282063,1203,1129,1130,1120,957,1153,64.21173441282063,0.09993275050437121,0.1,0.9000672494956288,0.16202090592334495,743,7435,0.38601210490921317,61.676494973935355,0.35976154992548437,0.902488231338265,0.1588850174216028,0.7682926829268293,0.8292682926829268,0.35936669239786767,0,0,0,0.3999943441612081,,
cremad,wav2vec2_base,r1s1,global_oof,6,0.3300268997982515,66.93966645262824,1129,989,993,965,850,1022,66.93966645262824,0.2,0.2,0.8,0.3160278745644599,1487,7435,0.38601210490921317,61.676494973935355,0.3350050150451354,0.8045729657027573,0.3017421602787456,0.6463414634146342,0.6842105263157895,0.3296468279458502,0,11,0,0.46882102589147373,,
cremad,wav2vec2_base,r1s1,global_oof,6,0.3027857829010567,69.49067986673934,1041,852,865,826,736,885,69.49067986673934,0.29993275050437124,0.3,0.7000672494956288,0.4508710801393728,2230,7435,0.38601210490921317,61.676494973935355,0.30816054784097396,0.7070611970410222,0.4355400696864111,0.47560975609756095,0.5657894736842105,0.30090633815227263,0,44,0,0.524959823886805,,
cremad,wav2vec2_base,r1s1,within_fold,6,0.358530026889752,64.3131670800578,1201,1137,1132,1113,958,1153,64.3131670800578,0.09966375252185608,0.1,0.9003362474781439,0.16376306620209058,741,7435,0.38601210490921317,61.676494973935355,0.35976154992548437,0.902488231338265,0.1588850174216028,0.7926829268292683,0.8414634146341463,0.3585325137564646,0,0,0,0.3999943441612081,,
cremad,wav2vec2_base,r1s1,within_fold,6,0.3315966386554622,66.80001554713652,1124,987,992,963,853,1031,66.80001554713652,0.19973100201748487,0.2,0.8002689979825152,0.31254355400696865,1485,7435,0.38601210490921317,61.676494973935355,0.3350050150451354,0.8045729657027573,0.3017421602787456,0.6097560975609756,0.7195121951219512,0.33143813525342514,0,7,0,0.46882102589147373,,
cremad,wav2vec2_base,r1s1,within_fold,6,0.30215136381098734,69.49848337075613,1045,851,862,823,741,884,69.49848337075613,0.2997982515131137,0.3,0.7002017484868863,0.4519163763066202,2229,7435,0.38601210490921317,61.676494973935355,0.30816054784097396,0.7070611970410222,0.4355400696864111,0.4878048780487805,0.6097560975609756,0.30097096546915164,0,49,0,0.524959823886805,,
cremad,wav2vec2_base,r2s2,global_oof,6,0.356246264196055,64.4550791096176,1186,1142,1149,1123,954,1138,64.4550791096176,0.09993275050437121,0.1,0.9000672494956288,0.17422930377554555,743,7435,0.3882985877605918,61.31097110895437,0.3572280178837556,0.902488231338265,0.16972635954277798,0.7682926829268293,0.8414634146341463,0.3561550257549666,0,0,0,0.40165830536157243,,
cremad,wav2vec2_base,r2s2,global_oof,6,0.33221250840618693,66.68866594055652,1121,984,1038,965,825,1015,66.68866594055652,0.2,0.2,0.8,0.315552476619328,1487,7435,0.3882985877605918,61.31097110895437,0.3301571380809094,0.8045729657027573,0.31589885694492553,0.6447368421052632,0.7195121951219512,0.3315083774143514,0,9,0,0.47255797813825845,,
cremad,wav2vec2_base,r2s2,global_oof,6,0.30547550432276654,69.04117961845718,1052,838,890,826,717,882,69.04117961845718,0.29993275050437124,0.3,0.7000672494956288,0.44925528229996536,2230,7435,0.3882985877605918,61.31097110895437,0.3032147612706867,0.7070611970410222,0.44786976099757536,0.5263157894736842,0.6097560975609756,0.3037782195118621,0,46,0,0.531666082888568,,
cremad,wav2vec2_base,r2s2,within_fold,6,0.35708949648886895,64.363800571647,1185,1141,1149,1121,956,1141,64.363800571647,0.09979825151311365,0.1,0.9002017484868864,0.17215102182196051,742,7435,0.3882985877605918,61.31097110895437,0.3572280178837556,0.902488231338265,0.16972635954277798,0.7682926829268293,0.8414634146341463,0.35701380757529144,0,0,0,0.40165830536157243,,
cremad,wav2vec2_base,r2s2,within_fold,6,0.3315966386554622,66.73723217205087,1123,980,1034,968,825,1020,66.73723217205087,0.19973100201748487,0.2,0.8002689979825152,0.31659161759612053,1485,7435,0.3882985877605918,61.31097110895437,0.3301571380809094,0.8045729657027573,0.31589885694492553,0.6447368421052632,0.6951219512195121,0.33100231976601363,0,10,0,0.47255797813825845,,
cremad,wav2vec2_base,r2s2,within_fold,6,0.30484056857472147,69.10535403106057,1052,837,894,819,716,888,69.10535403106057,0.2997982515131137,0.3,0.7002017484868863,0.4502944232767579,2229,7435,0.3882985877605918,61.31097110895437,0.3032147612706867,0.7070611970410222,0.44786976099757536,0.5394736842105263,0.5975609756097561,0.30301740888619383,0,50,0,0.531666082888568,,
cremad,wavlm_base_plus_ft,r0s0,global_oof,6,0.29228930065750147,70.48213615167992,1219,1134,1052,1090,1045,1152,70.48213615167992,0.09993275050437121,0.1,0.9000672494956288,0.1960542540073983,743,7435,0.32723604572965703,67.79953977253437,0.29478390461997017,0.902488231338265,0.18701191944101933,0.6829268292682927,0.8048780487804879,0.29197642549665587,0,1,0,0.4604414397416681,,
cremad,wavlm_base_plus_ft,r0s0,global_oof,6,0.2636180228648285,72.5434123453534,1158,1015,853,919,990,1013,72.5434123453534,0.2,0.2,0.8,0.35552815454171804,1487,7435,0.32723604572965703,67.79953977253437,0.261283851554664,0.8045729657027573,0.35758323057953145,0.5609756097560976,0.6829268292682927,0.2615802650268791,0,16,0,0.5438051420596006,,
cremad,wavlm_base_plus_ft,r0s0,global_oof,6,0.23208453410182517,74.78367315796689,1079,886,669,765,930,876,74.78367315796689,0.29993275050437124,0.3,0.7000672494956288,0.5034936292642828,2230,7435,0.32723604572965703,67.79953977253437,0.23188130112231312,0.7070611970410222,0.4989724619810933,0.4268292682926829,0.5853658536585366,0.22830673407885899,0,43,0,0.6311884606697858,,
cremad,wavlm_base_plus_ft,r0s0,within_fold,6,0.2922019719151479,70.49488338944487,1217,1142,1047,1101,1045,1142,70.49488338944487,0.09966375252185608,0.1,0.9003362474781439,0.1960542540073983,741,7435,0.32723604572965703,67.79953977253437,0.29478390461997017,0.902488231338265,0.18701191944101933,0.7926829268292683,0.8414634146341463,0.2928701603146108,0,0,0,0.4604414397416681,,
cremad,wavlm_base_plus_ft,r0s0,within_fold,6,0.26016806722689073,73.01045045404024,1141,1016,872,925,992,1004,73.01045045404024,0.19973100201748487,0.2,0.8002689979825152,0.3637484586929716,1485,7435,0.32723604572965703,67.79953977253437,0.261283851554664,0.8045729657027573,0.35758323057953145,0.6463414634146342,0.7195121951219512,0.26002745278574513,0,3,0,0.5438051420596006,,
cremad,wavlm_base_plus_ft,r0s0,within_fold,6,0.23007489917418858,75.03922714572336,1073,882,676,766,940,870,75.03922714572336,0.29966375252185606,0.3,0.7003362474781439,0.5076037813399096,2228,7435,0.32723604572965703,67.79953977253437,0.23188130112231312,0.7070611970410222,0.4989724619810933,0.5365853658536586,0.6097560975609756,0.23009077343442322,0,48,0,0.6311884606697858,,
cremad,wavlm_base_plus_ft,r0s1,global_oof,6,0.27510460251046026,72.53132466749817,1198,1134,1115,1102,1022,1121,72.53132466749817,0.09993275050437121,0.1,0.9000672494956288,0.2009548611111111,743,7435,0.30988567585743104,69.4038759519048,0.27779433681073024,0.902488231338265,0.1909722222222222,0.7560975609756098,0.8292682926829268,0.2765326606388737,0,0,0,0.49261190904671015,,
cremad,wavlm_base_plus_ft,r0s1,global_oof,6,0.24596503026227304,75.04467651583583,1139,974,962,963,951,959,75.04467651583583,0.2,0.2,0.8,0.3650173611111111,1487,7435,0.30988567585743104,69.4038759519048,0.2480775660314276,0.8045729657027573,0.3559027777777778,0.5853658536585366,0.6951219512195121,0.24799795708278055,0,11,0,0.5722559449565414,,
cremad,wavlm_base_plus_ft,r0s1,global_oof,6,0.2117195004803074,77.95881756421355,1069,815,795,839,888,799,77.95881756421355,0.29993275050437124,0.3,0.7000672494956288,0.5217013888888888,2230,7435,0.30988567585743104,69.4038759519048,0.22141906030055164,0.7070611970410222,0.4947916666666667,0.47560975609756095,0.5609756097560976,0.21431926479265312,0,41,0,0.6570756942989647,,
cremad,wavlm_base_plus_ft,r0s1,within_fold,6,0.2754705706602928,72.47762720613616,1202,1127,1115,1104,1025,1121,72.47762720613616,0.09966375252185608,0.1,0.9003362474781439,0.1996527777777778,741,7435,0.30988567585743104,69.4038759519048,0.27779433681073024,0.902488231338265,0.1909722222222222,0.8048780487804879,0.8414634146341463,0.2771624859134496,0,0,0,0.49261190904671015,,
cremad,wavlm_base_plus_ft,r0s1,within_fold,6,0.24722689075630253,74.93482833525724,1139,972,960,965,946,968,74.93482833525724,0.19973100201748487,0.2,0.8002689979825152,0.3615451388888889,1485,7435,0.30988567585743104,69.4038759519048,0.2480775660314276,0.8045729657027573,0.3559027777777778,0.6463414634146342,0.7073170731707317,0.24963683810596307,0,8,0,0.5722559449565414,,
cremad,wavlm_base_plus_ft,r0s1,within_fold,6,0.2137507201843672,77.7722850685075,1072,822,796,836,886,795,77.7722850685075,0.29966375252185606,0.3,0.7003362474781439,0.5169270833333334,2228,7435,0.30988567585743104,69.4038759519048,0.22141906030055164,0.7070611970410222,0.4947916666666667,0.5365853658536586,0.5975609756097561,0.21688962717241167,0,41,0,0.6570756942989647,,
cremad,wavlm_base_plus,r0s0,global_oof,6,0.28272564255827853,71.87595310929561,1209,1125,1122,1106,997,1133,71.87595310929561,0.09993275050437121,0.1,0.9000672494956288,0.18798283261802576,743,7435,0.3133826496301278,69.04660785817326,0.28628912071535023,0.902488231338265,0.17553648068669528,0.7682926829268293,0.8414634146341463,0.2839103559071661,0,0,0,0.43939893561612975,,
cremad,wavlm_base_plus,r0s0,global_oof,6,0.253866845998655,74.46573633528152,1133,991,971,959,914,980,74.46573633528152,0.2,0.2,0.8,0.351931330472103,1487,7435,0.3133826496301278,69.04660785817326,0.25810765630224003,0.8045729657027573,0.3373390557939914,0.573170731707317,0.7073170731707317,0.25595974172944436,0,6,0,0.5135917754616056,,
cremad,wavlm_base_plus,r0s0,global_oof,6,0.22247838616714696,77.25545385584725,1040,859,820,830,838,818,77.25545385584725,0.29993275050437124,0.3,0.7000672494956288,0.5030042918454936,2230,7435,0.3133826496301278,69.04660785817326,0.22655506943123455,0.7070611970410222,0.48884120171673817,0.43902439024390244,0.5853658536585366,0.224278239262935,0,43,0,0.5851885264376843,,
cremad,wavlm_base_plus,r0s0,within_fold,6,0.2817448461308635,71.97019373080997,1210,1125,1119,1112,997,1131,71.97019373080997,0.09966375252185608,0.1,0.9003362474781439,0.1905579399141631,741,7435,0.3133826496301278,69.04660785817326,0.28628912071535023,0.902488231338265,0.17553648068669528,0.7804878048780488,0.8414634146341463,0.28322129070484664,0,0,0,0.43939893561612975,,
cremad,wavlm_base_plus,r0s0,within_fold,6,0.25243697478991595,74.6154297746713,1132,993,970,961,913,981,74.6154297746713,0.19973100201748487,0.2,0.8002689979825152,0.35536480686695276,1485,7435,0.3133826496301278,69.04660785817326,0.25810765630224003,0.8045729657027573,0.3373390557939914,0.6097560975609756,0.7317073170731707,0.2547304910063587,0,6,0,0.5135917754616056,,
cremad,wavlm_base_plus,r0s0,within_fold,6,0.22181678509698483,77.33246529755185,1041,860,823,825,839,819,77.33246529755185,0.29966375252185606,0.3,0.7003362474781439,0.5042918454935622,2228,7435,0.3133826496301278,69.04660785817326,0.22655506943123455,0.7070611970410222,0.48884120171673817,0.47560975609756095,0.6097560975609756,0.22389583700785842,0,45,0,0.5851885264376843,,
cremad,wavlm_base_plus,r1s1,global_oof,6,0.2801852958756724,72.12919294840255,1215,1117,1138,1107,987,1128,72.12919294840255,0.09993275050437121,0.1,0.9000672494956288,0.20178799489144317,743,7435,0.3159381304640215,68.76569063618821,0.28301043219076005,0.902488231338265,0.19157088122605365,0.7763157894736842,0.8292682926829268,0.2814207386629862,0,0,0,0.4462289038156895,,
cremad,wavlm_base_plus,r1s1,global_oof,6,0.24697377269670479,75.18889082339028,1148,968,1001,970,895,966,75.18889082339028,0.2,0.2,0.8,0.37462750106428266,1487,7435,0.3159381304640215,68.76569063618821,0.25208960213975257,0.8045729657027573,0.35802469135802467,0.6341463414634146,0.7195121951219512,0.24902873617562504,0,7,0,0.529568168679116,,
cremad,wavlm_base_plus,r1s1,global_oof,6,0.21152737752161382,78.3931169285364,1063,833,839,827,818,825,78.3931169285364,0.29993275050437124,0.3,0.7000672494956288,0.5312899106002554,2230,7435,0.3159381304640215,68.76569063618821,0.2185657218946167,0.7070611970410222,0.5108556832694764,0.5121951219512195,0.6,0.21411722397324903,0,50,0,0.6051750859777806,,
cremad,wavlm_base_plus,r1s1,within_fold,6,0.28040035853002687,72.10850630655106,1215,1117,1139,1107,988,1128,72.10850630655106,0.09966375252185608,0.1,0.9003362474781439,0.2009365687526607,741,7435,0.3159381304640215,68.76569063618821,0.28301043219076005,0.902488231338265,0.19157088122605365,0.7804878048780488,0.8414634146341463,0.2817186288092777,0,0,0,0.4462289038156895,,
cremad,wavlm_base_plus,r1s1,within_fold,6,0.2480672268907563,75.08063347494397,1145,967,1001,970,898,969,75.08063347494397,0.19973100201748487,0.2,0.8002689979825152,0.3716475095785441,1485,7435,0.3159381304640215,68.76569063618821,0.25208960213975257,0.8045729657027573,0.35802469135802467,0.6463414634146342,0.7195121951219512,0.25013584017979623,0,8,0,0.529568168679116,,
cremad,wavlm_base_plus,r1s1,within_fold,6,0.2116788321167883,78.37462189326915,1064,833,838,830,818,823,78.37462189326915,0.2997982515131137,0.3,0.7002017484868863,0.5308641975308642,2229,7435,0.3159381304640215,68.76569063618821,0.2185657218946167,0.7070611970410222,0.5108556832694764,0.524390243902439,0.5975609756097561,0.21438364098435234,0,50,0,0.6051750859777806,,
cremad,wavlm_base_plus,r2s2,global_oof,6,0.281231320980275,72.00197264040821,1194,1131,1127,1106,1006,1128,72.00197264040821,0.09993275050437121,0.1,0.9000672494956288,0.204900718208703,743,7435,0.3183591123066577,68.50515667602075,0.28390461997019373,0.902488231338265,0.19518377693282637,0.7439024390243902,0.8414634146341463,0.28272499101676474,0,0,0,0.4336571052469405,,
cremad,wavlm_base_plus,r2s2,global_oof,6,0.246133154001345,75.25368669310937,1119,981,975,967,925,981,75.25368669310937,0.2,0.2,0.8,0.38149556400506973,1487,7435,0.3183591123066577,68.50515667602075,0.25342694750919426,0.8045729657027573,0.35952682720743556,0.6097560975609756,0.7073170731707317,0.24887984696514187,0,7,0,0.5080728401562294,,
cremad,wavlm_base_plus,r2s2,global_oof,6,0.21633045148895294,77.99316423717028,1042,849,832,842,818,822,77.99316423717028,0.29993275050437124,0.3,0.7000672494956288,0.5242923531896916,2230,7435,0.3183591123066577,68.50515667602075,0.2221799505421343,0.7070611970410222,0.5065483734685255,0.4268292682926829,0.5853658536585366,0.21942226345674856,0,44,0,0.584404396630596,,
cremad,wavlm_base_plus,r2s2,within_fold,6,0.28103989242492156,72.03860815451065,1195,1130,1124,1109,1002,1133,72.03860815451065,0.09979825151311365,0.1,0.9002017484868864,0.20532319391634982,742,7435,0.3183591123066577,68.50515667602075,0.28390461997019373,0.902488231338265,0.19518377693282637,0.7804878048780488,0.8536585365853658,0.2821629172369952,0,0,0,0.4336571052469405,,
cremad,wavlm_base_plus,r2s2,within_fold,6,0.2477310924369748,75.0683979941612,1128,975,974,964,924,985,75.0683979941612,0.19973100201748487,0.2,0.8002689979825152,0.3772708069286016,1485,7435,0.3183591123066577,68.50515667602075,0.25342694750919426,0.8045729657027573,0.35952682720743556,0.6219512195121951,0.7317073170731707,0.2502000632258079,0,6,0,0.5080728401562294,,
cremad,wavlm_base_plus,r2s2,within_fold,6,0.215904725316942,78.00070133457353,1044,843,831,844,828,816,78.00070133457353,0.2997982515131137,0.3,0.7002017484868863,0.5251373046049852,2229,7435,0.3183591123066577,68.50515667602075,0.2221799505421343,0.7070611970410222,0.5065483734685255,0.43902439024390244,0.6097560975609756,0.2194787854951954,0,48,0,0.584404396630596,,
ravdess,cnn,r0s0,global_oof,8,0.5895061728395061,41.95838144784102,89,186,162,169,180,173,41.95838144784102,0.09937456567060458,0.1,0.9006254343293955,0.13280363223609534,143,1439,0.6122307157748437,40.376854275741714,0.5925925925925926,0.9006254343293955,0.1282633371169126,0.6333333333333333,0.8166666666666667,0.5857788361102116,0,1,0,0.2876054361775038,177,160
ravdess,cnn,r0s0,global_oof,8,0.5677083333333334,43.365647094009596,76,180,135,151,161,149,43.365647094009596,0.19944405837387075,0.2,0.8005559416261293,0.2576617480136209,287,1439,0.6122307157748437,40.376854275741714,0.5651041666666666,0.8005559416261293,0.26106696935300794,0.5166666666666667,0.6816666666666666,0.5605469170187951,0,3,0,0.3317173677465923,165,135
ravdess,cnn,r0s0,global_oof,8,0.5525793650793651,44.58892960772953,65,170,112,137,147,123,44.58892960772953,0.2995135510771369,0.3,0.700486448922863,0.3677639046538025,431,1439,0.6122307157748437,40.376854275741714,0.5456349206349206,0.700486448922863,0.3757094211123723,0.4,0.5266666666666667,0.5431542663347394,0,9,0,0.3703468252935313,146,108
ravdess,cnn,r0s0,within_fold,8,0.5902777777777778,41.926149452902315,88,184,166,167,179,167,41.926149452902315,0.09937456567060458,0.1,0.9006254343293955,0.13166855845629966,143,1439,0.6122307157748437,40.376854275741714,0.5925925925925926,0.9006254343293955,0.1282633371169126,0.8,0.8375706214689266,0.5877935223230168,0,0,0,0.2876054361775038,178,167
ravdess,cnn,r0s0,within_fold,8,0.5625,44.19682675231953,79,177,137,153,162,145,44.19682675231953,0.19944405837387075,0.2,0.8005559416261293,0.264472190692395,287,1439,0.6122307157748437,40.376854275741714,0.5651041666666666,0.8005559416261293,0.26106696935300794,0.6333333333333333,0.7333333333333333,0.5569954458134762,0,2,0,0.3317173677465923,167,132
ravdess,cnn,r0s0,within_fold,8,0.5456349206349206,44.9573093683785,64,169,113,135,147,118,44.9573093683785,0.2995135510771369,0.3,0.700486448922863,0.3757094211123723,431,1439,0.6122307157748437,40.376854275741714,0.5456349206349206,0.700486448922863,0.3757094211123723,0.5166666666666667,0.6121186440677967,0.538798300150038,0,10,0,0.3703468252935313,152,110
ravdess,cnn,r0s1,global_oof,8,0.5864197530864198,42.002127929801894,77,184,166,165,183,167,42.002127929801894,0.09937456567060458,0.1,0.9006254343293955,0.1324200913242009,143,1439,0.6087560806115357,39.85602094240838,0.5871913580246914,0.9006254343293955,0.1312785388127854,0.7796610169491526,0.8383333333333334,0.5867053247901404,0,0,0,0.29156906920703574,179,175
ravdess,cnn,r0s1,global_oof,8,0.5729166666666666,42.632398014776186,67,168,142,138,170,153,42.632398014776186,0.19944405837387075,0.2,0.8005559416261293,0.2465753424657534,287,1439,0.6087560806115357,39.85602094240838,0.5755208333333334,0.8005559416261293,0.24315068493150685,0.6333333333333333,0.7166666666666667,0.5714515523572502,0,2,0,0.3367439977252893,168,146
ravdess,cnn,r0s1,global_oof,8,0.5555555555555556,43.538798114369825,52,153,118,122,153,136,43.538798114369825,0.2995135510771369,0.3,0.700486448922863,0.3607305936073059,431,1439,0.6087560806115357,39.85602094240838,0.5555555555555556,0.700486448922863,0.3607305936073059,0.55,0.6,0.5508345142032431,0,10,0,0.3788658383022919,152,122
ravdess,cnn,r0s1,within_fold,8,0.5864197530864198,41.77414827119993,80,184,163,162,183,169,41.77414827119993,0.09937456567060458,0.1,0.9006254343293955,0.1324200913242009,143,1439,0.6087560806115357,39.85602094240838,0.5871913580246914,0.9006254343293955,0.1312785388127854,0.7833333333333333,0.85,0.5861262674843898,0,0,0,0.29156906920703574,180,175
ravdess,cnn,r0s1,within_fold,8,0.5729166666666666,42.736907672399916,67,170,144,138,169,149,42.736907672399916,0.19944405837387075,0.2,0.8005559416261293,0.2465753424657534,287,1439,0.6087560806115357,39.85602094240838,0.5755208333333334,0.8005559416261293,0.24315068493150685,0.6833333333333333,0.7203107344632769,0.5727125043525159,0,1,0,0.3367439977252893,168,147
ravdess,cnn,r0s1,within_fold,8,0.5565476190476191,42.87427147340099,51,157,118,118,154,131,42.87427147340099,0.2995135510771369,0.3,0.700486448922863,0.3595890410958904,431,1439,0.6087560806115357,39.85602094240838,0.5555555555555556,0.700486448922863,0.3607305936073059,0.5666666666666667,0.605,0.5519608483601133,0,11,0,0.3788658383022919,156,123
ravdess,cnn,r0s2,global_oof,8,0.5632716049382716,44.360323138309774,88,183,168,160,179,170,44.360323138309774,0.09937456567060458,0.1,0.9006254343293955,0.12679425837320574,143,1439,0.580958999305073,43.30722349476439,0.5578703703703703,0.9006254343293955,0.13516746411483255,0.75,0.805,0.5610971825073517,0,0,0,0.2853269182064118,181,167
ravdess,cnn,r0s2,global_oof,8,0.5407986111111112,46.09794956452552,77,174,141,138,162,152,46.09794956452552,0.19944405837387075,0.2,0.8005559416261293,0.25478468899521534,287,1439,0.580958999305073,43.30722349476439,0.5399305555555556,0.8005559416261293,0.25598086124401914,0.6333333333333333,0.6868079096045198,0.5365569333593588,0,4,0,0.33744662836491235,165,143
ravdess,cnn,r0s2,global_oof,8,0.5228174603174603,46.50263969128376,69,163,114,117,150,131,46.50263969128376,0.2995135510771369,0.3,0.700486448922863,0.3696172248803828,431,1439,0.580958999305073,43.30722349476439,0.5287698412698413,0.700486448922863,0.3624401913875598,0.43333333333333335,0.5883333333333334,0.5161734478510622,0,12,0,0.3829049700535575,155,109
ravdess,cnn,r0s2,within_fold,8,0.5655864197530864,44.19970734362094,88,184,165,166,177,170,44.19970734362094,0.09937456567060458,0.1,0.9006254343293955,0.12320574162679426,143,1439,0.580958999305073,43.30722349476439,0.5578703703703703,0.9006254343293955,0.13516746411483255,0.7796610169491526,0.81,0.5646974275653813,0,0,0,0.2853269182064118,180,166
ravdess,cnn,r0s2,within_fold,8,0.5381944444444444,46.18840077214534,77,180,140,140,160,149,46.18840077214534,0.19944405837387075,0.2,0.8005559416261293,0.2583732057416268,287,1439,0.580958999305073,43.30722349476439,0.5399305555555556,0.8005559416261293,0.25598086124401914,0.6666666666666666,0.6845762711864406,0.5344727245634435,0,3,0,0.33744662836491235,170,136
ravdess,cnn,r0s2,within_fold,8,0.5257936507936508,46.36952628190066,70,162,111,121,150,130,46.36952628190066,0.2995135510771369,0.3,0.700486448922863,0.3660287081339713,431,1439,0.580958999305073,43.30722349476439,0.5287698412698413,0.700486448922863,0.3624401913875598,0.48333333333333334,0.5883333333333334,0.5212255580482913,0,11,0,0.3829049700535575,157,107
ravdess,cnn,r1s0,global_oof,8,0.566358024691358,43.531543843254184,85,188,164,172,174,172,43.531543843254184,0.09937456567060458,0.1,0.9006254343293955,0.13033175355450238,143,1439,0.5865184155663655,42.26794284467714,0.5733024691358025,0.9006254343293955,0.11966824644549763,0.55,0.65,0.5717122231443265,0,5,0,0.26290332545506745,189,152
ravdess,cnn,r1s0,global_oof,8,0.5494791666666666,44.90816108983591,68,171,140,153,160,155,44.90816108983591,0.19944405837387075,0.2,0.8005559416261293,0.25,287,1439,0.5865184155663655,42.26794284467714,0.5546875,0.8005559416261293,0.24289099526066352,0.3,0.34833333333333333,0.5570799573692359,0,5,0,0.31211625028153095,168,137
ravdess,cnn,r1s0,global_oof,8,0.5297619047619048,46.25895188398462,55,161,125,128,139,126,46.25895188398462,0.2995135510771369,0.3,0.700486448922863,0.36729857819905215,431,1439,0.5865184155663655,42.26794284467714,0.5248015873015873,0.700486448922863,0.3732227488151659,0.16666666666666666,0.17666666666666667,0.5206983541076394,0,6,0,0.34703418378098083,151,123
ravdess,cnn,r1s0,within_fold,8,0.5725308641975309,43.294865906672165,83,185,168,172,178,171,43.294865906672165,0.09937456567060458,0.1,0.9006254343293955,0.12085308056872038,143,1439,0.5865184155663655,42.26794284467714,0.5733024691358025,0.9006254343293955,0.11966824644549763,0.85,0.8666666666666667,0.5718578656550275,0,0,0,0.26290332545506745,178,161
ravdess,cnn,r1s0,within_fold,8,0.5555555555555556,44.70357136238217,66,173,147,151,164,147,44.70357136238217,0.19944405837387075,0.2,0.8005559416261293,0.24170616113744076,287,1439,0.5865184155663655,42.26794284467714,0.5546875,0.8005559416261293,0.24289099526066352,0.6666666666666666,0.7333333333333333,0.5534344481080699,0,1,0,0.31211625028153095,168,136
ravdess,cnn,r1s0,within_fold,8,0.5297619047619048,45.86580240843717,61,162,118,127,149,125,45.86580240843717,0.2995135510771369,0.3,0.700486448922863,0.36729857819905215,431,1439,0.5865184155663655,42.26794284467714,0.5248015873015873,0.700486448922863,0.3732227488151659,0.48333333333333334,0.6166666666666667,0.5270591455552315,0,10,0,0.34703418378098083,158,108
