level,model,b,speaker,coverage,accepted_error,n_utts,n_reps,n_defined_risk_reps
cremad,hubert_base,0.1,1030,0.9146341463414634,0.23558084400189663,82,3,3
cremad,hubert_base,0.1,1031,0.7804878048780487,0.48351981958539336,82,3,3
cremad,hubert_base,0.1,1032,0.8739837398373984,0.3627242909511865,82,3,3
cremad,hubert_base,0.1,1033,0.9390243902439024,0.1384891046760303,82,3,3
cremad,hubert_base,0.1,1034,0.8821138211382115,0.447227156734199,82,3,3
cremad,hubert_base,0.1,1035,0.9552845528455284,0.29380968243393296,82,3,3
cremad,hubert_base,0.1,1036,0.8861788617886179,0.4216216216216216,82,3,3
cremad,hubert_base,0.1,1037,0.9552845528455284,0.14841824841824844,82,3,3
cremad,hubert_base,0.1,1038,0.926829268292683,0.09210526315789473,82,3,3
cremad,hubert_base,0.1,1039,0.9715447154471545,0.2975308641975309,82,3,3
cremad,hubert_base,0.1,1040,0.9308943089430893,0.2313090418353576,82,3,3
cremad,hubert_base,0.1,1041,0.8658536585365854,0.18781950965049557,82,3,3
cremad,hubert_base,0.1,1042,0.8983739837398375,0.3392998477929985,82,3,3
cremad,hubert_base,0.1,1043,0.8252032520325203,0.22556551429790864,82,3,3
cremad,hubert_base,0.1,1044,0.9227642276422765,0.2642709353235669,82,3,3
cremad,hubert_base,0.1,1045,0.8455284552845529,0.4234992041803058,82,3,3
cremad,hubert_base,0.1,1046,0.829268292682927,0.2873487243350257,82,3,3
cremad,hubert_base,0.1,1047,0.959349593495935,0.1483974358974359,82,3,3
cremad,hubert_base,0.1,1048,0.9065040650406505,0.27351351351351355,82,3,3
cremad,hubert_base,0.1,1049,0.959349593495935,0.16959612915967215,82,3,3
cremad,hubert_base,0.1,1050,0.9065040650406505,0.22876355086160424,82,3,3
cremad,hubert_base,0.1,1051,0.894308943089431,0.19069238252336843,82,3,3
cremad,hubert_base,0.1,1052,0.8699186991869919,0.261802780151227,82,3,3
cremad,hubert_base,0.1,1053,0.8780487804878049,0.18019290272329055,82,3,3
cremad,hubert_base,0.1,1054,0.9146341463414634,0.2445329540066382,82,3,3
cremad,hubert_base,0.1,1055,0.9065040650406505,0.2375243664717349,82,3,3
cremad,hubert_base,0.1,1056,0.9227642276422765,0.2995321637426901,82,3,3
cremad,hubert_base,0.1,1057,0.9024390243902439,0.4503121542595227,82,3,3
cremad,hubert_base,0.1,1058,0.9268292682926829,0.2189335084071926,82,3,3
cremad,hubert_base,0.1,1059,0.910569105691057,0.3302275094128014,82,3,3
cremad,hubert_base,0.1,1060,0.9268292682926829,0.44765094554568235,82,3,3
cremad,hubert_base,0.1,1061,0.9308943089430893,0.20955798587377536,82,3,3
cremad,hubert_base,0.1,1062,0.8902439024390244,0.319799344009261,82,3,3
cremad,hubert_base,0.1,1063,0.9471544715447154,0.19752372837936294,82,3,3
cremad,hubert_base,0.1,1064,0.9552845528455284,0.16992282922496113,82,3,3
cremad,hubert_base,0.1,1065,0.8536585365853658,0.3321867321867322,82,3,3
cremad,hubert_base,0.1,1066,0.8292682926829268,0.2402948611730716,82,3,3
cremad,hubert_base,0.1,1067,0.8821138211382115,0.5158609313538891,82,3,3
cremad,hubert_base,0.1,1068,0.9065040650406505,0.23327327327327327,82,3,3
cremad,hubert_base,0.1,1069,0.926829268292683,0.27631578947368424,82,3,3
cremad,hubert_base,0.1,1070,0.8333333333333334,0.40970446149474277,82,3,3
cremad,hubert_base,0.1,1071,0.8943089430894308,0.35029537494326224,82,3,3
cremad,hubert_base,0.1,1072,0.9065040650406503,0.20553875348395897,82,3,3
cremad,hubert_base,0.1,1073,0.8333333333333334,0.3076604554865425,82,3,3
cremad,hubert_base,0.1,1074,0.894308943089431,0.39571150097465885,82,3,3
cremad,hubert_base,0.1,1075,0.959349593495935,0.31769988099102026,82,3,3
