level,model,replicate,variant,b,speaker,accepted_error,coverage,n,n_acc,n_err,n_err_acc,n_err_rej
cremad,resnet_se,r1s1,global_oof,0.1,1028,0.4225352112676056,0.8658536585365854,82,71,37,30,7
cremad,resnet_se,r1s1,global_oof,0.1,1029,0.39473684210526316,0.926829268292683,82,76,36,30,6
cremad,resnet_se,r1s1,global_oof,0.1,1030,0.2676056338028169,0.8658536585365854,82,71,24,19,5
cremad,resnet_se,r1s1,global_oof,0.1,1031,0.5362318840579711,0.8414634146341463,82,69,48,37,11
cremad,resnet_se,r1s1,global_oof,0.1,1032,0.4473684210526316,0.926829268292683,82,76,39,34,5
cremad,resnet_se,r1s1,global_oof,0.1,1033,0.28169014084507044,0.8658536585365854,82,71,27,20,7
cremad,resnet_se,r1s1,global_oof,0.1,1034,0.48,0.9146341463414634,82,75,41,36,5
cremad,resnet_se,r1s1,global_oof,0.1,1035,0.3333333333333333,0.8780487804878049,82,72,32,24,8
cremad,resnet_se,r1s1,global_oof,0.1,1036,0.5844155844155844,0.9390243902439024,82,77,49,45,4
cremad,resnet_se,r1s1,global_oof,0.1,1037,0.2597402597402597,0.9390243902439024,82,77,25,20,5
cremad,resnet_se,r1s1,global_oof,0.1,1038,0.36363636363636365,0.9390243902439024,82,77,32,28,4
cremad,resnet_se,r1s1,global_oof,0.1,1039,0.38961038961038963,0.9390243902439024,82,77,32,30,2
cremad,resnet_se,r1s1,global_oof,0.1,1040,0.3333333333333333,0.9146341463414634,82,75,30,25,5
cremad,resnet_se,r1s1,global_oof,0.1,1041,0.36,0.9146341463414634,82,75,32,27,5
cremad,resnet_se,r1s1,global_oof,0.1,1042,0.4788732394366197,0.8658536585365854,82,71,42,34,8
cremad,resnet_se,r1s1,global_oof,0.1,1043,0.36,0.9146341463414634,82,75,31,27,4
cremad,resnet_se,r1s1,global_oof,0.1,1044,0.24050632911392406,0.9634146341463414,82,79,21,19,2
cremad,resnet_se,r1s1,global_oof,0.1,1045,0.4342105263157895,0.926829268292683,82,76,38,33,5
cremad,resnet_se,r1s1,global_oof,0.1,1046,0.49295774647887325,0.8658536585365854,82,71,43,35,8
cremad,resnet_se,r1s1,global_oof,0.1,1047,0.2077922077922078,0.9390243902439024,82,77,19,16,3
cremad,resnet_se,r1s1,global_oof,0.1,1048,0.23943661971830985,0.8658536585365854,82,71,26,17,9
cremad,resnet_se,r1s1,global_oof,0.1,1049,0.2857142857142857,0.9390243902439024,82,77,25,22,3
cremad,resnet_se,r1s1,global_oof,0.1,1050,0.38461538461538464,0.9512195121951219,82,78,32,30,2
cremad,resnet_se,r1s1,global_oof,0.1,1051,0.36764705882352944,0.8292682926829268,82,68,35,25,10
cremad,resnet_se,r1s1,global_oof,0.1,1052,0.3088235294117647,0.8292682926829268,82,68,29,21,8
cremad,resnet_se,r1s1,global_oof,0.1,1053,0.26666666666666666,0.9146341463414634,82,75,25,20,5
cremad,resnet_se,r1s1,global_oof,0.1,1054,0.4931506849315068,0.8902439024390244,82,73,38,36,2
cremad,resnet_se,r1s1,global_oof,0.1,1055,0.3717948717948718,0.9512195121951219,82,78,33,29,4
cremad,resnet_se,r1s1,global_oof,0.1,1056,0.39473684210526316,0.926829268292683,82,76,34,30,4
cremad,resnet_se,r1s1,global_oof,0.1,1057,0.4714285714285714,0.8536585365853658,82,70,42,33,9
cremad,resnet_se,r1s1,global_oof,0.1,1058,0.33783783783783783,0.9024390243902439,82,74,29,25,4
cremad,resnet_se,r1s1,global_oof,0.1,1059,0.5657894736842105,0.926829268292683,82,76,48,43,5
cremad,resnet_se,r1s1,global_oof,0.1,1060,0.4666666666666667,0.9146341463414634,82,75,42,35,7
cremad,resnet_se,r1s1,global_oof,0.1,1061,0.2987012987012987,0.9390243902439024,82,77,26,23,3
cremad,resnet_se,r1s1,global_oof,0.1,1062,0.3157894736842105,0.926829268292683,82,76,29,24,5
cremad,resnet_se,r1s1,global_oof,0.1,1063,0.273972602739726,0.8902439024390244,82,73,27,20,7
cremad,resnet_se,r1s1,global_oof,0.1,1064,0.32,0.9146341463414634,82,75,30,24,6
cremad,resnet_se,r1s1,global_oof,0.1,1065,0.38028169014084506,0.8658536585365854,82,71,33,27,6
cremad,resnet_se,r1s1,global_oof,0.1,1066,0.2714285714285714,0.8536585365853658,82,70,29,19,10
cremad,resnet_se,r1s1,global_oof,0.1,1067,0.484375,0.7804878048780488,82,64,44,31,13
cremad,resnet_se,r1s1,global_oof,0.1,1068,0.32857142857142857,0.8536585365853658,82,70,31,23,8
cremad,resnet_se,r1s1,global_oof,0.1,1069,0.40789473684210525,0.926829268292683,82,76,35,31,4
cremad,resnet_se,r1s1,global_oof,0.1,1070,0.36619718309859156,0.8658536585365854,82,71,32,26,6
cremad,resnet_se,r1s1,global_oof,0.1,1071,0.43243243243243246,0.9024390243902439,82,74,36,32,4
cremad,resnet_se,r1s1,global_oof,0.1,1072,0.273972602739726,0.8902439024390244,82,73,27,20,7
cremad,resnet_se,r1s1,global_oof,0.1,1073,0.3235294117647059,0.8292682926829268,82,68,30,22,8
cremad,resnet_se,r1s1,global_oof,0.1,1074,0.5070422535211268,0.8658536585365854,82,71,45,36,9
cremad,resnet_se,r1s1,global_oof,0.1,1075,0.5263157894736842,0.926829268292683,82,76,44,40,4
cremad,resnet_se,r1s1,global_oof,0.1,1076,0.3472222222222222,0.9,80,72,30,25,5
cremad,resnet_se,r1s1,global_oof,0.1,1077,0.4810126582278481,0.9634146341463414,82,79,40,38,2
cremad,resnet_se,r1s1,global_oof,0.1,1078,0.25333333333333335,0.9146341463414634,82,75,22,19,3
cremad,resnet_se,r1s1,global_oof,0.1,1079,0.40540540540540543,0.9024390243902439,82,74,35,30,5
cremad,resnet_se,r1s1,global_oof,0.1,1080,0.31645569620253167,0.9634146341463414,82,79,25,25,0
cremad,resnet_se,r1s1,global_oof,0.1,1081,0.25,0.8780487804878049,82,72,25,18,7
cremad,resnet_se,r1s1,global_oof,0.1,1082,0.6,0.9146341463414634,82,75,52,45,7
cremad,resnet_se,r1s1,global_oof,0.1,1083,0.4810126582278481,0.9634146341463414,82,79,39,38,1
cremad,resnet_se,r1s1,global_oof,0.1,1084,0.4025974025974026,0.9390243902439024,82,77,36,31,5
cremad,resnet_se,r1s1,global_oof,0.1,1085,0.2916666666666667,0.8780487804878049,82,72,29,21,8
cremad,resnet_se,r1s1,global_oof,0.1,1086,0.5256410256410257,0.9512195121951219,82,78,42,41,1
cremad,resnet_se,r1s1,global_oof,0.1,1087,0.4788732394366197,0.8658536585365854,82,71,39,34,5
cremad,resnet_se,r1s1,global_oof,0.1,1088,0.4864864864864865,0.9024390243902439,82,74,42,36,6
cremad,resnet_se,r1s1,global_oof,0.1,1089,0.33783783783783783,0.9024390243902439,82,74,29,25,4
cremad,resnet_se,r1s1,global_oof,0.1,1090,0.42857142857142855,0.9390243902439024,82,77,38,33,5
cremad,resnet_se,r1s1,global_oof,0.1,1091,0.5324675324675324,0.9390243902439024,82,77,43,41,2
cremad,resnet_se,r1s1,global_oof,0.2,1001,0.46875,0.7804878048780488,82,64,44,30,14
cremad,resnet_se,r1s1,global_oof,0.2,1002,0.37037037037037035,0.6666666666666666,81,54,34,20,14
cremad,resnet_se,r1s1,global_oof,0.2,1003,0.24561403508771928,0.6951219512195121,82,57,29,14,15
cremad,resnet_se,r1s1,global_oof,0.2,1004,0.35,0.7317073170731707,82,60,29,21,8
cremad,resnet_se,r1s1,global_oof,0.2,1005,0.375,0.6829268292682927,82,56,40,21,19
cremad,resnet_se,r1s1,global_oof,0.2,1006,0.38095238095238093,0.7875,80,63,35,24,11
cremad,resnet_se,r1s1,global_oof,0.2,1007,0.328125,0.7804878048780488,82,64,35,21,14
cremad,resnet_se,r1s1,global_oof,0.2,1008,0.4126984126984127,0.8289473684210527,76,63,35,26,9
cremad,resnet_se,r1s1,global_oof,0.2,1009,0.25757575757575757,0.868421052631579,76,66,24,17,7
cremad,resnet_se,r1s1,global_oof,0.2,1010,0.265625,0.7804878048780488,82,64,28,17,11
cremad,resnet_se,r1s1,global_oof,0.2,1011,0.22058823529411764,0.8292682926829268,82,68,25,15,10
cremad,resnet_se,r1s1,global_oof,0.2,1012,0.21875,0.7804878048780488,82,64,26,14,12
cremad,resnet_se,r1s1,global_oof,0.2,1013,0.3181818181818182,0.825,80,66,28,21,7
cremad,resnet_se,r1s1,global_oof,0.2,1014,0.3064516129032258,0.7560975609756098,82,62,29,19,10
cremad,resnet_se,r1s1,global_oof,0.2,1015,0.47540983606557374,0.7439024390243902,82,61,39,29,10
cremad,resnet_se,r1s1,global_oof,0.2,1016,0.4246575342465753,0.8902439024390244,82,73,36,31,5
cremad,resnet_se,r1s1,global_oof,0.2,1017,0.5,0.85,80,68,40,34,6
cremad,resnet_se,r1s1,global_oof,0.2,1018,0.17391304347826086,0.8414634146341463,82,69,20,12,8
cremad,resnet_se,r1s1,global_oof,0.2,1019,0.3448275862068966,0.7631578947368421,76,58,33,20,13
cremad,resnet_se,r1s1,global_oof,0.2,1020,0.203125,0.7804878048780488,82,64,26,13,13
cremad,resnet_se,r1s1,global_oof,0.2,1021,0.38571428571428573,0.8536585365853658,82,70,36,27,9
cremad,resnet_se,r1s1,global_oof,0.2,1022,0.3220338983050847,0.7195121951219512,82,59,34,19,15
cremad,resnet_se,r1s1,global_oof,0.2,1023,0.4647887323943662,0.8658536585365854,82,71,42,33,9
cremad,resnet_se,r1s1,global_oof,0.2,1024,0.3333333333333333,0.7317073170731707,82,60,34,20,14
cremad,resnet_se,r1s1,global_oof,0.2,1025,0.37142857142857144,0.8536585365853658,82,70,37,26,11
cremad,resnet_se,r1s1,global_oof,0.2,1026,0.30303030303030304,0.8048780487804879,82,66,32,20,12
cremad,resnet_se,r1s1,global_oof,0.2,1027,0.3333333333333333,0.7682926829268293,82,63,35,21,14
cremad,resnet_se,r1s1,global_oof,0.2,1028,0.35,0.7317073170731707,82,60,37,21,16
cremad,resnet_se,r1s1,global_oof,0.2,1029,0.3333333333333333,0.8048780487804879,82,66,36,22,14
cremad,resnet_se,r1s1,global_oof,0.2,1030,0.25396825396825395,0.7682926829268293,82,63,24,16,8
cremad,resnet_se,r1s1,global_oof,0.2,1031,0.49206349206349204,0.7682926829268293,82,63,48,31,17
cremad,resnet_se,r1s1,global_oof,0.2,1032,0.417910447761194,0.8170731707317073,82,67,39,28,11
cremad,resnet_se,r1s1,global_oof,0.2,1033,0.27419354838709675,0.7560975609756098,82,62,27,17,10
cremad,resnet_se,r1s1,global_oof,0.2,1034,0.4492753623188406,0.8414634146341463,82,69,41,31,10
cremad,resnet_se,r1s1,global_oof,0.2,1035,0.31746031746031744,0.7682926829268293,82,63,32,20,12
cremad,resnet_se,r1s1,global_oof,0.2,1036,0.5833333333333334,0.8780487804878049,82,72,49,42,7
cremad,resnet_se,r1s1,global_oof,0.2,1037,0.21428571428571427,0.8536585365853658,82,70,25,15,10
cremad,resnet_se,r1s1,global_oof,0.2,1038,0.3380281690140845,0.8658536585365854,82,71,32,24,8
cremad,resnet_se,r1s1,global_oof,0.2,1039,0.38571428571428573,0.8536585365853658,82,70,32,27,5
cremad,resnet_se,r1s1,global_oof,0.2,1040,0.26153846153846155,0.7926829268292683,82,65,30,17,13
cremad,resnet_se,r1s1,global_oof,0.2,1041,0.36923076923076925,0.7926829268292683,82,65,32,24,8
cremad,resnet_se,r1s1,global_oof,0.2,1042,0.423728813559322,0.7195121951219512,82,59,42,25,17
cremad,resnet_se,r1s1,global_oof,0.2,1043,0.35294117647058826,0.8292682926829268,82,68,31,24,7
cremad,resnet_se,r1s1,global_oof,0.2,1044,0.2222222222222222,0.8780487804878049,82,72,21,16,5
cremad,resnet_se,r1s1,global_oof,0.2,1045,0.3939393939393939,0.8048780487804879,82,66,38,26,12
cremad,resnet_se,r1s1,global_oof,0.2,1046,0.43548387096774194,0.7560975609756098,82,62,43,27,16
cremad,resnet_se,r1s1,global_oof,0.2,1047,0.17567567567567569,0.9024390243902439,82,74,19,13,6
cremad,resnet_se,r1s1,global_oof,0.2,1048,0.23880597014925373,0.8170731707317073,82,67,26,16,10
cremad,resnet_se,r1s1,global_oof,0.2,1049,0.2537313432835821,0.8170731707317073,82,67,25,17,8
cremad,resnet_se,r1s1,global_oof,0.2,1050,0.3684210526315789,0.926829268292683,82,76,32,28,4
cremad,resnet_se,r1s1,global_oof,0.2,1051,0.31666666666666665,0.7317073170731707,82,60,35,19,16
cremad,resnet_se,r1s1,global_oof,0.2,1052,0.2857142857142857,0.6829268292682927,82,56,29,16,13
cremad,resnet_se,r1s1,global_oof,0.2,1053,0.2537313432835821,0.8170731707317073,82,67,25,17,8
cremad,resnet_se,r1s1,global_oof,0.2,1054,0.484375,0.7804878048780488,82,64,38,31,7
cremad,resnet_se,r1s1,global_oof,0.2,1055,0.3611111111111111,0.8780487804878049,82,72,33,26,7
cremad,resnet_se,r1s1,global_oof,0.2,1056,0.3888888888888889,0.8780487804878049,82,72,34,28,6
cremad,resnet_se,r1s1,global_oof,0.2,1057,0.43548387096774194,0.7560975609756098,82,62,42,27,15
cremad,resnet_se,r1s1,global_oof,0.2,1058,0.3283582089552239,0.8170731707317073,82,67,29,22,7
cremad,resnet_se,r1s1,global_oof,0.2,1059,0.5507246376811594,0.8414634146341463,82,69,48,38,10
cremad,resnet_se,r1s1,global_oof,0.2,1060,0.4647887323943662,0.8658536585365854,82,71,42,33,9
cremad,resnet_se,r1s1,global_oof,0.2,1061,0.29577464788732394,0.8658536585365854,82,71,26,21,5
cremad,resnet_se,r1s1,global_oof,0.2,1062,0.3194444444444444,0.8780487804878049,82,72,29,23,6
cremad,resnet_se,r1s1,global_oof,0.2,1063,0.265625,0.7804878048780488,82,64,27,17,10
cremad,resnet_se,r1s1,global_oof,0.2,1064,0.2898550724637681,0.8414634146341463,82,69,30,20,10
cremad,resnet_se,r1s1,global_oof,0.2,1065,0.32786885245901637,0.7439024390243902,82,61,33,20,13
cremad,resnet_se,r1s1,global_oof,0.2,1066,0.2413793103448276,0.7073170731707317,82,58,29,14,15
cremad,resnet_se,r1s1,global_oof,0.2,1067,0.47058823529411764,0.6219512195121951,82,51,44,24,20
cremad,resnet_se,r1s1,global_oof,0.2,1068,0.3114754098360656,0.7439024390243902,82,61,31,19,12
cremad,resnet_se,r1s1,global_oof,0.2,1069,0.37681159420289856,0.8414634146341463,82,69,35,26,9
cremad,resnet_se,r1s1,global_oof,0.2,1070,0.328125,0.7804878048780488,82,64,32,21,11
cremad,resnet_se,r1s1,global_oof,0.2,1071,0.4225352112676056,0.8658536585365854,82,71,36,30,6
cremad,resnet_se,r1s1,global_oof,0.2,1072,0.25757575757575757,0.8048780487804879,82,66,27,17,10
cremad,resnet_se,r1s1,global_oof,0.2,1073,0.30357142857142855,0.6829268292682927,82,56,30,17,13
cremad,resnet_se,r1s1,global_oof,0.2,1074,0.47619047619047616,0.7682926829268293,82,63,45,30,15
cremad,resnet_se,r1s1,global_oof,0.2,1075,0.5211267605633803,0.8658536585365854,82,71,44,37,7
cremad,resnet_se,r1s1,global_oof,0.2,1076,0.328125,0.8,80,64,30,21,9
cremad,resnet_se,r1s1,global_oof,0.2,1077,0.4722222222222222,0.8780487804878049,82,72,40,34,6
cremad,resnet_se,r1s1,global_oof,0.2,1078,0.22058823529411764,0.8292682926829268,82,68,22,15,7
cremad,resnet_se,r1s1,global_oof,0.2,1079,0.40625,0.7804878048780488,82,64,35,26,9
cremad,resnet_se,r1s1,global_oof,0.2,1080,0.3055555555555556,0.8780487804878049,82,72,25,22,3
cremad,resnet_se,r1s1,global_oof,0.2,1081,0.22727272727272727,0.8048780487804879,82,66,25,15,10
cremad,resnet_se,r1s1,global_oof,0.2,1082,0.59375,0.7804878048780488,82,64,52,38,14
cremad,resnet_se,r1s1,global_oof,0.2,1083,0.4722222222222222,0.8780487804878049,82,72,39,34,5
cremad,resnet_se,r1s1,global_oof,0.2,1084,0.359375,0.7804878048780488,82,64,36,23,13
cremad,resnet_se,r1s1,global_oof,0.2,1085,0.24193548387096775,0.7560975609756098,82,62,29,15,14
cremad,resnet_se,r1s1,global_oof,0.2,1086,0.44776119402985076,0.8170731707317073,82,67,42,30,12
cremad,resnet_se,r1s1,global_oof,0.2,1087,0.4918032786885246,0.7439024390243902,82,61,39,30,9
cremad,resnet_se,r1s1,global_oof,0.2,1088,0.4626865671641791,0.8170731707317073,82,67,42,31,11
cremad,resnet_se,r1s1,global_oof,0.2,1089,0.3076923076923077,0.7926829268292683,82,65,29,20,9
cremad,resnet_se,r1s1,global_oof,0.2,1090,0.38461538461538464,0.7926829268292683,82,65,38,25,13
cremad,resnet_se,r1s1,global_oof,0.2,1091,0.5147058823529411,0.8292682926829268,82,68,43,35,8
cremad,resnet_se,r1s1,global_oof,0.3,1001,0.45098039215686275,0.6219512195121951,82,51,44,23,21
cremad,resnet_se,r1s1,global_oof,0.3,1002,0.3673469387755102,0.6049382716049383,81,49,34,18,16
cremad,resnet_se,r1s1,global_oof,0.3,1003,0.23529411764705882,0.6219512195121951,82,51,29,12,17
cremad,resnet_se,r1s1,global_oof,0.3,1004,0.2962962962962963,0.6585365853658537,82,54,29,16,13
cremad,resnet_se,r1s1,global_oof,0.3,1005,0.29545454545454547,0.5365853658536586,82,44,40,13,27
cremad,resnet_se,r1s1,global_oof,0.3,1006,0.3269230769230769,0.65,80,52,35,17,18
cremad,resnet_se,r1s1,global_oof,0.3,1007,0.32727272727272727,0.6707317073170732,82,55,35,18,17
cremad,resnet_se,r1s1,global_oof,0.3,1008,0.42105263157894735,0.75,76,57,35,24,11
cremad,resnet_se,r1s1,global_oof,0.3,1009,0.2,0.7236842105263158,76,55,24,11,13
cremad,resnet_se,r1s1,global_oof,0.3,1010,0.25862068965517243,0.7073170731707317,82,58,28,15,13
cremad,resnet_se,r1s1,global_oof,0.3,1011,0.1774193548387097,0.7560975609756098,82,62,25,11,14
cremad,resnet_se,r1s1,global_oof,0.3,1012,0.16071428571428573,0.6829268292682927,82,56,26,9,17
cremad,resnet_se,r1s1,global_oof,0.3,1013,0.2857142857142857,0.7875,80,63,28,18,10
cremad,resnet_se,r1s1,global_oof,0.3,1014,0.23529411764705882,0.6219512195121951,82,51,29,12,17
cremad,resnet_se,r1s1,global_oof,0.3,1015,0.42,0.6097560975609756,82,50,39,21,18
cremad,resnet_se,r1s1,global_oof,0.3,1016,0.4090909090909091,0.8048780487804879,82,66,36,27,9
cremad,resnet_se,r1s1,global_oof,0.3,1017,0.46551724137931033,0.725,80,58,40,27,13
cremad,resnet_se,r1s1,global_oof,0.3,1018,0.15384615384615385,0.7926829268292683,82,65,20,10,10
cremad,resnet_se,r1s1,global_oof,0.3,1019,0.2830188679245283,0.6973684210526315,76,53,33,15,18
cremad,resnet_se,r1s1,global_oof,0.3,1020,0.2,0.7317073170731707,82,60,26,12,14
cremad,resnet_se,r1s1,global_oof,0.3,1021,0.3492063492063492,0.7682926829268293,82,63,36,22,14
cremad,resnet_se,r1s1,global_oof,0.3,1022,0.2727272727272727,0.6707317073170732,82,55,34,15,19
cremad,resnet_se,r1s1,global_oof,0.3,1023,0.4262295081967213,0.7439024390243902,82,61,42,26,16
cremad,resnet_se,r1s1,global_oof,0.3,1024,0.27450980392156865,0.6219512195121951,82,51,34,14,20
cremad,resnet_se,r1s1,global_oof,0.3,1025,0.3392857142857143,0.6829268292682927,82,56,37,19,18
cremad,resnet_se,r1s1,global_oof,0.3,1026,0.2903225806451613,0.7560975609756098,82,62,32,18,14
cremad,resnet_se,r1s1,global_oof,0.3,1027,0.25,0.6341463414634146,82,52,35,13,22
cremad,resnet_se,r1s1,global_oof,0.3,1028,0.33962264150943394,0.6463414634146342,82,53,37,18,19
cremad,resnet_se,r1s1,global_oof,0.3,1029,0.2807017543859649,0.6951219512195121,82,57,36,16,20
cremad,resnet_se,r1s1,global_oof,0.3,1030,0.18518518518518517,0.6585365853658537,82,54,24,10,14
cremad,resnet_se,r1s1,global_oof,0.3,1031,0.43137254901960786,0.6219512195121951,82,51,48,22,26
cremad,resnet_se,r1s1,global_oof,0.3,1032,0.3770491803278688,0.7439024390243902,82,61,39,23,16
cremad,resnet_se,r1s1,global_oof,0.3,1033,0.23076923076923078,0.6341463414634146,82,52,27,12,15
cremad,resnet_se,r1s1,global_oof,0.3,1034,0.40350877192982454,0.6951219512195121,82,57,41,23,18
cremad,resnet_se,r1s1,global_oof,0.3,1035,0.3269230769230769,0.6341463414634146,82,52,32,17,15
cremad,resnet_se,r1s1,global_oof,0.3,1036,0.5692307692307692,0.7926829268292683,82,65,49,37,12
cremad,resnet_se,r1s1,global_oof,0.3,1037,0.19047619047619047,0.7682926829268293,82,63,25,12,13
cremad,resnet_se,r1s1,global_oof,0.3,1038,0.3220338983050847,0.7195121951219512,82,59,32,19,13
cremad,resnet_se,r1s1,global_oof,0.3,1039,0.40625,0.7804878048780488,82,64,32,26,6
cremad,resnet_se,r1s1,global_oof,0.3,1040,0.25,0.7317073170731707,82,60,30,15,15
cremad,resnet_se,r1s1,global_oof,0.3,1041,0.3508771929824561,0.6951219512195121,82,57,32,20,12
cremad,resnet_se,r1s1,global_oof,0.3,1042,0.38461538461538464,0.6341463414634146,82,52,42,20,22
cremad,resnet_se,r1s1,global_oof,0.3,1043,0.3125,0.7804878048780488,82,64,31,20,11
cremad,resnet_se,r1s1,global_oof,0.3,1044,0.2,0.7317073170731707,82,60,21,12,9
cremad,resnet_se,r1s1,global_oof,0.3,1045,0.4032258064516129,0.7560975609756098,82,62,38,25,13
cremad,resnet_se,r1s1,global_oof,0.3,1046,0.4074074074074074,0.6585365853658537,82,54,43,22,21
cremad,resnet_se,r1s1,global_oof,0.3,1047,0.16176470588235295,0.8292682926829268,82,68,19,11,8
cremad,resnet_se,r1s1,global_oof,0.3,1048,0.22727272727272727,0.8048780487804879,82,66,26,15,11
cremad,resnet_se,r1s1,global_oof,0.3,1049,0.21666666666666667,0.7317073170731707,82,60,25,13,12
cremad,resnet_se,r1s1,global_oof,0.3,1050,0.34285714285714286,0.8536585365853658,82,70,32,24,8
cremad,resnet_se,r1s1,global_oof,0.3,1051,0.24,0.6097560975609756,82,50,35,12,23
cremad,resnet_se,r1s1,global_oof,0.3,1052,0.2553191489361702,0.573170731707317,82,47,29,12,17
cremad,resnet_se,r1s1,global_oof,0.3,1053,0.24561403508771928,0.6951219512195121,82,57,25,14,11
cremad,resnet_se,r1s1,global_oof,0.3,1054,0.4716981132075472,0.6463414634146342,82,53,38,25,13
cremad,resnet_se,r1s1,global_oof,0.3,1055,0.359375,0.7804878048780488,82,64,33,23,10
cremad,resnet_se,r1s1,global_oof,0.3,1056,0.3770491803278688,0.7439024390243902,82,61,34,23,11
cremad,resnet_se,r1s1,global_oof,0.3,1057,0.4339622641509434,0.6463414634146342,82,53,42,23,19
cremad,resnet_se,r1s1,global_oof,0.3,1058,0.3157894736842105,0.6951219512195121,82,57,29,18,11
cremad,resnet_se,r1s1,global_oof,0.3,1059,0.5238095238095238,0.7682926829268293,82,63,48,33,15
cremad,resnet_se,r1s1,global_oof,0.3,1060,0.43548387096774194,0.7560975609756098,82,62,42,27,15
cremad,resnet_se,r1s1,global_oof,0.3,1061,0.23728813559322035,0.7195121951219512,82,59,26,14,12
cremad,resnet_se,r1s1,global_oof,0.3,1062,0.28125,0.7804878048780488,82,64,29,18,11
cremad,resnet_se,r1s1,global_oof,0.3,1063,0.26229508196721313,0.7439024390243902,82,61,27,16,11
cremad,resnet_se,r1s1,global_oof,0.3,1064,0.27586206896551724,0.7073170731707317,82,58,30,16,14
cremad,resnet_se,r1s1,global_oof,0.3,1065,0.3333333333333333,0.6585365853658537,82,54,33,18,15
cremad,resnet_se,r1s1,global_oof,0.3,1066,0.2641509433962264,0.6463414634146342,82,53,29,14,15
cremad,resnet_se,r1s1,global_oof,0.3,1067,0.4222222222222222,0.5487804878048781,82,45,44,19,25
cremad,resnet_se,r1s1,global_oof,0.3,1068,0.34,0.6097560975609756,82,50,31,17,14
cremad,resnet_se,r1s1,global_oof,0.3,1069,0.3870967741935484,0.7560975609756098,82,62,35,24,11
cremad,resnet_se,r1s1,global_oof,0.3,1070,0.3050847457627119,0.7195121951219512,82,59,32,18,14
cremad,resnet_se,r1s1,global_oof,0.3,1071,0.3968253968253968,0.7682926829268293,82,63,36,25,11
cremad,resnet_se,r1s1,global_oof,0.3,1072,0.21153846153846154,0.6341463414634146,82,52,27,11,16
cremad,resnet_se,r1s1,global_oof,0.3,1073,0.2857142857142857,0.5975609756097561,82,49,30,14,16
cremad,resnet_se,r1s1,global_oof,0.3,1074,0.48214285714285715,0.6829268292682927,82,56,45,27,18
cremad,resnet_se,r1s1,global_oof,0.3,1075,0.5147058823529411,0.8292682926829268,82,68,44,35,9
cremad,resnet_se,r1s1,global_oof,0.3,1076,0.29508196721311475,0.7625,80,61,30,18,12
cremad,resnet_se,r1s1,global_oof,0.3,1077,0.45,0.7317073170731707,82,60,40,27,13
cremad,resnet_se,r1s1,global_oof,0.3,1078,0.15789473684210525,0.6951219512195121,82,57,22,9,13
cremad,resnet_se,r1s1,global_oof,0.3,1079,0.4067796610169492,0.7195121951219512,82,59,35,24,11
cremad,resnet_se,r1s1,global_oof,0.3,1080,0.296875,0.7804878048780488,82,64,25,19,6
cremad,resnet_se,r1s1,global_oof,0.3,1081,0.22580645161290322,0.7560975609756098,82,62,25,14,11
cremad,resnet_se,r1s1,global_oof,0.3,1082,0.5106382978723404,0.573170731707317,82,47,52,24,28
cremad,resnet_se,r1s1,global_oof,0.3,1083,0.43103448275862066,0.7073170731707317,82,58,39,25,14
cremad,resnet_se,r1s1,global_oof,0.3,1084,0.32142857142857145,0.6829268292682927,82,56,36,18,18
cremad,resnet_se,r1s1,global_oof,0.3,1085,0.23636363636363636,0.6707317073170732,82,55,29,13,16
cremad,resnet_se,r1s1,global_oof,0.3,1086,0.3793103448275862,0.7073170731707317,82,58,42,22,20
cremad,resnet_se,r1s1,global_oof,0.3,1087,0.37209302325581395,0.524390243902439,82,43,39,16,23
cremad,resnet_se,r1s1,global_oof,0.3,1088,0.4406779661016949,0.7195121951219512,82,59,42,26,16
cremad,resnet_se,r1s1,global_oof,0.3,1089,0.26229508196721313,0.7439024390243902,82,61,29,16,13
cremad,resnet_se,r1s1,global_oof,0.3,1090,0.38181818181818183,0.6707317073170732,82,55,38,21,17
cremad,resnet_se,r1s1,global_oof,0.3,1091,0.5254237288135594,0.7195121951219512,82,59,43,31,12
cremad,resnet_se,r1s1,within_fold,0.1,1001,0.5,0.8780487804878049,82,72,44,36,8
cremad,resnet_se,r1s1,within_fold,0.1,1002,0.3787878787878788,0.8148148148148148,81,66,34,25,9
cremad,resnet_se,r1s1,within_fold,0.1,1003,0.29850746268656714,0.8170731707317073,82,67,29,20,9
cremad,resnet_se,r1s1,within_fold,0.1,1004,0.37142857142857144,0.8536585365853658,82,70,29,26,3
cremad,resnet_se,r1s1,within_fold,0.1,1005,0.4583333333333333,0.8780487804878049,82,72,40,33,7
cremad,resnet_se,r1s1,within_fold,0.1,1006,0.3972602739726027,0.9125,80,73,35,29,6
cremad,resnet_se,r1s1,within_fold,0.1,1007,0.3888888888888889,0.8780487804878049,82,72,35,28,7
cremad,resnet_se,r1s1,within_fold,0.1,1008,0.43283582089552236,0.881578947368421,76,67,35,29,6
cremad,resnet_se,r1s1,within_fold,0.1,1009,0.2916666666666667,0.9473684210526315,76,72,24,21,3
cremad,resnet_se,r1s1,within_fold,0.1,1010,0.2876712328767123,0.8902439024390244,82,73,28,21,7
cremad,resnet_se,r1s1,within_fold,0.1,1011,0.2702702702702703,0.9024390243902439,82,74,25,20,5
