level,model,b,n_reps,n_speakers,accepted_classes_present,accepted_error,accepted_present_class_uar,accepted_support_0,accepted_support_1,accepted_support_2,accepted_support_3,accepted_support_4,accepted_support_5,accepted_uar,actual_review_rate,coverage,error_capture_rate,n_rejected,n_utts,overall_error_rate,overall_uar,quota_accepted_error,quota_coverage,quota_error_capture_rate,speaker_coverage_min,speaker_coverage_p10,speaker_equal_accepted_error,speaker_risk_undefined_count,speakers_below_0.70,speakers_zero,tau,aurc,oracle_aurc,e_aurc,accepted_support_6,accepted_support_7
cremad,cnn,0.1,3,91,6.0,0.413329348475792,58.81237155028169,1203.3333333333333,1127.0,1125.3333333333333,1104.3333333333333,978.3333333333334,1153.6666666666667,58.81237155028169,0.09993275050437121,0.9000672494956289,0.15473818808230924,743.0,7435.0,0.4401255323918403,56.36294680585004,0.41405861897665175,0.902488231338265,0.15097283753620472,0.7764227642276422,0.8449764127270902,0.41315644371827925,0.0,0.0,0.0,0.37765320307968153,0.28908348871985856,0.11540965896752227,0.17367382975233633,,
cremad,cnn,0.2,3,91,6.0,0.38774938354629,60.96015128142727,1112.6666666666667,991.3333333333334,984.0,920.0,894.3333333333334,1045.6666666666667,60.96015128142727,0.20000000000000004,0.8000000000000002,0.295200201694831,1487.0,7435.0,0.4401255323918403,56.36294680585004,0.38760726624317393,0.8045729657027573,0.2914348672070359,0.6666666666666666,0.7276422764227641,0.38754163737333963,0.0,3.6666666666666665,0.0,0.43011115857134324,0.28908348871985856,0.11540965896752227,0.17367382975233633,,
cremad,cnn,0.3,3,91,6.0,0.3622158181235991,62.75739937083265,1017.3333333333334,861.3333333333334,824.6666666666666,739.6666666666666,825.6666666666666,936.3333333333334,62.75739937083265,0.29993275050437124,0.7000672494956288,0.42385036681573246,2230.0,7435.0,0.4401255323918403,56.36294680585004,0.36598820620125544,0.7070611970410222,0.4120458170920744,0.5265984141322895,0.6081501555756299,0.3609471726290758,0.0,45.333333333333336,0.0,0.47205586728080157,0.28908348871985856,0.11540965896752227,0.17367382975233633,,
cremad,hubert_base,0.1,3,91,6.0,0.278890217174736,72.2526352654509,1204.0,1111.3333333333333,1139.6666666666667,1123.0,996.3333333333334,1117.6666666666667,72.2526352654509,0.09993275050437121,0.9000672494956289,0.20310562238482485,743.0,7435.0,0.3149966375252185,68.85398279442308,0.2804272230501739,0.902488231338265,0.1965617541501322,0.7550278134360292,0.8414634146341463,0.2804525705336141,0.0,0.0,0.0,0.4440804030213347,0.15369033154052633,0.0558658931518633,0.097824438388663,,
cremad,hubert_base,0.2,3,91,6.0,0.24618919524770233,75.29633170841232,1123.0,966.6666666666666,1000.3333333333334,998.6666666666666,905.6666666666666,953.6666666666666,75.29633170841232,0.20000000000000004,0.8000000000000002,0.37477018971739245,1487.0,7435.0,0.3149966375252185,68.85398279442308,0.25097514766521783,0.8045729657027573,0.3589778625359395,0.6422764227642276,0.7113821138211381,0.2484042294056319,0.0,6.666666666666667,0.0,0.5185105876499181,0.15369033154052633,0.0558658931518633,0.097824438388663,,
cremad,hubert_base,0.3,3,91,6.0,0.2133845661223183,78.30003533584716,1035.3333333333333,828.6666666666666,854.3333333333334,869.6666666666666,820.3333333333334,796.6666666666666,78.30003533584716,0.29993275050437124,0.7000672494956288,0.5257822238441375,2230.0,7435.0,0.3149966375252185,68.85398279442308,0.22186291294147487,0.7070611970410222,0.5020082414979771,0.524390243902439,0.6097560975609756,0.21620564204432738,0.0,45.333333333333336,0.0,0.5906542466187163,0.15369033154052633,0.0558658931518633,0.097824438388663,,
cremad,resnet_se,0.1,3,91,6.0,0.38344291691572024,61.84441845066462,1196.3333333333333,1137.0,1113.0,1125.3333333333333,979.6666666666666,1140.6666666666667,61.84441845066462,0.09993275050437121,0.9000672494956289,0.16392748580231326,743.0,7435.0,0.41277740416946873,59.1191406987775,0.38455042225534025,0.902488231338265,0.15927614713289548,0.7764227642276422,0.8455284552845529,0.38323313298617956,0.0,0.0,0.0,0.4075867659440422,0.2547833084470525,0.10022651761107822,0.15455679083597426,,
cremad,resnet_se,0.2,3,91,6.0,0.3557498318762609,64.24354261521525,1105.3333333333333,1014.0,960.6666666666666,952.0,902.3333333333334,1013.6666666666666,64.24354261521525,0.20000000000000004,0.8000000000000002,0.31061241761610797,1487.0,7435.0,0.41277740416946873,59.1191406987775,0.3587986180764516,0.8045729657027573,0.3007111957886639,0.6382113821138211,0.7249679075738126,0.355213882981607,0.0,5.666666666666667,0.0,0.4703264729473462,0.2547833084470525,0.10022651761107822,0.15455679083597426,,
cremad,resnet_se,0.3,3,91,6.0,0.3285943003522254,66.35777107213765,1029.3333333333333,893.6666666666666,797.3333333333334,786.3333333333334,827.6666666666666,870.6666666666666,66.35777107213765,0.29993275050437124,0.7000672494956288,0.4427446591050208,2230.0,7435.0,0.41277740416946873,59.1191406987775,0.3319383678904318,0.7070611970410222,0.4314723430522309,0.524390243902439,0.6081501555756299,0.3281392128320874,0.0,44.0,0.0,0.5224381332755665,0.2547833084470525,0.10022651761107822,0.15455679083597426,,
cremad,transformer,0.1,3,91,6.0,0.48694959155210205,51.27415072271222,1212.6666666666667,1111.0,1111.3333333333333,1126.3333333333333,962.6666666666666,1168.0,51.27415072271222,0.09993275050437121,0.9000672494956289,0.13671508095273435,743.0,7435.0,0.5076888590002242,49.52855553357369,0.4873323397913562,0.902488231338265,0.1337063168391573,0.7551440329218106,0.8333333333333334,0.48648762079855806,0.0,0.0,0.0,0.35338983529884566,0.3748605897306146,0.15887515642057906,0.21598543331003558,,
cremad,transformer,0.2,3,91,6.0,0.46715982963461106,52.89939196640139,1132.0,971.6666666666666,967.3333333333334,966.6666666666666,847.6666666666666,1062.6666666666667,52.89939196640139,0.20000000000000004,0.8000000000000002,0.2639065579686622,1487.0,7435.0,0.5076888590002242,49.52855553357369,0.4674579293435863,0.8045729657027573,0.2592126623389393,0.5934959349593495,0.6926829268292684,0.46536672497044496,0.0,11.333333333333334,0.0,0.39986067517355267,0.3748605897306146,0.15887515642057906,0.21598543331003558,,
cremad,transformer,0.3,3,91,6.0,0.44649375600384245,54.460495476826424,1039.3333333333333,841.0,811.6666666666666,818.3333333333334,742.3333333333334,952.3333333333334,54.460495476826424,0.29993275050437124,0.7000672494956288,0.38435897489580834,2230.0,7435.0,0.5076888590002242,49.52855553357369,0.4473400545304673,0.7070611970410222,0.3770257054920969,0.4466446906184462,0.5691056910569107,0.4428976660518437,0.0,46.333333333333336,0.0,0.44131485285959116,0.3748605897306146,0.15887515642057906,0.21598543331003558,,
cremad,wav2vec2_base,0.1,3,91,6.0,0.35674437138872284,64.4409735583085,1197.3333333333333,1141.3333333333333,1133.3333333333333,1121.6666666666667,951.3333333333334,1147.0,64.4409735583085,0.09993275050437121,0.9000672494956289,0.17009477346152832,743.0,7435.0,0.38690876485093034,61.51856471815609,0.35772478887232984,0.902488231338265,0.1655761092955872,0.7642276422764228,0.8373983739837398,0.35686221856698985,0.0,0.0,0.0,0.39966794560496705,0.22933818298574807,0.08698590483940229,0.1423522781463458,,
cremad,wav2vec2_base,0.2,3,91,6.0,0.32896211611746246,67.04783357175357,1121.0,993.6666666666666,1012.0,968.0,837.3333333333334,1016.0,67.04783357175357,0.20000000000000004,0.8000000000000002,0.31982020523854543,1487.0,7435.0,0.38690876485093034,61.51856471815609,0.33121586983171736,0.8045729657027573,0.31122898740963073,0.6376765083440308,0.7036799315361574,0.32898690268982883,0.0,9.666666666666666,0.0,0.4676310845479992,0.22933818298574807,0.08698590483940229,0.1423522781463458,,
cremad,wav2vec2_base,0.3,3,91,6.0,0.30080051232788985,69.65327202586427,1045.6666666666667,852.3333333333334,878.3333333333334,828.6666666666666,721.0,879.0,69.65327202586427,0.29993275050437124,0.7000672494956288,0.45574463850658065,2230.0,7435.0,0.38690876485093034,61.51856471815609,0.30397565151226935,0.7070611970410222,0.4444873469723974,0.5087719298245613,0.591035515618314,0.2999504310328163,0.0,45.0,0.0,0.5252487734182938,0.22933818298574807,0.08698590483940229,0.1423522781463458,,
cremad,wavlm_base_plus,0.1,3,91,6.0,0.28138075313807537,72.00237289936878,1206.0,1124.3333333333333,1129.0,1106.3333333333333,996.6666666666666,1129.6666666666667,72.00237289936878,0.09993275050437121,0.9000672494956289,0.198223848572724,743.0,7435.0,0.3158932974669357,68.77248505679408,0.284401390958768,0.902488231338265,0.1874303796151918,0.762836970474968,0.8373983739837398,0.2826853618623057,0.0,0.0,0.0,0.43976164822625324,0.1565750111554685,0.056202347676509244,0.10037266347895928,,
cremad,wavlm_base_plus,0.2,3,91,6.0,0.24899125756556825,74.96943795059373,1133.3333333333333,980.0,982.3333333333334,965.3333333333334,911.3333333333334,975.6666666666666,74.96943795059373,0.20000000000000004,0.8000000000000002,0.3693514651804852,1487.0,7435.0,0.3158932974669357,68.77248505679408,0.25454140198372893,0.8045729657027573,0.35163019145315055,0.605691056910569,0.7113821138211381,0.2512894416234038,0.0,6.666666666666667,0.0,0.5170775947656504,0.1565750111554685,0.056202347676509244,0.10037266347895928,,
cremad,wavlm_base_plus,0.3,3,91,6.0,0.21677873839257122,77.88057834051797,1048.3333333333333,847.0,830.3333333333334,833.0,824.6666666666666,821.6666666666666,77.88057834051797,0.29993275050437124,0.7000672494956288,0.5195288518784803,2230.0,7435.0,0.3158932974669357,68.77248505679408,0.22243358062266183,0.7070611970410222,0.5020817528182467,0.4593495934959349,0.5902439024390244,0.21927257556431087,0.0,45.666666666666664,0.0,0.5915893363486869,0.1565750111554685,0.056202347676509244,0.10037266347895928,,
cremad,wavlm_base_plus_ft,0.1,2,91,6.0,0.2836969515839809,71.50673040958904,1208.5,1134.0,1083.5,1096.0,1033.5,1136.5,71.50673040958904,0.09993275050437121,0.9000672494956288,0.1985045575592547,743.0,7435.0,0.31856086079354407,68.60170786221958,0.2862891207153502,0.902488231338265,0.18899207083162078,0.7195121951219512,0.8170731707317074,0.28425454306776476,0.0,0.5,0.0,0.47652667439418916,0.1652466686828133,0.05727265673527571,0.10797401194753758,,
cremad,wavlm_base_plus_ft,0.2,2,91,6.0,0.25479152656355075,73.79404443059462,1148.5,994.5,907.5,941.0,970.5,986.0,73.79404443059462,0.2,0.8,0.36027275782641455,1487.0,7435.0,0.31856086079354407,68.60170786221958,0.25468070879304583,0.8045729657027573,0.3567430041786546,0.5731707317073171,0.6890243902439024,0.2547891110548298,0.0,13.5,0.0,0.558030543508071,0.1652466686828133,0.05727265673527571,0.10797401194753758,,
cremad,wavlm_base_plus_ft,0.3,2,91,6.0,0.2219020172910663,76.37124536109022,1074.0,850.5,732.0,802.0,909.0,837.5,76.37124536109022,0.29993275050437124,0.7000672494956288,0.5125975090765857,2230.0,7435.0,0.31856086079354407,68.60170786221958,0.2266501807114324,0.7070611970410222,0.49688206432388,0.4512195121951219,0.5731707317073171,0.22131299943575605,0.0,42.0,0.0,0.6441320774843753,0.1652466686828133,0.05727265673527571,0.10797401194753758,,
ravdess,cnn,0.1,9,24,8.0,0.5801611796982167,42.488622465202695,86.66666666666667,184.0,166.88888888888889,166.66666666666666,179.44444444444446,171.66666666666666,42.488622465202695,0.09937456567060458,0.9006254343293956,0.12891941686249395,143.0,1439.0,0.5998764574164157,41.02831254847779,0.5794753086419753,0.9006254343293956,0.12997747869477216,0.6588512241054613,0.7664814814814815,0.5799244130566445,0.0,1.2222222222222223,0.0,0.28327671826895795,0.44163439526919884,0.23372449346298194,0.20790990180621693,178.66666666666666,162.0
ravdess,cnn,0.2,9,24,8.0,0.5619212962962963,43.752311218120404,73.44444444444444,172.33333333333334,143.88888888888889,144.88888888888889,163.66666666666666,153.0,43.752311218120404,0.19944405837387075,0.8005559416261293,0.2500488749246148,287.0,1439.0,0.5998764574164157,41.02831254847779,0.560281635802469,0.8005559416261293,0.2522874112293282,0.4759259259259259,0.5953860640301318,0.5593984601327457,0.0,4.555555555555555,0.0,0.32845925910096174,0.44163439526919884,0.23372449346298194,0.20790990180621693,163.44444444444446,137.33333333333334
ravdess,cnn,0.3,9,24,8.0,0.5399029982363316,45.07582542232447,62.77777777777778,160.77777777777777,120.55555555555556,123.77777777777777,147.77777777777777,128.44444444444446,45.07582542232447,0.2995135510771369,0.700486448922863,0.369520629445774,431.0,1439.0,0.5998764574164157,41.02831254847779,0.5383597883597884,0.700486448922863,0.3713434371769511,0.34629629629629627,0.4488888888888889,0.5320343080283138,0.0,9.11111111111111,0.0,0.3666568221665421,0.44163439526919884,0.23372449346298194,0.20790990180621693,150.11111111111111,113.77777777777777
ravdess,hubert_base,0.1,3,24,8.0,0.31147119341563784,68.63481029080572,91.33333333333333,179.0,167.0,163.33333333333334,181.33333333333334,164.33333333333334,68.63481029080572,0.09937456567060458,0.9006254343293955,0.18457680865088275,143.0,1439.0,0.3439888811674774,65.90166430337406,0.3076131687242798,0.9006254343293955,0.1947544225322003,0.7611111111111111,0.8147175141242937,0.3116280528669438,0.0,0.0,0.0,0.39971971068611295,0.16901889919658777,0.06756869201966333,0.10145020717692448,178.0,171.66666666666666
ravdess,hubert_base,0.2,3,24,8.0,0.27372685185185186,72.05463308847658,81.0,164.0,144.66666666666666,136.33333333333334,168.66666666666666,135.33333333333334,72.05463308847658,0.19944405837387072,0.8005559416261293,0.3633486540893948,287.0,1439.0,0.3439888811674774,65.90166430337406,0.2734375,0.8005559416261293,0.36381495733347585,0.5833333333333334,0.665367231638418,0.27410681479960974,0.0,3.3333333333333335,0.0,0.47912686718921665,0.16901889919658777,0.06756869201966333,0.10145020717692448,169.66666666666666,152.33333333333334
ravdess,hubert_base,0.3,3,24,8.0,0.2390873015873016,75.21214962787242,68.0,146.33333333333334,120.33333333333333,113.33333333333333,154.66666666666666,115.66666666666667,75.21214962787242,0.2995135510771369,0.700486448922863,0.5134038800705467,431.0,1439.0,0.3439888811674774,65.90166430337406,0.2427248677248677,0.700486448922863,0.5058984910836762,0.41111111111111115,0.5386158192090394,0.239096406708316,0.0,8.666666666666666,0.0,0.5558910668087703,0.16901889919658777,0.06756869201966333,0.10145020717692448,154.0,135.66666666666666
ravdess,resnet_se,0.1,3,24,8.0,0.5249485596707819,47.43350930591681,81.66666666666667,181.0,170.33333333333334,163.33333333333334,181.0,170.33333333333334,47.43350930591681,0.09937456567060458,0.9006254343293955,0.13770019386378832,143.0,1439.0,0.5482974287699791,45.63370327952298,0.5241769547325102,0.9006254343293955,0.13892928351453696,0.6777777777777777,0.7655555555555557,0.5237261297512097,0.0,1.0,0.0,0.3151747912200152,0.37492739789521834,0.18958757609931498,0.18533982179590333,178.0,170.33333333333334
ravdess,resnet_se,0.2,3,24,8.0,0.5026041666666666,48.72186735430912,74.0,171.33333333333334,135.66666666666666,141.66666666666666,166.33333333333334,147.66666666666666,48.72186735430912,0.19944405837387072,0.8005559416261293,0.2662049456404295,287.0,1439.0,0.5482974287699791,45.63370327952298,0.5008680555555555,0.8005559416261293,0.2686945662176077,0.48888888888888893,0.6331920903954803,0.49899911098326794,0.0,4.333333333333333,0.0,0.3708468956694954,0.37492739789521834,0.18958757609931498,0.18533982179590333,166.33333333333334,149.0
